station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, time, MINIMUM_AIR_TEMPERATURE, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, ATMOSPHERIC_PRESSURE, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, 7.1, None, None, 1986-06-05 00:00:00, 7.1, None, None, None, None, 8.4, None, None, None
None, 6.9, None, None, 1986-06-05 01:00:00, 6.9, None, None, None, None, 8.4, None, None, None
None, 6.9, None, None, 1986-06-05 02:00:00, 6.9, None, None, None, None, 8.4, None, None, None
None, 6.8, None, None, 1986-06-05 03:00:00, 6.8, None, None, None, None, 8.4, None, None, None
None, 6.7, None, None, 1986-06-05 04:00:00, 6.7, None, None, None, None, 8.4, None, None, None
None, 6.5, None, None, 1986-06-05 05:00:00, 6.5, None, None, None, None, 8.4, None, None, None
None, 6.6, None, None, 1986-06-05 06:00:00, 6.5, None, None, None, None, 8.4, None, None, None
None, 6.8, None, None, 1986-06-05 07:00:00, 6.8, None, None, None, None, 6.8, 0.0, None, None
None, 6.6, None, None, 1986-06-05 08:00:00, 6.6, None, None, None, None, 6.8, -1.0, None, None
None, 8.3, None, None, 1986-06-05 09:00:00, 6.6, None, None, None, None, 8.3, 8.0, None, None
None, 10.4, 124.0, None, 1986-06-05 10:00:00, 6.6, None, None, None, None, 10.4, 16.0, None, None
None, 12.7, 105.0, None, 1986-06-05 11:00:00, 6.6, None, None, None, None, 12.7, 27.0, None, None
None, 13.3, 101.0, None, 1986-06-05 12:00:00, 6.6, None, None, None, None, 13.3, 33.0, None, None
None, 13.1, 98.0, None, 1986-06-05 13:00:00, 6.6, None, None, None, None, 13.3, 39.0, None, None
None, 15.0, 86.0, None, 1986-06-05 14:00:00, 6.6, None, None, None, None, 15.0, 38.0, None, None
None, 13.9, 98.0, None, 1986-06-05 15:00:00, 6.6, None, None, None, None, 15.0, 41.0, None, None
None, 12.9, 100.0, None, 1986-06-05 16:00:00, 6.6, None, None, None, None, 15.0, 49.0, None, None
None, 12.9, 103.0, None, 1986-06-05 17:00:00, 6.6, None, None, None, None, 15.0, 54.0, None, None
None, 11.3, 110.0, None, 1986-06-05 18:00:00, 6.6, None, None, None, None, 15.0, 56.0, None, None
None, 12.1, 106.0, None, 1986-06-05 19:00:00, 12.1, None, None, None, None, 12.1, -6.0, None, None
None, 8.5, 131.0, None, 1986-06-05 20:00:00, 8.5, None, None, None, None, 12.1, -2.0, None, None
None, 6.7, None, None, 1986-06-05 21:00:00, 6.7, None, None, None, None, 12.1, -10.0, None, None
None, 6.1, None, None, 1986-06-05 22:00:00, 6.1, None, None, None, None, 12.1, None, None, None
None, 5.9, None, None, 1986-06-05 23:00:00, 5.9, None, None, None, None, 12.1, None, None, None
None, 5.5, None, None, 1986-06-06 00:00:00, 5.5, None, None, None, None, 12.1, None, None, None
None, 5.2, None, None, 1986-06-06 01:00:00, 5.2, None, None, None, None, 12.1, None, None, None
None, 5.1, None, None, 1986-06-06 02:00:00, 5.1, None, None, None, None, 12.1, None, None, None
None, 4.9, None, None, 1986-06-06 03:00:00, 4.9, None, None, None, None, 12.1, None, None, None
None, 4.7, None, None, 1986-06-06 04:00:00, 4.7, None, None, None, None, 12.1, None, None, None
None, 4.6, None, None, 1986-06-06 05:00:00, 4.6, None, None, None, None, 12.1, None, None, None
None, 4.5, None, None, 1986-06-06 06:00:00, 4.5, None, None, None, None, 12.1, None, None, None
None, 4.7, None, None, 1986-06-06 07:00:00, 4.7, None, None, None, None, 4.7, -1.0, None, None
None, 5.0, None, None, 1986-06-06 08:00:00, 4.7, None, None, None, None, 5.0, -2.0, None, None
None, 5.3, None, None, 1986-06-06 09:00:00, 4.7, None, None, None, None, 5.3, -2.0, None, None
None, 6.2, None, None, 1986-06-06 10:00:00, 4.7, None, None, None, None, 6.2, -1.0, None, None
None, 6.8, None, None, 1986-06-06 11:00:00, 4.7, None, None, None, None, 6.8, -1.0, None, None
None, 7.9, 139.0, None, 1986-06-06 12:00:00, 4.7, None, None, None, None, 7.9, 1.0, None, None
None, 10.0, 124.0, None, 1986-06-06 13:00:00, 4.7, None, None, None, None, 10.0, 10.0, None, None
None, 11.5, 114.0, None, 1986-06-06 14:00:00, 4.7, None, None, None, None, 11.5, 21.0, None, None
None, 10.4, 118.0, None, 1986-06-06 15:00:00, 4.7, None, None, None, None, 11.5, 30.0, None, None
None, 11.7, 111.0, None, 1986-06-06 16:00:00, 4.7, None, None, None, None, 11.7, 36.0, None, None
None, 8.9, 129.0, None, 1986-06-06 17:00:00, 4.7, None, None, None, None, 11.7, 40.0, None, None
None, 9.9, 120.0, None, 1986-06-06 18:00:00, 4.7, None, None, None, None, 11.7, 39.0, None, None
None, 7.3, 134.0, None, 1986-06-06 19:00:00, 7.3, None, None, None, None, 7.3, 1.0, None, None
None, 5.8, None, None, 1986-06-06 20:00:00, 5.8, None, None, None, None, 7.3, -3.0, None, None
None, 4.6, None, None, 1986-06-06 21:00:00, 4.6, None, None, None, None, 7.3, None, None, None
None, 4.3, None, None, 1986-06-06 22:00:00, 4.3, None, None, None, None, 7.3, None, None, None
None, 4.1, None, None, 1986-06-06 23:00:00, 4.1, None, None, None, None, 7.3, None, None, None
None, 4.0, None, None, 1986-06-07 00:00:00, 4.0, None, None, None, None, 7.3, None, None, None
None, 3.9, None, None, 1986-06-07 01:00:00, 3.9, None, None, None, None, 7.3, None, None, None
None, 3.7, None, None, 1986-06-07 02:00:00, 3.7, None, None, None, None, 7.3, None, None, None
None, 3.6, None, None, 1986-06-07 03:00:00, 3.6, None, None, None, None, 7.3, None, None, None
None, 3.4, None, None, 1986-06-07 04:00:00, 3.4, None, None, None, None, 7.3, None, None, None
None, 3.4, None, None, 1986-06-07 05:00:00, 3.4, None, None, None, None, 7.3, None, None, None
None, 3.4, None, None, 1986-06-07 06:00:00, 3.4, None, None, None, None, 7.3, None, None, None
None, 3.5, None, None, 1986-06-07 07:00:00, 3.5, None, None, None, None, 3.5, 0.0, None, None
None, 4.0, None, None, 1986-06-07 08:00:00, 3.5, None, None, None, None, 4.0, 3.0, None, None
None, 4.6, None, None, 1986-06-07 09:00:00, 3.5, None, None, None, None, 4.6, 2.0, None, None
None, 4.8, None, None, 1986-06-07 10:00:00, 3.5, None, None, None, None, 4.8, 1.0, None, None
None, 5.6, None, None, 1986-06-07 11:00:00, 3.5, None, None, None, None, 5.6, 4.0, None, None
None, 7.4, 134.0, None, 1986-06-07 12:00:00, 3.5, None, None, None, None, 7.4, 4.0, None, None
None, 7.4, 135.0, None, 1986-06-07 13:00:00, 3.5, None, None, None, None, 7.4, 6.0, None, None
None, 6.6, 139.0, None, 1986-06-07 14:00:00, 3.5, None, None, None, None, 7.4, 8.0, None, None
None, 5.1, None, None, 1986-06-07 15:00:00, 3.5, None, None, None, None, 7.4, 13.0, None, None
None, 4.3, None, None, 1986-06-07 16:00:00, 3.5, None, None, None, None, 7.4, 11.0, None, None
None, 4.1, None, None, 1986-06-07 17:00:00, 3.5, None, None, None, None, 7.4, 14.0, None, None
None, 4.0, None, None, 1986-06-07 18:00:00, 3.5, None, None, None, None, 7.4, 16.0, None, None
None, 3.9, None, None, 1986-06-07 19:00:00, 3.9, None, None, None, None, 3.9, 4.0, None, None
None, 3.7, None, None, 1986-06-07 20:00:00, 3.7, None, None, None, None, 3.9, 9.0, None, None
None, 3.6, None, None, 1986-06-07 21:00:00, 3.6, None, None, None, None, 3.9, 15.0, None, None
None, 3.5, None, None, 1986-06-07 22:00:00, 3.5, None, None, None, None, 3.9, 21.0, None, None
None, 3.3, None, None, 1986-06-07 23:00:00, 3.3, None, None, None, None, 3.9, 30.0, None, None
None, 3.1, None, None, 1986-06-08 00:00:00, 3.1, None, None, None, None, 3.9, 38.0, None, None
None, 3.0, None, None, 1986-06-08 01:00:00, 3.0, None, None, None, None, 3.9, 46.0, None, None
None, 3.0, None, None, 1986-06-08 02:00:00, 3.0, None, None, None, None, 3.9, 53.0, None, None
None, 3.1, None, None, 1986-06-08 03:00:00, 3.0, None, None, None, None, 3.9, 61.0, None, None
None, 3.1, None, None, 1986-06-08 04:00:00, 3.0, None, None, None, None, 3.9, 69.0, None, None
None, 3.2, None, None, 1986-06-08 05:00:00, 3.0, None, None, None, None, 3.9, 76.0, None, None
None, 3.2, None, None, 1986-06-08 06:00:00, 3.0, None, None, None, None, 3.9, 84.0, None, None
None, 3.3, None, None, 1986-06-08 07:00:00, 3.3, None, None, None, None, 3.3, 3.0, None, None
None, 3.6, None, None, 1986-06-08 08:00:00, 3.3, None, None, None, None, 3.6, 4.0, None, None
None, 4.1, None, None, 1986-06-08 09:00:00, 3.3, None, None, None, None, 4.1, 1.0, None, None
None, 4.4, None, None, 1986-06-08 10:00:00, 3.3, None, None, None, None, 4.4, -6.0, None, None
None, 4.7, None, None, 1986-06-08 11:00:00, 3.3, None, None, None, None, 4.7, None, None, None
None, 5.0, None, None, 1986-06-08 12:00:00, 3.3, None, None, None, None, 5.0, None, None, None
None, 4.9, None, None, 1986-06-08 13:00:00, 3.3, None, None, None, None, 5.0, None, None, None
None, 5.6, None, None, 1986-06-08 14:00:00, 3.3, None, None, None, None, 5.6, None, None, None
None, 6.8, None, None, 1986-06-08 15:00:00, 3.3, None, None, None, None, 6.8, None, None, None
None, 6.6, None, None, 1986-06-08 16:00:00, 3.3, None, None, None, None, 6.8, None, None, None
None, 7.6, 138.0, None, 1986-06-08 17:00:00, 3.3, None, None, None, None, 7.6, None, None, None
None, 6.5, None, None, 1986-06-08 18:00:00, 3.3, None, None, None, None, 7.6, None, None, None
None, 6.6, None, None, 1986-06-08 19:00:00, 6.6, None, None, None, None, 6.6, 0.0, None, None
None, 5.4, None, None, 1986-06-08 20:00:00, 5.4, None, None, None, None, 6.6, 4.0, None, None
None, 4.9, None, None, 1986-06-08 21:00:00, 4.9, None, None, None, None, 6.6, 7.0, None, None
None, 4.6, None, None, 1986-06-08 22:00:00, 4.6, None, None, None, None, 6.6, 12.0, None, None
None, 4.8, None, None, 1986-06-08 23:00:00, 4.6, None, None, None, None, 6.6, 15.0, None, None
None, 4.6, None, None, 1986-06-09 00:00:00, 4.6, None, None, None, None, 6.6, 17.0, None, None
None, 4.7, None, None, 1986-06-09 01:00:00, 4.6, None, None, None, None, 6.6, 17.0, None, None
None, 4.6, None, None, 1986-06-09 02:00:00, 4.6, None, None, None, None, 6.6, 19.0, None, None
None, 4.5, None, None, 1986-06-09 03:00:00, 4.5, None, None, None, None, 6.6, 24.0, None, None
None, 4.5, None, None, 1986-06-09 04:00:00, 4.5, None, None, None, None, 6.6, 27.0, None, None
None, 4.1, None, None, 1986-06-09 05:00:00, 4.1, None, None, None, None, 6.6, 29.0, None, None
None, 4.0, None, None, 1986-06-09 06:00:00, 4.0, None, None, None, None, 6.6, None, None, None
None, 6.8, 137.0, None, 1986-06-09 07:00:00, 6.8, None, None, None, None, 6.8, -1.0, None, None
None, 11.6, 106.0, None, 1986-06-09 08:00:00, 6.8, None, None, None, None, 11.6, None, None, None
None, 13.5, 103.0, None, 1986-06-09 09:00:00, 6.8, None, None, None, None, 13.5, None, None, None
None, 14.7, 97.0, None, 1986-06-09 10:00:00, 6.8, None, None, None, None, 14.7, None, None, None
None, 15.5, 86.0, None, 1986-06-09 11:00:00, 6.8, None, None, None, None, 15.5, None, None, None
None, 15.1, 83.0, None, 1986-06-09 12:00:00, 6.8, None, None, None, None, 15.5, None, None, None
None, 15.9, 73.0, None, 1986-06-09 13:00:00, 6.8, None, None, None, None, 15.9, None, None, None
None, 16.0, 69.0, None, 1986-06-09 14:00:00, 6.8, None, None, None, None, 16.0, None, None, None
None, 16.1, 70.0, None, 1986-06-09 15:00:00, 6.8, None, None, None, None, 16.1, None, None, None
None, 19.1, 56.0, None, 1986-06-09 16:00:00, 6.8, None, None, None, None, 19.1, None, None, None
None, 18.7, 58.0, None, 1986-06-09 17:00:00, 6.8, None, None, None, None, 19.1, None, None, None
None, 17.2, 65.0, None, 1986-06-09 18:00:00, 6.8, None, None, None, None, 19.1, None, None, None
None, 14.7, 72.0, None, 1986-06-09 19:00:00, 14.7, None, None, None, None, 14.7, 0.0, None, None
None, 13.3, 78.0, None, 1986-06-09 20:00:00, 13.3, None, None, None, None, 14.7, -6.0, None, None
None, 10.3, 94.0, None, 1986-06-09 21:00:00, 10.3, None, None, None, None, 14.7, None, None, None
None, 9.1, 95.0, None, 1986-06-09 22:00:00, 9.1, None, None, None, None, 14.7, None, None, None
None, 9.0, 92.0, None, 1986-06-09 23:00:00, 9.0, None, None, None, None, 14.7, None, None, None
None, 8.3, 90.0, None, 1986-06-10 00:00:00, 8.3, None, None, None, None, 14.7, None, None, None
None, 9.0, 91.0, None, 1986-06-10 01:00:00, 8.3, None, None, None, None, 14.7, None, None, None
None, 8.5, 107.0, None, 1986-06-10 02:00:00, 8.3, None, None, None, None, 14.7, None, None, None
None, 8.5, 107.0, None, 1986-06-10 03:00:00, 8.3, None, None, None, None, 14.7, None, None, None
None, 8.8, 102.0, None, 1986-06-10 04:00:00, 8.3, None, None, None, None, 14.7, None, None, None
None, 9.2, 97.0, None, 1986-06-10 05:00:00, 8.3, None, None, None, None, 14.7, None, None, None
None, 9.6, 97.0, None, 1986-06-10 06:00:00, 8.3, None, None, None, None, 14.7, None, None, None
None, 14.0, 79.0, None, 1986-06-10 07:00:00, 14.0, None, None, None, None, 14.0, 20.0, None, None
None, 16.7, 68.0, None, 1986-06-10 08:00:00, 14.0, None, None, None, None, 16.7, 22.0, None, None
None, 16.5, 69.0, None, 1986-06-10 09:00:00, 14.0, None, None, None, None, 16.7, 68.0, None, None
None, 16.3, 71.0, None, 1986-06-10 10:00:00, 14.0, None, None, None, None, 16.7, 75.0, None, None
None, 17.6, 68.0, None, 1986-06-10 11:00:00, 14.0, None, None, None, None, 17.6, 76.0, None, None
None, 16.6, 69.0, None, 1986-06-10 12:00:00, 14.0, None, None, None, None, 17.6, 76.0, None, None
None, 18.1, 65.0, None, 1986-06-10 13:00:00, 14.0, None, None, None, None, 18.1, 77.0, None, None
None, 18.6, 65.0, None, 1986-06-10 14:00:00, 14.0, None, None, None, None, 18.6, 75.0, None, None
None, None, 75.0, None, 1986-10-01 00:00:00, None, None, None, None, None, None, None, None, None
None, None, 74.0, None, 1986-10-01 01:00:00, None, None, None, None, None, None, None, None, None
None, None, 74.0, None, 1986-10-01 02:00:00, None, None, None, None, None, None, None, None, None
None, None, 74.0, None, 1986-10-01 03:00:00, None, None, None, None, None, None, None, None, None
None, None, 75.0, None, 1986-10-01 04:00:00, None, None, None, None, None, None, 0.0, None, None
None, None, 75.0, None, 1986-10-01 05:00:00, None, None, None, None, None, None, -1.0, None, None
None, None, 74.0, None, 1986-10-01 06:00:00, None, None, None, None, None, None, -2.0, None, None
None, None, 74.0, None, 1986-10-01 07:00:00, None, None, None, None, None, None, -1.0, None, None
None, None, 74.0, None, 1986-10-01 08:00:00, None, None, None, None, None, None, -1.0, None, None
None, None, 74.0, None, 1986-10-01 09:00:00, None, None, None, None, None, None, -2.0, None, None
None, None, 74.0, None, 1986-10-01 10:00:00, None, None, None, None, None, None, -2.0, None, None
None, None, 73.0, None, 1986-10-01 11:00:00, None, None, None, None, None, None, -2.0, None, None
None, None, 73.0, None, 1986-10-01 12:00:00, None, None, None, None, None, None, -2.0, None, None
None, None, 72.0, None, 1986-10-01 13:00:00, None, None, None, None, None, None, 10.0, None, None
None, None, 72.0, None, 1986-10-01 14:00:00, None, None, None, None, None, None, 10.0, None, None
None, 1.0, 131.0, None, 1986-10-01 15:00:00, 1.0, None, None, None, None, 1.0, None, None, None
None, 1.0, 131.0, None, 1986-10-02 15:00:00, 1.0, None, None, None, None, 1.0, None, None, None
None, 0.8, None, None, 1986-10-02 16:00:00, 0.8, None, None, None, None, 1.0, None, None, None
None, 0.7, None, None, 1986-10-02 17:00:00, 0.7, None, None, None, None, 1.0, None, None, None
None, 1.0, None, None, 1986-10-02 18:00:00, 0.7, None, None, None, None, 1.0, None, None, None
None, 1.1, None, None, 1986-10-02 19:00:00, 1.1, None, None, None, None, 1.1, 0.0, None, None
None, 1.1, None, None, 1986-10-02 20:00:00, 1.1, None, None, None, None, 1.1, 0.0, None, None
None, 1.1, None, None, 1986-10-02 21:00:00, 1.1, None, None, None, None, 1.1, 0.0, None, None
None, 1.0, None, None, 1986-10-02 22:00:00, 1.0, None, None, None, None, 1.1, 0.0, None, None
None, 1.0, 140.0, None, 1986-10-02 23:00:00, 1.0, None, None, None, None, 1.1, 0.0, None, None
None, 0.8, None, None, 1986-10-03 00:00:00, 0.8, None, None, None, None, 1.1, 0.0, None, None
None, 0.9, None, None, 1986-10-03 01:00:00, 0.8, None, None, None, None, 1.1, 0.0, None, None
None, 1.1, 133.0, None, 1986-10-03 02:00:00, 0.8, None, None, None, None, 1.1, 0.0, None, None
None, 1.3, 127.0, None, 1986-10-03 03:00:00, 0.8, None, None, None, None, 1.3, 0.0, None, None
None, 1.4, 127.0, None, 1986-10-03 04:00:00, 0.8, None, None, None, None, 1.4, 0.0, None, None
None, 1.4, 136.0, None, 1986-10-03 05:00:00, 0.8, None, None, None, None, 1.4, 1.0, None, None
None, 1.4, 137.0, None, 1986-10-03 06:00:00, 0.8, None, None, None, None, 1.4, 1.0, None, None
None, 1.3, None, None, 1986-10-03 07:00:00, 1.3, None, None, None, None, 1.3, 0.0, None, None
None, 1.6, None, None, 1986-10-03 08:00:00, 1.3, None, None, None, None, 1.6, 0.0, None, None
None, 2.1, None, None, 1986-10-03 09:00:00, 1.3, None, None, None, None, 2.1, 0.0, None, None
None, 2.9, 132.0, None, 1986-10-03 10:00:00, 1.3, None, None, None, None, 2.9, 0.0, None, None
None, 3.7, 118.0, None, 1986-10-03 11:00:00, 1.3, None, None, None, None, 3.7, 0.0, None, None
None, 4.4, 112.0, None, 1986-10-03 12:00:00, 1.3, None, None, None, None, 4.4, 0.0, None, None
None, 4.4, 113.0, None, 1986-10-03 13:00:00, 1.3, None, None, None, None, 4.4, 1.0, None, None
None, 4.3, 119.0, None, 1986-10-03 14:00:00, 1.3, None, None, None, None, 4.4, 1.0, None, None
None, 3.9, 124.0, None, 1986-10-03 15:00:00, 1.3, None, None, None, None, 4.4, 1.0, None, None
None, 3.5, 136.0, None, 1986-10-03 16:00:00, 1.3, None, None, None, None, 4.4, 1.0, None, None
None, 3.3, None, None, 1986-10-03 17:00:00, 1.3, None, None, None, None, 4.4, 1.0, None, None
None, 3.3, None, None, 1986-10-03 18:00:00, 1.3, None, None, None, None, 4.4, 1.0, None, None
None, 3.1, None, None, 1986-10-03 19:00:00, 3.1, None, None, None, None, 3.1, 0.0, None, None
None, 3.3, None, None, 1986-10-03 20:00:00, 3.1, None, None, None, None, 3.3, 0.0, None, None
None, 3.3, None, None, 1986-10-03 21:00:00, 3.1, None, None, None, None, 3.3, 0.0, None, None
None, 3.5, None, None, 1986-10-03 22:00:00, 3.1, None, None, None, None, 3.5, 0.0, None, None
None, 3.6, None, None, 1986-10-03 23:00:00, 3.1, None, None, None, None, 3.6, 0.0, None, None
None, 3.7, None, None, 1986-10-04 00:00:00, 3.1, None, None, None, None, 3.7, 0.0, None, None
None, 3.7, None, None, 1986-10-04 01:00:00, 3.1, None, None, None, None, 3.7, 0.0, None, None
None, 3.8, None, None, 1986-10-04 02:00:00, 3.1, None, None, None, None, 3.8, 0.0, None, None
None, 3.9, None, None, 1986-10-04 03:00:00, 3.1, None, None, None, None, 3.9, 0.0, None, None
None, 4.1, None, None, 1986-10-04 04:00:00, 3.1, None, None, None, None, 4.1, 0.0, None, None
None, 4.2, None, None, 1986-10-04 05:00:00, 3.1, None, None, None, None, 4.2, 0.0, None, None
None, 4.5, None, None, 1986-10-04 06:00:00, 3.1, None, None, None, None, 4.5, 0.0, None, None
None, 4.5, None, None, 1986-10-04 07:00:00, 4.5, None, None, None, None, 4.5, 0.0, None, None
None, 4.7, None, None, 1986-10-04 08:00:00, 4.5, None, None, None, None, 4.7, 0.0, None, None
None, 5.0, None, None, 1986-10-04 09:00:00, 4.5, None, None, None, None, 5.0, 0.0, None, None
None, 6.0, None, None, 1986-10-04 10:00:00, 4.5, None, None, None, None, 6.0, 0.0, None, None
None, 6.2, None, None, 1986-10-04 11:00:00, 4.5, None, None, None, None, 6.2, 0.0, None, None
None, 6.8, None, None, 1986-10-04 12:00:00, 4.5, None, None, None, None, 6.8, 1.0, None, None
None, 8.0, None, None, 1986-10-04 13:00:00, 4.5, None, None, None, None, 8.0, 1.0, None, None
None, 8.8, None, None, 1986-10-04 14:00:00, 4.5, None, None, None, None, 8.8, 1.0, None, None
None, 10.2, 107.0, None, 1986-10-04 15:00:00, 4.5, None, None, None, None, 10.2, 1.0, None, None
None, 9.0, 108.0, None, 1986-10-04 16:00:00, 4.5, None, None, None, None, 10.2, 1.0, None, None
None, 9.3, 107.0, None, 1986-10-04 17:00:00, 4.5, None, None, None, None, 10.2, 1.0, None, None
None, 11.0, 96.0, None, 1986-10-04 18:00:00, 4.5, None, None, None, None, 11.0, 1.0, None, None
None, 7.0, 113.0, None, 1986-10-04 19:00:00, 7.0, None, None, None, None, 7.0, 0.0, None, None
None, 6.1, 127.0, None, 1986-10-04 20:00:00, 6.1, None, None, None, None, 7.0, -1.0, None, None
None, 6.2, 140.0, None, 1986-10-04 21:00:00, 6.1, None, None, None, None, 7.0, -1.0, None, None
None, 6.1, None, None, 1986-10-04 22:00:00, 6.1, None, None, None, None, 7.0, -1.0, None, None
None, 6.8, None, None, 1986-10-04 23:00:00, 6.1, None, None, None, None, 7.0, -1.0, None, None
None, 7.4, None, None, 1986-10-05 00:00:00, 6.1, None, None, None, None, 7.4, -1.0, None, None
None, 7.8, 117.0, None, 1986-10-05 01:00:00, 6.1, None, None, None, None, 7.8, -1.0, None, None
None, 8.0, 108.0, None, 1986-10-05 02:00:00, 6.1, None, None, None, None, 8.0, -1.0, None, None
None, 8.5, 98.0, None, 1986-10-05 03:00:00, 6.1, None, None, None, None, 8.5, -1.0, None, None
None, 9.0, 87.0, None, 1986-10-05 04:00:00, 6.1, None, None, None, None, 9.0, -1.0, None, None
None, 9.4, 86.0, None, 1986-10-05 05:00:00, 6.1, None, None, None, None, 9.4, -1.0, None, None
None, 9.3, 82.0, None, 1986-10-05 06:00:00, 6.1, None, None, None, None, 9.4, -1.0, None, None
None, 9.5, 86.0, None, 1986-10-05 07:00:00, 9.5, None, None, None, None, 9.5, 0.0, None, None
None, 12.3, 65.0, None, 1986-10-05 08:00:00, 9.5, None, None, None, None, 12.3, -1.0, None, None
None, 16.6, 43.0, None, 1986-10-05 09:00:00, 9.5, None, None, None, None, 16.6, 0.0, None, None
None, 18.4, 33.0, None, 1986-10-05 10:00:00, 9.5, None, None, None, None, 18.4, -2.0, None, None
None, 18.1, 34.0, None, 1986-10-05 11:00:00, 9.5, None, None, None, None, 18.4, -2.0, None, None
None, 17.5, 44.0, None, 1986-10-05 12:00:00, 9.5, None, None, None, None, 18.4, -1.0, None, None
None, 18.0, 51.0, None, 1986-10-05 13:00:00, 9.5, None, None, None, None, 18.4, 0.0, None, None
None, 18.4, 53.0, None, 1986-10-05 14:00:00, 9.5, None, None, None, None, 18.4, 1.0, None, None
None, 17.8, 53.0, None, 1986-10-05 15:00:00, 9.5, None, None, None, None, 18.4, 2.0, None, None
None, 17.5, 55.0, None, 1986-10-05 16:00:00, 9.5, None, None, None, None, 18.4, 1.0, None, None
None, 16.9, 59.0, None, 1986-10-05 17:00:00, 9.5, None, None, None, None, 18.4, 1.0, None, None
None, 15.2, 60.0, None, 1986-10-05 18:00:00, 9.5, None, None, None, None, 18.4, 1.0, None, None
None, 12.0, 70.0, None, 1986-10-05 19:00:00, 12.0, None, None, None, None, 12.0, 0.0, None, None
None, 10.5, 79.0, None, 1986-10-05 20:00:00, 10.5, None, None, None, None, 12.0, -1.0, None, None
None, 10.5, 78.0, None, 1986-10-05 21:00:00, 10.5, None, None, None, None, 12.0, -1.0, None, None
None, 10.5, 79.0, None, 1986-10-05 22:00:00, 10.5, None, None, None, None, 12.0, -1.0, None, None
None, 10.9, 70.0, None, 1986-10-05 23:00:00, 10.5, None, None, None, None, 12.0, -1.0, None, None
None, 11.0, 69.0, None, 1986-10-06 00:00:00, 10.5, None, None, None, None, 12.0, -1.0, None, None
None, 11.1, 66.0, None, 1986-10-06 01:00:00, 10.5, None, None, None, None, 12.0, -2.0, None, None
None, 10.4, 70.0, None, 1986-10-06 02:00:00, 10.4, None, None, None, None, 12.0, -2.0, None, None
None, 9.9, 66.0, None, 1986-10-06 03:00:00, 9.9, None, None, None, None, 12.0, -2.0, None, None
None, 10.3, 63.0, None, 1986-10-06 04:00:00, 9.9, None, None, None, None, 12.0, -2.0, None, None
None, 10.4, 58.0, None, 1986-10-06 05:00:00, 9.9, None, None, None, None, 12.0, -2.0, None, None
None, 10.8, 54.0, None, 1986-10-06 06:00:00, 9.9, None, None, None, None, 12.0, -2.0, None, None
None, 10.6, 53.0, None, 1986-10-06 07:00:00, 10.6, None, None, None, None, 10.6, 0.0, None, None
None, 12.8, 42.0, None, 1986-10-06 08:00:00, 10.6, None, None, None, None, 12.8, -1.0, None, None
None, 17.3, 29.0, None, 1986-10-06 10:00:00, 16.3, None, None, None, None, 17.3, None, None, None
None, 17.0, 32.0, None, 1986-10-06 11:00:00, 16.3, None, None, None, None, 17.3, None, None, None
None, 17.5, 32.0, None, 1986-10-06 12:00:00, 16.3, None, None, None, None, 17.5, None, None, None
None, 18.3, 32.0, None, 1986-10-06 13:00:00, 16.3, None, None, None, None, 18.3, None, None, None
None, 19.2, 28.0, None, 1986-10-06 14:00:00, 16.3, None, None, None, None, 19.2, None, None, None
None, 18.7, 33.0, None, 1986-10-06 15:00:00, 16.3, None, None, None, None, 19.2, None, None, None
None, 17.7, 37.0, None, 1986-10-06 16:00:00, 16.3, None, None, None, None, 19.2, None, None, None
None, 17.1, 37.0, None, 1986-10-06 17:00:00, 17.1, None, None, None, None, 17.1, None, None, None
None, 12.8, 47.0, None, 1986-10-06 18:00:00, 12.8, None, None, None, None, 17.1, None, None, None
None, 11.6, 50.0, None, 1986-10-06 19:00:00, 11.6, None, None, None, None, 11.6, 0.0, None, None
None, 10.9, 54.0, None, 1986-10-06 20:00:00, 10.9, None, None, None, None, 11.6, -1.0, None, None
None, 10.4, 58.0, None, 1986-10-06 21:00:00, 10.4, None, None, None, None, 11.6, -1.0, None, None
None, 10.2, 62.0, None, 1986-10-06 22:00:00, 10.2, None, None, None, None, 11.6, -1.0, None, None
None, 9.6, 74.0, None, 1986-10-06 23:00:00, 9.6, None, None, None, None, 11.6, -1.0, None, None
None, 8.9, 83.0, None, 1986-10-07 00:00:00, 8.9, None, None, None, None, 11.6, -1.0, None, None
None, 8.6, 87.0, None, 1986-10-07 01:00:00, 8.6, None, None, None, None, 11.6, -1.0, None, None
None, 8.2, 93.0, None, 1986-10-07 02:00:00, 8.2, None, None, None, None, 11.6, -1.0, None, None
None, 8.6, 90.0, None, 1986-10-07 03:00:00, 8.2, None, None, None, None, 11.6, -2.0, None, None
None, 7.7, 96.0, None, 1986-10-07 04:00:00, 7.7, None, None, None, None, 11.6, -1.0, None, None
None, 6.3, 108.0, None, 1986-10-07 05:00:00, 6.3, None, None, None, None, 11.6, -1.0, None, None
None, 5.4, 122.0, None, 1986-10-07 06:00:00, 5.4, None, None, None, None, 11.6, -1.0, None, None
None, 5.6, 130.0, None, 1986-10-07 07:00:00, 5.6, None, None, None, None, 5.6, 0.0, None, None
