station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, MEASURED_WIND_DIRECTION1, MEASURED_WIND_SPEED1, air_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, dwpt_temp, time
-6.957, 99.2, -5.6, 99.0, 31.8, 21.57, 18.2, 273.3, 18.18, -7.0, -7.8, -7.0, 273.0, -7.0, 2021-01-03 11:00:00
-7.239, 98.6, -5.6, 99.0, 36.9, 21.96, 20.1, 280.9, 20.06, -7.2, -7.8, -8.0, 281.0, -8.0, 2021-01-03 12:00:00
-7.803, 98.3, -5.6, 98.0, 33.6, 23.82, 17.1, 278.1, 17.07, -7.8, -8.0, -8.0, 278.0, -8.0, 2021-01-03 13:00:00
-8.08, 97.8, -5.6, 98.0, 30.2, 32.54, 11.7, 265.5, 11.7, -8.1, -8.0, -8.0, 266.0, -8.0, 2021-01-03 14:00:00
-8.36, 97.4, -5.6, 97.0, 28.9, 33.06, 13.0, 271.0, 13.0, -8.4, -8.3, -8.0, 271.0, -8.0, 2021-01-03 15:00:00
-8.32, 97.7, -5.6, 98.0, 30.4, 37.99, 13.5, 279.5, 13.45, -8.3, -8.5, -9.0, 280.0, -9.0, 2021-01-03 16:00:00
-8.12, 98.0, -5.6, 98.0, 33.0, 34.32, 14.9, 271.4, 14.85, -8.1, -8.5, -9.0, 271.0, -9.0, 2021-01-03 17:00:00
-8.06, 98.1, -5.6, 98.0, 34.8, 30.29, 16.7, 274.6, 16.74, -8.1, -8.5, -8.0, 275.0, -8.0, 2021-01-03 18:00:00
-8.08, 98.1, -7.9, 98.0, 41.9, 33.17, 17.7, 269.7, 17.73, -8.1, -8.2, -8.0, 270.0, -8.0, 2021-01-03 19:00:00
-7.939, 98.2, -7.9, 98.0, 36.6, 25.91, 18.2, 277.2, 18.2, -7.9, -8.2, -8.0, 277.0, -8.0, 2021-01-03 20:00:00
-7.873, 98.3, -7.9, 98.0, 38.7, 27.95, 16.5, 274.6, 16.53, -7.9, -8.2, -8.0, 275.0, -8.0, 2021-01-03 21:00:00
-7.726, 98.6, -7.6, 99.0, 33.7, 28.53, 18.4, 281.1, 18.37, -7.7, -8.2, -8.0, 281.0, -8.0, 2021-01-03 22:00:00
-7.256, 99.1, -7.3, 99.0, 44.6, 23.92, 24.1, 287.8, 24.07, -7.3, -8.2, -7.0, 288.0, -7.0, 2021-01-03 23:00:00
-7.414, 98.8, -7.1, 99.0, 31.2, 28.06, 14.6, 286.9, 14.6, -7.4, -8.2, -8.0, 287.0, -8.0, 2021-01-04 00:00:00
-7.139, 99.0, -7.1, 99.0, 19.3, 37.26, 9.2, 260.3, 9.16, -7.1, -8.2, -7.0, 260.0, -7.0, 2021-01-04 01:00:00
-7.376, 98.7, -7.1, 99.0, 15.5, 49.15, 5.8, 246.1, 5.756, -7.4, -8.2, -8.0, 246.0, -8.0, 2021-01-04 02:00:00
-7.335, 98.8, -7.1, 99.0, 16.5, 33.01, 6.4, 252.9, 6.378, -7.3, -8.2, -7.0, 253.0, -7.0, 2021-01-04 03:00:00
-7.417, 98.6, -7.1, 99.0, 19.2, 41.25, 5.6, 234.9, 5.572, -7.4, -8.2, -7.0, 235.0, -7.0, 2021-01-04 04:00:00
-7.567, 98.7, -7.1, 99.0, 17.7, 47.24, 7.6, 103.4, 7.606, -7.6, -8.2, -8.0, 103.0, -8.0, 2021-01-04 05:00:00
-7.084, 99.2, -7.0, 99.0, 18.8, 25.86, 8.9, 82.1, 8.9, -7.1, -8.2, -7.0, 82.0, -7.0, 2021-01-04 06:00:00
-7.028, 99.1, -6.9, 99.0, 14.5, 16.09, 9.7, 74.49, 9.73, -7.0, -7.3, -7.0, 74.0, -7.0, 2021-01-04 07:00:00
-7.173, 99.1, -6.9, 99.0, 23.6, 36.9, 7.9, 94.4, 7.907, -7.2, -7.3, -7.0, 94.0, -7.0, 2021-01-04 08:00:00
-6.498, 99.3, -6.6, 99.0, 20.5, 41.9, 7.2, 86.7, 7.214, -6.5, -7.3, -7.0, 87.0, -7.0, 2021-01-04 09:00:00
-6.055, 99.3, -6.0, 99.0, 21.2, 52.35, 6.4, 94.4, 6.406, -6.1, -7.3, -6.0, 94.0, -6.0, 2021-01-04 10:00:00
-6.266, 99.2, -5.8, 99.0, 20.2, 24.79, 7.5, 77.61, 7.472, -6.3, -7.3, -6.0, 78.0, -6.0, 2021-01-04 11:00:00
-6.137, 99.3, -5.8, 99.0, 17.4, 20.65, 7.6, 81.4, 7.582, -6.1, -7.3, -6.0, 81.0, -6.0, 2021-01-04 12:00:00
-6.232, 99.2, -5.8, 99.0, 12.4, 25.83, 6.1, 82.7, 6.141, -6.2, -7.3, -6.0, 83.0, -6.0, 2021-01-04 13:00:00
-5.689, 99.2, -5.6, 99.0, 26.7, 67.09, 5.5, 112.1, 5.538, -5.7, -7.3, -6.0, 112.0, -6.0, 2021-01-04 14:00:00
-5.371, 99.2, -5.3, 99.0, 25.1, 48.8, 7.9, 168.0, 7.949, -5.4, -7.3, -5.0, 168.0, -5.0, 2021-01-04 15:00:00
-5.308, 99.3, -5.2, 99.0, 21.3, 71.74, 6.8, 145.4, 6.823, -5.3, -7.3, -5.0, 145.0, -5.0, 2021-01-04 16:00:00
-5.563, 99.2, -5.2, 99.0, 14.2, 47.7, 4.6, 320.4, 4.574, -5.6, -7.3, -5.0, 320.0, -5.0, 2021-01-04 17:00:00
-5.456, 99.3, -5.2, 99.0, 16.3, 50.55, 5.3, 314.2, 5.283, -5.5, -7.3, -6.0, 314.0, -6.0, 2021-01-04 18:00:00
-5.721, 99.0, -5.5, 99.0, 22.5, 65.41, 5.2, 311.3, 5.236, -5.7, -5.9, -6.0, 311.0, -6.0, 2021-01-04 19:00:00
-5.469, 99.0, -5.4, 99.0, 23.7, 36.28, 9.8, 274.2, 9.76, -5.5, -5.9, -5.0, 274.0, -5.0, 2021-01-04 20:00:00
-5.777, 99.2, -5.2, 99.0, 56.3, 20.84, 32.6, 276.5, 32.55, -5.8, -5.9, -6.0, 277.0, -6.0, 2021-01-04 21:00:00
-6.703, 99.2, -5.2, 99.0, 56.7, 16.65, 35.7, 270.0, 35.7, -6.7, -6.8, -7.0, 270.0, -7.0, 2021-01-04 22:00:00
-6.658, 99.2, -5.2, 99.0, 45.0, 15.15, 31.4, 269.7, 31.36, -6.7, -6.9, -7.0, 270.0, -7.0, 2021-01-04 23:00:00
-6.557, 99.2, -5.2, 99.0, 43.2, 17.42, 28.9, 268.9, 28.92, -6.6, -6.9, -7.0, 269.0, -7.0, 2021-01-05 00:00:00
-6.544, 99.3, -5.2, 99.0, 44.2, 17.27, 27.8, 271.7, 27.78, -6.5, -6.9, -7.0, 272.0, -7.0, 2021-01-05 01:00:00
-7.033, 99.2, -5.2, 99.0, 40.7, 19.07, 23.7, 275.4, 23.65, -7.0, -7.1, -7.0, 275.0, -7.0, 2021-01-05 02:00:00
-7.25, 99.1, -5.2, 99.0, 35.0, 20.68, 21.4, 274.6, 21.41, -7.3, -7.3, -8.0, 275.0, -8.0, 2021-01-05 03:00:00
-7.367, 99.0, -5.2, 99.0, 36.1, 16.61, 22.6, 270.3, 22.58, -7.4, -7.6, -7.0, 270.0, -7.0, 2021-01-05 04:00:00
-7.341, 98.8, -5.2, 99.0, 31.1, 16.67, 20.0, 271.6, 20.0, -7.3, -7.6, -8.0, 272.0, -8.0, 2021-01-05 05:00:00
-7.351, 98.7, -5.2, 99.0, 26.4, 22.76, 15.2, 277.1, 15.22, -7.4, -7.6, -7.0, 277.0, -7.0, 2021-01-05 06:00:00
-7.549, 98.6, -7.4, 99.0, 26.3, 24.64, 13.5, 282.5, 13.46, -7.5, -7.7, -8.0, 283.0, -8.0, 2021-01-05 07:00:00
-7.754, 98.5, -7.4, 99.0, 18.6, 29.2, 9.0, 265.0, 9.02, -7.8, -7.8, -8.0, 265.0, -8.0, 2021-01-05 08:00:00
-7.354, 99.2, -7.2, 99.0, 16.4, 32.42, 5.5, 238.6, 5.513, -7.4, -7.8, -7.0, 239.0, -7.0, 2021-01-05 09:00:00
-7.199, 98.8, -6.9, 99.0, 10.8, 68.64, 3.1, 255.8, 3.148, -7.2, -7.8, -7.0, 256.0, -7.0, 2021-01-05 10:00:00
-6.987, 99.2, -6.9, 99.0, 14.3, 66.33, 4.1, 305.3, 4.09, -7.0, -7.8, -7.0, 305.0, -7.0, 2021-01-05 11:00:00
-7.097, 98.9, -6.8, 99.0, 17.1, 50.47, 5.8, 298.9, 5.764, -7.1, -7.8, -7.0, 299.0, -7.0, 2021-01-05 12:00:00
-6.735, 99.2, -6.6, 99.0, 15.6, 59.85, 4.5, 298.4, 4.451, -6.7, -7.8, -7.0, 298.0, -7.0, 2021-01-05 13:00:00
-6.839, 99.2, -6.6, 99.0, 14.5, 69.49, 3.5, 304.0, 3.465, -6.8, -7.8, -7.0, 304.0, -7.0, 2021-01-05 14:00:00
-7.245, 99.1, -6.6, 99.0, 12.0, 66.37, 3.1, 324.5, 3.05, -7.2, -7.8, -7.0, 325.0, -7.0, 2021-01-05 15:00:00
-7.699, 98.5, -6.6, 99.0, 18.4, 58.09, 4.0, 308.3, 3.96, -7.7, -7.8, -8.0, 308.0, -8.0, 2021-01-05 16:00:00
-8.05, 98.2, -6.6, 98.0, 23.1, 49.52, 6.6, 288.6, 6.569, -8.1, -8.1, -8.0, 289.0, -8.0, 2021-01-05 17:00:00
-7.979, 98.2, -6.6, 98.0, 20.3, 75.91, 5.5, 287.4, 5.497, -8.0, -8.1, -8.0, 287.0, -8.0, 2021-01-05 18:00:00
-8.11, 97.9, -7.8, 98.0, 15.6, 75.36, 4.6, 333.9, 4.606, -8.1, -8.2, -8.0, 334.0, -8.0, 2021-01-05 19:00:00
-8.27, 97.9, -7.8, 98.0, 21.5, 65.01, 5.7, 327.5, 5.736, -8.3, -8.3, -9.0, 328.0, -9.0, 2021-01-05 20:00:00
-8.17, 98.0, -7.8, 98.0, 20.7, 73.17, 5.9, 279.5, 5.949, -8.2, -8.4, -9.0, 280.0, -9.0, 2021-01-05 21:00:00
-8.12, 98.0, -7.8, 98.0, 15.2, 75.64, 4.8, 352.6, 4.766, -8.1, -8.4, -8.0, 353.0, -8.0, 2021-01-05 22:00:00
-8.02, 98.2, -7.8, 98.0, 16.5, 63.77, 4.6, 323.9, 4.647, -8.0, -8.4, -8.0, 324.0, -8.0, 2021-01-05 23:00:00
-7.813, 98.2, -7.7, 98.0, 22.4, 66.03, 5.6, 295.2, 5.64, -7.8, -8.4, -8.0, 295.0, -8.0, 2021-01-06 00:00:00
-7.39, 98.6, -7.3, 99.0, 25.8, 69.66, 4.9, 297.8, 4.871, -7.4, -8.4, -7.0, 298.0, -7.0, 2021-01-06 01:00:00
-7.334, 98.9, -7.2, 99.0, 15.9, 58.39, 4.0, 320.2, 4.027, -7.3, -8.4, -8.0, 320.0, -8.0, 2021-01-06 02:00:00
-6.998, 99.2, -7.0, 99.0, 15.6, 66.04, 5.0, 0.445, 4.989, -7.0, -8.4, -7.0, 0.0, -7.0, 2021-01-06 03:00:00
-6.531, 99.2, -6.5, 99.0, 24.9, 64.64, 6.4, 308.4, 6.368, -6.5, -8.4, -7.0, 308.0, -7.0, 2021-01-06 04:00:00
-5.923, 99.2, -5.9, 99.0, 24.6, 61.7, 6.5, 307.8, 6.536, -5.9, -8.4, -6.0, 308.0, -6.0, 2021-01-06 05:00:00
-5.831, 99.2, -5.6, 99.0, 17.7, 66.67, 5.4, 341.1, 5.402, -5.8, -8.4, -6.0, 341.0, -6.0, 2021-01-06 06:00:00
-5.567, 99.3, -5.4, 99.0, 19.9, 62.22, 6.0, 342.4, 5.965, -5.6, -5.9, -6.0, 342.0, -6.0, 2021-01-06 07:00:00
-5.751, 99.3, -5.4, 99.0, 18.1, 69.09, 5.7, 333.6, 5.662, -5.8, -6.0, -6.0, 334.0, -6.0, 2021-01-06 08:00:00
-5.664, 99.2, -5.4, 99.0, 17.8, 59.64, 5.4, 299.3, 5.426, -5.7, -6.0, -6.0, 299.0, -6.0, 2021-01-06 09:00:00
-5.643, 99.2, -5.4, 99.0, 25.5, 55.95, 8.2, 295.9, 8.2, -5.6, -6.0, -6.0, 296.0, -6.0, 2021-01-06 10:00:00
-5.201, 99.2, -5.1, 99.0, 23.6, 36.06, 10.3, 283.7, 10.26, -5.2, -6.0, -5.0, 284.0, -5.0, 2021-01-06 11:00:00
-4.873, 99.3, -4.8, 99.0, 17.2, 42.75, 5.6, 282.9, 5.62, -4.9, -6.0, -5.0, 283.0, -5.0, 2021-01-06 12:00:00
-4.901, 99.2, -4.7, 99.0, 21.2, 38.56, 7.7, 282.0, 7.722, -4.9, -6.0, -5.0, 282.0, -5.0, 2021-01-06 13:00:00
-4.956, 99.2, -4.7, 99.0, 20.5, 32.96, 8.0, 274.6, 7.99, -5.0, -6.0, -5.0, 275.0, -5.0, 2021-01-06 14:00:00
-4.912, 99.2, -4.7, 99.0, 14.1, 29.66, 6.2, 279.9, 6.205, -4.9, -6.0, -5.0, 280.0, -5.0, 2021-01-06 15:00:00
-5.103, 99.2, -4.7, 99.0, 15.4, 27.48, 7.2, 286.9, 7.186, -5.1, -6.0, -5.0, 287.0, -5.0, 2021-01-06 16:00:00
-5.265, 99.2, -4.7, 99.0, 13.4, 21.5, 7.9, 272.9, 7.938, -5.3, -6.0, -5.0, 273.0, -5.0, 2021-01-06 17:00:00
-5.346, 99.2, -4.7, 99.0, 11.6, 16.58, 6.3, 267.6, 6.276, -5.3, -6.0, -5.0, 268.0, -5.0, 2021-01-06 18:00:00
-5.547, 99.1, -5.1, 99.0, 6.1, 54.19, 1.5, 251.4, 1.452, -5.5, -5.5, -6.0, 251.0, -6.0, 2021-01-06 19:00:00
-5.789, 99.2, -5.1, 99.0, 10.4, 20.04, 4.5, 106.1, 4.517, -5.8, -5.9, -6.0, 106.0, -6.0, 2021-01-06 20:00:00
-6.167, 99.3, -5.1, 99.0, 10.9, 16.54, 7.0, 108.0, 6.954, -6.2, -6.3, -6.0, 108.0, -6.0, 2021-01-06 21:00:00
-6.185, 99.3, -5.1, 99.0, 11.2, 38.85, 5.4, 92.0, 5.376, -6.2, -6.5, -6.0, 92.0, -6.0, 2021-01-06 22:00:00
-6.285, 99.3, -5.1, 99.0, 9.7, 66.8, 2.1, 183.8, 2.11, -6.3, -6.5, -6.0, 184.0, -6.0, 2021-01-06 23:00:00
-6.256, 99.3, -5.1, 99.0, 6.7, 59.32, 1.4, 109.6, 1.439, -6.3, -6.5, -7.0, 110.0, -7.0, 2021-01-07 00:00:00
-6.53, 99.2, -5.1, 99.0, 0.0, 48.06, 0.0, 237.8, 0.0, -6.5, -6.7, -7.0, 238.0, -7.0, 2021-01-07 01:00:00
-6.791, 99.1, -5.1, 99.0, 5.2, 0.11, 2.3, 229.2, 2.312, -6.8, -7.0, -7.0, 229.0, -7.0, 2021-01-07 02:00:00
-7.223, 98.5, -5.1, 99.0, 5.0, 0.034, 0.3, 229.4, 0.254, -7.2, -7.3, -7.0, 229.0, -7.0, 2021-01-07 03:00:00
-7.372, 98.7, -5.1, 99.0, 12.8, 14.06, 8.2, 254.2, 8.24, -7.4, -7.4, -8.0, 254.0, -8.0, 2021-01-07 04:00:00
-7.421, 98.6, -5.1, 99.0, 12.0, 15.27, 7.9, 267.7, 7.944, -7.4, -7.4, -8.0, 268.0, -8.0, 2021-01-07 05:00:00
-8.11, 97.3, -5.1, 97.0, 8.3, 76.96, 3.4, 100.2, 3.41, -8.1, -8.2, -8.0, 100.0, -8.0, 2021-01-07 06:00:00
-7.827, 98.0, -7.7, 98.0, 11.0, 38.97, 4.6, 119.9, 4.597, -7.8, -8.1, -8.0, 120.0, -8.0, 2021-01-07 07:00:00
-7.895, 98.3, -7.7, 98.0, 9.5, 29.09, 2.5, 248.0, 2.487, -7.9, -8.2, -8.0, 248.0, -8.0, 2021-01-07 08:00:00
-7.03, 99.3, -7.0, 99.0, 12.4, 6.876, 9.4, 236.7, 9.41, -7.0, -8.2, -7.0, 237.0, -7.0, 2021-01-07 09:00:00
-6.154, 99.3, -6.1, 99.0, 8.7, 21.34, 2.2, 263.9, 2.151, -6.2, -8.2, -6.0, 264.0, -6.0, 2021-01-07 10:00:00
-4.804, 99.2, -4.9, 99.0, 0.5, 0.04, 0.0, 265.7, 0.001, -4.8, -8.2, -5.0, 266.0, -5.0, 2021-01-07 11:00:00
-2.861, 99.2, -2.9, 99.0, 13.6, 0.4, 4.3, 263.5, 4.335, -2.9, -8.2, -3.0, 264.0, -3.0, 2021-01-07 12:00:00
-3.255, 99.2, -2.8, 99.0, 18.1, 0.066, 10.1, 263.5, 10.13, -3.3, -8.2, -3.0, 264.0, -3.0, 2021-01-07 13:00:00
None, None, -2.8, 99.0, 14.1, None, 6.2, None, None, -3.0, -8.2, None, 264.0, -3.0, 2021-01-07 14:00:00
-3.995, 99.2, -2.8, 99.0, 16.2, 0.177, 8.7, 264.2, 8.68, -4.0, -8.2, -4.0, 264.0, -4.0, 2021-01-07 15:00:00
-5.604, 99.2, -2.8, 99.0, 10.0, 0.063, 3.8, 264.4, 3.778, -5.6, -8.2, -6.0, 264.0, -6.0, 2021-01-07 16:00:00
-7.29, 95.1, -2.8, 95.0, 9.2, 0.02, 2.2, 264.4, 2.186, -7.3, -8.2, -8.0, 264.0, -8.0, 2021-01-07 17:00:00
-7.528, 98.3, -2.8, 98.0, 7.8, 0.0, 1.7, 264.4, 1.749, -7.5, -8.2, -8.0, 264.0, -8.0, 2021-01-07 18:00:00
-8.02, 97.9, -7.5, 98.0, 8.8, 0.0, 2.4, 264.4, 2.408, -8.0, -8.2, -9.0, 264.0, -9.0, 2021-01-07 19:00:00
None, None, -7.5, 93.0, 7.6, None, 2.2, None, None, -9.4, -9.3, None, 264.0, -10.0, 2021-01-07 20:00:00
-9.5, 96.5, -7.5, 97.0, 14.5, 47.79, 8.8, 265.4, 8.79, -9.5, -9.8, -10.0, 265.0, -10.0, 2021-01-07 21:00:00
-9.67, 96.1, -7.5, 96.0, 16.9, 14.93, 10.3, 95.8, 10.3, -9.7, -9.8, -10.0, 96.0, -10.0, 2021-01-08 00:00:00
-9.86, 95.7, -7.5, 96.0, 11.4, 13.93, 7.2, 101.0, 7.208, -9.9, -9.9, -10.0, 101.0, -10.0, 2021-01-08 01:00:00
-9.97, 95.6, -7.5, 96.0, 9.4, 8.24, 4.9, 111.7, 4.945, -10.0, -10.0, -10.0, 112.0, -10.0, 2021-01-08 02:00:00
-9.84, 95.7, -7.5, 96.0, 8.5, 7.176, 2.8, 108.3, 2.776, -9.8, -10.0, -10.0, 108.0, -10.0, 2021-01-08 03:00:00
-9.9, 95.9, -7.5, 96.0, 7.1, 0.0, 3.5, 105.8, 3.52, -9.9, -10.0, -10.0, 106.0, -10.0, 2021-01-08 04:00:00
-9.91, 95.7, -7.5, 96.0, 9.2, 11.02, 6.0, 92.6, 6.001, -9.9, -10.0, -10.0, 93.0, -10.0, 2021-01-08 05:00:00
-9.94, 95.7, -7.5, 96.0, 8.0, 16.11, 4.9, 89.5, 4.931, -9.9, -10.1, -10.0, 90.0, -10.0, 2021-01-08 06:00:00
-10.16, 95.3, -9.9, 95.0, 6.4, 12.5, 4.3, 97.9, 4.333, -10.2, -10.2, -11.0, 98.0, -11.0, 2021-01-08 07:00:00
-10.26, 95.3, -9.9, 95.0, 6.4, 13.2, 4.6, 86.1, 4.563, -10.3, -10.4, -11.0, 86.0, -11.0, 2021-01-08 08:00:00
-10.06, 95.7, -9.9, 96.0, 5.4, 13.4, 3.5, 85.7, 3.495, -10.1, -10.4, -10.0, 86.0, -10.0, 2021-01-08 09:00:00
-9.76, 96.2, -9.7, 96.0, 4.4, 12.35, 1.9, 91.3, 1.918, -9.8, -10.4, -10.0, 91.0, -10.0, 2021-01-08 10:00:00
-8.61, 97.8, -8.4, 98.0, 0.0, 3.79, 0.0, 104.1, 0.0, -8.6, -10.4, -9.0, 104.0, -9.0, 2021-01-08 13:00:00
-8.44, 96.8, -7.7, 97.0, 0.0, 0.0, 0.0, 105.2, 0.0, -8.4, -10.4, -9.0, 105.0, -9.0, 2021-01-08 16:00:00
-8.54, 97.2, -7.7, 97.0, 0.0, 0.052, 0.0, 105.2, 0.0, -8.5, -10.4, -9.0, 105.0, -9.0, 2021-01-08 17:00:00
-8.47, 97.1, -7.7, 97.0, 0.0, 0.0, 0.0, 105.2, 0.0, -8.5, -10.4, -9.0, 105.0, -9.0, 2021-01-08 18:00:00
-8.38, 97.3, -8.3, 97.0, 0.0, 0.0, 0.0, 105.2, 0.0, -8.4, -8.6, -9.0, 105.0, -9.0, 2021-01-08 19:00:00
-8.21, 97.6, -8.2, 98.0, 0.0, 0.0, 0.0, 105.2, 0.0, -8.2, -8.6, -8.0, 105.0, -8.0, 2021-01-08 20:00:00
-8.06, 98.0, -8.1, 98.0, 0.0, 0.0, 0.0, 105.2, 0.0, -8.1, -8.6, -8.0, 105.0, -8.0, 2021-01-08 21:00:00
-7.914, 98.3, -7.8, 98.0, 0.1, 62.18, 0.0, 140.1, 0.0, -7.9, -8.6, -8.0, 140.0, -8.0, 2021-01-08 22:00:00
-7.895, 98.3, -7.7, 98.0, 3.2, 9.91, 1.7, 252.7, 1.677, -7.9, -8.6, -8.0, 253.0, -8.0, 2021-01-08 23:00:00
-7.662, 98.5, -7.7, 99.0, 3.6, 11.08, 1.0, 252.0, 1.046, -7.7, -8.6, -8.0, 252.0, -8.0, 2021-01-09 00:00:00
-7.984, 98.1, -7.6, 98.0, 3.7, 9.36, 1.2, 241.4, 1.225, -8.0, -8.6, -8.0, 241.0, -8.0, 2021-01-09 01:00:00
-7.966, 98.1, -7.6, 98.0, 3.2, 14.19, 2.2, 257.0, 2.204, -8.0, -8.6, -8.0, 257.0, -8.0, 2021-01-09 02:00:00
-7.887, 98.3, -7.6, 98.0, 2.3, 13.4, 1.5, 256.7, 1.458, -7.9, -8.6, -8.0, 257.0, -8.0, 2021-01-09 03:00:00
-7.722, 98.5, -7.6, 99.0, 0.0, 0.0, 0.0, 242.1, 0.0, -7.7, -8.6, -8.0, 242.0, -8.0, 2021-01-09 04:00:00
-7.467, 98.9, -7.5, 99.0, 0.0, 0.059, 0.0, 242.1, 0.0, -7.5, -8.6, -8.0, 242.0, -8.0, 2021-01-09 05:00:00
-7.471, 98.8, -7.3, 99.0, 0.0, 0.04, 0.0, 242.1, 0.0, -7.5, -8.6, -8.0, 242.0, -8.0, 2021-01-09 06:00:00
-7.387, 98.9, -7.2, 99.0, 0.0, 0.063, 0.0, 242.1, 0.0, -7.4, -7.5, -7.0, 242.0, -7.0, 2021-01-09 07:00:00
-7.617, 98.3, -7.1, 98.0, 0.0, 0.0, 0.0, 242.1, 0.0, -7.6, -7.6, -8.0, 242.0, -8.0, 2021-01-09 08:00:00
-7.709, 98.2, -7.1, 98.0, 0.0, 0.04, 0.0, 242.1, 0.0, -7.7, -7.7, -8.0, 242.0, -8.0, 2021-01-09 09:00:00
-7.235, 99.0, -7.1, 99.0, 0.0, 0.02, 0.0, 242.1, 0.0, -7.2, -7.7, -7.0, 242.0, -7.0, 2021-01-09 10:00:00
-6.788, 99.1, -6.5, 99.0, 0.0, 0.0, 0.0, 242.1, 0.0, -6.8, -7.7, -7.0, 242.0, -7.0, 2021-01-09 11:00:00
-6.336, 99.2, -6.3, 99.0, 0.0, 0.04, 0.0, 242.1, 0.0, -6.3, -7.7, -6.0, 242.0, -6.0, 2021-01-09 12:00:00
-6.37, 99.1, -6.1, 99.0, 0.0, 0.082, 0.0, 242.1, 0.0, -6.4, -7.7, -6.0, 242.0, -6.0, 2021-01-09 13:00:00
-6.493, 99.2, -6.1, 99.0, 0.0, 0.059, 0.0, 242.1, 0.0, -6.5, -7.7, -7.0, 242.0, -7.0, 2021-01-09 14:00:00
-6.962, 98.3, -6.1, 98.0, 0.0, 0.034, 0.0, 242.1, 0.0, -7.0, -7.7, -7.0, 242.0, -7.0, 2021-01-09 15:00:00
-7.338, 98.7, -6.1, 99.0, 0.0, 0.0, 0.0, 242.1, 0.0, -7.3, -7.7, -7.0, 242.0, -7.0, 2021-01-09 16:00:00
-7.775, 98.2, -6.1, 98.0, 0.0, 0.052, 0.0, 242.1, 0.0, -7.8, -7.8, -8.0, 242.0, -8.0, 2021-01-09 17:00:00
-7.978, 97.9, -6.1, 98.0, 0.0, 0.0, 0.0, 242.1, 0.0, -8.0, -8.1, -8.0, 242.0, -8.0, 2021-01-09 18:00:00
-8.4, 97.7, -8.0, 98.0, 0.0, 0.059, 0.0, 242.1, 0.0, -8.4, -8.4, -9.0, 242.0, -9.0, 2021-01-09 19:00:00
-8.52, 97.5, -8.0, 98.0, 0.0, 0.0, 0.0, 242.1, 0.0, -8.5, -8.7, -9.0, 242.0, -9.0, 2021-01-09 20:00:00
-8.81, 97.2, -8.0, 97.0, 0.0, 0.02, 0.0, 242.1, 0.0, -8.8, -8.9, -9.0, 242.0, -9.0, 2021-01-09 21:00:00
-9.05, 97.0, -8.0, 97.0, 0.0, 0.066, 0.0, 242.0, 0.0, -9.1, -9.1, -9.0, 242.0, -9.0, 2021-01-09 23:00:00
-9.15, 96.9, -8.0, 97.0, 0.0, 0.063, 0.0, 242.0, 0.0, -9.2, -9.2, -10.0, 242.0, -10.0, 2021-01-10 00:00:00
-9.2, 96.7, -8.0, 97.0, 0.0, 0.052, 0.0, 242.0, 0.0, -9.2, -9.2, -10.0, 242.0, -10.0, 2021-01-10 01:00:00
-9.03, 97.2, -8.0, 97.0, 0.0, 0.059, 0.0, 242.0, 0.0, -9.0, -9.3, -9.0, 242.0, -9.0, 2021-01-10 02:00:00
-8.88, 97.4, -8.0, 97.0, 0.0, 0.0, 0.0, 242.0, 0.0, -8.9, -9.3, -9.0, 242.0, -9.0, 2021-01-10 03:00:00
-8.72, 97.4, -8.0, 97.0, 0.0, 15.0, 0.0, 248.5, 0.0, -8.7, -9.3, -9.0, 249.0, -9.0, 2021-01-10 04:00:00
-8.55, 97.6, -8.0, 98.0, 0.0, 0.048, 0.0, 240.8, 0.0, -8.6, -9.3, -9.0, 241.0, -9.0, 2021-01-10 05:00:00
-8.63, 97.5, -8.0, 98.0, 0.0, 0.04, 0.0, 240.8, 0.0, -8.6, -9.3, -9.0, 241.0, -9.0, 2021-01-10 06:00:00
-8.81, 96.9, -8.6, 97.0, 0.0, 0.052, 0.0, 240.8, 0.0, -8.8, -8.8, -9.0, 241.0, -9.0, 2021-01-10 07:00:00
-8.95, 97.0, -8.6, 97.0, 0.0, 0.052, 0.0, 240.9, 0.0, -9.0, -9.2, -9.0, 241.0, -9.0, 2021-01-10 08:00:00
-8.65, 97.5, -8.5, 98.0, 0.0, 21.47, 0.0, 252.2, 0.0, -8.7, -9.2, -9.0, 252.0, -9.0, 2021-01-10 09:00:00
-7.51, 99.1, -7.3, 99.0, 0.0, 9.44, 0.0, 243.5, 0.0, -7.5, -9.2, -7.0, 244.0, -7.0, 2021-01-10 10:00:00
-7.083, 99.3, -7.0, 99.0, 0.0, 30.97, 0.0, 271.1, 0.0, -7.1, -9.2, -7.0, 271.0, -7.0, 2021-01-10 11:00:00
-6.83, 99.3, -6.9, 99.0, 0.0, 24.94, 0.0, 255.9, 0.0, -6.8, -9.2, -7.0, 256.0, -7.0, 2021-01-10 12:00:00
-6.596, 99.3, -6.4, 99.0, 0.0, 18.61, 0.0, 246.1, 0.0, -6.6, -9.2, -7.0, 246.0, -7.0, 2021-01-10 13:00:00
