station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, MEASURED_WIND_DIRECTION1, MEASURED_WIND_SPEED1, air_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, dwpt_temp, time
-5.641, 94.6, None, None, None, 31.85, None, 267.4, 15.83, None, None, -6.0, None, None, 2019-11-23 17:00:00
-6.368, 94.1, None, None, None, 32.99, None, 282.3, 14.53, None, None, -7.0, None, None, 2019-11-23 18:00:00
-6.252, 94.3, None, None, None, 33.27, None, 281.9, 12.63, None, None, -6.0, None, None, 2019-11-23 19:00:00
-6.344, 94.1, None, None, None, 37.54, None, 285.1, 11.01, None, None, -7.0, None, None, 2019-11-23 20:00:00
-5.369, 95.2, None, None, None, 40.12, None, 277.3, 10.47, None, None, -6.0, None, None, 2019-11-23 21:00:00
-5.899, 94.6, None, None, None, 33.16, None, 284.0, 12.81, None, None, -6.0, None, None, 2019-11-23 22:00:00
-5.808, 94.6, None, None, None, 37.72, None, 280.2, 14.26, None, None, -7.0, None, None, 2019-11-23 23:00:00
-5.275, 95.1, None, None, None, 35.53, None, 273.7, 13.43, None, None, -6.0, None, None, 2019-11-24 00:00:00
-5.599, 94.8, None, None, None, 37.47, None, 264.6, 14.91, None, None, -6.0, None, None, 2019-11-24 01:00:00
-5.32, 95.0, None, None, None, 32.89, None, 273.2, 20.58, None, None, -6.0, None, None, 2019-11-24 03:00:00
-5.044, 95.4, None, None, None, 26.1, None, 271.0, 30.57, None, None, -6.0, None, None, 2019-11-24 04:00:00
-8.07, 92.4, None, None, None, 20.05, None, 266.8, 25.92, None, None, -9.0, None, None, 2019-11-24 11:00:00
-8.04, 92.6, None, None, None, 22.45, None, 285.7, 28.51, None, None, -9.0, None, None, 2019-11-24 14:00:00
-8.74, 91.9, None, None, None, 28.41, None, 279.0, 15.51, None, None, -10.0, None, None, 2019-11-25 00:00:00
-9.21, 91.4, None, None, None, 19.12, None, 260.0, 10.67, None, None, -11.0, None, None, 2019-11-25 01:00:00
-10.65, 90.3, None, None, None, 25.79, None, 278.8, 11.4, None, None, -12.0, None, None, 2019-11-25 07:00:00
-10.75, 90.2, None, None, None, 24.9, None, 289.5, 12.38, None, None, -12.0, None, None, 2019-11-25 08:00:00
-10.08, 90.5, None, None, None, 29.59, None, 294.8, 8.27, None, None, -11.0, None, None, 2019-11-25 09:00:00
-9.51, 91.1, None, None, None, 19.17, None, 266.5, 7.644, None, None, -11.0, None, None, 2019-11-25 10:00:00
-10.06, 90.7, None, None, None, 20.58, None, 290.8, 10.49, None, None, -11.0, None, None, 2019-11-25 11:00:00
-10.37, 90.5, None, None, None, 30.29, None, 281.0, 9.69, None, None, -11.0, None, None, 2019-11-25 12:00:00
-10.67, 89.8, None, None, None, 27.56, None, 290.4, 10.38, None, None, -12.0, None, None, 2019-11-25 13:00:00
-10.35, 90.6, None, None, None, 23.35, None, 286.1, 13.61, None, None, -11.0, None, None, 2019-11-25 15:00:00
-10.68, 90.3, None, None, None, 23.83, None, 275.6, 14.31, None, None, -12.0, None, None, 2019-11-25 16:00:00
-10.94, 90.1, None, None, None, 19.44, None, 275.5, 17.25, None, None, -13.0, None, None, 2019-11-25 17:00:00
-11.43, 89.7, None, None, None, 21.85, None, 277.3, 16.5, None, None, -13.0, None, None, 2019-11-25 18:00:00
-11.8, 89.4, None, None, None, 17.09, None, 283.1, 15.28, None, None, -13.0, None, None, 2019-11-25 19:00:00
-11.87, 89.3, None, None, None, 17.55, None, 270.9, 13.14, None, None, -13.0, None, None, 2019-11-25 20:00:00
-12.02, 89.1, None, None, None, 23.42, None, 280.1, 9.63, None, None, -13.0, None, None, 2019-11-25 21:00:00
-12.2, 89.0, None, None, None, 36.53, None, 321.7, 7.249, None, None, -13.0, None, None, 2019-11-25 22:00:00
-12.35, 88.9, None, None, None, 29.32, None, 326.9, 6.459, None, None, -14.0, None, None, 2019-11-25 23:00:00
-12.72, 88.5, None, None, None, 21.45, None, 286.7, 6.701, None, None, -14.0, None, None, 2019-11-26 00:00:00
-12.93, 88.3, None, None, None, 21.76, None, 283.3, 5.479, None, None, -14.0, None, None, 2019-11-26 01:00:00
-13.06, 88.2, None, None, None, 19.11, None, 285.9, 5.507, None, None, -14.0, None, None, 2019-11-26 02:00:00
-13.4, 87.8, None, None, None, 25.42, None, 272.0, 4.245, None, None, -15.0, None, None, 2019-11-26 03:00:00
-13.4, 88.0, None, None, None, 43.27, None, 335.8, 2.796, None, None, -15.0, None, None, 2019-11-26 04:00:00
-13.56, 88.0, None, None, None, 31.33, None, 74.1, 4.901, None, None, -15.0, None, None, 2019-11-26 05:00:00
-13.93, 87.6, None, None, None, 6.615, None, 99.4, 5.875, None, None, -15.0, None, None, 2019-11-26 06:00:00
-13.79, 88.0, None, None, None, 10.64, None, 109.7, 6.282, None, None, -15.0, None, None, 2019-11-26 07:00:00
-13.42, 87.4, None, None, None, 7.821, None, 103.5, 7.553, None, None, -15.0, None, None, 2019-11-26 08:00:00
-12.85, 87.8, None, None, None, 12.4, None, 99.5, 8.61, None, None, -14.0, None, None, 2019-11-26 09:00:00
-13.6, 87.7, None, None, None, 11.98, None, 122.4, 12.46, None, None, -15.0, None, None, 2019-11-26 10:00:00
-13.14, 87.8, None, None, None, 33.73, None, 128.9, 7.365, None, None, -15.0, None, None, 2019-11-26 11:00:00
-13.31, 88.0, None, None, None, 40.89, None, 79.59, 4.416, None, None, -15.0, None, None, 2019-11-26 12:00:00
-13.34, 88.1, None, None, None, 21.46, None, 63.13, 6.148, None, None, -15.0, None, None, 2019-11-26 13:00:00
-13.44, 87.8, None, None, None, 18.95, None, 84.2, 9.67, None, None, -15.0, None, None, 2019-11-26 14:00:00
-13.54, 87.8, None, None, None, 15.7, None, 90.0, 10.98, None, None, -15.0, None, None, 2019-11-26 15:00:00
-13.36, 88.0, None, None, None, 16.7, None, 93.3, 13.23, None, None, -15.0, None, None, 2019-11-26 16:00:00
-13.39, 88.1, None, None, None, 16.53, None, 90.5, 16.45, None, None, -15.0, None, None, 2019-11-26 17:00:00
-13.01, 88.3, None, None, None, 13.63, None, 89.1, 21.53, None, None, -14.0, None, None, 2019-11-26 18:00:00
-13.39, 88.0, None, None, None, 13.92, None, 86.0, 25.28, None, None, -15.0, None, None, 2019-11-26 19:00:00
-13.39, 88.0, None, None, None, 15.03, None, 95.5, 26.49, None, None, -15.0, None, None, 2019-11-26 20:00:00
-13.45, 87.9, None, None, None, 16.16, None, 90.4, 26.58, None, None, -15.0, None, None, 2019-11-26 21:00:00
-13.68, 87.8, None, None, None, 15.79, None, 84.9, 29.19, None, None, -15.0, None, None, 2019-11-26 22:00:00
-13.8, 87.7, None, None, None, 16.16, None, 90.4, 30.5, None, None, -15.0, None, None, 2019-11-26 23:00:00
-14.11, 87.4, None, None, None, 16.18, None, 90.4, 30.33, None, None, -15.0, None, None, 2019-11-27 00:00:00
-14.61, 87.0, None, None, None, 16.34, None, 85.9, 31.19, None, None, -16.0, None, None, 2019-11-27 01:00:00
-14.93, 86.8, None, None, None, 17.51, None, 86.8, 32.37, None, None, -16.0, None, None, 2019-11-27 02:00:00
-15.05, 86.7, None, None, None, 16.01, None, 86.1, 36.07, None, None, -16.0, None, None, 2019-11-27 03:00:00
-15.25, 86.5, None, None, None, 16.34, None, 86.2, 39.24, None, None, -17.0, None, None, 2019-11-27 04:00:00
-15.38, 86.3, None, None, None, 17.64, None, 86.2, 42.19, None, None, -17.0, None, None, 2019-11-27 05:00:00
-15.36, 83.5, None, None, None, 17.78, None, 87.4, 41.42, None, None, -17.0, None, None, 2019-11-27 06:00:00
-15.75, 80.8, None, None, None, 17.72, None, 86.7, 43.02, None, None, -18.0, None, None, 2019-11-27 07:00:00
-15.92, 75.39, None, None, None, 16.37, None, 85.7, 41.49, None, None, -19.0, None, None, 2019-11-27 08:00:00
-16.12, 68.39, None, None, None, 17.42, None, 86.8, 44.22, None, None, -20.0, None, None, 2019-11-27 09:00:00
-15.94, 65.87, None, None, None, 18.88, None, 88.6, 44.19, None, None, -20.0, None, None, 2019-11-27 10:00:00
-15.94, 68.2, None, None, None, 18.24, None, 89.1, 41.56, None, None, -20.0, None, None, 2019-11-27 11:00:00
-16.22, 74.15, None, None, None, 18.0, None, 86.5, 46.21, None, None, -19.0, None, None, 2019-11-27 12:00:00
-16.45, 80.8, None, None, None, 16.82, None, 85.9, 44.29, None, None, -19.0, None, None, 2019-11-27 13:00:00
-16.66, 85.1, None, None, None, 15.96, None, 79.99, 45.29, None, None, -18.0, None, None, 2019-11-27 14:00:00
-16.77, 85.1, None, None, None, 15.61, None, 81.6, 38.41, None, None, -19.0, None, None, 2019-11-27 15:00:00
-16.85, 85.0, None, None, None, 16.32, None, 83.3, 28.18, None, None, -19.0, None, None, 2019-11-27 16:00:00
-17.68, 84.5, None, None, None, 18.97, None, 94.2, 33.19, None, None, -20.0, None, None, 2019-11-27 18:00:00
-17.59, 84.5, None, None, None, 18.93, None, 94.4, 33.69, None, None, -19.0, None, None, 2019-11-27 19:00:00
-17.98, 84.2, None, None, None, 17.46, None, 89.6, 37.9, None, None, -20.0, None, None, 2019-11-27 20:00:00
-18.16, 84.1, None, None, None, 18.71, None, 89.8, 33.41, None, None, -20.0, None, None, 2019-11-27 22:00:00
-18.07, 84.1, None, None, None, 14.56, None, 88.0, 31.67, None, None, -20.0, None, None, 2019-11-27 23:00:00
-18.12, 84.2, None, None, None, 15.45, None, 86.9, 32.91, None, None, -20.0, None, None, 2019-11-28 00:00:00
-18.08, 84.2, None, None, None, 15.85, None, 91.2, 34.58, None, None, -20.0, None, None, 2019-11-28 01:00:00
-18.0, 84.2, None, None, None, 15.41, None, 82.0, 33.98, None, None, -20.0, None, None, 2019-11-28 02:00:00
-18.13, 84.1, None, None, None, 13.53, None, 80.9, 33.28, None, None, -20.0, None, None, 2019-11-28 03:00:00
-18.37, 83.9, None, None, None, 14.4, None, 86.0, 32.44, None, None, -20.0, None, None, 2019-11-28 04:00:00
-18.64, 83.7, None, None, None, 12.93, None, 86.7, 32.3, None, None, -21.0, None, None, 2019-11-28 05:00:00
-18.59, 83.7, None, None, None, 12.34, None, 87.1, 30.31, None, None, -20.0, None, None, 2019-11-28 06:00:00
-18.47, 83.8, None, None, None, 15.1, None, 89.8, 29.41, None, None, -20.0, None, None, 2019-11-28 07:00:00
-18.34, 83.6, None, None, None, 12.45, None, 90.7, 29.93, None, None, -20.0, None, None, 2019-11-28 08:00:00
-18.0, 83.4, None, None, None, 12.07, None, 89.8, 27.64, None, None, -20.0, None, None, 2019-11-28 09:00:00
-17.31, 83.7, None, None, None, 12.5, None, 92.4, 27.35, None, None, -19.0, None, None, 2019-11-28 10:00:00
-16.09, 85.1, None, None, None, 11.8, None, 92.4, 26.98, None, None, -18.0, None, None, 2019-11-28 11:00:00
-15.72, 84.2, None, None, None, 13.54, None, 98.5, 21.41, None, None, -18.0, None, None, 2019-11-28 12:00:00
-16.09, 84.0, None, None, None, 13.87, None, 92.1, 21.16, None, None, -18.0, None, None, 2019-11-28 13:00:00
-15.77, 83.9, None, None, None, 12.72, None, 95.4, 16.98, None, None, -18.0, None, None, 2019-11-28 14:00:00
-16.09, 81.1, None, None, None, 12.45, None, 83.5, 17.91, None, None, -18.0, None, None, 2019-11-28 15:00:00
-16.16, 79.41, None, None, None, 11.14, None, 87.8, 17.26, None, None, -18.0, None, None, 2019-11-28 16:00:00
-16.21, 78.37, None, None, None, 10.71, None, 93.7, 18.48, None, None, -19.0, None, None, 2019-11-28 17:00:00
-16.39, 76.3, None, None, None, 8.79, None, 96.8, 18.41, None, None, -19.0, None, None, 2019-11-28 18:00:00
-16.69, 77.84, None, None, None, 6.894, None, 96.5, 17.23, None, None, -19.0, None, None, 2019-11-28 19:00:00
-16.89, 76.21, None, None, None, 7.293, None, 96.8, 17.04, None, None, -20.0, None, None, 2019-11-28 20:00:00
-16.59, 75.42, None, None, None, 8.23, None, 96.1, 17.17, None, None, -20.0, None, None, 2019-11-28 21:00:00
-16.79, 74.17, None, None, None, 7.835, None, 94.9, 16.2, None, None, -20.0, None, None, 2019-11-28 22:00:00
-16.72, 74.71, None, None, None, 6.294, None, 97.9, 15.26, None, None, -20.0, None, None, 2019-11-28 23:00:00
-16.81, 75.29, None, None, None, 7.262, None, 96.4, 16.99, None, None, -20.0, None, None, 2019-11-29 00:00:00
-16.81, 74.04, None, None, None, 7.235, None, 95.2, 19.01, None, None, -20.0, None, None, 2019-11-29 01:00:00
-16.35, 72.41, None, None, None, 7.469, None, 98.8, 21.28, None, None, -20.0, None, None, 2019-11-29 02:00:00
-16.41, 72.63, None, None, None, 7.907, None, 96.8, 24.28, None, None, -20.0, None, None, 2019-11-29 03:00:00
-16.05, 72.21, None, None, None, 9.01, None, 96.0, 23.9, None, None, -19.0, None, None, 2019-11-29 04:00:00
-16.31, 73.34, None, None, None, 9.88, None, 94.8, 22.42, None, None, -20.0, None, None, 2019-11-29 05:00:00
-16.05, 72.59, None, None, None, 9.81, None, 98.6, 24.08, None, None, -19.0, None, None, 2019-11-29 06:00:00
-16.36, 72.85, None, None, None, 11.83, None, 97.2, 22.66, None, None, -19.0, None, None, 2019-11-29 07:00:00
-15.54, 69.79, None, None, None, 9.27, None, 94.7, 24.83, None, None, -19.0, None, None, 2019-11-29 08:00:00
-14.5, 67.38, None, None, None, 9.68, None, 91.6, 26.44, None, None, -18.0, None, None, 2019-11-29 09:00:00
-12.12, 59.16, None, None, None, 9.66, None, 99.9, 24.55, None, None, -17.0, None, None, 2019-11-29 10:00:00
-10.77, 52.56, None, None, None, 9.11, None, 98.9, 22.56, None, None, -18.0, None, None, 2019-11-29 11:00:00
-9.15, 51.24, None, None, None, 9.72, None, 102.2, 21.02, None, None, -17.0, None, None, 2019-11-29 12:00:00
-8.93, 49.3, None, None, None, 7.854, None, 99.2, 20.6, None, None, -16.0, None, None, 2019-11-29 13:00:00
-9.1, 47.19, None, None, None, 10.52, None, 92.1, 23.25, None, None, -17.0, None, None, 2019-11-29 15:00:00
-9.51, 49.96, None, None, None, 10.0, None, 91.9, 23.54, None, None, -17.0, None, None, 2019-11-29 16:00:00
-8.87, 45.15, None, None, None, 10.55, None, 94.3, 22.94, None, None, -18.0, None, None, 2019-11-29 17:00:00
-9.44, 46.29, None, None, None, 12.95, None, 93.6, 19.21, None, None, -18.0, None, None, 2019-11-29 21:00:00
-11.64, 58.55, None, None, None, 12.27, None, 100.0, 18.34, None, None, -18.0, None, None, 2019-11-29 22:00:00
-11.7, 57.27, None, None, None, 13.05, None, 101.0, 15.96, None, None, -18.0, None, None, 2019-11-29 23:00:00
-12.32, 58.91, None, None, None, 13.3, None, 99.5, 14.26, None, None, -18.0, None, None, 2019-11-30 00:00:00
-12.77, 58.9, None, None, None, 13.43, None, 92.4, 16.71, None, None, -18.0, None, None, 2019-11-30 01:00:00
-12.96, 60.98, None, None, None, 10.07, None, 88.2, 16.11, None, None, -18.0, None, None, 2019-11-30 02:00:00
-12.56, 61.55, None, None, None, 10.8, None, 100.9, 12.39, None, None, -18.0, None, None, 2019-11-30 03:00:00
-12.24, 59.78, None, None, None, 9.32, None, 103.0, 14.47, None, None, -17.0, None, None, 2019-11-30 04:00:00
-12.57, 60.86, None, None, None, 12.38, None, 92.9, 15.98, None, None, -19.0, None, None, 2019-11-30 05:00:00
-12.31, 65.29, None, None, None, 9.82, None, 95.8, 13.2, None, None, -17.0, None, None, 2019-11-30 06:00:00
-12.27, 65.96, None, None, None, 10.21, None, 89.7, 12.7, None, None, -16.0, None, None, 2019-11-30 07:00:00
-12.45, 67.09, None, None, None, 10.4, None, 94.2, 7.43, None, None, -16.0, None, None, 2019-11-30 08:00:00
-11.52, 70.25, None, None, None, 17.96, None, 255.5, 2.804, None, None, -15.0, None, None, 2019-11-30 10:00:00
-10.81, 70.14, None, None, None, 36.22, None, 273.3, 1.132, None, None, -15.0, None, None, 2019-11-30 11:00:00
-10.81, 69.61, None, None, None, 63.09, None, 299.9, 1.425, None, None, -15.0, None, None, 2019-11-30 12:00:00
-10.76, 76.32, None, None, None, 38.66, None, 268.0, 2.774, None, None, -14.0, None, None, 2019-11-30 13:00:00
-12.13, 82.2, None, None, None, 27.34, None, 248.1, 8.59, None, None, -14.0, None, None, 2019-11-30 14:00:00
-11.76, 80.8, None, None, None, 20.27, None, 221.8, 11.21, None, None, -14.0, None, None, 2019-11-30 15:00:00
-11.99, 86.1, None, None, None, 45.12, None, 87.4, 0.847, None, None, -13.0, None, None, 2019-11-30 16:00:00
-11.89, 84.2, None, None, None, 65.28, None, 124.0, 2.275, None, None, -14.0, None, None, 2019-11-30 17:00:00
-13.1, 86.7, None, None, None, 53.43, None, 211.2, 6.191, None, None, -15.0, None, None, 2019-11-30 18:00:00
-12.93, 86.1, None, None, None, 76.9, None, 127.8, 3.29, None, None, -14.0, None, None, 2019-11-30 20:00:00
-13.32, 81.6, None, None, None, 35.75, None, 95.6, 6.336, None, None, -15.0, None, None, 2019-11-30 21:00:00
-13.43, 82.0, None, None, None, 41.1, None, 117.6, 5.103, None, None, -16.0, None, None, 2019-11-30 22:00:00
-13.31, 84.0, None, None, None, 13.77, None, 127.0, 11.48, None, None, -15.0, None, None, 2019-12-01 01:00:00
-13.1, 81.5, None, None, None, 25.09, None, 119.6, 10.42, None, None, -15.0, None, None, 2019-12-01 02:00:00
-13.05, 83.2, None, None, None, 12.22, None, 101.5, 11.67, None, None, -15.0, None, None, 2019-12-01 03:00:00
-13.2, 83.9, None, None, None, 15.87, None, 106.0, 11.9, None, None, -15.0, None, None, 2019-12-01 04:00:00
-11.54, 72.8, None, None, None, 21.59, None, 104.7, 7.689, None, None, -15.0, None, None, 2019-12-01 05:00:00
-9.93, 60.93, None, None, None, 16.94, None, 105.8, 9.11, None, None, -15.0, None, None, 2019-12-01 06:00:00
-10.57, 67.94, None, None, None, 11.13, None, 105.4, 12.15, None, None, -15.0, None, None, 2019-12-01 07:00:00
-11.33, 70.7, None, None, None, 15.47, None, 95.8, 10.68, None, None, -15.0, None, None, 2019-12-01 09:00:00
-10.87, 75.85, None, None, None, 74.03, None, 354.2, 4.241, None, None, -14.0, None, None, 2019-12-01 10:00:00
-10.5, 73.82, None, None, None, 68.67, None, 46.75, 2.761, None, None, -14.0, None, None, 2019-12-01 11:00:00
-10.0, 79.55, None, None, None, 74.64, None, 321.7, 2.044, None, None, -13.0, None, None, 2019-12-01 14:00:00
-10.36, 86.7, None, None, None, 62.01, None, 218.8, 4.819, None, None, -12.0, None, None, 2019-12-01 15:00:00
-11.0, 91.6, None, None, None, 69.18, None, 293.4, 4.447, None, None, -12.0, None, None, 2019-12-01 16:00:00
-10.26, 91.9, None, None, None, 49.17, None, 257.3, 3.629, None, None, -11.0, None, None, 2019-12-01 17:00:00
-10.14, 91.8, None, None, None, 33.48, None, 244.5, 5.784, None, None, -11.0, None, None, 2019-12-01 18:00:00
-10.05, 90.7, None, None, None, 26.52, None, 257.3, 5.128, None, None, -11.0, None, None, 2019-12-01 19:00:00
-9.8, 91.2, None, None, None, 25.98, None, 256.7, 7.519, None, None, -11.0, None, None, 2019-12-01 20:00:00
-9.65, 91.5, None, None, None, 26.03, None, 261.2, 9.77, None, None, -10.0, None, None, 2019-12-01 21:00:00
-9.58, 91.4, None, None, None, 27.17, None, 264.6, 11.96, None, None, -11.0, None, None, 2019-12-01 23:00:00
-9.83, 91.0, None, None, None, 32.75, None, 281.1, 10.83, None, None, -11.0, None, None, 2019-12-02 00:00:00
-8.79, 91.9, None, None, None, 33.21, None, 276.6, 9.64, None, None, -10.0, None, None, 2019-12-02 01:00:00
-9.13, 91.6, None, None, None, 35.56, None, 280.4, 10.61, None, None, -10.0, None, None, 2019-12-02 02:00:00
-8.34, 92.3, None, None, None, 32.29, None, 275.2, 12.71, None, None, -9.0, None, None, 2019-12-02 03:00:00
-8.01, 92.6, None, None, None, 27.29, None, 284.1, 19.0, None, None, -8.0, None, None, 2019-12-02 04:00:00
-8.76, 91.9, None, None, None, 28.5, None, 281.2, 15.55, None, None, -9.0, None, None, 2019-12-02 05:00:00
-9.18, 91.5, None, None, None, 28.01, None, 279.3, 13.37, None, None, -10.0, None, None, 2019-12-02 06:00:00
-9.17, 91.5, None, None, None, 18.3, None, 277.0, 15.59, None, None, -10.0, None, None, 2019-12-02 07:00:00
-9.19, 91.4, None, None, None, 26.51, None, 282.6, 9.46, None, None, -10.0, None, None, 2019-12-02 08:00:00
-9.14, 91.5, None, None, None, 19.02, None, 272.7, 10.24, None, None, -10.0, None, None, 2019-12-02 09:00:00
-8.36, 92.2, None, None, None, 20.59, None, 264.1, 8.99, None, None, -9.0, None, None, 2019-12-02 10:00:00
-8.69, 91.6, None, None, None, 20.88, None, 275.3, 8.08, None, None, -10.0, None, None, 2019-12-02 11:00:00
-7.5, 92.8, None, None, None, 25.75, None, 274.4, 5.939, None, None, -8.0, None, None, 2019-12-02 12:00:00
-8.25, 91.9, None, None, None, 21.97, None, 276.7, 6.393, None, None, -9.0, None, None, 2019-12-02 13:00:00
-7.492, 92.8, None, None, None, 19.96, None, 269.4, 5.489, None, None, -8.0, None, None, 2019-12-02 14:00:00
-7.74, 92.6, None, None, None, 23.69, None, 275.5, 4.604, None, None, -9.0, None, None, 2019-12-02 15:00:00
