station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, time, MINIMUM_AIR_TEMPERATURE, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, ATMOSPHERIC_PRESSURE, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, 7.1, 96.0, None, 1986-06-06 13:00:00, 3.3, None, None, None, None, 10.0, 0.0, None, None
None, 12.1, 66.0, None, 1986-06-06 14:00:00, 3.3, None, None, None, None, 12.1, -8.0, None, None
None, 11.3, 77.0, None, 1986-06-06 15:00:00, 3.3, None, None, None, None, 12.1, -5.0, None, None
None, 12.6, 69.0, None, 1986-06-06 16:00:00, 3.3, None, None, None, None, 12.6, -8.0, None, None
None, 8.8, 85.0, None, 1986-06-06 17:00:00, 3.3, None, None, None, None, 12.6, 17.0, None, None
None, 9.3, 85.0, None, 1986-06-06 18:00:00, 3.3, None, None, None, None, 12.6, 18.0, None, None
None, 6.5, 96.0, None, 1986-06-06 19:00:00, 6.5, None, None, None, None, 6.5, 7.0, None, None
None, 4.4, 105.0, None, 1986-06-06 20:00:00, 4.4, None, None, None, None, 6.5, 2.0, None, None
None, 3.7, 109.0, None, 1986-06-06 21:00:00, 3.7, None, None, None, None, 6.5, -5.0, None, None
None, 3.2, 109.0, None, 1986-06-06 22:00:00, 3.2, None, None, None, None, 6.5, -1.0, None, None
None, 2.8, 112.0, None, 1986-06-06 23:00:00, 2.8, None, None, None, None, 6.5, -8.0, None, None
None, 2.6, 116.0, None, 1986-06-07 00:00:00, 2.6, None, None, None, None, 6.5, 0.0, None, None
None, 2.4, 115.0, None, 1986-06-07 01:00:00, 2.4, None, None, None, None, 6.5, -8.0, None, None
None, 2.1, 116.0, None, 1986-06-07 02:00:00, 2.1, None, None, None, None, 6.5, 1.0, None, None
None, 1.9, 116.0, None, 1986-06-07 03:00:00, 1.9, None, None, None, None, 6.5, -9.0, None, None
None, 1.8, 116.0, None, 1986-06-07 04:00:00, 1.8, None, None, None, None, 6.5, -7.0, None, None
None, 1.6, 116.0, None, 1986-06-07 05:00:00, 1.6, None, None, None, None, 6.5, -4.0, None, None
None, 1.8, 113.0, None, 1986-06-07 06:00:00, 1.6, None, None, None, None, 6.5, -2.0, None, None
None, 1.9, 112.0, None, 1986-06-07 07:00:00, 1.9, None, None, None, None, 1.9, -3.0, None, None
None, 2.3, 113.0, None, 1986-06-07 08:00:00, 1.9, None, None, None, None, 2.3, -7.0, None, None
None, 5.4, 95.0, None, 1986-06-07 09:00:00, 1.9, None, None, None, None, 5.4, None, None, None
None, 3.2, 106.0, None, 1986-06-07 10:00:00, 1.9, None, None, None, None, 5.4, -10.0, None, None
None, 4.9, 102.0, None, 1986-06-07 11:00:00, 1.9, None, None, None, None, 5.4, None, None, None
None, 7.0, 85.0, None, 1986-06-07 12:00:00, 1.9, None, None, None, None, 7.0, None, None, None
None, 7.6, 77.0, None, 1986-06-07 13:00:00, 1.9, None, None, None, None, 7.6, None, None, None
None, 5.1, 92.0, None, 1986-06-07 14:00:00, 1.9, None, None, None, None, 7.6, None, None, None
None, 4.1, 101.0, None, 1986-06-07 15:00:00, 1.9, None, None, None, None, 7.6, -7.0, None, None
None, 3.0, 109.0, None, 1986-06-07 16:00:00, 1.9, None, None, None, None, 7.6, 1.0, None, None
None, 2.4, 111.0, None, 1986-06-07 17:00:00, 1.9, None, None, None, None, 7.6, -2.0, None, None
None, 1.9, 115.0, None, 1986-06-07 18:00:00, 1.9, None, None, None, None, 7.6, -3.0, None, None
None, 1.8, 117.0, None, 1986-06-07 19:00:00, 1.8, None, None, None, None, 1.8, 6.0, None, None
None, 1.7, 118.0, None, 1986-06-07 20:00:00, 1.7, None, None, None, None, 1.8, 12.0, None, None
None, 1.6, 118.0, None, 1986-06-07 21:00:00, 1.6, None, None, None, None, 1.8, -1.0, None, None
None, 1.6, 119.0, None, 1986-06-07 22:00:00, 1.6, None, None, None, None, 1.8, 5.0, None, None
None, 1.4, 119.0, None, 1986-06-07 23:00:00, 1.4, None, None, None, None, 1.8, -5.0, None, None
None, 1.4, 119.0, None, 1986-06-08 00:00:00, 1.4, None, None, None, None, 1.8, -3.0, None, None
None, 1.2, 120.0, None, 1986-06-08 01:00:00, 1.2, None, None, None, None, 1.8, 2.0, None, None
None, 1.1, 121.0, None, 1986-06-08 02:00:00, 1.1, None, None, None, None, 1.8, 5.0, None, None
None, 1.3, 119.0, None, 1986-06-08 03:00:00, 1.1, None, None, None, None, 1.8, 7.0, None, None
None, 1.2, 121.0, None, 1986-06-08 04:00:00, 1.1, None, None, None, None, 1.8, 9.0, None, None
None, 1.3, 120.0, None, 1986-06-08 05:00:00, 1.1, None, None, None, None, 1.8, 10.0, None, None
None, 1.4, 119.0, None, 1986-06-08 06:00:00, 1.1, None, None, None, None, 1.8, 11.0, None, None
None, 1.6, 116.0, None, 1986-06-08 07:00:00, 1.6, None, None, None, None, 1.6, 1.0, None, None
None, 1.8, 117.0, None, 1986-06-08 08:00:00, 1.6, None, None, None, None, 1.8, -3.0, None, None
None, 2.1, 117.0, None, 1986-06-08 09:00:00, 1.6, None, None, None, None, 2.1, -10.0, None, None
None, 2.3, 117.0, None, 1986-06-08 10:00:00, 1.6, None, None, None, None, 2.3, None, None, None
None, 3.2, 116.0, None, 1986-06-08 11:00:00, 1.6, None, None, None, None, 3.2, None, None, None
None, 3.0, 116.0, None, 1986-06-08 12:00:00, 1.6, None, None, None, None, 3.2, None, None, None
None, 3.4, 115.0, None, 1986-06-08 13:00:00, 1.6, None, None, None, None, 3.4, None, None, None
None, 2.9, 115.0, None, 1986-06-08 14:00:00, 1.6, None, None, None, None, 3.4, None, None, None
None, 3.5, 114.0, None, 1986-06-08 15:00:00, 1.6, None, None, None, None, 3.5, None, None, None
None, 3.1, 112.0, None, 1986-06-08 16:00:00, 1.6, None, None, None, None, 3.5, None, None, None
None, 3.8, 107.0, None, 1986-06-08 17:00:00, 1.6, None, None, None, None, 3.8, None, None, None
None, 3.8, 105.0, None, 1986-06-08 18:00:00, 1.6, None, None, None, None, 3.8, None, None, None
None, 2.8, 110.0, None, 1986-06-08 19:00:00, 2.8, None, None, None, None, 2.8, 10.0, None, None
None, 2.6, 111.0, None, 1986-06-08 20:00:00, 2.6, None, None, None, None, 2.8, 10.0, None, None
None, 2.1, 112.0, None, 1986-06-08 21:00:00, 2.1, None, None, None, None, 2.8, 8.0, None, None
None, 1.9, 114.0, None, 1986-06-08 22:00:00, 1.9, None, None, None, None, 2.8, 10.0, None, None
None, 2.0, 114.0, None, 1986-06-08 23:00:00, 1.9, None, None, None, None, 2.8, 6.0, None, None
None, 2.1, 114.0, None, 1986-06-09 00:00:00, 1.9, None, None, None, None, 2.8, 4.0, None, None
None, 2.2, 114.0, None, 1986-06-09 01:00:00, 1.9, None, None, None, None, 2.8, 3.0, None, None
None, 2.2, 114.0, None, 1986-06-09 02:00:00, 1.9, None, None, None, None, 2.8, 4.0, None, None
None, 2.0, 115.0, None, 1986-06-09 03:00:00, 1.9, None, None, None, None, 2.8, 4.0, None, None
None, 1.7, 117.0, None, 1986-06-09 04:00:00, 1.7, None, None, None, None, 2.8, 7.0, None, None
None, 1.5, 119.0, None, 1986-06-09 05:00:00, 1.5, None, None, None, None, 2.8, 11.0, None, None
None, 3.2, 116.0, None, 1986-06-09 06:00:00, 1.5, None, None, None, None, 3.2, -6.0, None, None
None, 9.2, 64.0, None, 1986-06-09 07:00:00, 9.2, None, None, None, None, 9.2, 0.0, None, None
None, 12.4, 50.0, None, 1986-06-09 08:00:00, 9.2, None, None, None, None, 12.4, -3.0, None, None
None, 8.7, 59.0, None, 1986-06-09 09:00:00, 8.7, None, None, None, None, 12.4, 0.0, None, None
None, 8.4, 62.0, None, 1986-06-09 10:00:00, 8.4, None, None, None, None, 12.4, -1.0, None, None
None, 14.0, 66.0, None, 1986-06-09 11:00:00, 8.4, None, None, None, None, 14.0, 1.0, None, None
None, 15.2, 53.0, None, 1986-06-09 12:00:00, 8.4, None, None, None, None, 15.2, -2.0, None, None
None, 15.6, 48.0, None, 1986-06-09 13:00:00, 8.4, None, None, None, None, 15.6, 12.0, None, None
None, 15.6, 40.0, None, 1986-06-09 14:00:00, 8.4, None, None, None, None, 15.6, 11.0, None, None
None, 17.7, 36.0, None, 1986-06-09 15:00:00, 8.4, None, None, None, None, 17.7, 12.0, None, None
None, 17.2, 35.0, None, 1986-06-09 16:00:00, 8.4, None, None, None, None, 17.7, 9.0, None, None
None, 17.4, 32.0, None, 1986-06-09 17:00:00, 8.4, None, None, None, None, 17.7, 8.0, None, None
None, 14.1, 38.0, None, 1986-06-09 18:00:00, 8.4, None, None, None, None, 17.7, 7.0, None, None
None, 12.6, 44.0, None, 1986-06-09 19:00:00, 12.6, None, None, None, None, 12.6, -1.0, None, None
None, 9.5, 56.0, None, 1986-06-09 20:00:00, 9.5, None, None, None, None, 12.6, -2.0, None, None
None, 7.8, 66.0, None, 1986-06-09 21:00:00, 7.8, None, None, None, None, 12.6, -3.0, None, None
None, 7.4, 63.0, None, 1986-06-09 22:00:00, 7.4, None, None, None, None, 12.6, -4.0, None, None
None, 7.0, 61.0, None, 1986-06-09 23:00:00, 7.0, None, None, None, None, 12.6, -3.0, None, None
None, 6.7, 52.0, None, 1986-06-10 00:00:00, 6.7, None, None, None, None, 12.6, 3.0, None, None
None, 6.5, 70.0, None, 1986-06-10 01:00:00, 6.5, None, None, None, None, 12.6, 4.0, None, None
None, 7.0, 85.0, None, 1986-06-10 02:00:00, 6.5, None, None, None, None, 12.6, 3.0, None, None
None, 7.2, 82.0, None, 1986-06-10 03:00:00, 6.5, None, None, None, None, 12.6, 2.0, None, None
None, 6.9, 73.0, None, 1986-06-10 04:00:00, 6.5, None, None, None, None, 12.6, 3.0, None, None
None, 7.1, 76.0, None, 1986-06-10 05:00:00, 6.5, None, None, None, None, 12.6, 5.0, None, None
None, 8.6, 72.0, None, 1986-06-10 06:00:00, 6.5, None, None, None, None, 12.6, None, None, None
None, 10.0, 67.0, None, 1986-06-10 07:00:00, 10.0, None, None, None, None, 10.0, 12.0, None, None
None, 13.1, 54.0, None, 1986-06-10 08:00:00, 10.0, None, None, None, None, 13.1, 3.0, None, None
None, 14.5, 50.0, None, 1986-06-10 09:00:00, 10.0, None, None, None, None, 14.5, 13.0, None, None
None, 16.9, 45.0, None, 1986-06-10 10:00:00, 10.0, None, None, None, None, 16.9, 14.0, None, None
None, 17.6, 42.0, None, 1986-06-10 11:00:00, 10.0, None, None, None, None, 17.6, 14.0, None, None
None, 17.9, 41.0, None, 1986-06-10 12:00:00, 10.0, None, None, None, None, 17.9, 221.0, None, None
None, 0.2, 89.0, None, 1986-09-30 14:00:00, None, None, None, None, None, 1.8, None, None, None
None, -0.4, 96.0, None, 1986-10-01 15:00:00, None, None, None, None, None, 1.8, None, None, None
None, -0.6, 99.0, None, 1986-10-02 16:00:00, None, None, None, None, None, 1.8, None, None, None
None, -0.6, 100.0, None, 1986-10-02 17:00:00, None, None, None, None, None, 1.8, None, None, None
None, -0.4, 101.0, None, 1986-10-02 18:00:00, None, None, None, None, None, 1.8, None, None, None
None, -0.4, 102.0, None, 1986-10-02 19:00:00, -0.4, None, None, None, None, -0.4, -8.0, None, None
None, -0.4, 103.0, None, 1986-10-02 20:00:00, -0.4, None, None, None, None, -0.4, None, None, None
None, -0.3, 103.0, None, 1986-10-02 21:00:00, -0.4, None, None, None, None, -0.3, None, None, None
None, -0.3, 103.0, None, 1986-10-02 22:00:00, -0.4, None, None, None, None, -0.3, None, None, None
None, -0.4, 104.0, None, 1986-10-02 23:00:00, -0.4, None, None, None, None, -0.3, None, None, None
None, -0.2, 104.0, None, 1986-10-03 00:00:00, -0.4, None, None, None, None, -0.2, None, None, None
None, -0.2, 104.0, None, 1986-10-03 01:00:00, -0.4, None, None, None, None, -0.2, None, None, None
None, -0.1, 104.0, None, 1986-10-03 02:00:00, -0.4, None, None, None, None, -0.1, None, None, None
None, -0.1, 104.0, None, 1986-10-03 03:00:00, -0.4, None, None, None, None, -0.1, None, None, None
None, -0.1, 104.0, None, 1986-10-03 04:00:00, -0.4, None, None, None, None, -0.1, None, None, None
None, -0.1, 105.0, None, 1986-10-03 05:00:00, -0.4, None, None, None, None, -0.1, None, None, None
None, -0.1, 105.0, None, 1986-10-03 06:00:00, -0.4, None, None, None, None, -0.1, None, None, None
None, -0.2, 105.0, None, 1986-10-03 07:00:00, -0.2, None, None, None, None, -0.2, 4.0, None, None
None, -0.1, 105.0, None, 1986-10-03 08:00:00, -0.2, None, None, None, None, -0.1, 2.0, None, None
None, 0.3, 105.0, None, 1986-10-03 09:00:00, -0.2, None, None, None, None, 0.3, 1.0, None, None
None, 1.8, 103.0, None, 1986-10-03 10:00:00, -0.2, None, None, None, None, 1.8, 0.0, None, None
None, 2.6, 102.0, None, 1986-10-03 11:00:00, -0.2, None, None, None, None, 2.6, -3.0, None, None
None, 3.7, 99.0, None, 1986-10-03 12:00:00, -0.2, None, None, None, None, 3.7, 14.0, None, None
None, 3.3, 98.0, None, 1986-10-03 13:00:00, -0.2, None, None, None, None, 3.7, 11.0, None, None
None, 2.9, 95.0, None, 1986-10-03 13:50:00, -0.2, None, None, None, None, 3.7, 55.0, None, None
None, 3.4, 96.0, None, 1986-10-03 14:00:00, -0.2, None, None, None, None, 3.7, 177.0, None, None
None, 2.9, 96.0, None, 1986-10-03 15:00:00, -0.2, None, None, None, None, 3.7, 38.0, None, None
None, 2.4, 98.0, None, 1986-10-03 16:00:00, -0.2, None, None, None, None, 3.7, 88.0, None, None
None, 2.2, 100.0, None, 1986-10-03 17:00:00, -0.2, None, None, None, None, 3.7, 72.0, None, None
None, 2.0, 101.0, None, 1986-10-03 18:00:00, -0.2, None, None, None, None, 3.7, 46.0, None, None
None, 2.0, 101.0, None, 1986-10-03 19:00:00, 2.0, None, None, None, None, 2.0, None, None, None
None, 2.0, 102.0, None, 1986-10-03 20:00:00, 2.0, None, None, None, None, 2.0, None, None, None
None, 2.0, 102.0, None, 1986-10-03 21:00:00, 2.0, None, None, None, None, 2.0, None, None, None
None, 2.2, 103.0, None, 1986-10-03 22:00:00, 2.0, None, None, None, None, 2.2, None, None, None
None, 2.3, 103.0, None, 1986-10-03 23:00:00, 2.0, None, None, None, None, 2.3, None, None, None
None, 2.4, 103.0, None, 1986-10-04 00:00:00, 2.0, None, None, None, None, 2.4, None, None, None
None, 2.6, 103.0, None, 1986-10-04 01:00:00, 2.0, None, None, None, None, 2.6, None, None, None
None, 2.5, 103.0, None, 1986-10-04 02:00:00, 2.0, None, None, None, None, 2.6, None, None, None
None, 2.6, 103.0, None, 1986-10-04 03:00:00, 2.0, None, None, None, None, 2.6, None, None, None
None, 2.8, 103.0, None, 1986-10-04 04:00:00, 2.0, None, None, None, None, 2.8, None, None, None
None, 2.9, 103.0, None, 1986-10-04 05:00:00, 2.0, None, None, None, None, 2.9, None, None, None
None, 3.1, 103.0, None, 1986-10-04 06:00:00, 2.0, None, None, None, None, 3.1, None, None, None
None, 3.3, 103.0, None, 1986-10-04 07:00:00, 3.3, None, None, None, None, 3.3, 0.0, None, None
None, 3.5, 103.0, None, 1986-10-04 08:00:00, 3.3, None, None, None, None, 3.5, 1.0, None, None
None, 3.9, 103.0, None, 1986-10-04 09:00:00, 3.3, None, None, None, None, 3.9, 1.0, None, None
None, 4.7, 103.0, None, 1986-10-04 10:00:00, 3.3, None, None, None, None, 4.7, 0.0, None, None
None, 4.6, 102.0, None, 1986-10-04 11:00:00, 3.3, None, None, None, None, 4.7, 3.0, None, None
None, 5.5, 102.0, None, 1986-10-04 12:00:00, 3.3, None, None, None, None, 5.5, 5.0, None, None
None, 6.3, 101.0, None, 1986-10-04 13:00:00, 3.3, None, None, None, None, 6.3, 7.0, None, None
None, 6.3, 100.0, None, 1986-10-04 14:00:00, 3.3, None, None, None, None, 6.3, 11.0, None, None
None, 7.0, 99.0, None, 1986-10-04 15:00:00, 3.3, None, None, None, None, 7.0, 15.0, None, None
None, 7.0, 95.0, None, 1986-10-04 16:00:00, 3.3, None, None, None, None, 7.0, 16.0, None, None
None, 8.1, 87.0, None, 1986-10-04 17:00:00, 3.3, None, None, None, None, 8.1, 15.0, None, None
None, 8.3, 78.0, None, 1986-10-04 18:00:00, 3.3, None, None, None, None, 8.3, 15.0, None, None
None, 7.2, 75.0, None, 1986-10-04 19:00:00, 7.2, None, None, None, None, 7.2, -3.0, None, None
None, 8.0, 64.0, None, 1986-10-04 20:00:00, 7.2, None, None, None, None, 8.0, -5.0, None, None
None, 8.1, 63.0, None, 1986-10-04 21:00:00, 7.2, None, None, None, None, 8.1, -5.0, None, None
None, 8.7, 52.0, None, 1986-10-04 22:00:00, 7.2, None, None, None, None, 8.7, -6.0, None, None
None, 9.1, 48.0, None, 1986-10-04 23:00:00, 7.2, None, None, None, None, 9.1, -7.0, None, None
None, 10.0, 45.0, None, 1986-10-05 00:00:00, 7.2, None, None, None, None, 10.0, -7.0, None, None
None, 9.6, 50.0, None, 1986-10-05 01:00:00, 7.2, None, None, None, None, 10.0, -7.0, None, None
None, 9.4, 46.0, None, 1986-10-05 02:00:00, 7.2, None, None, None, None, 10.0, -7.0, None, None
None, 9.0, 49.0, None, 1986-10-05 03:00:00, 7.2, None, None, None, None, 10.0, -6.0, None, None
None, 10.1, 42.0, None, 1986-10-05 04:00:00, 7.2, None, None, None, None, 10.1, -6.0, None, None
None, 9.8, 43.0, None, 1986-10-05 05:00:00, 7.2, None, None, None, None, 10.1, -6.0, None, None
None, 9.7, 41.0, None, 1986-10-05 06:00:00, 7.2, None, None, None, None, 10.1, -6.0, None, None
None, 9.7, 41.0, None, 1986-10-05 07:00:00, 9.7, None, None, None, None, 9.7, 0.0, None, None
None, 12.2, 34.0, None, 1986-10-05 08:00:00, 9.7, None, None, None, None, 12.2, 1.0, None, None
None, 12.6, 32.0, None, 1986-10-05 09:00:00, 9.7, None, None, None, None, 12.6, 8.0, None, None
None, 15.1, 28.0, None, 1986-10-05 10:00:00, 9.7, None, None, None, None, 15.1, 11.0, None, None
None, 15.1, 32.0, None, 1986-10-05 11:00:00, 9.7, None, None, None, None, 15.1, 25.0, None, None
None, 16.0, 38.0, None, 1986-10-05 12:00:00, 9.7, None, None, None, None, 16.0, 22.0, None, None
None, 16.3, 42.0, None, 1986-10-05 13:00:00, 9.7, None, None, None, None, 16.3, 21.0, None, None
None, 18.6, 35.0, None, 1986-10-05 14:00:00, 9.7, None, None, None, None, 18.6, 22.0, None, None
None, 17.8, 38.0, None, 1986-10-05 15:00:00, 9.7, None, None, None, None, 18.6, 37.0, None, None
None, 14.9, 43.0, None, 1986-10-05 16:00:00, 9.7, None, None, None, None, 18.6, 33.0, None, None
None, 15.7, 40.0, None, 1986-10-05 17:00:00, 9.7, None, None, None, None, 18.6, 29.0, None, None
None, 13.1, 40.0, None, 1986-10-05 18:00:00, 9.7, None, None, None, None, 18.6, 25.0, None, None
None, 11.3, 41.0, None, 1986-10-05 19:00:00, 11.3, None, None, None, None, 11.3, -7.0, None, None
None, 10.0, 48.0, None, 1986-10-05 20:00:00, 10.0, None, None, None, None, 11.3, None, None, None
None, 9.7, 46.0, None, 1986-10-05 21:00:00, 9.7, None, None, None, None, 11.3, None, None, None
None, 9.9, 43.0, None, 1986-10-05 22:00:00, 9.7, None, None, None, None, 11.3, None, None, None
None, 9.8, 44.0, None, 1986-10-05 23:00:00, 9.7, None, None, None, None, 11.3, None, None, None
None, 9.3, 46.0, None, 1986-10-06 00:00:00, 9.3, None, None, None, None, 11.3, None, None, None
None, 9.4, 45.0, None, 1986-10-06 01:00:00, 9.3, None, None, None, None, 11.3, None, None, None
None, 9.6, 41.0, None, 1986-10-06 02:00:00, 9.3, None, None, None, None, 11.3, None, None, None
None, 9.6, 38.0, None, 1986-10-06 03:00:00, 9.3, None, None, None, None, 11.3, None, None, None
None, 9.2, 39.0, None, 1986-10-06 04:00:00, 9.2, None, None, None, None, 11.3, None, None, None
None, 9.0, 39.0, None, 1986-10-06 05:00:00, 9.0, None, None, None, None, 11.3, None, None, None
None, 8.5, 40.0, None, 1986-10-06 06:00:00, 8.5, None, None, None, None, 11.3, None, None, None
None, 8.2, 40.0, None, 1986-10-06 07:00:00, 8.2, None, None, None, None, 8.2, -2.0, None, None
None, 10.2, 35.0, None, 1986-10-06 08:00:00, 8.2, None, None, None, None, 10.2, -1.0, None, None
None, 10.9, 34.0, None, 1986-10-06 09:00:00, 8.2, None, None, None, None, 10.9, 5.0, None, None
None, 14.6, 28.0, None, 1986-10-06 10:00:00, 8.2, None, None, None, None, 14.6, 9.0, None, None
None, 13.4, 30.0, None, 1986-10-06 11:00:00, 8.2, None, None, None, None, 14.6, 25.0, None, None
None, 15.6, 26.0, None, 1986-10-06 12:00:00, 8.2, None, None, None, None, 15.6, 20.0, None, None
None, 16.9, 29.0, None, 1986-10-06 13:00:00, 8.2, None, None, None, None, 16.9, 18.0, None, None
None, 20.1, 25.0, None, 1986-10-06 14:00:00, 20.1, None, None, None, None, 20.1, None, None, None
None, 18.8, 25.0, None, 1986-10-06 15:00:00, 18.8, None, None, None, None, 20.1, None, None, None
None, 15.7, 33.0, None, 1986-10-06 16:00:00, 15.7, None, None, None, None, 20.1, None, None, None
None, 16.0, 30.0, None, 1986-10-06 17:00:00, 15.7, None, None, None, None, 20.1, None, None, None
None, 11.5, 32.0, None, 1986-10-06 18:00:00, 11.5, None, None, None, None, 20.1, None, None, None
None, 10.2, 36.0, None, 1986-10-06 19:00:00, 10.2, None, None, None, None, 10.2, -5.0, None, None
None, 9.1, 41.0, None, 1986-10-06 20:00:00, 9.1, None, None, None, None, 10.2, -10.0, None, None
None, 8.3, 46.0, None, 1986-10-06 21:00:00, 8.3, None, None, None, None, 10.2, None, None, None
None, 8.5, 44.0, None, 1986-10-06 22:00:00, 8.3, None, None, None, None, 10.2, None, None, None
None, 8.0, 50.0, None, 1986-10-06 23:00:00, 8.0, None, None, None, None, 10.2, None, None, None
None, 7.2, 61.0, None, 1986-10-07 00:00:00, 7.2, None, None, None, None, 10.2, None, None, None
None, 7.3, 65.0, None, 1986-10-07 01:00:00, 7.2, None, None, None, None, 10.2, None, None, None
None, 6.7, 71.0, None, 1986-10-07 02:00:00, 6.7, None, None, None, None, 10.2, None, None, None
None, 6.7, 72.0, None, 1986-10-07 03:00:00, 6.7, None, None, None, None, 10.2, None, None, None
None, 7.0, 68.0, None, 1986-10-07 04:00:00, 6.7, None, None, None, None, 10.2, None, None, None
None, 6.0, 72.0, None, 1986-10-07 05:00:00, 6.0, None, None, None, None, 10.2, None, None, None
None, 5.7, 77.0, None, 1986-10-07 06:00:00, 5.7, None, None, None, None, 10.2, None, None, None
None, 4.6, 88.0, None, 1986-10-07 07:00:00, 4.6, None, None, None, None, 4.6, 0.0, None, None
