station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, 0.662, 92.1, None, None, None, None, None, None, None, 0.0, 898.0, None, 2019-11-21 16:00:00, None, 25.74, None
None, 0.211, 94.5, None, None, None, None, None, None, None, -1.0, 898.0, None, 2019-11-21 17:00:00, None, 25.68, None
None, 0.084, 95.1, None, None, None, None, None, None, None, -1.0, 898.0, None, 2019-11-21 18:00:00, None, 25.58, None
None, -0.069, 95.6, None, None, None, None, None, None, None, -1.0, 898.0, None, 2019-11-21 19:00:00, None, 25.56, None
None, -0.639, 96.3, None, None, None, None, None, None, None, -1.0, 898.0, None, 2019-11-21 20:00:00, None, 25.51, None
None, -0.601, 96.5, None, None, None, None, None, None, None, -1.0, 897.0, None, 2019-11-21 21:00:00, None, 25.29, None
None, -0.376, 96.1, None, None, None, None, None, None, None, -1.0, 898.0, None, 2019-11-21 22:00:00, None, 25.51, None
None, -0.364, 96.0, None, None, None, None, None, None, None, -1.0, 898.0, None, 2019-11-21 23:00:00, None, 25.24, None
None, -0.334, 96.2, None, None, None, None, None, None, None, -1.0, 898.0, None, 2019-11-22 00:00:00, None, 25.39, None
None, -0.267, 95.7, None, None, None, None, None, None, None, -1.0, 897.0, None, 2019-11-22 01:00:00, None, 25.38, None
None, -0.564, 96.2, None, None, None, None, None, None, None, -1.0, 896.0, None, 2019-11-22 02:00:00, None, 25.2, None
None, -0.858, 96.9, None, None, None, None, None, None, None, -1.0, 895.0, None, 2019-11-22 03:00:00, None, 25.35, None
None, -0.554, 96.4, None, None, None, None, None, None, None, -1.0, 894.0, None, 2019-11-22 04:00:00, None, 25.25, None
None, -0.231, 95.7, None, None, None, None, None, None, None, -1.0, 892.0, None, 2019-11-22 05:00:00, None, 25.25, None
None, 0.123, 93.1, None, None, None, None, None, None, None, -1.0, 892.0, None, 2019-11-22 06:00:00, None, 25.23, None
None, -0.371, 95.3, None, None, None, None, None, None, None, -1.0, 890.0, None, 2019-11-22 07:00:00, None, 24.99, None
None, -0.919, 96.4, None, None, None, None, None, None, None, -1.0, 889.0, None, 2019-11-22 08:00:00, None, 24.86, None
None, -1.052, 98.0, None, None, None, None, None, None, None, -1.0, 888.0, None, 2019-11-22 09:00:00, None, 25.1, None
None, -0.221, 97.4, None, None, None, None, None, None, None, 0.0, 888.0, None, 2019-11-22 10:00:00, None, 24.97, None
None, 0.27, 96.6, None, None, None, None, None, None, None, 0.0, 887.0, None, 2019-11-22 11:00:00, None, 24.95, None
None, 0.496, 97.6, None, None, None, None, None, None, None, 0.0, 888.0, None, 2019-11-22 12:00:00, None, 25.51, None
None, 0.316, 98.2, None, None, None, None, None, None, None, 0.0, 889.0, None, 2019-11-22 13:00:00, None, 25.65, None
None, 0.386, 98.6, None, None, None, None, None, None, None, 0.0, 890.0, None, 2019-11-22 14:00:00, None, 27.79, None
None, 0.38, 98.4, None, None, None, None, None, None, None, 0.0, 891.0, None, 2019-11-22 15:00:00, None, 26.61, None
None, 0.142, 98.8, None, None, None, None, None, None, None, 0.0, 890.0, None, 2019-11-22 16:00:00, None, 27.1, None
None, -0.133, 99.2, None, None, None, None, None, None, None, 0.0, 891.0, None, 2019-11-22 17:00:00, None, 27.19, None
None, -0.581, 99.5, None, None, None, None, None, None, None, -1.0, 891.0, None, 2019-11-22 18:00:00, None, 27.43, None
None, -0.354, 99.6, None, None, None, None, None, None, None, 0.0, 891.0, None, 2019-11-22 19:00:00, None, 27.05, None
None, -0.936, 99.8, None, None, None, None, None, None, None, -1.0, 892.0, None, 2019-11-22 20:00:00, None, 27.14, None
None, -0.43, 99.7, None, None, None, None, None, None, None, 0.0, 893.0, None, 2019-11-22 21:00:00, None, 27.08, None
None, -1.215, 99.5, None, None, None, None, None, None, None, -1.0, 893.0, None, 2019-11-22 22:00:00, None, 26.78, None
None, -2.163, 99.4, None, None, None, None, None, None, None, -2.0, 894.0, None, 2019-11-22 23:00:00, None, 26.6, None
None, -1.31, 99.6, None, None, None, None, None, None, None, -1.0, 895.0, None, 2019-11-23 00:00:00, None, 27.09, None
None, -1.417, 99.5, None, None, None, None, None, None, None, -1.0, 896.0, None, 2019-11-23 01:00:00, None, 26.93, None
None, -2.018, 99.3, None, None, None, None, None, None, None, -2.0, 896.0, None, 2019-11-23 02:00:00, None, 26.75, None
None, -1.89, 99.2, None, None, None, None, None, None, None, -2.0, 897.0, None, 2019-11-23 03:00:00, None, 27.05, None
None, -1.688, 99.2, None, None, None, None, None, None, None, -2.0, 898.0, None, 2019-11-23 04:00:00, None, 27.01, None
None, -1.823, 99.1, None, None, None, None, None, None, None, -2.0, 898.0, None, 2019-11-23 05:00:00, None, 27.26, None
None, -1.964, 99.0, None, None, None, None, None, None, None, -2.0, 899.0, None, 2019-11-23 06:00:00, None, 26.84, None
None, -3.242, 98.6, None, None, None, None, None, None, None, -3.0, 898.0, None, 2019-11-23 07:00:00, None, 26.77, None
None, -3.215, 98.6, None, None, None, None, None, None, None, -3.0, 898.0, None, 2019-11-23 08:00:00, None, 27.17, None
None, -4.319, 97.4, None, None, None, None, None, None, None, -5.0, 898.0, None, 2019-11-23 09:00:00, None, 27.1, None
None, -4.14, 97.7, None, None, None, None, None, None, None, -4.0, 897.0, None, 2019-11-23 10:00:00, None, 27.29, None
None, -3.261, 97.7, None, None, None, None, None, None, None, -4.0, 896.0, None, 2019-11-23 11:00:00, None, 27.29, None
None, -2.639, 97.4, None, None, None, None, None, None, None, -3.0, 896.0, None, 2019-11-23 12:00:00, None, 27.07, None
None, -1.956, 97.7, None, None, None, None, None, None, None, -2.0, 895.0, None, 2019-11-23 13:00:00, None, 27.48, None
None, -1.91, 98.1, None, None, None, None, None, None, None, -2.0, 894.0, None, 2019-11-23 14:00:00, None, 27.51, None
None, -1.321, 97.9, None, None, None, None, None, None, None, -2.0, 893.0, None, 2019-11-23 15:00:00, None, 27.76, None
None, -1.598, 98.6, None, None, None, None, None, None, None, -2.0, 892.0, None, 2019-11-23 16:00:00, None, 27.63, None
None, -1.222, 99.1, None, None, None, None, None, None, None, -1.0, 892.0, None, 2019-11-23 17:00:00, None, 28.37, None
None, -1.288, 98.9, None, None, None, None, None, None, None, -1.0, 891.0, None, 2019-11-23 18:00:00, None, 28.94, None
None, -1.218, 99.0, None, None, None, None, None, None, None, -1.0, 890.0, None, 2019-11-23 19:00:00, None, 28.04, None
None, -1.212, 99.1, None, None, None, None, None, None, None, -1.0, 891.0, None, 2019-11-23 20:00:00, None, 30.83, None
None, -1.212, 99.2, None, None, None, None, None, None, None, -1.0, 891.0, None, 2019-11-23 21:00:00, None, 31.48, None
None, -1.182, 99.2, None, None, None, None, None, None, None, -1.0, 892.0, None, 2019-11-23 22:00:00, None, 32.29, None
None, -1.065, 99.3, None, None, None, None, None, None, None, -1.0, 893.0, None, 2019-11-23 23:00:00, None, 33.0, None
None, -0.822, 99.3, None, None, None, None, None, None, None, -1.0, 895.0, None, 2019-11-24 00:00:00, None, 33.78, None
None, -0.657, 99.4, None, None, None, None, None, None, None, -1.0, 896.0, None, 2019-11-24 01:00:00, None, 33.47, None
None, -1.163, 99.5, None, None, None, None, None, None, None, -1.0, 897.0, None, 2019-11-24 02:00:00, None, 33.32, None
None, -1.797, 99.3, None, None, None, None, None, None, None, -2.0, 898.0, None, 2019-11-24 03:00:00, None, 32.88, None
None, -1.6, 99.4, None, None, None, None, None, None, None, -2.0, 898.0, None, 2019-11-24 04:00:00, None, 33.59, None
None, -2.289, 99.0, None, None, None, None, None, None, None, -2.0, 899.0, None, 2019-11-24 05:00:00, None, 33.01, None
None, -2.842, 98.7, None, None, None, None, None, None, None, -3.0, 900.0, None, 2019-11-24 06:00:00, None, 33.13, None
None, -3.37, 98.1, None, None, None, None, None, None, None, -4.0, 901.0, None, 2019-11-24 07:00:00, None, 32.71, None
None, -3.985, 98.6, None, None, None, None, None, None, None, -4.0, 903.0, None, 2019-11-24 10:00:00, None, 32.9, None
None, -3.212, 97.7, None, None, None, None, None, None, None, -3.0, 904.0, None, 2019-11-24 11:00:00, None, 32.89, None
None, -2.304, 96.9, None, None, None, None, None, None, None, -3.0, 905.0, None, 2019-11-24 12:00:00, None, 32.65, None
None, -1.865, 97.9, None, None, None, None, None, None, None, -2.0, 906.0, None, 2019-11-24 13:00:00, None, 33.11, None
None, -2.421, 97.2, None, None, None, None, None, None, None, -3.0, 906.0, None, 2019-11-24 14:00:00, None, 32.59, None
None, -2.255, 97.4, None, None, None, None, None, None, None, -3.0, 906.0, None, 2019-11-24 15:00:00, None, 32.74, None
None, -3.341, 97.1, None, None, None, None, None, None, None, -4.0, 906.0, None, 2019-11-24 16:00:00, None, 32.38, None
None, -4.829, 96.9, None, None, None, None, None, None, None, -5.0, 907.0, None, 2019-11-24 17:00:00, None, 32.35, None
None, -5.882, 97.0, None, None, None, None, None, None, None, -6.0, 907.0, None, 2019-11-24 18:00:00, None, 32.41, None
None, -6.409, 96.4, None, None, None, None, None, None, None, -7.0, 907.0, None, 2019-11-24 19:00:00, None, 32.39, None
None, -7.102, 95.7, None, None, None, None, None, None, None, -8.0, 907.0, None, 2019-11-24 20:00:00, None, 32.37, None
None, -6.947, 95.4, None, None, None, None, None, None, None, -7.0, 908.0, None, 2019-11-24 21:00:00, None, 32.38, None
None, -7.619, 95.2, None, None, None, None, None, None, None, -8.0, 908.0, None, 2019-11-24 22:00:00, None, 32.17, None
None, -8.05, 95.5, None, None, None, None, None, None, None, -9.0, 908.0, None, 2019-11-24 23:00:00, None, 32.45, None
None, -8.11, 95.4, None, None, None, None, None, None, None, -9.0, 909.0, None, 2019-11-25 00:00:00, None, 32.21, None
None, -8.05, 95.4, None, None, None, None, None, None, None, -9.0, 909.0, None, 2019-11-25 01:00:00, None, 32.44, None
None, -7.412, 96.1, None, None, None, None, None, None, None, -8.0, 910.0, None, 2019-11-25 02:00:00, None, 32.48, None
None, -7.115, 95.8, None, None, None, None, None, None, None, -8.0, 910.0, None, 2019-11-25 03:00:00, None, 32.69, None
None, -6.982, 96.0, None, None, None, None, None, None, None, -7.0, 911.0, None, 2019-11-25 04:00:00, None, 29.91, None
None, -5.297, 96.9, None, None, None, None, None, None, None, -6.0, 911.0, None, 2019-11-25 05:00:00, None, 31.83, None
None, -5.29, 96.4, None, None, None, None, None, None, None, -6.0, 912.0, None, 2019-11-25 06:00:00, None, 32.04, None
None, -5.066, 96.8, None, None, None, None, None, None, None, -5.0, 912.0, None, 2019-11-25 07:00:00, None, 31.74, None
None, -5.992, 95.8, None, None, None, None, None, None, None, -6.0, 913.0, None, 2019-11-25 08:00:00, None, 31.67, None
None, -5.402, 97.3, None, None, None, None, None, None, None, -6.0, 913.0, None, 2019-11-25 09:00:00, None, 31.9, None
None, -4.963, 96.1, None, None, None, None, None, None, None, -5.0, 914.0, None, 2019-11-25 10:00:00, None, 31.78, None
None, -4.675, 95.1, None, None, None, None, None, None, None, -5.0, 914.0, None, 2019-11-25 11:00:00, None, 31.8, None
None, -4.493, 93.8, None, None, None, None, None, None, None, -5.0, 915.0, None, 2019-11-25 12:00:00, None, 31.97, None
None, -4.026, 94.0, None, None, None, None, None, None, None, -5.0, 915.0, None, 2019-11-25 13:00:00, None, 31.93, None
None, -4.357, 94.6, None, None, None, None, None, None, None, -5.0, 915.0, None, 2019-11-25 14:00:00, None, 31.94, None
None, -4.233, 94.1, None, None, None, None, None, None, None, -5.0, 915.0, None, 2019-11-25 15:00:00, None, 31.79, None
None, -5.103, 95.5, None, None, None, None, None, None, None, -6.0, 915.0, None, 2019-11-25 16:00:00, None, 31.78, None
None, -5.481, 96.5, None, None, None, None, None, None, None, -6.0, 914.0, None, 2019-11-25 17:00:00, None, 31.79, None
None, -5.748, 96.3, None, None, None, None, None, None, None, -6.0, 914.0, None, 2019-11-25 18:00:00, None, 31.76, None
None, -6.161, 96.3, None, None, None, None, None, None, None, -7.0, 914.0, None, 2019-11-25 19:00:00, None, 31.82, None
None, -5.6, 96.8, None, None, None, None, None, None, None, -6.0, 915.0, None, 2019-11-25 20:00:00, None, 31.84, None
None, -5.659, 97.3, None, None, None, None, None, None, None, -6.0, 915.0, None, 2019-11-25 21:00:00, None, 31.76, None
None, -5.895, 96.5, None, None, None, None, None, None, None, -6.0, 915.0, None, 2019-11-25 22:00:00, None, 31.74, None
None, -6.238, 95.6, None, None, None, None, None, None, None, -7.0, 915.0, None, 2019-11-25 23:00:00, None, 31.63, None
None, -6.658, 95.6, None, None, None, None, None, None, None, -7.0, 915.0, None, 2019-11-26 00:00:00, None, 31.62, None
None, -7.005, 95.6, None, None, None, None, None, None, None, -8.0, 916.0, None, 2019-11-26 01:00:00, None, 31.66, None
None, -7.246, 95.4, None, None, None, None, None, None, None, -8.0, 916.0, None, 2019-11-26 02:00:00, None, 31.62, None
None, -7.487, 95.1, None, None, None, None, None, None, None, -8.0, 917.0, None, 2019-11-26 03:00:00, None, 31.52, None
None, -10.06, 92.5, None, None, None, None, None, None, None, -11.0, 917.0, None, 2019-11-26 04:00:00, None, 31.27, None
None, -11.4, 92.7, None, None, None, None, None, None, None, -12.0, 917.0, None, 2019-11-26 05:00:00, None, 31.32, None
None, -12.85, 90.8, None, None, None, None, None, None, None, -14.0, 918.0, None, 2019-11-26 06:00:00, None, 31.42, None
None, -12.74, 92.3, None, None, None, None, None, None, None, -14.0, 919.0, None, 2019-11-26 07:00:00, None, 31.5, None
None, -12.21, 92.5, None, None, None, None, None, None, None, -13.0, 920.0, None, 2019-11-26 08:00:00, None, 31.63, None
None, -11.72, 92.5, None, None, None, None, None, None, None, -13.0, 921.0, None, 2019-11-26 09:00:00, None, 31.73, None
None, -11.1, 92.3, None, None, None, None, None, None, None, -12.0, 922.0, None, 2019-11-26 10:00:00, None, 31.77, None
None, -9.95, 92.2, None, None, None, None, None, None, None, -11.0, 923.0, None, 2019-11-26 11:00:00, None, 31.78, None
None, -8.68, 92.7, None, None, None, None, None, None, None, -10.0, 924.0, None, 2019-11-26 12:00:00, None, 31.82, None
None, -6.915, 91.2, None, None, None, None, None, None, None, -8.0, 925.0, None, 2019-11-26 13:00:00, None, 32.14, None
None, -5.848, 85.7, None, None, None, None, None, None, None, -8.0, 925.0, None, 2019-11-26 14:00:00, None, 32.08, None
None, -6.709, 85.4, None, None, None, None, None, None, None, -9.0, 926.0, None, 2019-11-26 15:00:00, None, 31.59, None
None, -9.19, 91.4, None, None, None, None, None, None, None, -10.0, 927.0, None, 2019-11-26 16:00:00, None, 31.45, None
None, -10.24, 92.8, None, None, None, None, None, None, None, -11.0, 927.0, None, 2019-11-26 17:00:00, None, 31.42, None
None, -10.93, 90.8, None, None, None, None, None, None, None, -12.0, 928.0, None, 2019-11-26 18:00:00, None, 31.42, None
None, -12.07, 91.9, None, None, None, None, None, None, None, -13.0, 929.0, None, 2019-11-26 19:00:00, None, 31.34, None
None, -13.52, 90.3, None, None, None, None, None, None, None, -15.0, 930.0, None, 2019-11-26 20:00:00, None, 31.19, None
None, -15.31, 88.3, None, None, None, None, None, None, None, -17.0, 930.0, None, 2019-11-26 21:00:00, None, 31.24, None
None, -16.57, 87.9, None, None, None, None, None, None, None, -18.0, 930.0, None, 2019-11-26 22:00:00, None, 31.27, None
None, -17.64, 88.2, None, None, None, None, None, None, None, -19.0, 930.0, None, 2019-11-26 23:00:00, None, 30.61, None
None, -18.01, 86.8, None, None, None, None, None, None, None, -20.0, 930.0, None, 2019-11-27 00:00:00, None, 30.38, None
None, -18.65, 87.2, None, None, None, None, None, None, None, -20.0, 930.0, None, 2019-11-27 01:00:00, None, 30.71, None
None, -19.27, 86.1, None, None, None, None, None, None, None, -21.0, 930.0, None, 2019-11-27 02:00:00, None, 30.58, None
None, -19.67, 85.5, None, None, None, None, None, None, None, -21.0, 931.0, None, 2019-11-27 03:00:00, None, 30.47, None
None, -20.07, 85.7, None, None, None, None, None, None, None, -22.0, 931.0, None, 2019-11-27 04:00:00, None, 30.36, None
None, -20.37, 85.7, None, None, None, None, None, None, None, -22.0, 931.0, None, 2019-11-27 05:00:00, None, 30.61, None
None, -19.57, 86.5, None, None, None, None, None, None, None, -21.0, 931.0, None, 2019-11-27 06:00:00, None, 30.77, None
None, -19.78, 85.1, None, None, None, None, None, None, None, -21.0, 930.0, None, 2019-11-27 07:00:00, None, 31.36, None
None, -17.98, 89.1, None, None, None, None, None, None, None, -19.0, 930.0, None, 2019-11-27 08:00:00, None, 31.54, None
None, -17.65, 87.2, None, None, None, None, None, None, None, -19.0, 930.0, None, 2019-11-27 09:00:00, None, 31.46, None
None, -16.91, 87.3, None, None, None, None, None, None, None, -18.0, 930.0, None, 2019-11-27 10:00:00, None, 31.61, None
None, -16.64, 85.3, None, None, None, None, None, None, None, -18.0, 930.0, None, 2019-11-27 11:00:00, None, 31.49, None
None, -15.09, 86.4, None, None, None, None, None, None, None, -17.0, 929.0, None, 2019-11-27 12:00:00, None, 31.59, None
None, -13.71, 88.2, None, None, None, None, None, None, None, -15.0, 927.0, None, 2019-11-27 14:00:00, None, 31.48, None
None, -13.48, 88.7, None, None, None, None, None, None, None, -15.0, 926.0, None, 2019-11-27 15:00:00, None, 31.24, None
None, -15.55, 88.0, None, None, None, None, None, None, None, -17.0, 925.0, None, 2019-11-27 16:00:00, None, 31.04, None
None, -18.47, 86.6, None, None, None, None, None, None, None, -20.0, 923.0, None, 2019-11-27 18:00:00, None, 30.53, None
None, -19.34, 86.0, None, None, None, None, None, None, None, -21.0, 923.0, None, 2019-11-27 19:00:00, None, 30.78, None
None, -19.25, 86.6, None, None, None, None, None, None, None, -21.0, 922.0, None, 2019-11-27 20:00:00, None, 31.0, None
None, -19.69, 84.9, None, None, None, None, None, None, None, -21.0, 921.0, None, 2019-11-27 22:00:00, None, 30.75, None
None, -19.73, 85.7, None, None, None, None, None, None, None, -21.0, 920.0, None, 2019-11-27 23:00:00, None, 30.88, None
None, -19.83, 85.0, None, None, None, None, None, None, None, -22.0, 919.0, None, 2019-11-28 00:00:00, None, 30.85, None
None, -19.44, 85.6, None, None, None, None, None, None, None, -21.0, 918.0, None, 2019-11-28 01:00:00, None, 30.93, None
None, -19.05, 86.7, None, None, None, None, None, None, None, -21.0, 917.0, None, 2019-11-28 02:00:00, None, 31.01, None
None, -18.52, 86.9, None, None, None, None, None, None, None, -20.0, 916.0, None, 2019-11-28 03:00:00, None, 31.07, None
None, -18.08, 86.6, None, None, None, None, None, None, None, -20.0, 915.0, None, 2019-11-28 04:00:00, None, 31.05, None
None, -17.75, 86.8, None, None, None, None, None, None, None, -19.0, 914.0, None, 2019-11-28 05:00:00, None, 31.0, None
None, -17.37, 87.7, None, None, None, None, None, None, None, -19.0, 913.0, None, 2019-11-28 06:00:00, None, 31.06, None
None, -16.73, 88.0, None, None, None, None, None, None, None, -18.0, 913.0, None, 2019-11-28 07:00:00, None, 31.08, None
None, -16.56, 87.7, None, None, None, None, None, None, None, -18.0, 912.0, None, 2019-11-28 08:00:00, None, 31.06, None
None, -17.03, 87.4, None, None, None, None, None, None, None, -18.0, 912.0, None, 2019-11-28 09:00:00, None, 30.84, None
None, -16.63, 87.4, None, None, None, None, None, None, None, -18.0, 911.0, None, 2019-11-28 10:00:00, None, 30.96, None
None, -15.15, 86.8, None, None, None, None, None, None, None, -17.0, 911.0, None, 2019-11-28 11:00:00, None, 30.94, None
None, -13.05, 85.7, None, None, None, None, None, None, None, -15.0, 911.0, None, 2019-11-28 12:00:00, None, 30.77, None
None, -12.65, 85.3, None, None, None, None, None, None, None, -14.0, 911.0, None, 2019-11-28 13:00:00, None, 31.04, None
None, -12.51, 85.5, None, None, None, None, None, None, None, -14.0, 910.0, None, 2019-11-28 14:00:00, None, 31.07, None
None, -13.18, 87.6, None, None, None, None, None, None, None, -15.0, 910.0, None, 2019-11-28 15:00:00, None, 31.01, None
None, -14.13, 88.8, None, None, None, None, None, None, None, -15.0, 910.0, None, 2019-11-28 16:00:00, None, 31.06, None
None, -15.06, 88.9, None, None, None, None, None, None, None, -16.0, 909.0, None, 2019-11-28 17:00:00, None, 30.95, None
None, -15.26, 89.5, None, None, None, None, None, None, None, -16.0, 909.0, None, 2019-11-28 18:00:00, None, 31.13, None
None, -15.18, 89.5, None, None, None, None, None, None, None, -16.0, 908.0, None, 2019-11-28 19:00:00, None, 31.01, None
None, -15.45, 88.9, None, None, None, None, None, None, None, -17.0, 908.0, None, 2019-11-28 20:00:00, None, 30.86, None
None, -16.06, 88.4, None, None, None, None, None, None, None, -17.0, 909.0, None, 2019-11-28 21:00:00, None, 30.85, None
None, -16.23, 88.4, None, None, None, None, None, None, None, -18.0, 908.0, None, 2019-11-28 22:00:00, None, 30.84, None
None, -16.63, 88.3, None, None, None, None, None, None, None, -18.0, 908.0, None, 2019-11-28 23:00:00, None, 30.79, None
None, -16.58, 88.3, None, None, None, None, None, None, None, -18.0, 907.0, None, 2019-11-29 00:00:00, None, 30.83, None
None, -16.28, 89.1, None, None, None, None, None, None, None, -18.0, 907.0, None, 2019-11-29 01:00:00, None, 31.01, None
None, -15.9, 89.3, None, None, None, None, None, None, None, -17.0, 908.0, None, 2019-11-29 02:00:00, None, 31.1, None
None, -15.61, 89.2, None, None, None, None, None, None, None, -17.0, 908.0, None, 2019-11-29 03:00:00, None, 31.07, None
None, -15.76, 88.8, None, None, None, None, None, None, None, -17.0, 907.0, None, 2019-11-29 04:00:00, None, 30.98, None
None, -15.67, 89.0, None, None, None, None, None, None, None, -17.0, 907.0, None, 2019-11-29 05:00:00, None, 31.1, None
None, -14.82, 90.5, None, None, None, None, None, None, None, -16.0, 907.0, None, 2019-11-29 06:00:00, None, 31.37, None
None, -14.05, 90.4, None, None, None, None, None, None, None, -15.0, 907.0, None, 2019-11-29 07:00:00, None, 31.3, None
None, -13.33, 91.2, None, None, None, None, None, None, None, -14.0, 908.0, None, 2019-11-29 08:00:00, None, 31.36, None
None, -13.06, 90.8, None, None, None, None, None, None, None, -14.0, 908.0, None, 2019-11-29 09:00:00, None, 31.31, None
None, -12.98, 90.2, None, None, None, None, None, None, None, -14.0, 908.0, None, 2019-11-29 10:00:00, None, 31.16, None
None, -11.85, 90.7, None, None, None, None, None, None, None, -13.0, 908.0, None, 2019-11-29 11:00:00, None, 31.27, None
None, -10.51, 89.2, None, None, None, None, None, None, None, -12.0, 908.0, None, 2019-11-29 12:00:00, None, 31.3, None
None, -10.68, 88.9, None, None, None, None, None, None, None, -12.0, 909.0, None, 2019-11-29 13:00:00, None, 31.29, None
None, -9.47, 87.3, None, None, None, None, None, None, None, -11.0, 909.0, None, 2019-11-29 14:00:00, None, 31.39, None
None, -10.21, 90.0, None, None, None, None, None, None, None, -11.0, 908.0, None, 2019-11-29 15:00:00, None, 31.23, None
None, -10.49, 92.2, None, None, None, None, None, None, None, -11.0, 908.0, None, 2019-11-29 16:00:00, None, 31.42, None
None, -10.18, 93.3, None, None, None, None, None, None, None, -11.0, 908.0, None, 2019-11-29 17:00:00, None, 31.63, None
None, -9.56, 93.9, None, None, None, None, None, None, None, -10.0, 908.0, None, 2019-11-29 21:00:00, None, 31.27, None
None, -9.6, 92.3, None, None, None, None, None, None, None, -11.0, 908.0, None, 2019-11-29 22:00:00, None, 31.06, None
None, -11.22, 91.8, None, None, None, None, None, None, None, -12.0, 908.0, None, 2019-11-29 23:00:00, None, 30.86, None
None, -12.06, 91.6, None, None, None, None, None, None, None, -13.0, 907.0, None, 2019-11-30 00:00:00, None, 30.96, None
None, -12.08, 92.3, None, None, None, None, None, None, None, -13.0, 907.0, None, 2019-11-30 01:00:00, None, 31.05, None
None, -11.79, 92.5, None, None, None, None, None, None, None, -13.0, 908.0, None, 2019-11-30 02:00:00, None, 31.17, None
None, -11.44, 92.3, None, None, None, None, None, None, None, -12.0, 908.0, None, 2019-11-30 03:00:00, None, 31.14, None
None, -11.17, 93.1, None, None, None, None, None, None, None, -12.0, 907.0, None, 2019-11-30 04:00:00, None, 31.25, None
None, -11.41, 92.3, None, None, None, None, None, None, None, -12.0, 907.0, None, 2019-11-30 05:00:00, None, 31.12, None
None, -11.16, 92.5, None, None, None, None, None, None, None, -12.0, 907.0, None, 2019-11-30 06:00:00, None, 31.22, None
None, -10.97, 92.6, None, None, None, None, None, None, None, -12.0, 907.0, None, 2019-11-30 07:00:00, None, 31.08, None
None, -11.03, 92.8, None, None, None, None, None, None, None, -12.0, 908.0, None, 2019-11-30 08:00:00, None, 31.04, None
None, -10.59, 91.9, None, None, None, None, None, None, None, -12.0, 909.0, None, 2019-11-30 10:00:00, None, 31.01, None
None, -9.55, 91.2, None, None, None, None, None, None, None, -11.0, 909.0, None, 2019-11-30 11:00:00, None, 31.08, None
None, -8.3, 89.4, None, None, None, None, None, None, None, -10.0, 909.0, None, 2019-11-30 12:00:00, None, 31.13, None
None, -8.13, 89.0, None, None, None, None, None, None, None, -9.0, 910.0, None, 2019-11-30 13:00:00, None, 31.16, None
None, -8.08, 90.2, None, None, None, None, None, None, None, -9.0, 910.0, None, 2019-11-30 14:00:00, None, 31.25, None
None, -7.988, 90.4, None, None, None, None, None, None, None, -9.0, 909.0, None, 2019-11-30 15:00:00, None, 31.28, None
None, -8.05, 92.0, None, None, None, None, None, None, None, -9.0, 909.0, None, 2019-11-30 16:00:00, None, 31.34, None
None, -7.979, 92.7, None, None, None, None, None, None, None, -9.0, 909.0, None, 2019-11-30 17:00:00, None, 31.3, None
None, -8.05, 93.4, None, None, None, None, None, None, None, -9.0, 909.0, None, 2019-11-30 18:00:00, None, 30.95, None
None, -7.682, 94.6, None, None, None, None, None, None, None, -8.0, 910.0, None, 2019-11-30 19:00:00, None, 31.36, None
None, -7.246, 94.7, None, None, None, None, None, None, None, -8.0, 909.0, None, 2019-11-30 20:00:00, None, 32.12, None
None, -7.249, 94.9, None, None, None, None, None, None, None, -8.0, 910.0, None, 2019-11-30 21:00:00, None, 32.46, None
None, -6.907, 95.3, None, None, None, None, None, None, None, -7.0, 909.0, None, 2019-11-30 22:00:00, None, 33.25, None
None, -6.914, 94.8, None, None, None, None, None, None, None, -8.0, 908.0, None, 2019-11-30 23:00:00, None, 33.97, None
None, -7.157, 94.9, None, None, None, None, None, None, None, -8.0, 908.0, None, 2019-12-01 00:00:00, None, 34.25, None
None, -6.987, 95.4, None, None, None, None, None, None, None, -8.0, 908.0, None, 2019-12-01 01:00:00, None, 33.49, None
None, -6.86, 95.2, None, None, None, None, None, None, None, -7.0, 907.0, None, 2019-12-01 02:00:00, None, 35.04, None
None, -6.86, 95.7, None, None, None, None, None, None, None, -7.0, 907.0, None, 2019-12-01 03:00:00, None, 35.49, None
None, -7.472, 94.6, None, None, None, None, None, None, None, -8.0, 907.0, None, 2019-12-01 04:00:00, None, 34.94, None
None, -8.51, 94.3, None, None, None, None, None, None, None, -9.0, 906.0, None, 2019-12-01 05:00:00, None, 34.83, None
None, -8.31, 95.3, None, None, None, None, None, None, None, -9.0, 906.0, None, 2019-12-01 06:00:00, None, 34.83, None
None, -8.4, 95.4, None, None, None, None, None, None, None, -9.0, 905.0, None, 2019-12-01 07:00:00, None, 34.86, None
None, -7.945, 95.2, None, None, None, None, None, None, None, -8.0, 905.0, None, 2019-12-01 08:00:00, None, 34.94, None
None, -7.531, 95.3, None, None, None, None, None, None, None, -8.0, 904.0, None, 2019-12-01 09:00:00, None, 34.9, None
None, -7.436, 93.8, None, None, None, None, None, None, None, -8.0, 903.0, None, 2019-12-01 10:00:00, None, 34.7, None
