station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, ATMOSPHERIC_PRESSURE, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, WIND_DIRECTION_STD_DEVIATION1, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MAXIMUM_MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1
None, 3.4, 90.0, None, None, None, 1987-04-22 00:01:00, None, None, None, None, None
None, 7.4, None, None, None, None, 1987-04-25 22:01:00, None, None, None, None, None
None, 8.2, 44.0, None, None, None, 1987-04-25 23:01:00, None, None, None, None, None
None, 8.6, 42.0, None, None, None, 1987-04-26 00:01:00, None, None, None, None, None
None, 13.1, 0.0, None, None, None, 1987-10-07 19:00:00, None, None, None, None, None
None, 13.8, 0.0, None, None, None, 1987-10-07 20:00:00, None, None, None, None, None
None, 13.8, 0.0, None, None, None, 1987-10-07 21:00:00, None, None, None, None, None
None, 16.0, 0.0, None, None, None, 1987-10-08 10:00:00, None, None, None, None, None
None, 19.4, 0.0, None, None, None, 1987-10-08 11:00:00, None, None, None, None, None
None, 19.8, 0.0, None, None, None, 1987-10-08 12:00:00, None, None, None, None, None
None, 13.2, 0.0, None, None, None, 1987-10-09 01:00:00, None, None, None, None, None
None, 13.1, 0.0, None, None, None, 1987-10-09 02:00:00, None, None, None, None, None
None, 12.8, 0.0, None, None, None, 1987-10-09 03:00:00, None, None, None, None, None
None, 12.8, 0.0, None, None, None, 1987-10-10 01:00:00, None, None, None, None, None
None, 14.2, 0.0, None, None, None, 1987-10-10 02:00:00, None, None, None, None, None
None, 14.0, 0.0, None, None, None, 1987-10-10 03:00:00, None, None, None, None, None
None, 20.1, 0.0, None, None, None, 1987-10-10 16:00:00, None, None, None, None, None
None, 20.3, 0.0, None, None, None, 1987-10-10 17:00:00, None, None, None, None, None
None, 19.7, 0.0, None, None, None, 1987-10-10 18:00:00, None, None, None, None, None
None, 20.9, 0.0, None, None, None, 1987-10-11 10:00:00, None, None, None, None, None
None, 24.5, 0.0, None, None, None, 1987-10-11 11:00:00, None, None, None, None, None
None, 23.9, 0.0, None, None, None, 1987-10-11 12:00:00, None, None, None, None, None
None, 15.9, 0.0, None, None, None, 1987-10-11 19:00:00, None, None, None, None, None
None, 17.1, 0.0, None, None, None, 1987-10-11 20:00:00, None, None, None, None, None
None, 17.3, 0.0, None, None, None, 1987-10-11 21:00:00, None, None, None, None, None
None, 13.6, 0.0, None, None, None, 1987-10-12 01:00:00, None, None, None, None, None
None, 13.2, 0.0, None, None, None, 1987-10-12 02:00:00, None, None, None, None, None
None, 12.7, 0.0, None, None, None, 1987-10-12 03:00:00, None, None, None, None, None
None, 10.6, 0.0, None, None, None, 1987-10-12 07:00:00, None, None, None, None, None
None, 10.0, 0.0, None, None, None, 1987-10-12 08:00:00, None, None, None, None, None
None, 10.5, 0.0, None, None, None, 1987-10-12 09:00:00, None, None, None, None, None
None, 13.6, 0.0, None, None, None, 1987-10-12 10:00:00, None, None, None, None, None
None, 16.0, 0.0, None, None, None, 1987-10-12 11:00:00, None, None, None, None, None
None, 16.2, 0.0, None, None, None, 1987-10-12 12:00:00, None, None, None, None, None
None, 7.1, 0.0, None, None, None, 1987-10-13 07:00:00, None, None, None, None, None
None, 7.4, 0.0, None, None, None, 1987-10-13 08:00:00, None, None, None, None, None
None, 9.7, 0.0, None, None, None, 1987-10-13 09:00:00, None, None, None, None, None
None, 19.4, 0.0, None, None, None, 1987-10-13 13:00:00, None, None, None, None, None
None, 17.1, 0.0, None, None, None, 1987-10-13 14:00:00, None, None, None, None, None
None, 15.9, 0.0, None, None, None, 1987-10-13 15:00:00, None, None, None, None, None
None, 14.1, 0.0, None, None, None, 1987-10-13 16:00:00, None, None, None, None, None
None, 14.1, 0.0, None, None, None, 1987-10-13 17:00:00, None, None, None, None, None
None, 10.9, 0.0, None, None, None, 1987-10-13 18:00:00, None, None, None, None, None
None, 7.7, 0.0, None, None, None, 1987-10-13 22:00:00, None, None, None, None, None
None, 9.9, 0.0, None, None, None, 1987-10-13 23:00:00, None, None, None, None, None
None, 7.2, 0.0, None, None, None, 1987-10-14 00:00:00, None, None, None, None, None
None, 7.0, 0.0, None, None, None, 1987-10-14 01:00:00, None, None, None, None, None
None, 7.7, 0.0, None, None, None, 1987-10-14 02:00:00, None, None, None, None, None
None, 6.7, 0.0, None, None, None, 1987-10-14 03:00:00, None, None, None, None, None
None, 10.2, 0.0, None, None, None, 1987-10-14 13:00:00, None, None, None, None, None
None, 13.8, 0.0, None, None, None, 1987-10-14 14:00:00, None, None, None, None, None
None, 13.6, 0.0, None, None, None, 1987-10-14 15:00:00, None, None, None, None, None
None, 10.5, 0.0, None, None, None, 1987-10-14 16:00:00, None, None, None, None, None
None, 13.1, 0.0, None, None, None, 1987-10-14 17:00:00, None, None, None, None, None
None, 7.9, 0.0, None, None, None, 1987-10-14 18:00:00, None, None, None, None, None
None, 6.6, 0.0, None, None, None, 1987-10-14 19:00:00, None, None, None, None, None
None, 6.5, 0.0, None, None, None, 1987-10-14 20:00:00, None, None, None, None, None
None, 6.4, 0.0, None, None, None, 1987-10-14 21:00:00, None, None, None, None, None
None, 4.6, 0.0, None, None, None, 1987-10-15 01:00:00, None, None, None, None, None
None, 3.9, 0.0, None, None, None, 1987-10-15 02:00:00, None, None, None, None, None
None, 4.6, 0.0, None, None, None, 1987-10-15 03:00:00, None, None, None, None, None
None, 4.2, 0.0, None, None, None, 1987-10-15 04:00:00, None, None, None, None, None
None, 4.2, 0.0, None, None, None, 1987-10-15 05:00:00, None, None, None, None, None
None, 3.7, 0.0, None, None, None, 1987-10-15 06:00:00, None, None, None, None, None
None, 10.8, 0.0, None, None, None, 1987-10-15 13:00:00, None, None, None, None, None
None, 16.3, 0.0, None, None, None, 1987-10-15 14:00:00, None, None, None, None, None
None, 12.9, 0.0, None, None, None, 1987-10-15 15:00:00, None, None, None, None, None
None, 9.6, 0.0, None, None, None, 1987-10-15 16:00:00, None, None, None, None, None
None, 7.4, 0.0, None, None, None, 1987-10-15 17:00:00, None, None, None, None, None
None, 6.7, 0.0, None, None, None, 1987-10-15 18:00:00, None, None, None, None, None
None, 7.7, 0.0, None, None, None, 1987-10-15 19:00:00, None, None, None, None, None
None, 7.0, 0.0, None, None, None, 1987-10-15 20:00:00, None, None, None, None, None
None, 7.9, 0.0, None, None, None, 1987-10-15 21:00:00, None, None, None, None, None
None, 7.7, 0.0, None, None, None, 1987-10-15 22:00:00, None, None, None, None, None
None, 6.7, 0.0, None, None, None, 1987-10-15 23:00:00, None, None, None, None, None
None, 6.7, 0.0, None, None, None, 1987-10-16 00:00:00, None, None, None, None, None
None, 7.3, 0.0, None, None, None, 1987-10-16 04:00:00, None, None, None, None, None
None, 7.8, 0.0, None, None, None, 1987-10-16 05:00:00, None, None, None, None, None
None, 7.6, 0.0, None, None, None, 1987-10-16 06:00:00, None, None, None, None, None
None, 7.3, 0.0, None, None, None, 1987-10-16 07:00:00, None, None, None, None, None
None, 7.3, 0.0, None, None, None, 1987-10-16 08:00:00, None, None, None, None, None
None, 7.4, 0.0, None, None, None, 1987-10-16 09:00:00, None, None, None, None, None
None, 10.8, 0.0, None, None, None, 1987-10-16 10:00:00, None, None, None, None, None
None, 12.9, 0.0, None, None, None, 1987-10-16 11:00:00, None, None, None, None, None
None, 15.9, 0.0, None, None, None, 1987-10-16 12:00:00, None, None, None, None, None
None, 16.8, 0.0, None, None, None, 1987-10-16 13:00:00, None, None, None, None, None
None, 13.2, 0.0, None, None, None, 1987-10-16 14:00:00, None, None, None, None, None
None, 10.6, 0.0, None, None, None, 1987-10-16 15:00:00, None, None, None, None, None
None, 11.0, 0.0, None, None, None, 1987-10-16 16:00:00, None, None, None, None, None
None, 12.8, 0.0, None, None, None, 1987-10-16 17:00:00, None, None, None, None, None
None, 10.7, 0.0, None, None, None, 1987-10-16 18:00:00, None, None, None, None, None
None, 7.3, 0.0, None, None, None, 1987-10-16 19:00:00, None, None, None, None, None
None, 7.8, 0.0, None, None, None, 1987-10-16 20:00:00, None, None, None, None, None
None, 7.0, 0.0, None, None, None, 1987-10-16 21:00:00, None, None, None, None, None
None, 6.9, 0.0, None, None, None, 1987-10-16 22:00:00, None, None, None, None, None
None, 7.6, 0.0, None, None, None, 1987-10-16 23:00:00, None, None, None, None, None
None, 7.9, 0.0, None, None, None, 1987-10-17 00:00:00, None, None, None, None, None
None, 7.5, 0.0, None, None, None, 1987-10-17 01:00:00, None, None, None, None, None
None, 6.5, 0.0, None, None, None, 1987-10-17 02:00:00, None, None, None, None, None
None, 4.2, 0.0, None, None, None, 1987-10-17 03:00:00, None, None, None, None, None
None, 4.9, 0.0, None, None, None, 1987-10-17 04:00:00, None, None, None, None, None
None, 4.6, 0.0, None, None, None, 1987-10-17 05:00:00, None, None, None, None, None
None, 3.5, 0.0, None, None, None, 1987-10-17 06:00:00, None, None, None, None, None
None, 18.9, 42.0, None, None, None, 1987-10-20 16:00:00, None, None, None, None, None
None, 19.2, 42.0, None, None, None, 1987-10-20 17:00:00, None, None, None, None, None
None, 17.0, 42.0, None, None, None, 1987-10-20 18:00:00, None, None, None, None, None
None, 12.5, 48.0, None, None, None, 1987-10-20 19:00:00, None, None, None, None, None
None, 12.5, 47.0, None, None, None, 1987-10-20 20:00:00, None, None, None, None, None
None, 12.6, 46.0, None, None, None, 1987-10-20 21:00:00, None, None, None, None, None
None, 11.4, 48.0, None, None, None, 1987-10-20 22:00:00, None, None, None, None, None
None, 11.2, 52.0, None, None, None, 1987-10-20 23:00:00, None, None, None, None, None
None, 11.0, 50.0, None, None, None, 1987-10-21 00:00:00, None, None, None, None, None
None, 10.7, 52.0, None, None, None, 1987-10-21 01:00:00, None, None, None, None, None
None, 10.2, 52.0, None, None, None, 1987-10-21 02:00:00, None, None, None, None, None
None, 9.9, 57.0, None, None, None, 1987-10-21 03:00:00, None, None, None, None, None
None, 8.9, 58.0, None, None, None, 1987-10-21 07:00:00, None, None, None, None, None
None, 8.6, 61.0, None, None, None, 1987-10-21 08:00:00, None, None, None, None, None
None, 8.8, 61.0, None, None, None, 1987-10-21 09:00:00, None, None, None, None, None
None, 12.1, 56.0, None, None, None, 1987-10-21 10:00:00, None, None, None, None, None
None, 16.6, 47.0, None, None, None, 1987-10-21 11:00:00, None, None, None, None, None
None, 17.6, 47.0, None, None, None, 1987-10-21 12:00:00, None, None, None, None, None
None, 19.4, 46.0, None, None, None, 1987-10-21 13:00:00, None, None, None, None, None
None, 20.3, 44.0, None, None, None, 1987-10-21 14:00:00, None, None, None, None, None
None, 19.5, 45.0, None, None, None, 1987-10-21 15:00:00, None, None, None, None, None
None, 10.4, 61.0, None, None, None, 1987-10-21 19:00:00, None, None, None, None, None
None, 10.4, 56.0, None, None, None, 1987-10-21 20:00:00, None, None, None, None, None
None, 10.1, 56.0, None, None, None, 1987-10-21 21:00:00, None, None, None, None, None
None, 10.0, 60.0, None, None, None, 1987-10-21 22:00:00, None, None, None, None, None
None, 10.0, 56.0, None, None, None, 1987-10-21 23:00:00, None, None, None, None, None
None, 10.2, 54.0, None, None, None, 1987-10-22 00:00:00, None, None, None, None, None
None, 10.0, 55.0, None, None, None, 1987-10-22 01:00:00, None, None, None, None, None
None, 9.7, 56.0, None, None, None, 1987-10-22 02:00:00, None, None, None, None, None
None, 9.7, 56.0, None, None, None, 1987-10-22 03:00:00, None, None, None, None, None
None, 9.0, 63.0, None, None, None, 1987-10-22 04:00:00, None, None, None, None, None
None, 8.7, 64.0, None, None, None, 1987-10-22 05:00:00, None, None, None, None, None
None, 8.4, 65.0, None, None, None, 1987-10-22 06:00:00, None, None, None, None, None
None, 8.6, 65.0, None, None, None, 1987-10-22 07:00:00, None, None, None, None, None
None, 8.5, 64.0, None, None, None, 1987-10-22 08:00:00, None, None, None, None, None
None, 8.4, 64.0, None, None, None, 1987-10-22 09:00:00, None, None, None, None, None
None, 9.8, 61.0, None, None, None, 1987-10-22 10:00:00, None, None, None, None, None
None, 16.7, 46.0, None, None, None, 1987-10-22 11:00:00, None, None, None, None, None
None, 18.4, 47.0, None, None, None, 1987-10-22 12:00:00, None, None, None, None, None
None, 19.5, 45.0, None, None, None, 1987-10-22 13:00:00, None, None, None, None, None
None, 20.2, 43.0, None, None, None, 1987-10-22 14:00:00, None, None, None, None, None
None, 19.5, 45.0, None, None, None, 1987-10-22 15:00:00, None, None, None, None, None
None, 17.5, 48.0, None, None, None, 1987-10-22 16:00:00, None, None, None, None, None
None, 17.6, 47.0, None, None, None, 1987-10-22 17:00:00, None, None, None, None, None
None, 15.5, 50.0, None, None, None, 1987-10-22 18:00:00, None, None, None, None, None
None, 11.3, 50.0, None, None, None, 1987-10-22 22:00:00, None, None, None, None, None
None, 11.2, 52.0, None, None, None, 1987-10-22 23:00:00, None, None, None, None, None
None, 10.0, 53.0, None, None, None, 1987-10-23 00:00:00, None, None, None, None, None
None, 10.0, 56.0, None, None, None, 1987-10-23 01:00:00, None, None, None, None, None
None, 10.4, 57.0, None, None, None, 1987-10-23 02:00:00, None, None, None, None, None
None, 9.5, 62.0, None, None, None, 1987-10-23 03:00:00, None, None, None, None, None
None, 10.3, 58.0, None, None, None, 1987-10-23 07:00:00, None, None, None, None, None
None, 9.8, 59.0, None, None, None, 1987-10-23 08:00:00, None, None, None, None, None
None, 10.4, 59.0, None, None, None, 1987-10-23 09:00:00, None, None, None, None, None
None, 12.3, 57.0, None, None, None, 1987-10-23 10:00:00, None, None, None, None, None
None, 13.7, 55.0, None, None, None, 1987-10-23 11:00:00, None, None, None, None, None
None, 13.7, 57.0, None, None, None, 1987-10-23 12:00:00, None, None, None, None, None
None, 18.4, 47.0, None, None, None, 1987-10-23 13:00:00, None, None, None, None, None
None, 16.5, 53.0, None, None, None, 1987-10-23 14:00:00, None, None, None, None, None
None, 16.3, 56.0, None, None, None, 1987-10-23 15:00:00, None, None, None, None, None
None, 14.6, 64.0, None, None, None, 1987-10-23 16:00:00, None, None, None, None, None
None, 15.2, 57.0, None, None, None, 1987-10-23 17:00:00, None, None, None, None, None
None, 12.9, 56.0, None, None, None, 1987-10-23 18:00:00, None, None, None, None, None
None, 8.2, 71.0, None, None, None, 1987-10-23 19:00:00, None, None, None, None, None
None, 7.9, 72.0, None, None, None, 1987-10-23 20:00:00, None, None, None, None, None
None, 7.6, 68.0, None, None, None, 1987-10-23 21:00:00, None, None, None, None, None
None, 6.7, 78.0, None, None, None, 1987-10-23 22:00:00, None, None, None, None, None
None, 6.1, 79.0, None, None, None, 1987-10-23 23:00:00, None, None, None, None, None
None, 5.9, 79.0, None, None, None, 1987-10-24 00:00:00, None, None, None, None, None
None, 5.4, 89.0, None, None, None, 1987-10-24 01:00:00, None, None, None, None, None
None, 5.4, 90.0, None, None, None, 1987-10-24 02:00:00, None, None, None, None, None
None, 5.5, 86.0, None, None, None, 1987-10-24 03:00:00, None, None, None, None, None
None, 4.0, 99.0, None, None, None, 1987-10-24 07:00:00, None, None, None, None, None
None, 4.9, 103.0, None, None, None, 1987-10-24 08:00:00, None, None, None, None, None
None, 5.1, 101.0, None, None, None, 1987-10-24 09:00:00, None, None, None, None, None
None, 6.4, 98.0, None, None, None, 1987-10-24 10:00:00, None, None, None, None, None
None, 6.9, 97.0, None, None, None, 1987-10-24 11:00:00, None, None, None, None, None
None, 8.2, 91.0, None, None, None, 1987-10-24 12:00:00, None, None, None, None, None
None, 9.7, 84.0, None, None, None, 1987-10-24 13:00:00, None, None, None, None, None
None, 8.0, 91.0, None, None, None, 1987-10-24 14:00:00, None, None, None, None, None
None, 7.6, 98.0, None, None, None, 1987-10-24 15:00:00, None, None, None, None, None
None, 7.3, 98.0, None, None, None, 1987-10-24 16:00:00, None, None, None, None, None
None, 7.6, 95.0, None, None, None, 1987-10-24 17:00:00, None, None, None, None, None
None, 6.4, 99.0, None, None, None, 1987-10-24 18:00:00, None, None, None, None, None
None, 5.8, 102.0, None, None, None, 1987-10-24 19:00:00, None, None, None, None, None
None, 6.3, 100.0, None, None, None, 1987-10-24 20:00:00, None, None, None, None, None
None, 7.1, 95.0, None, None, None, 1987-10-24 21:00:00, None, None, None, None, None
None, 6.1, 108.0, None, None, None, 1987-10-25 01:00:00, None, None, None, None, None
None, 6.1, 109.0, None, None, None, 1987-10-25 02:00:00, None, None, None, None, None
None, 6.2, 110.0, None, None, None, 1987-10-25 03:00:00, None, None, None, None, None
None, 6.2, 104.0, None, None, None, 1987-10-25 04:00:00, None, None, None, None, None
None, 6.1, 109.0, None, None, None, 1987-10-25 05:00:00, None, None, None, None, None
None, 6.3, 109.0, None, None, None, 1987-10-25 06:00:00, None, None, None, None, None
None, 6.5, 111.0, None, None, None, 1987-10-25 07:00:00, None, None, None, None, None
None, 6.8, 111.0, None, None, None, 1987-10-25 08:00:00, None, None, None, None, None
None, 7.2, 112.0, None, None, None, 1987-10-25 09:00:00, None, None, None, None, None
None, 7.7, 112.0, None, None, None, 1987-10-25 10:00:00, None, None, None, None, None
None, 7.8, 111.0, None, None, None, 1987-10-25 11:00:00, None, None, None, None, None
None, 7.8, 112.0, None, None, None, 1987-10-25 12:00:00, None, None, None, None, None
None, 8.1, 113.0, None, None, None, 1987-10-25 13:00:00, None, None, None, None, None
None, 8.9, 115.0, None, None, None, 1987-10-25 14:00:00, None, None, None, None, None
None, 8.9, 115.0, None, None, None, 1987-10-25 15:00:00, None, None, None, None, None
None, 5.9, 114.0, None, None, None, 1987-10-25 19:00:00, None, None, None, None, None
None, 5.5, 115.0, None, None, None, 1987-10-25 20:00:00, None, None, None, None, None
None, 4.9, 115.0, None, None, None, 1987-10-25 21:00:00, None, None, None, None, None
None, 4.7, 115.0, None, None, None, 1987-10-25 22:00:00, None, None, None, None, None
None, 5.1, 115.0, None, None, None, 1987-10-25 23:00:00, None, None, None, None, None
None, 4.8, 115.0, None, None, None, 1987-10-26 00:00:00, None, None, None, None, None
None, 4.3, 112.0, None, None, None, 1987-10-26 01:00:00, None, None, None, None, None
None, 4.5, 114.0, None, None, None, 1987-10-26 02:00:00, None, None, None, None, None
None, 4.5, 114.0, None, None, None, 1987-10-26 03:00:00, None, None, None, None, None
None, 3.9, 113.0, None, None, None, 1987-10-26 07:00:00, None, None, None, None, None
None, 4.1, 108.0, None, None, None, 1987-10-26 08:00:00, None, None, None, None, None
None, 5.2, 92.0, None, None, None, 1987-10-26 09:00:00, None, None, None, None, None
None, 14.8, 66.0, None, None, None, 1987-10-26 13:00:00, None, None, None, None, None
None, 14.6, 71.0, None, None, None, 1987-10-26 14:00:00, None, None, None, None, None
None, 14.8, 68.0, None, None, None, 1987-10-26 15:00:00, None, None, None, None, None
None, 13.1, 72.0, None, None, None, 1987-10-26 16:00:00, None, None, None, None, None
None, 13.5, 70.0, None, None, None, 1987-10-26 17:00:00, None, None, None, None, None
None, 9.9, 77.0, None, None, None, 1987-10-26 18:00:00, None, None, None, None, None
None, 7.5, 80.0, None, None, None, 1987-10-26 19:00:00, None, None, None, None, None
None, 8.0, 68.0, None, None, None, 1987-10-26 20:00:00, None, None, None, None, None
None, 8.5, 67.0, None, None, None, 1987-10-26 21:00:00, None, None, None, None, None
None, 8.8, None, None, None, None, 1987-10-26 22:00:00, None, None, None, None, None
None, 8.4, 67.0, None, None, None, 1987-10-26 23:00:00, None, None, None, None, None
None, 8.4, 65.0, None, None, None, 1987-10-27 01:00:00, None, None, None, None, None
None, 8.8, 65.0, None, None, None, 1987-10-27 02:00:00, None, None, None, None, None
None, None, 4.0, None, None, None, 1987-10-27 03:00:00, None, None, None, None, None
None, 9.4, 44.0, None, None, None, 1987-10-27 07:00:00, None, None, None, None, None
None, 9.4, 48.0, None, None, None, 1987-10-27 08:00:00, None, None, None, None, None
None, 10.1, 47.0, None, None, None, 1987-10-27 09:00:00, None, None, None, None, None
None, 10.3, 52.0, None, None, None, 1987-10-27 10:00:00, None, None, None, None, None
None, 11.9, 47.0, None, None, None, 1987-10-27 11:00:00, None, None, None, None, None
None, 12.5, 53.0, None, None, None, 1987-10-27 12:00:00, None, None, None, None, None
None, 15.5, 51.0, None, None, None, 1987-10-27 13:00:00, None, None, None, None, None
None, 17.1, 44.0, None, None, None, 1987-10-27 14:00:00, None, None, None, None, None
None, 14.0, 52.0, None, None, None, 1987-10-27 15:00:00, None, None, None, None, None
None, 12.6, 55.0, None, None, None, 1987-10-27 16:00:00, None, None, None, None, None
None, 12.5, 41.0, None, None, None, 1987-10-27 17:00:00, None, None, None, None, None
None, None, None, None, None, None, 1987-10-27 18:00:00, None, None, None, None, None
None, 10.9, 50.0, None, None, None, 1987-10-27 19:00:00, None, None, None, None, None
None, 10.2, 48.0, None, None, None, 1987-10-27 20:00:00, None, None, None, None, None
None, 11.1, 45.0, None, None, None, 1987-10-27 21:00:00, None, None, None, None, None
None, 10.8, 42.0, None, None, None, 1987-10-27 22:00:00, None, None, None, None, None
None, 10.6, 44.0, None, None, None, 1987-10-27 23:00:00, None, None, None, None, None
None, 9.8, 50.0, None, None, None, 1987-10-28 00:00:00, None, None, None, None, None
None, 8.4, 55.0, None, None, None, 1987-10-28 01:00:00, None, None, None, None, None
None, 8.4, 53.0, None, None, None, 1987-10-28 02:00:00, None, None, None, None, None
None, 10.1, 41.0, None, None, None, 1987-10-28 03:00:00, None, None, None, None, None
None, 8.9, 55.0, None, None, None, 1987-10-28 07:00:00, None, None, None, None, None
None, 8.7, 57.0, None, None, None, 1987-10-28 08:00:00, None, None, None, None, None
None, 9.2, 56.0, None, None, None, 1987-10-28 09:00:00, None, None, None, None, None
None, 9.0, 60.0, None, None, None, 1987-10-28 10:00:00, None, None, None, None, None
None, 10.2, 60.0, None, None, None, 1987-10-28 11:00:00, None, None, None, None, None
None, 11.6, 60.0, None, None, None, 1987-10-28 12:00:00, None, None, None, None, None
None, 12.4, 53.0, None, None, None, 1987-10-28 16:00:00, None, None, None, None, None
None, 11.5, 53.0, None, None, None, 1987-10-28 17:00:00, None, None, None, None, None
None, 11.0, 51.0, None, None, None, 1987-10-28 18:00:00, None, None, None, None, None
None, 11.0, 53.0, None, None, None, 1987-10-28 19:00:00, None, None, None, None, None
None, 10.4, 55.0, None, None, None, 1987-10-28 20:00:00, None, None, None, None, None
None, 10.4, 54.0, None, None, None, 1987-10-28 21:00:00, None, None, None, None, None
None, 8.6, 84.0, None, None, None, 1987-10-29 01:00:00, None, None, None, None, None
None, 7.8, 98.0, None, None, None, 1987-10-29 02:00:00, None, None, None, None, None
None, 8.7, 102.0, None, None, None, 1987-10-29 03:00:00, None, None, None, None, None
None, 8.6, 108.0, None, None, None, 1987-10-29 04:00:00, None, None, None, None, None
None, 8.9, 105.0, None, None, None, 1987-10-29 05:00:00, None, None, None, None, None
None, 8.9, 110.0, None, None, None, 1987-10-29 06:00:00, None, None, None, None, None
None, 8.7, 111.0, None, None, None, 1987-10-29 07:00:00, None, None, None, None, None
None, 8.9, 113.0, None, None, None, 1987-10-29 08:00:00, None, None, None, None, None
None, 9.3, 114.0, None, None, None, 1987-10-29 09:00:00, None, None, None, None, None
None, 10.2, 116.0, None, None, None, 1987-10-29 16:00:00, None, None, None, None, None
None, 10.2, 116.0, None, None, None, 1987-10-29 17:00:00, None, None, None, None, None
None, 10.5, 115.0, None, None, None, 1987-10-29 18:00:00, None, None, None, None, None
None, 10.3, 116.0, None, None, None, 1987-10-29 19:00:00, None, None, None, None, None
None, 10.0, 116.0, None, None, None, 1987-10-29 20:00:00, None, None, None, None, None
None, 9.6, 115.0, None, None, None, 1987-10-29 21:00:00, None, None, None, None, None
None, 9.3, 116.0, None, None, None, 1987-10-29 22:00:00, None, None, None, None, None
None, 9.3, 116.0, None, None, None, 1987-10-29 23:00:00, None, None, None, None, None
None, 9.6, 114.0, None, None, None, 1987-10-30 00:00:00, None, None, None, None, None
None, 9.4, 113.0, None, None, None, 1987-10-30 01:00:00, None, None, None, None, None
None, 9.5, 103.0, None, None, None, 1987-10-30 02:00:00, None, None, None, None, None
None, 10.1, 98.0, None, None, None, 1987-10-30 03:00:00, None, None, None, None, None
None, 11.5, 89.0, None, None, None, 1987-10-30 04:00:00, None, None, None, None, None
None, 10.7, 90.0, None, None, None, 1987-10-30 05:00:00, None, None, None, None, None
None, 10.6, 99.0, None, None, None, 1987-10-30 06:00:00, None, None, None, None, None
None, 9.6, 105.0, None, None, None, 1987-10-30 07:00:00, None, None, None, None, None
None, 9.6, 103.0, None, None, None, 1987-10-30 08:00:00, None, None, None, None, None
None, 9.6, 103.0, None, None, None, 1987-10-30 09:00:00, None, None, None, None, None
None, 9.5, 107.0, None, None, None, 1987-10-30 10:00:00, None, None, None, None, None
None, 9.6, 108.0, None, None, None, 1987-10-30 11:00:00, None, None, None, None, None
None, 9.6, 108.0, None, None, None, 1987-10-30 12:00:00, None, None, None, None, None
None, 9.4, 113.0, None, None, None, 1987-10-30 13:00:00, None, None, None, None, None
None, 9.4, 113.0, None, None, None, 1987-10-30 14:00:00, None, None, None, None, None
None, 9.8, 106.0, None, None, None, 1987-10-30 15:00:00, None, None, None, None, None
None, 10.1, 104.0, None, None, None, 1987-10-30 19:00:00, None, None, None, None, None
None, 9.6, 109.0, None, None, None, 1987-10-30 20:00:00, None, None, None, None, None
None, 10.0, 106.0, None, None, None, 1987-10-30 21:00:00, None, None, None, None, None
None, 9.6, 110.0, None, None, None, 1987-10-30 22:00:00, None, None, None, None, None
None, 9.8, 107.0, None, None, None, 1987-10-30 23:00:00, None, None, None, None, None
None, 10.3, 103.0, None, None, None, 1987-10-31 00:00:00, None, None, None, None, None
None, 9.9, 102.0, None, None, None, 1987-10-31 01:00:00, None, None, None, None, None
None, 9.9, 102.0, None, None, None, 1987-10-31 02:00:00, None, None, None, None, None
None, 9.3, 112.0, None, None, None, 1987-10-31 03:00:00, None, None, None, None, None
None, 9.9, 102.0, None, None, None, 1987-10-31 04:00:00, None, None, None, None, None
None, 9.1, 113.0, None, None, None, 1987-10-31 05:00:00, None, None, None, None, None
None, 9.1, 113.0, None, None, None, 1987-10-31 06:00:00, None, None, None, None, None
None, 9.2, 111.0, None, None, None, 1987-10-31 10:00:00, None, None, None, None, None
None, 8.7, 106.0, None, None, None, 1987-10-31 11:00:00, None, None, None, None, None
None, 8.7, 106.0, None, None, None, 1987-10-31 12:00:00, None, None, None, None, None
None, 8.0, 109.0, None, None, None, 1987-10-31 13:00:00, None, None, None, None, None
None, 8.7, 110.0, None, None, None, 1987-10-31 14:00:00, None, None, None, None, None
None, 8.7, 110.0, None, None, None, 1987-10-31 15:00:00, None, None, None, None, None
None, 8.1, 111.0, None, None, None, 1987-10-31 19:00:00, None, None, None, None, None
None, 8.0, 114.0, None, None, None, 1987-10-31 20:00:00, None, None, None, None, None
None, 7.9, 114.0, None, None, None, 1987-10-31 21:00:00, None, None, None, None, None
None, 7.7, 114.0, None, None, None, 1987-10-31 22:00:00, None, None, None, None, None
None, 7.3, 113.0, None, None, None, 1987-10-31 23:00:00, None, None, None, None, None
None, 6.7, 114.0, None, None, None, 1987-11-01 00:00:00, None, None, None, None, None
None, 7.0, 114.0, None, None, None, 1987-11-01 04:00:00, None, None, None, None, None
None, 7.2, 110.0, None, None, None, 1987-11-01 05:00:00, None, None, None, None, None
None, 6.8, 107.0, None, None, None, 1987-11-01 06:00:00, None, None, None, None, None
None, 7.0, 102.0, None, None, None, 1987-11-01 07:00:00, None, None, None, None, None
None, 6.6, 103.0, None, None, None, 1987-11-01 08:00:00, None, None, None, None, None
None, 7.2, 95.0, None, None, None, 1987-11-01 09:00:00, None, None, None, None, None
None, 7.0, 100.0, None, None, None, 1987-11-01 10:00:00, None, None, None, None, None
