station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, ATMOSPHERIC_PRESSURE, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, WIND_DIRECTION_STD_DEVIATION1, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MAXIMUM_MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1
None, 1.6, 93.0, None, None, None, 1983-11-24 22:00:00, None, None, None, None, None
None, 1.4, 93.0, None, None, None, 1983-11-24 23:00:00, None, None, None, None, None
None, 1.6, 93.0, None, None, None, 1983-11-25 00:00:00, None, None, None, None, None
None, 1.6, 93.0, None, None, None, 1983-11-25 01:00:00, None, None, None, None, None
None, 1.6, 93.0, None, None, None, 1983-11-25 02:00:00, None, None, None, None, None
None, 1.5, 92.0, None, None, None, 1983-11-25 03:00:00, None, None, None, None, None
None, 1.4, 88.0, None, None, None, 1983-11-26 07:00:00, None, None, None, None, None
None, 0.9, 89.0, None, None, None, 1983-11-26 08:00:00, None, None, None, None, None
None, 1.5, 90.0, None, None, None, 1983-11-26 09:00:00, None, None, None, None, None
None, 1.9, None, None, None, None, 1983-11-26 12:00:00, None, None, None, None, None
None, 2.1, 85.0, None, None, None, 1983-11-26 13:00:00, None, None, None, None, None
None, 2.1, 84.0, None, None, None, 1983-11-26 14:00:00, None, None, None, None, None
None, 2.3, 85.0, None, None, None, 1983-11-26 15:00:00, None, None, None, None, None
None, 2.5, 84.0, None, None, None, 1983-11-26 16:00:00, None, None, None, None, None
None, 2.1, 86.0, None, None, None, 1983-11-26 17:00:00, None, None, None, None, None
None, 3.4, 82.0, None, None, None, 1983-11-26 18:00:00, None, None, None, None, None
None, 2.6, 88.0, None, None, None, 1983-11-26 19:00:00, None, None, None, None, None
None, 3.0, 89.0, None, None, None, 1983-11-26 20:00:00, None, None, None, None, None
None, 3.8, 92.0, None, None, None, 1983-11-26 21:00:00, None, None, None, None, None
None, 3.4, 91.0, None, None, None, 1983-11-26 22:00:00, None, None, None, None, None
None, 3.4, 92.0, None, None, None, 1983-11-26 23:00:00, None, None, None, None, None
None, 3.8, 92.0, None, None, None, 1983-11-27 00:00:00, None, None, None, None, None
None, 3.4, 92.0, None, None, None, 1983-11-27 01:00:00, None, None, None, None, None
None, 3.5, 93.0, None, None, None, 1983-11-27 02:00:00, None, None, None, None, None
None, 3.4, 93.0, None, None, None, 1983-11-27 03:00:00, None, None, None, None, None
None, 3.3, 93.0, None, None, None, 1983-11-27 04:00:00, None, None, None, None, None
None, 3.4, 93.0, None, None, None, 1983-11-27 05:00:00, None, None, None, None, None
None, 3.4, 93.0, None, None, None, 1983-11-27 06:00:00, None, None, None, None, None
None, 3.3, 93.0, None, None, None, 1983-11-27 07:00:00, None, None, None, None, None
None, 2.7, 93.0, None, None, None, 1983-11-27 08:00:00, None, None, None, None, None
None, 2.6, 93.0, None, None, None, 1983-11-27 09:00:00, None, None, None, None, None
None, 3.0, 94.0, None, None, None, 1983-11-27 10:00:00, None, None, None, None, None
None, 3.0, 93.0, None, None, None, 1983-11-27 11:00:00, None, None, None, None, None
None, 3.3, 93.0, None, None, None, 1983-11-27 12:00:00, None, None, None, None, None
None, 3.2, 93.0, None, None, None, 1983-11-27 13:00:00, None, None, None, None, None
None, 6.9, 79.0, None, None, None, 1983-11-27 14:00:00, None, None, None, None, None
None, 3.5, 86.0, None, None, None, 1983-11-27 15:00:00, None, None, None, None, None
None, 2.9, 90.0, None, None, None, 1983-11-27 16:00:00, None, None, None, None, None
None, 2.4, 91.0, None, None, None, 1983-11-27 17:00:00, None, None, None, None, None
None, 2.3, None, None, None, None, 1983-11-27 18:00:00, None, None, None, None, None
None, 2.3, 92.0, None, None, None, 1983-11-27 19:00:00, None, None, None, None, None
None, 1.9, 92.0, None, None, None, 1983-11-27 22:00:00, None, None, None, None, None
None, 1.8, 92.0, None, None, None, 1983-11-27 23:00:00, None, None, None, None, None
None, 1.7, 93.0, None, None, None, 1983-11-28 00:00:00, None, None, None, None, None
None, 5.6, 45.0, None, None, None, 1983-11-29 13:00:00, None, None, None, None, None
None, 6.1, 42.0, None, None, None, 1983-11-29 14:00:00, None, None, None, None, None
None, 3.7, 46.0, None, None, None, 1983-11-29 15:00:00, None, None, None, None, None
None, -12.6, 29.0, None, None, None, 1983-11-30 10:00:00, None, None, None, None, None
None, 4.2, 27.0, None, None, None, 1983-11-30 11:00:00, None, None, None, None, None
None, 5.1, 29.0, None, None, None, 1983-11-30 12:00:00, None, None, None, None, None
None, 6.0, 31.0, None, None, None, 1983-11-30 13:00:00, None, None, None, None, None
None, 4.4, 29.0, None, None, None, 1983-11-30 14:00:00, None, None, None, None, None
None, 2.7, 33.0, None, None, None, 1983-11-30 15:00:00, None, None, None, None, None
None, 1.0, 36.0, None, None, None, 1983-11-30 16:00:00, None, None, None, None, None
None, -2.2, 44.0, None, None, None, 1983-11-30 17:00:00, None, None, None, None, None
None, -2.1, 44.0, None, None, None, 1983-11-30 18:00:00, None, None, None, None, None
None, -2.1, 39.0, None, None, None, 1983-11-30 19:00:00, None, None, None, None, None
None, -1.8, 37.0, None, None, None, 1983-11-30 20:00:00, None, None, None, None, None
None, -1.6, 33.0, None, None, None, 1983-11-30 21:00:00, None, None, None, None, None
None, -1.7, 35.0, None, None, None, 1983-11-30 22:00:00, None, None, None, None, None
None, -2.1, 38.0, None, None, None, 1983-11-30 23:00:00, None, None, None, None, None
None, -1.9, 34.0, None, None, None, 1983-12-01 00:00:00, None, None, None, None, None
None, -16.4, 35.0, None, None, None, 1983-12-01 10:00:00, None, None, None, None, None
None, 2.5, 30.0, None, None, None, 1983-12-01 11:00:00, None, None, None, None, None
None, 4.0, 39.0, None, None, None, 1983-12-01 12:00:00, None, None, None, None, None
None, 2.8, 39.0, None, None, None, 1983-12-01 13:00:00, None, None, None, None, None
None, 3.0, 39.0, None, None, None, 1983-12-01 14:00:00, None, None, None, None, None
None, 0.8, 43.0, None, None, None, 1983-12-01 15:00:00, None, None, None, None, None
None, -1.8, 49.0, None, None, None, 1983-12-01 16:00:00, None, None, None, None, None
None, -2.7, 53.0, None, None, None, 1983-12-01 17:00:00, None, None, None, None, None
None, -2.6, 43.0, None, None, None, 1983-12-01 18:00:00, None, None, None, None, None
None, -2.3, 41.0, None, None, None, 1983-12-01 19:00:00, None, None, None, None, None
None, -2.3, 41.0, None, None, None, 1983-12-01 20:00:00, None, None, None, None, None
None, -1.9, 42.0, None, None, None, 1983-12-01 21:00:00, None, None, None, None, None
None, -2.1, 42.0, None, None, None, 1983-12-01 22:00:00, None, None, None, None, None
None, -2.0, 39.0, None, None, None, 1983-12-01 23:00:00, None, None, None, None, None
None, -1.9, 43.0, None, None, None, 1983-12-02 00:00:00, None, None, None, None, None
None, 7.5, 68.0, None, None, None, 1984-01-09 19:00:00, None, None, None, None, None
None, 8.0, 63.0, None, None, None, 1984-01-09 20:00:00, None, None, None, None, None
None, 9.1, 55.0, None, None, None, 1984-01-09 21:00:00, None, None, None, None, None
None, 8.7, 56.0, None, None, None, 1984-01-09 22:00:00, None, None, None, None, None
None, 7.4, 62.0, None, None, None, 1984-01-09 23:00:00, None, None, None, None, None
None, 7.6, 85.0, None, None, None, 1984-01-10 00:00:00, None, None, None, None, None
None, 7.7, 79.0, None, None, None, 1984-01-10 01:00:00, None, None, None, None, None
None, 8.7, 67.0, None, None, None, 1984-01-10 02:00:00, None, None, None, None, None
None, 7.5, 68.0, None, None, None, 1984-01-10 03:00:00, None, None, None, None, None
None, 8.0, 63.0, None, None, None, 1984-01-10 04:00:00, None, None, None, None, None
None, 9.1, 55.0, None, None, None, 1984-01-10 05:00:00, None, None, None, None, None
None, 4.3, 93.0, None, None, None, 1984-01-10 06:00:00, None, 0.0, None, None, None
None, 5.5, 86.0, None, None, None, 1984-01-10 09:00:00, None, None, None, None, None
None, 5.2, 86.0, None, None, None, 1984-01-10 10:00:00, None, None, None, None, None
None, 4.7, 91.0, None, None, None, 1984-01-10 11:00:00, None, None, None, None, None
None, 4.7, 90.0, None, None, None, 1984-01-10 12:00:00, None, None, None, None, None
None, 4.6, 93.0, None, None, None, 1984-01-10 13:00:00, None, None, None, None, None
None, 4.3, 93.0, None, None, None, 1984-01-10 14:00:00, None, None, None, None, None
None, 4.2, 95.0, None, None, None, 1984-01-10 15:00:00, None, None, None, None, None
None, 4.4, 89.0, None, None, None, 1984-01-10 16:00:00, None, None, None, None, None
None, 3.8, 91.0, None, None, None, 1984-01-10 17:00:00, None, None, None, None, None
None, 3.2, 85.0, None, None, None, 1984-01-10 18:00:00, None, None, None, None, None
None, 3.2, 85.0, None, None, None, 1984-01-10 19:00:00, None, None, None, None, None
None, 2.0, 95.0, None, None, None, 1984-01-10 20:00:00, None, None, None, None, None
None, 1.9, 96.0, None, None, None, 1984-01-10 21:00:00, None, None, None, None, None
None, 3.8, 96.0, None, None, None, 1984-01-11 00:00:00, None, None, None, None, None
None, 2.6, 97.0, None, None, None, 1984-01-11 01:00:00, None, None, None, None, None
None, 2.5, 97.0, None, None, None, 1984-01-11 02:00:00, None, None, None, None, None
None, 2.5, 98.0, None, None, None, 1984-01-11 03:00:00, None, None, None, None, None
None, 2.4, 98.0, None, None, None, 1984-01-11 04:00:00, None, None, None, None, None
None, 2.6, 98.0, None, None, None, 1984-01-11 05:00:00, None, None, None, None, None
None, 2.4, 98.0, None, None, None, 1984-01-11 06:00:00, None, 0.0, None, None, None
None, 2.5, 98.0, None, None, None, 1984-01-11 07:00:00, None, None, None, None, None
None, 2.5, 98.0, None, None, None, 1984-01-11 08:00:00, None, None, None, None, None
None, 2.4, 98.0, None, None, None, 1984-01-11 09:00:00, None, None, None, None, None
None, 2.5, 98.0, None, None, None, 1984-01-11 15:00:00, None, None, None, None, None
None, 4.4, 98.0, None, None, None, 1984-01-11 16:00:00, None, None, None, None, None
None, 3.4, 97.0, None, None, None, 1984-01-11 17:00:00, None, None, None, None, None
None, 2.3, 97.0, None, None, None, 1984-01-11 18:00:00, None, None, None, None, None
None, 2.1, 97.0, None, None, None, 1984-01-11 19:00:00, None, None, None, None, None
None, 2.2, 98.0, None, None, None, 1984-01-11 20:00:00, None, None, None, None, None
None, 2.1, 97.0, None, None, None, 1984-01-11 21:00:00, None, None, None, None, None
None, 1.9, 98.0, None, None, None, 1984-01-11 22:00:00, None, None, None, None, None
None, 2.0, 98.0, None, None, None, 1984-01-11 23:00:00, None, None, None, None, None
None, 2.0, 98.0, None, None, None, 1984-01-12 00:00:00, None, None, None, None, None
None, None, None, None, None, None, 1984-01-12 06:00:00, None, 0.0, None, None, None
None, 7.2, 55.0, None, None, None, 1984-01-12 13:00:00, None, None, None, None, None
None, 7.8, 59.0, None, None, None, 1984-01-12 14:00:00, None, None, None, None, None
None, 7.6, 59.0, None, None, None, 1984-01-12 15:00:00, None, None, None, None, None
None, 5.7, 64.0, None, None, None, 1984-01-12 16:00:00, None, None, None, None, None
None, 4.6, 67.0, None, None, None, 1984-01-12 17:00:00, None, None, None, None, None
None, 2.4, 62.0, None, None, None, 1984-01-12 18:00:00, None, None, None, None, None
None, 3.2, 42.0, None, None, None, 1984-01-12 19:00:00, None, None, None, None, None
None, 2.3, 50.0, None, None, None, 1984-01-12 20:00:00, None, None, None, None, None
None, 2.1, 49.0, None, None, None, 1984-01-12 21:00:00, None, None, None, None, None
None, 1.2, 57.0, None, None, None, 1984-01-13 01:00:00, None, None, None, None, None
None, 1.1, 55.0, None, None, None, 1984-01-13 02:00:00, None, None, None, None, None
None, 0.6, 53.0, None, None, None, 1984-01-13 03:00:00, None, None, None, None, None
None, 0.8, 48.0, None, None, None, 1984-01-13 04:00:00, None, None, None, None, None
None, 0.5, 54.0, None, None, None, 1984-01-13 05:00:00, None, None, None, None, None
None, 0.1, 55.0, None, None, None, 1984-01-13 06:00:00, None, None, None, None, None
None, -0.2, 52.0, None, None, None, 1984-01-13 07:00:00, None, None, None, None, None
None, -0.9, 54.0, None, None, None, 1984-01-13 08:00:00, None, None, None, None, None
None, -0.6, 53.0, None, None, None, 1984-01-13 09:00:00, None, None, None, None, None
None, -0.7, 47.0, None, None, None, 1984-01-13 10:00:00, None, None, None, None, None
None, -0.4, 50.0, None, None, None, 1984-01-13 11:00:00, None, None, None, None, None
None, 5.6, 36.0, None, None, None, 1984-01-13 12:00:00, None, None, None, None, None
None, 7.2, 36.0, None, None, None, 1984-01-13 13:00:00, None, None, None, None, None
None, 6.5, 36.0, None, None, None, 1984-01-13 14:00:00, None, None, None, None, None
None, 6.1, 42.0, None, None, None, 1984-01-13 15:00:00, None, None, None, None, None
None, -0.5, 36.0, None, None, None, 1984-01-13 22:00:00, None, None, None, None, None
None, -0.6, 33.0, None, None, None, 1984-01-13 23:00:00, None, None, None, None, None
None, -1.2, 39.0, None, None, None, 1984-01-14 01:00:00, None, None, None, None, None
None, -1.8, 42.0, None, None, None, 1984-01-14 02:00:00, None, None, None, None, None
None, -1.6, 28.0, None, None, None, 1984-01-14 03:00:00, None, None, None, None, None
None, -1.8, 34.0, None, None, None, 1984-01-14 04:00:00, None, None, None, None, None
None, -2.1, None, None, None, None, 1984-01-14 05:00:00, None, None, None, None, None
None, -2.3, 30.0, None, None, None, 1984-01-14 06:00:00, None, None, None, None, None
None, -2.2, 25.0, None, None, None, 1984-01-14 07:00:00, None, None, None, None, None
None, -2.6, 32.0, None, None, None, 1984-01-14 08:00:00, None, None, None, None, None
None, -2.0, 20.0, None, None, None, 1984-01-14 09:00:00, None, None, None, None, None
None, -1.6, 39.0, None, None, None, 1984-01-14 10:00:00, None, None, None, None, None
None, -1.3, 25.0, None, None, None, 1984-01-14 11:00:00, None, None, None, None, None
None, 3.8, 16.0, None, None, None, 1984-01-14 12:00:00, None, None, None, None, None
None, 3.9, 33.0, None, None, None, 1984-01-14 16:00:00, None, None, None, None, None
None, 2.2, 43.0, None, None, None, 1984-01-14 17:00:00, None, None, None, None, None
None, -1.3, 43.0, None, None, None, 1984-01-14 18:00:00, None, None, None, None, None
None, -1.5, 40.0, None, None, None, 1984-01-14 19:00:00, None, None, None, None, None
None, -1.4, 29.0, None, None, None, 1984-01-14 20:00:00, None, None, None, None, None
None, -1.4, 27.0, None, None, None, 1984-01-14 21:00:00, None, None, None, None, None
None, -1.8, 26.0, None, None, None, 1984-01-14 22:00:00, None, None, None, None, None
None, -2.1, 30.0, None, None, None, 1984-01-14 23:00:00, None, None, None, None, None
None, -2.7, 34.0, None, None, None, 1984-01-15 01:00:00, None, None, None, None, None
None, -2.1, 30.0, None, None, None, 1984-01-15 02:00:00, None, None, None, None, None
None, -2.5, 34.0, None, None, None, 1984-01-15 03:00:00, None, None, None, None, None
None, -2.8, 36.0, None, None, None, 1984-01-15 04:00:00, None, None, None, None, None
None, -2.6, 31.0, None, None, None, 1984-01-15 05:00:00, None, None, None, None, None
None, -3.1, 36.0, None, None, None, 1984-01-15 06:00:00, None, None, None, None, None
None, -2.9, 36.0, None, None, None, 1984-01-15 07:00:00, None, None, None, None, None
None, -3.3, 36.0, None, None, None, 1984-01-15 08:00:00, None, None, None, None, None
None, -2.5, 32.0, None, None, None, 1984-01-15 10:00:00, None, None, None, None, None
None, -2.6, 34.0, None, None, None, 1984-01-15 11:00:00, None, None, None, None, None
None, 1.6, 29.0, None, None, None, 1984-01-15 12:00:00, None, None, None, None, None
None, 3.1, 33.0, None, None, None, 1984-01-15 13:00:00, None, None, None, None, None
None, 2.9, 34.0, None, None, None, 1984-01-15 14:00:00, None, None, None, None, None
None, 2.7, 40.0, None, None, None, 1984-01-15 15:00:00, None, None, None, None, None
None, 1.9, 39.0, None, None, None, 1984-01-15 16:00:00, None, None, None, None, None
None, 0.6, 56.0, None, None, None, 1984-01-15 17:00:00, None, None, None, None, None
None, -2.2, 68.0, None, None, None, 1984-01-15 18:00:00, None, None, None, None, None
None, -3.3, 67.0, None, None, None, 1984-01-15 19:00:00, None, None, None, None, None
None, -3.3, 67.0, None, None, None, 1984-01-15 20:00:00, None, None, None, None, None
None, -3.6, 57.0, None, None, None, 1984-01-15 22:00:00, None, None, None, None, None
None, -3.5, 55.0, None, None, None, 1984-01-15 23:00:00, None, None, None, None, None
None, -3.9, 55.0, None, None, None, 1984-01-16 01:00:00, None, None, None, None, None
None, -3.6, 55.0, None, None, None, 1984-01-16 02:00:00, None, None, None, None, None
None, -3.7, 52.0, None, None, None, 1984-01-16 03:00:00, None, None, None, None, None
None, -3.7, 51.0, None, None, None, 1984-01-16 04:00:00, None, None, None, None, None
None, -3.6, 51.0, None, None, None, 1984-01-16 05:00:00, None, None, None, None, None
None, -3.9, 48.0, None, None, None, 1984-01-16 06:00:00, None, None, None, None, None
None, 3.8, 36.0, None, None, None, 1984-01-16 13:00:00, None, None, None, None, None
None, 5.1, 36.0, None, None, None, 1984-01-16 14:00:00, None, None, None, None, None
None, 6.6, 31.0, None, None, None, 1984-01-16 15:00:00, None, None, None, None, None
None, 7.4, 26.0, None, None, None, 1984-01-16 16:00:00, None, None, None, None, None
None, 5.6, 30.0, None, None, None, 1984-01-16 17:00:00, None, None, None, None, None
None, 2.8, 26.0, None, None, None, 1984-01-16 18:00:00, None, None, None, None, None
None, 0.8, 31.0, None, None, None, 1984-01-16 19:00:00, None, None, None, None, None
None, 0.5, 24.0, None, None, None, 1984-01-16 20:00:00, None, None, None, None, None
None, 0.4, 28.0, None, None, None, 1984-01-16 21:00:00, None, None, None, None, None
None, 0.2, 30.0, None, None, None, 1984-01-16 22:00:00, None, None, None, None, None
None, -1.1, 38.0, None, None, None, 1984-01-16 23:00:00, None, None, None, None, None
None, -2.3, 46.0, None, None, None, 1984-01-17 01:00:00, None, None, None, None, None
None, -2.5, 48.0, None, None, None, 1984-01-17 02:00:00, None, None, None, None, None
None, -3.1, 54.0, None, None, None, 1984-01-17 03:00:00, None, None, None, None, None
None, -3.5, 57.0, None, None, None, 1984-01-17 04:00:00, None, None, None, None, None
None, -4.2, 59.0, None, None, None, 1984-01-17 05:00:00, None, None, None, None, None
None, -4.9, 74.0, None, None, None, 1984-01-17 06:00:00, None, None, None, None, None
None, -5.4, 69.0, None, None, None, 1984-01-17 07:00:00, None, None, None, None, None
None, -4.9, 71.0, None, None, None, 1984-01-17 08:00:00, None, None, None, None, None
None, -5.1, 52.0, None, None, None, 1984-01-17 09:00:00, None, None, None, None, None
None, -4.6, 40.0, None, None, None, 1984-01-17 10:00:00, None, None, None, None, None
None, -4.0, 41.0, None, None, None, 1984-01-17 11:00:00, None, None, None, None, None
None, 1.1, 34.0, None, None, None, 1984-01-17 12:00:00, None, None, None, None, None
None, 3.4, 33.0, None, None, None, 1984-01-17 13:00:00, None, None, None, None, None
None, 3.3, 33.0, None, None, None, 1984-01-17 14:00:00, None, None, None, None, None
None, 3.3, 29.0, None, None, None, 1984-01-17 15:00:00, None, None, None, None, None
None, 2.2, 27.0, None, None, None, 1984-01-17 16:00:00, None, None, None, None, None
None, -1.1, 31.0, None, None, None, 1984-01-17 17:00:00, None, None, None, None, None
None, -3.0, 40.0, None, None, None, 1984-01-17 18:00:00, None, None, None, None, None
None, -3.5, 40.0, None, None, None, 1984-01-17 19:00:00, None, None, None, None, None
None, -3.7, 38.0, None, None, None, 1984-01-17 20:00:00, None, None, None, None, None
None, -3.6, 35.0, None, None, None, 1984-01-17 21:00:00, None, None, None, None, None
None, -3.9, 34.0, None, None, None, 1984-01-18 01:00:00, None, None, None, None, None
None, -4.1, 34.0, None, None, None, 1984-01-18 02:00:00, None, None, None, None, None
None, -4.4, 35.0, None, None, None, 1984-01-18 03:00:00, None, None, None, None, None
None, -4.2, 34.0, None, None, None, 1984-01-18 04:00:00, None, None, None, None, None
None, -4.4, 34.0, None, None, None, 1984-01-18 05:00:00, None, None, None, None, None
None, -4.3, 33.0, None, None, None, 1984-01-18 06:00:00, None, None, None, None, None
None, -4.8, 35.0, None, None, None, 1984-01-18 07:00:00, None, None, None, None, None
None, -5.1, 36.0, None, None, None, 1984-01-18 08:00:00, None, None, None, None, None
None, -5.3, 36.0, None, None, None, 1984-01-18 09:00:00, None, None, None, None, None
None, -0.5, 43.0, None, None, None, 1984-01-18 13:00:00, None, None, None, None, None
None, 1.4, 44.0, None, None, None, 1984-01-18 14:00:00, None, None, None, None, None
None, -0.5, 47.0, None, None, None, 1984-01-18 15:00:00, None, None, None, None, None
None, -2.7, 48.0, None, None, None, 1984-01-18 16:00:00, None, None, None, None, None
None, -3.0, 48.0, None, None, None, 1984-01-18 17:00:00, None, None, None, None, None
None, -3.5, 54.0, None, None, None, 1984-01-18 18:00:00, None, None, None, None, None
None, -4.1, 42.0, None, None, None, 1984-01-18 19:00:00, None, None, None, None, None
None, -4.4, 47.0, None, None, None, 1984-01-18 20:00:00, None, None, None, None, None
None, -4.0, 45.0, None, None, None, 1984-01-18 21:00:00, None, None, None, None, None
None, -4.5, 50.0, None, None, None, 1984-01-18 22:00:00, None, None, None, None, None
None, -3.9, 43.0, None, None, None, 1984-01-18 23:00:00, None, None, None, None, None
None, -3.2, 40.0, None, None, None, 1984-01-19 01:00:00, None, None, None, None, None
None, -3.6, 40.0, None, None, None, 1984-01-19 02:00:00, None, None, None, None, None
None, -4.4, 40.0, None, None, None, 1984-01-19 03:00:00, None, None, None, None, None
None, -5.1, 43.0, None, None, None, 1984-01-19 04:00:00, None, None, None, None, None
None, -4.8, 43.0, None, None, None, 1984-01-19 05:00:00, None, None, None, None, None
None, -4.9, 41.0, None, None, None, 1984-01-19 06:00:00, None, None, None, None, None
None, -4.6, 40.0, None, None, None, 1984-01-19 07:00:00, None, None, None, None, None
None, -4.3, 40.0, None, None, None, 1984-01-19 08:00:00, None, None, None, None, None
None, -3.8, 37.0, None, None, None, 1984-01-19 10:00:00, None, None, None, None, None
None, -3.3, 36.0, None, None, None, 1984-01-19 11:00:00, None, None, None, None, None
None, 2.5, 27.0, None, None, None, 1984-01-19 12:00:00, None, None, None, None, None
None, 3.8, 30.0, None, None, None, 1984-01-19 13:00:00, None, None, None, None, None
None, 2.7, 32.0, None, None, None, 1984-01-19 14:00:00, None, None, None, None, None
None, 0.9, 36.0, None, None, None, 1984-01-19 15:00:00, None, None, None, None, None
None, -2.2, 37.0, None, None, None, 1984-01-19 18:00:00, None, None, None, None, None
None, -2.4, 31.0, None, None, None, 1984-01-19 19:00:00, None, None, None, None, None
None, -2.2, 31.0, None, None, None, 1984-01-19 20:00:00, None, None, None, None, None
None, -2.2, 32.0, None, None, None, 1984-01-19 21:00:00, None, None, None, None, None
None, -2.1, 31.0, None, None, None, 1984-01-19 22:00:00, None, None, None, None, None
None, -2.3, 32.0, None, None, None, 1984-01-19 23:00:00, None, None, None, None, None
None, -2.6, 35.0, None, None, None, 1984-01-20 01:00:00, None, None, None, None, None
None, -2.4, 40.0, None, None, None, 1984-01-20 02:00:00, None, None, None, None, None
None, -2.7, 42.0, None, None, None, 1984-01-20 03:00:00, None, None, None, None, None
None, -2.5, 41.0, None, None, None, 1984-01-20 04:00:00, None, None, None, None, None
None, -2.9, 43.0, None, None, None, 1984-01-20 05:00:00, None, None, None, None, None
None, -2.2, 41.0, None, None, None, 1984-01-20 06:00:00, None, None, None, None, None
None, -2.2, 49.0, None, None, None, 1984-01-20 07:00:00, None, None, None, None, None
None, -1.6, 46.0, None, None, None, 1984-01-20 08:00:00, None, None, None, None, None
None, -1.1, 46.0, None, None, None, 1984-01-20 09:00:00, None, None, None, None, None
None, -0.1, 45.0, None, None, None, 1984-01-20 10:00:00, None, None, None, None, None
None, 0.9, 44.0, None, None, None, 1984-01-20 11:00:00, None, None, None, None, None
None, 1.9, 43.0, None, None, None, 1984-01-20 12:00:00, None, None, None, None, None
None, -0.8, 87.0, None, None, None, 1984-01-20 19:00:00, None, None, None, None, None
None, -0.6, 90.0, None, None, None, 1984-01-20 20:00:00, None, None, None, None, None
None, -0.7, 92.0, None, None, None, 1984-01-20 21:00:00, None, None, None, None, None
None, -0.5, 93.0, None, None, None, 1984-01-20 22:00:00, None, None, None, None, None
None, -0.7, 93.0, None, None, None, 1984-01-20 23:00:00, None, None, None, None, None
None, -0.5, 95.0, None, None, None, 1984-01-21 01:00:00, None, None, None, None, None
None, -0.7, 95.0, None, None, None, 1984-01-21 02:00:00, None, None, None, None, None
None, -0.9, 95.0, None, None, None, 1984-01-21 03:00:00, None, None, None, None, None
None, -0.9, 95.0, None, None, None, 1984-01-21 04:00:00, None, None, None, None, None
None, -0.9, 96.0, None, None, None, 1984-01-21 05:00:00, None, None, None, None, None
None, -0.9, 96.0, None, None, None, 1984-01-21 06:00:00, None, None, None, None, None
None, -0.8, 96.0, None, None, None, 1984-01-21 07:00:00, None, None, None, None, None
None, -0.8, 96.0, None, None, None, 1984-01-21 08:00:00, None, None, None, None, None
None, -0.7, 96.0, None, None, None, 1984-01-21 09:00:00, None, None, None, None, None
None, -0.4, 96.0, None, None, None, 1984-01-21 10:00:00, None, None, None, None, None
None, 0.2, 96.0, None, None, None, 1984-01-21 11:00:00, None, None, None, None, None
None, 0.5, 96.0, None, None, None, 1984-01-21 12:00:00, None, None, None, None, None
None, 0.9, 96.0, None, None, None, 1984-01-21 13:00:00, None, None, None, None, None
None, 1.1, 95.0, None, None, None, 1984-01-21 14:00:00, None, None, None, None, None
None, 1.0, 93.0, None, None, None, 1984-01-21 15:00:00, None, None, None, None, None
None, 0.4, 94.0, None, None, None, 1984-01-21 16:00:00, None, None, None, None, None
None, 0.2, 95.0, None, None, None, 1984-01-21 17:00:00, None, None, None, None, None
None, 0.1, 95.0, None, None, None, 1984-01-21 18:00:00, None, None, None, None, None
None, 0.2, 96.0, None, None, None, 1984-01-21 19:00:00, None, None, None, None, None
None, 0.3, 96.0, None, None, None, 1984-01-21 20:00:00, None, None, None, None, None
None, 0.6, 96.0, None, None, None, 1984-01-21 22:00:00, None, None, None, None, None
None, 0.6, 96.0, None, None, None, 1984-01-21 23:00:00, None, None, None, None, None
None, 2.7, 93.0, None, None, None, 1984-01-22 07:00:00, None, None, None, None, None
None, 2.5, 94.0, None, None, None, 1984-01-22 08:00:00, None, None, None, None, None
None, 2.2, 95.0, None, None, None, 1984-01-22 09:00:00, None, None, None, None, None
None, 3.7, 73.0, None, None, None, 1984-01-22 19:00:00, None, None, None, None, None
None, 3.8, 75.0, None, None, None, 1984-01-22 20:00:00, None, None, None, None, None
None, 4.1, 75.0, None, None, None, 1984-01-22 21:00:00, None, None, None, None, None
None, 4.1, 75.0, None, None, None, 1984-01-22 22:00:00, None, None, None, None, None
None, 3.7, 77.0, None, None, None, 1984-01-22 23:00:00, None, None, None, None, None
None, 3.4, 83.0, None, None, None, 1984-01-23 01:00:00, None, None, None, None, None
None, 3.0, 88.0, None, None, None, 1984-01-23 02:00:00, None, None, None, None, None
None, 2.6, 94.0, None, None, None, 1984-01-23 03:00:00, None, None, None, None, None
None, 2.3, 95.0, None, None, None, 1984-01-23 04:00:00, None, None, None, None, None
None, 2.1, 95.0, None, None, None, 1984-01-23 05:00:00, None, None, None, None, None
None, 1.9, 96.0, None, None, None, 1984-01-23 06:00:00, None, None, None, None, None
None, 1.6, 93.0, None, None, None, 1984-01-23 10:00:00, None, None, None, None, None
None, 1.9, 92.0, None, None, None, 1984-01-23 11:00:00, None, None, None, None, None
None, 1.8, 94.0, None, None, None, 1984-01-23 12:00:00, None, None, None, None, None
None, 2.5, 97.0, None, None, None, 1984-01-23 16:00:00, None, None, None, None, None
None, 2.3, 97.0, None, None, None, 1984-01-23 17:00:00, None, None, None, None, None
None, 2.4, 97.0, None, None, None, 1984-01-23 18:00:00, None, 3.0, None, None, None
None, 2.6, 97.0, None, None, None, 1984-01-23 19:00:00, None, None, None, None, None
