station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth
None, -4.779, 65.86, None, None, None, None, None, -10.0, None, None, 2019-11-21 16:00:00, None
None, -4.919, 65.75, None, None, None, None, None, -10.0, None, None, 2019-11-21 17:00:00, None
None, -4.814, 65.83, None, None, None, None, None, -10.0, None, None, 2019-11-21 18:00:00, None
None, -4.78, 65.84, None, None, None, None, None, -10.0, None, None, 2019-11-21 19:00:00, None
None, -4.764, 65.87, None, None, None, None, None, -10.0, None, None, 2019-11-21 20:00:00, None
None, -5.032, 65.84, None, None, None, None, None, -10.0, None, None, 2019-11-21 21:00:00, None
None, -5.301, 65.7, None, None, None, None, None, -10.0, None, None, 2019-11-21 22:00:00, None
None, -5.273, 65.73, None, None, None, None, None, -10.0, None, None, 2019-11-21 23:00:00, None
None, -5.258, 65.74, None, None, None, None, None, -10.0, None, None, 2019-11-22 00:00:00, None
None, -5.455, 65.89, None, None, None, None, None, -10.0, None, None, 2019-11-22 01:00:00, None
None, -5.684, 65.73, None, None, None, None, None, -10.0, None, None, 2019-11-22 02:00:00, None
None, -5.621, 65.78, None, None, None, None, None, -10.0, None, None, 2019-11-22 03:00:00, None
None, -5.834, 65.68, None, None, None, None, None, -10.0, None, None, 2019-11-22 04:00:00, None
None, -5.645, 65.8, None, None, None, None, None, -11.0, None, None, 2019-11-22 05:00:00, None
None, -5.463, 65.76, None, None, None, None, None, -10.0, None, None, 2019-11-22 06:00:00, None
None, -5.333, 65.87, None, None, None, None, None, -10.0, None, None, 2019-11-22 07:00:00, None
None, -5.34, 65.83, None, None, None, None, None, -10.0, None, None, 2019-11-22 08:00:00, None
None, -4.539, 66.02, None, None, None, None, None, -9.0, None, None, 2019-11-22 09:00:00, None
None, -3.85, 66.32, None, None, None, None, None, -9.0, None, None, 2019-11-22 10:00:00, None
None, -2.41, 66.49, None, None, None, None, None, -7.0, None, None, 2019-11-22 11:00:00, None
None, -2.575, 66.41, None, None, None, None, None, -7.0, None, None, 2019-11-22 12:00:00, None
None, -2.027, 66.46, None, None, None, None, None, -7.0, None, None, 2019-11-22 13:00:00, None
None, -1.526, 66.54, None, None, None, None, None, -6.0, None, None, 2019-11-22 14:00:00, None
None, -2.262, 66.29, None, None, None, None, None, -7.0, None, None, 2019-11-22 15:00:00, None
None, -2.762, 66.68, None, None, None, None, None, -8.0, None, None, 2019-11-22 16:00:00, None
None, -4.103, 65.53, None, None, None, None, None, -9.0, None, None, 2019-11-22 17:00:00, None
None, -5.056, 65.83, None, None, None, None, None, -10.0, None, None, 2019-11-22 18:00:00, None
None, -5.755, 65.98, None, None, None, None, None, -11.0, None, None, 2019-11-22 19:00:00, None
None, -7.212, 65.68, None, None, None, None, None, -12.0, None, None, 2019-11-22 20:00:00, None
None, -7.715, 65.52, None, None, None, None, None, -12.0, None, None, 2019-11-22 21:00:00, None
None, -7.198, 65.71, None, None, None, None, None, -12.0, None, None, 2019-11-22 22:00:00, None
None, -7.609, 65.6, None, None, None, None, None, -13.0, None, None, 2019-11-22 23:00:00, None
None, -7.788, 65.71, None, None, None, None, None, -13.0, None, None, 2019-11-23 00:00:00, None
None, -7.354, 65.91, None, None, None, None, None, -12.0, None, None, 2019-11-23 01:00:00, None
None, -8.7, 65.71, None, None, None, None, None, -13.0, None, None, 2019-11-23 02:00:00, None
None, -7.497, 65.99, None, None, None, None, None, -12.0, None, None, 2019-11-23 03:00:00, None
None, -6.856, 65.91, None, None, None, None, None, -11.0, None, None, 2019-11-23 04:00:00, None
