station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth
None, -2.014, 66.81, None, None, None, None, None, -7.0, None, None, 2019-11-23 05:00:00, None
None, -2.896, 67.13, None, None, None, None, None, -8.0, None, None, 2019-11-23 06:00:00, None
None, -0.8, 66.91, None, None, None, None, None, -5.0, None, None, 2019-11-23 07:00:00, None
None, -0.035, 67.07, None, None, None, None, None, -5.0, None, None, 2019-11-23 08:00:00, None
None, 0.536, 67.15, None, None, None, None, None, -5.0, None, None, 2019-11-23 09:00:00, None
None, 1.199, 67.26, None, None, None, None, None, -4.0, None, None, 2019-11-23 10:00:00, None
None, 1.707, 67.3, None, None, None, None, None, -4.0, None, None, 2019-11-23 11:00:00, None
None, 1.619, 67.21, None, None, None, None, None, -4.0, None, None, 2019-11-23 12:00:00, None
None, 1.538, 67.2, None, None, None, None, None, -4.0, None, None, 2019-11-23 13:00:00, None
None, 0.958, 67.21, None, None, None, None, None, -5.0, None, None, 2019-11-23 14:00:00, None
None, 1.132, 67.33, None, None, None, None, None, -4.0, None, None, 2019-11-23 15:00:00, None
None, 1.286, 67.37, None, None, None, None, None, -4.0, None, None, 2019-11-23 16:00:00, None
None, 1.144, 67.44, None, None, None, None, None, -4.0, None, None, 2019-11-23 17:00:00, None
None, 1.148, 67.51, None, None, None, None, None, -4.0, None, None, 2019-11-23 18:00:00, None
None, 1.128, 67.54, None, None, None, None, None, -4.0, None, None, 2019-11-23 19:00:00, None
None, 1.242, 67.53, None, None, None, None, None, -4.0, None, None, 2019-11-23 20:00:00, None
None, 1.424, 67.65, None, None, None, None, None, -4.0, None, None, 2019-11-23 21:00:00, None
None, 1.586, 67.73, None, None, None, None, None, -4.0, None, None, 2019-11-23 22:00:00, None
None, 1.495, 67.75, None, None, None, None, None, -4.0, None, None, 2019-11-23 23:00:00, None
None, 1.211, 67.71, None, None, None, None, None, -4.0, None, None, 2019-11-24 00:00:00, None
None, 2.62, 67.71, None, None, None, None, None, -3.0, None, None, 2019-11-24 01:00:00, None
None, 2.071, 67.67, None, None, None, None, None, -3.0, None, None, 2019-11-24 02:00:00, None
None, 1.159, 67.72, None, None, None, None, None, -4.0, None, None, 2019-11-24 03:00:00, None
None, 0.958, 67.8, None, None, None, None, None, -4.0, None, None, 2019-11-24 04:00:00, None
None, 0.994, 67.85, None, None, None, None, None, -4.0, None, None, 2019-11-24 05:00:00, None
None, 1.191, 67.95, None, None, None, None, None, -4.0, None, None, 2019-11-24 06:00:00, None
None, 0.915, 67.97, None, None, None, None, None, -4.0, None, None, 2019-11-24 07:00:00, None
None, 2.555, 67.42, None, None, None, None, None, -3.0, None, None, 2019-11-24 10:00:00, None
None, 3.488, 67.66, None, None, None, None, None, -2.0, None, None, 2019-11-24 11:00:00, None
None, 4.265, 67.43, None, None, None, None, None, -1.0, None, None, 2019-11-24 12:00:00, None
None, 3.61, 66.99, None, None, None, None, None, -2.0, None, None, 2019-11-24 13:00:00, None
None, 3.306, 67.06, None, None, None, None, None, -2.0, None, None, 2019-11-24 14:00:00, None
None, 2.326, 67.14, None, None, None, None, None, -3.0, None, None, 2019-11-24 15:00:00, None
None, 0.605, 66.57, None, None, None, None, None, -5.0, None, None, 2019-11-24 16:00:00, None
None, -1.648, 65.86, None, None, None, None, None, -7.0, None, None, 2019-11-24 17:00:00, None
None, -2.425, 66.05, None, None, None, None, None, -7.0, None, None, 2019-11-24 18:00:00, None
None, -3.42, 65.88, None, None, None, None, None, -8.0, None, None, 2019-11-24 19:00:00, None
None, -3.696, 65.75, None, None, None, None, None, -9.0, None, None, 2019-11-24 20:00:00, None
None, -4.813, 65.91, None, None, None, None, None, -10.0, None, None, 2019-11-24 21:00:00, None
None, -5.175, 65.02, None, None, None, None, None, -10.0, None, None, 2019-11-24 22:00:00, None
None, -7.218, 65.51, None, None, None, None, None, -12.0, None, None, 2019-11-24 23:00:00, None
None, -6.635, 65.36, None, None, None, None, None, -12.0, None, None, 2019-11-25 00:00:00, None
None, -6.393, 65.22, None, None, None, None, None, -11.0, None, None, 2019-11-25 01:00:00, None
None, -8.48, 65.36, None, None, None, None, None, -13.0, None, None, 2019-11-25 02:00:00, None
None, -9.68, 65.4, None, None, None, None, None, -14.0, None, None, 2019-11-25 03:00:00, None
None, -10.63, 65.34, None, None, None, None, None, -16.0, None, None, 2019-11-25 04:00:00, None
None, -11.33, 64.84, None, None, None, None, None, -16.0, None, None, 2019-11-25 05:00:00, None
None, -10.86, 64.87, None, None, None, None, None, -16.0, None, None, 2019-11-25 06:00:00, None
None, -11.75, 64.79, None, None, None, None, None, -16.0, None, None, 2019-11-25 07:00:00, None
None, -11.36, 64.84, None, None, None, None, None, -16.0, None, None, 2019-11-25 08:00:00, None
None, -8.39, 65.15, None, None, None, None, None, -13.0, None, None, 2019-11-25 09:00:00, None
None, -5.511, 65.29, None, None, None, None, None, -10.0, None, None, 2019-11-25 10:00:00, None
None, -4.904, 65.81, None, None, None, None, None, -10.0, None, None, 2019-11-25 11:00:00, None
None, -5.109, 65.78, None, None, None, None, None, -10.0, None, None, 2019-11-25 12:00:00, None
None, -4.821, 65.93, None, None, None, None, None, -10.0, None, None, 2019-11-25 13:00:00, None
None, -3.467, 66.11, None, None, None, None, None, -8.0, None, None, 2019-11-25 14:00:00, None
None, -3.676, 65.79, None, None, None, None, None, -9.0, None, None, 2019-11-25 15:00:00, None
None, -5.346, 65.79, None, None, None, None, None, -10.0, None, None, 2019-11-25 16:00:00, None
None, -8.01, 65.37, None, None, None, None, None, -13.0, None, None, 2019-11-25 17:00:00, None
None, -9.52, 65.22, None, None, None, None, None, -14.0, None, None, 2019-11-25 18:00:00, None
None, -10.34, 65.23, None, None, None, None, None, -15.0, None, None, 2019-11-25 19:00:00, None
None, -10.83, 64.84, None, None, None, None, None, -16.0, None, None, 2019-11-25 20:00:00, None
None, -11.31, 64.93, None, None, None, None, None, -16.0, None, None, 2019-11-25 21:00:00, None
None, -11.48, 64.93, None, None, None, None, None, -16.0, None, None, 2019-11-25 22:00:00, None
None, -10.47, 65.03, None, None, None, None, None, -15.0, None, None, 2019-11-25 23:00:00, None
None, -11.32, 64.82, None, None, None, None, None, -16.0, None, None, 2019-11-26 00:00:00, None
None, -12.37, 64.64, None, None, None, None, None, -17.0, None, None, 2019-11-26 01:00:00, None
None, -13.13, 64.56, None, None, None, None, None, -18.0, None, None, 2019-11-26 02:00:00, None
None, -12.54, 64.58, None, None, None, None, None, -17.0, None, None, 2019-11-26 03:00:00, None
None, -12.43, 64.59, None, None, None, None, None, -17.0, None, None, 2019-11-26 04:00:00, None
None, -12.52, 64.59, None, None, None, None, None, -17.0, None, None, 2019-11-26 05:00:00, None
None, -12.08, 64.62, None, None, None, None, None, -17.0, None, None, 2019-11-26 06:00:00, None
None, -11.88, 64.78, None, None, None, None, None, -17.0, None, None, 2019-11-26 07:00:00, None
None, -11.47, 64.76, None, None, None, None, None, -16.0, None, None, 2019-11-26 08:00:00, None
None, -10.52, 64.88, None, None, None, None, None, -15.0, None, None, 2019-11-26 09:00:00, None
None, -8.96, 65.02, None, None, None, None, None, -14.0, None, None, 2019-11-26 10:00:00, None
None, -7.783, 65.42, None, None, None, None, None, -12.0, None, None, 2019-11-26 11:00:00, None
None, -6.961, 65.81, None, None, None, None, None, -11.0, None, None, 2019-11-26 12:00:00, None
None, -5.717, 66.19, None, None, None, None, None, -10.0, None, None, 2019-11-26 13:00:00, None
None, -5.063, 66.08, None, None, None, None, None, -10.0, None, None, 2019-11-26 14:00:00, None
None, -5.29, 66.1, None, None, None, None, None, -10.0, None, None, 2019-11-26 15:00:00, None
None, -6.048, 65.99, None, None, None, None, None, -11.0, None, None, 2019-11-26 16:00:00, None
None, -5.885, 65.92, None, None, None, None, None, -10.0, None, None, 2019-11-26 17:00:00, None
None, -5.676, 65.75, None, None, None, None, None, -11.0, None, None, 2019-11-26 18:00:00, None
None, -5.814, 65.73, None, None, None, None, None, -10.0, None, None, 2019-11-26 19:00:00, None
None, -6.533, 65.38, None, None, None, None, None, -11.0, None, None, 2019-11-26 20:00:00, None
None, -6.951, 65.24, None, None, None, None, None, -12.0, None, None, 2019-11-26 21:00:00, None
None, -6.978, 65.22, None, None, None, None, None, -12.0, None, None, 2019-11-26 22:00:00, None
None, -7.047, 65.04, None, None, None, None, None, -12.0, None, None, 2019-11-26 23:00:00, None
None, -7.217, 64.96, None, None, None, None, None, -12.0, None, None, 2019-11-27 00:00:00, None
None, -6.906, 64.94, None, None, None, None, None, -12.0, None, None, 2019-11-27 01:00:00, None
None, -7.001, 65.04, None, None, None, None, None, -12.0, None, None, 2019-11-27 02:00:00, None
None, -8.31, 64.67, None, None, None, None, None, -13.0, None, None, 2019-11-27 03:00:00, None
None, -9.55, 64.36, None, None, None, None, None, -14.0, None, None, 2019-11-27 04:00:00, None
None, -10.01, 64.23, None, None, None, None, None, -15.0, None, None, 2019-11-27 05:00:00, None
None, -10.18, 64.15, None, None, None, None, None, -15.0, None, None, 2019-11-27 06:00:00, None
None, -10.31, 64.06, None, None, None, None, None, -15.0, None, None, 2019-11-27 07:00:00, None
None, -10.52, 64.09, None, None, None, None, None, -15.0, None, None, 2019-11-27 08:00:00, None
None, -10.34, 64.15, None, None, None, None, None, -15.0, None, None, 2019-11-27 09:00:00, None
None, -10.37, 64.11, None, None, None, None, None, -15.0, None, None, 2019-11-27 10:00:00, None
None, -10.45, 64.07, None, None, None, None, None, -15.0, None, None, 2019-11-27 11:00:00, None
None, -10.4, 64.03, None, None, None, None, None, -15.0, None, None, 2019-11-27 12:00:00, None
None, -10.56, 64.08, None, None, None, None, None, -15.0, None, None, 2019-11-27 13:00:00, None
None, -10.84, 64.07, None, None, None, None, None, -16.0, None, None, 2019-11-27 14:00:00, None
None, -11.01, 64.0, None, None, None, None, None, -16.0, None, None, 2019-11-27 15:00:00, None
None, -11.23, 63.99, None, None, None, None, None, -16.0, None, None, 2019-11-27 16:00:00, None
None, -11.58, 63.8, None, None, None, None, None, -17.0, None, None, 2019-11-27 18:00:00, None
None, -11.73, 63.89, None, None, None, None, None, -17.0, None, None, 2019-11-27 19:00:00, None
None, -12.01, 63.87, None, None, None, None, None, -17.0, None, None, 2019-11-27 20:00:00, None
None, -12.03, 63.79, None, None, None, None, None, -17.0, None, None, 2019-11-27 22:00:00, None
None, -12.15, 63.7, None, None, None, None, None, -17.0, None, None, 2019-11-27 23:00:00, None
None, -12.4, 63.68, None, None, None, None, None, -18.0, None, None, 2019-11-28 00:00:00, None
None, -12.76, 63.65, None, None, None, None, None, -18.0, None, None, 2019-11-28 01:00:00, None
None, -13.37, 63.6, None, None, None, None, None, -18.0, None, None, 2019-11-28 02:00:00, None
None, -13.92, 63.51, None, None, None, None, None, -19.0, None, None, 2019-11-28 03:00:00, None
None, -14.72, 63.45, None, None, None, None, None, -19.0, None, None, 2019-11-28 04:00:00, None
None, -15.33, 63.47, None, None, None, None, None, -20.0, None, None, 2019-11-28 05:00:00, None
None, -16.07, 63.47, None, None, None, None, None, -21.0, None, None, 2019-11-28 06:00:00, None
None, -17.19, 63.18, None, None, None, None, None, -22.0, None, None, 2019-11-28 07:00:00, None
None, -15.88, 63.49, None, None, None, None, None, -21.0, None, None, 2019-11-28 08:00:00, None
None, -14.09, 63.63, None, None, None, None, None, -19.0, None, None, 2019-11-28 09:00:00, None
None, -12.98, 63.6, None, None, None, None, None, -18.0, None, None, 2019-11-28 10:00:00, None
None, -11.15, 63.83, None, None, None, None, None, -16.0, None, None, 2019-11-28 11:00:00, None
None, -8.85, 64.16, None, None, None, None, None, -14.0, None, None, 2019-11-28 12:00:00, None
None, -7.48, 64.28, None, None, None, None, None, -13.0, None, None, 2019-11-28 13:00:00, None
None, -6.662, 65.27, None, None, None, None, None, -11.0, None, None, 2019-11-28 14:00:00, None
None, -8.48, 64.42, None, None, None, None, None, -13.0, None, None, 2019-11-28 15:00:00, None
None, -9.79, 64.23, None, None, None, None, None, -15.0, None, None, 2019-11-28 16:00:00, None
None, -13.84, 64.06, None, None, None, None, None, -19.0, None, None, 2019-11-28 17:00:00, None
None, -15.89, 63.87, None, None, None, None, None, -20.0, None, None, 2019-11-28 18:00:00, None
None, -17.09, 63.67, None, None, None, None, None, -22.0, None, None, 2019-11-28 19:00:00, None
None, -17.01, 63.34, None, None, None, None, None, -22.0, None, None, 2019-11-28 20:00:00, None
None, -18.61, 63.54, None, None, None, None, None, -24.0, None, None, 2019-11-28 21:00:00, None
None, -19.27, 63.38, None, None, None, None, None, -24.0, None, None, 2019-11-28 22:00:00, None
None, -19.77, 63.21, None, None, None, None, None, -24.0, None, None, 2019-11-28 23:00:00, None
None, -20.35, 63.1, None, None, None, None, None, -25.0, None, None, 2019-11-29 00:00:00, None
None, -20.3, 63.04, None, None, None, None, None, -25.0, None, None, 2019-11-29 01:00:00, None
None, -19.61, 63.34, None, None, None, None, None, -24.0, None, None, 2019-11-29 02:00:00, None
None, -20.63, 62.97, None, None, None, None, None, -25.0, None, None, 2019-11-29 03:00:00, None
None, -21.22, 63.19, None, None, None, None, None, -26.0, None, None, 2019-11-29 04:00:00, None
None, -20.88, 63.02, None, None, None, None, None, -25.0, None, None, 2019-11-29 05:00:00, None
None, -21.3, 62.99, None, None, None, None, None, -26.0, None, None, 2019-11-29 06:00:00, None
None, -21.46, 62.97, None, None, None, None, None, -26.0, None, None, 2019-11-29 07:00:00, None
None, -21.18, 63.0, None, None, None, None, None, -26.0, None, None, 2019-11-29 08:00:00, None
None, -17.86, 63.73, None, None, None, None, None, -23.0, None, None, 2019-11-29 09:00:00, None
None, -14.29, 63.39, None, None, None, None, None, -19.0, None, None, 2019-11-29 10:00:00, None
None, -11.69, 64.98, None, None, None, None, None, -16.0, None, None, 2019-11-29 11:00:00, None
None, -9.39, 64.73, None, None, None, None, None, -14.0, None, None, 2019-11-29 12:00:00, None
None, -9.81, 64.6, None, None, None, None, None, -15.0, None, None, 2019-11-29 13:00:00, None
None, -9.28, 64.55, None, None, None, None, None, -14.0, None, None, 2019-11-29 14:00:00, None
None, -9.67, 64.53, None, None, None, None, None, -15.0, None, None, 2019-11-29 15:00:00, None
None, -11.11, 64.43, None, None, None, None, None, -16.0, None, None, 2019-11-29 16:00:00, None
None, -11.39, 64.26, None, None, None, None, None, -16.0, None, None, 2019-11-29 17:00:00, None
None, -16.42, 63.89, None, None, None, None, None, -21.0, None, None, 2019-11-29 21:00:00, None
None, -17.25, 63.98, None, None, None, None, None, -22.0, None, None, 2019-11-29 22:00:00, None
None, -17.51, 63.2, None, None, None, None, None, -22.0, None, None, 2019-11-29 23:00:00, None
None, -18.15, 63.48, None, None, None, None, None, -23.0, None, None, 2019-11-30 00:00:00, None
None, -17.06, 63.73, None, None, None, None, None, -22.0, None, None, 2019-11-30 01:00:00, None
None, -16.6, 63.72, None, None, None, None, None, -21.0, None, None, 2019-11-30 02:00:00, None
None, -16.95, 63.92, None, None, None, None, None, -22.0, None, None, 2019-11-30 03:00:00, None
None, -16.12, 63.84, None, None, None, None, None, -21.0, None, None, 2019-11-30 04:00:00, None
None, -15.15, 64.04, None, None, None, None, None, -20.0, None, None, 2019-11-30 05:00:00, None
None, -14.77, 64.08, None, None, None, None, None, -19.0, None, None, 2019-11-30 06:00:00, None
None, -14.28, 64.12, None, None, None, None, None, -19.0, None, None, 2019-11-30 07:00:00, None
None, -13.77, 64.17, None, None, None, None, None, -18.0, None, None, 2019-11-30 08:00:00, None
None, -11.09, 64.5, None, None, None, None, None, -16.0, None, None, 2019-11-30 10:00:00, None
None, -8.1, 65.51, None, None, None, None, None, -13.0, None, None, 2019-11-30 11:00:00, None
None, -6.431, 65.4, None, None, None, None, None, -11.0, None, None, 2019-11-30 12:00:00, None
None, -5.949, 65.72, None, None, None, None, None, -11.0, None, None, 2019-11-30 13:00:00, None
None, -4.783, 65.76, None, None, None, None, None, -10.0, None, None, 2019-11-30 14:00:00, None
None, -6.609, 65.26, None, None, None, None, None, -12.0, None, None, 2019-11-30 15:00:00, None
None, -8.58, 64.81, None, None, None, None, None, -14.0, None, None, 2019-11-30 16:00:00, None
None, -11.01, 64.56, None, None, None, None, None, -16.0, None, None, 2019-11-30 17:00:00, None
None, -12.49, 64.58, None, None, None, None, None, -17.0, None, None, 2019-11-30 18:00:00, None
None, -13.8, 64.25, None, None, None, None, None, -19.0, None, None, 2019-11-30 19:00:00, None
None, -14.34, 64.17, None, None, None, None, None, -19.0, None, None, 2019-11-30 20:00:00, None
None, -15.41, 64.04, None, None, None, None, None, -20.0, None, None, 2019-11-30 21:00:00, None
None, -14.75, 64.36, None, None, None, None, None, -20.0, None, None, 2019-11-30 22:00:00, None
None, -16.36, 63.81, None, None, None, None, None, -21.0, None, None, 2019-11-30 23:00:00, None
None, -16.63, 63.81, None, None, None, None, None, -22.0, None, None, 2019-12-01 00:00:00, None
None, -16.7, 63.78, None, None, None, None, None, -22.0, None, None, 2019-12-01 01:00:00, None
None, -16.92, 63.98, None, None, None, None, None, -21.0, None, None, 2019-12-01 02:00:00, None
None, -17.97, 64.05, None, None, None, None, None, -22.0, None, None, 2019-12-01 03:00:00, None
None, -18.26, 63.69, None, None, None, None, None, -23.0, None, None, 2019-12-01 04:00:00, None
None, -17.75, 63.61, None, None, None, None, None, -22.0, None, None, 2019-12-01 05:00:00, None
None, -16.81, 63.92, None, None, None, None, None, -21.0, None, None, 2019-12-01 06:00:00, None
None, -15.79, 64.14, None, None, None, None, None, -20.0, None, None, 2019-12-01 07:00:00, None
None, -16.02, 64.02, None, None, None, None, None, -21.0, None, None, 2019-12-01 08:00:00, None
None, -12.92, 64.43, None, None, None, None, None, -18.0, None, None, 2019-12-01 09:00:00, None
None, -10.59, 65.28, None, None, None, None, None, -15.0, None, None, 2019-12-01 10:00:00, None
None, -7.085, 65.45, None, None, None, None, None, -12.0, None, None, 2019-12-01 11:00:00, None
None, -6.365, 65.78, None, None, None, None, None, -11.0, None, None, 2019-12-01 12:00:00, None
None, -4.848, 66.06, None, None, None, None, None, -10.0, None, None, 2019-12-01 13:00:00, None
None, -5.474, 65.66, None, None, None, None, None, -10.0, None, None, 2019-12-01 14:00:00, None
None, -5.541, 65.57, None, None, None, None, None, -11.0, None, None, 2019-12-01 15:00:00, None
None, -6.036, 65.62, None, None, None, None, None, -11.0, None, None, 2019-12-01 16:00:00, None
None, -5.779, 65.61, None, None, None, None, None, -11.0, None, None, 2019-12-01 17:00:00, None
None, -5.297, 65.69, None, None, None, None, None, -10.0, None, None, 2019-12-01 18:00:00, None
None, -4.776, 65.82, None, None, None, None, None, -9.0, None, None, 2019-12-01 19:00:00, None
None, -4.709, 65.89, None, None, None, None, None, -9.0, None, None, 2019-12-01 20:00:00, None
None, -5.072, 66.16, None, None, None, None, None, -10.0, None, None, 2019-12-01 21:00:00, None
None, -4.93, 66.28, None, None, None, None, None, -10.0, None, None, 2019-12-01 22:00:00, None
None, -5.017, 66.29, None, None, None, None, None, -10.0, None, None, 2019-12-01 23:00:00, None
None, -4.776, 66.33, None, None, None, None, None, -9.0, None, None, 2019-12-02 00:00:00, None
None, -4.286, 66.54, None, None, None, None, None, -9.0, None, None, 2019-12-02 01:00:00, None
None, -3.864, 66.59, None, None, None, None, None, -9.0, None, None, 2019-12-02 02:00:00, None
None, -3.575, 66.66, None, None, None, None, None, -8.0, None, None, 2019-12-02 03:00:00, None
None, -3.086, 66.73, None, None, None, None, None, -8.0, None, None, 2019-12-02 04:00:00, None
None, -2.434, 66.88, None, None, None, None, None, -7.0, None, None, 2019-12-02 05:00:00, None
None, -2.692, 67.08, None, None, None, None, None, -7.0, None, None, 2019-12-02 06:00:00, None
None, -2.659, 67.0, None, None, None, None, None, -7.0, None, None, 2019-12-02 07:00:00, None
None, -2.353, 67.05, None, None, None, None, None, -7.0, None, None, 2019-12-02 08:00:00, None
None, -1.414, 67.19, None, None, None, None, None, -6.0, None, None, 2019-12-02 09:00:00, None
None, -0.451, 67.36, None, None, None, None, None, -5.0, None, None, 2019-12-02 10:00:00, None
None, 0.226, 67.43, None, None, None, None, None, -5.0, None, None, 2019-12-02 11:00:00, None
None, 0.995, 67.55, None, None, None, None, None, -5.0, None, None, 2019-12-02 12:00:00, None
None, 0.804, 67.37, None, None, None, None, None, -5.0, None, None, 2019-12-02 13:00:00, None
None, 0.433, 67.33, None, None, None, None, None, -5.0, None, None, 2019-12-02 14:00:00, None
None, 0.386, 67.34, None, None, None, None, None, -5.0, None, None, 2019-12-02 15:00:00, None
None, 0.216, 67.29, None, None, None, None, None, -5.0, None, None, 2019-12-02 16:00:00, None
None, 0.019, 67.4, None, None, None, None, None, -5.0, None, None, 2019-12-02 17:00:00, None
None, 0.18, 67.46, None, None, None, None, None, -5.0, None, None, 2019-12-02 18:00:00, None
None, 0.374, 67.52, None, None, None, None, None, -5.0, None, None, 2019-12-02 19:00:00, None
None, 0.437, 67.5, None, None, None, None, None, -5.0, None, None, 2019-12-02 20:00:00, None
None, 0.563, 67.53, None, None, None, None, None, -5.0, None, None, 2019-12-02 21:00:00, None
None, 0.717, 67.69, None, None, None, None, None, -5.0, None, None, 2019-12-02 22:00:00, None
None, 0.717, 67.61, None, None, None, None, None, -4.0, None, None, 2019-12-02 23:00:00, None
None, 0.895, 67.65, None, None, None, None, None, -4.0, None, None, 2019-12-03 00:00:00, None
None, 0.927, 67.72, None, None, None, None, None, -4.0, None, None, 2019-12-03 01:00:00, None
None, 1.286, 67.78, None, None, None, None, None, -4.0, None, None, 2019-12-03 02:00:00, None
None, 1.992, 67.9, None, None, None, None, None, -3.0, None, None, 2019-12-03 03:00:00, None
None, 2.048, 67.97, None, None, None, None, None, -3.0, None, None, 2019-12-03 04:00:00, None
None, 2.269, 67.96, None, None, None, None, None, -3.0, None, None, 2019-12-03 05:00:00, None
None, 2.483, 67.98, None, None, None, None, None, -3.0, None, None, 2019-12-03 06:00:00, None
None, 2.223, 67.94, None, None, None, None, None, -3.0, None, None, 2019-12-03 07:00:00, None
None, 2.341, 68.01, None, None, None, None, None, -3.0, None, None, 2019-12-03 08:00:00, None
None, 2.499, 68.04, None, None, None, None, None, -3.0, None, None, 2019-12-03 09:00:00, None
None, 2.698, 68.09, None, None, None, None, None, -2.0, None, None, 2019-12-03 10:00:00, None
None, 3.419, 68.24, None, None, None, None, None, -2.0, None, None, 2019-12-03 11:00:00, None
None, 3.476, 68.23, None, None, None, None, None, -2.0, None, None, 2019-12-03 12:00:00, None
None, 3.191, 68.22, None, None, None, None, None, -2.0, None, None, 2019-12-03 13:00:00, None
None, 3.787, 68.25, None, None, None, None, None, -1.0, None, None, 2019-12-03 14:00:00, None
None, 3.386, 68.21, None, None, None, None, None, -2.0, None, None, 2019-12-03 15:00:00, None
None, 2.843, 68.18, None, None, None, None, None, -2.0, None, None, 2019-12-03 16:00:00, None
None, 2.961, 68.18, None, None, None, None, None, -2.0, None, None, 2019-12-03 17:00:00, None
None, 3.199, 68.21, None, None, None, None, None, -2.0, None, None, 2019-12-03 18:00:00, None
None, 3.187, 68.2, None, None, None, None, None, -2.0, None, None, 2019-12-03 19:00:00, None
None, 3.036, 68.15, None, None, None, None, None, -2.0, None, None, 2019-12-03 20:00:00, None
None, 3.02, 68.14, None, None, None, None, None, -2.0, None, None, 2019-12-03 21:00:00, None
None, 3.182, 68.13, None, None, None, None, None, -2.0, None, None, 2019-12-03 22:00:00, None
None, 3.336, 68.17, None, None, None, None, None, -2.0, None, None, 2019-12-03 23:00:00, None
None, 3.423, 68.12, None, None, None, None, None, -2.0, None, None, 2019-12-04 00:00:00, None
None, 3.147, 68.19, None, None, None, None, None, -2.0, None, None, 2019-12-04 01:00:00, None
None, 3.395, 68.16, None, None, None, None, None, -2.0, None, None, 2019-12-04 02:00:00, None
