station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
None, 0.29, 97.5, None, None, None, None, None, None, None, 0.0, 946.0, None, 2019-11-21 16:00:00, None, None
None, 0.211, 97.8, None, None, None, None, None, None, None, 0.0, 946.0, None, 2019-11-21 17:00:00, None, None
None, -0.233, 97.9, None, None, None, None, None, None, None, 0.0, 946.0, None, 2019-11-21 18:00:00, None, None
None, -0.332, 97.9, None, None, None, None, None, None, None, 0.0, 946.0, None, 2019-11-21 19:00:00, None, None
None, -0.287, 98.1, None, None, None, None, None, None, None, -1.0, 946.0, None, 2019-11-21 20:00:00, None, None
None, -0.293, 97.9, None, None, None, None, None, None, None, -1.0, 946.0, None, 2019-11-21 21:00:00, None, None
None, -0.293, 98.0, None, None, None, None, None, None, None, -1.0, 946.0, None, 2019-11-21 22:00:00, None, None
None, -0.143, 97.6, None, None, None, None, None, None, None, 0.0, 948.0, None, 2019-11-21 23:00:00, None, None
None, 0.061, 97.3, None, None, None, None, None, None, None, 0.0, 948.0, None, 2019-11-22 00:00:00, None, None
None, -0.183, 96.9, None, None, None, None, None, None, None, 0.0, 949.0, None, 2019-11-22 01:00:00, None, None
None, -0.265, 97.2, None, None, None, None, None, None, None, -1.0, 949.0, None, 2019-11-22 02:00:00, None, None
None, -0.174, 96.4, None, None, None, None, None, None, None, 0.0, 949.0, None, 2019-11-22 03:00:00, None, None
None, -0.687, 96.9, None, None, None, None, None, None, None, -1.0, 949.0, None, 2019-11-22 04:00:00, None, None
None, -0.216, 96.9, None, None, None, None, None, None, None, 0.0, 949.0, None, 2019-11-22 05:00:00, None, None
None, 0.552, 92.4, None, None, None, None, None, None, None, 0.0, 948.0, None, 2019-11-22 06:00:00, None, None
None, 0.785, 92.6, None, None, None, None, None, None, None, 0.0, 947.0, None, 2019-11-22 07:00:00, None, None
None, 0.874, 94.0, None, None, None, None, None, None, None, 0.0, 947.0, None, 2019-11-22 08:00:00, None, None
None, 0.752, 95.7, None, None, None, None, None, None, None, 0.0, 947.0, None, 2019-11-22 09:00:00, None, None
None, 0.836, 96.9, None, None, None, None, None, None, None, 0.0, 946.0, None, 2019-11-22 10:00:00, None, None
None, 1.167, 97.6, None, None, None, None, None, None, None, 1.0, 946.0, None, 2019-11-22 11:00:00, None, None
None, 1.53, 97.9, None, None, None, None, None, None, None, 1.0, 946.0, None, 2019-11-22 12:00:00, None, None
None, 1.951, 98.0, None, None, None, None, None, None, None, 2.0, 945.0, None, 2019-11-22 13:00:00, None, None
None, 2.929, 98.3, None, None, None, None, None, None, None, 3.0, 944.0, None, 2019-11-22 14:00:00, None, None
None, 3.152, 97.1, None, None, None, None, None, None, None, 3.0, 943.0, None, 2019-11-22 15:00:00, None, None
None, 2.693, 97.7, None, None, None, None, None, None, None, 3.0, 943.0, None, 2019-11-22 16:00:00, None, None
None, 3.006, 98.3, None, None, None, None, None, None, None, 2.0, 943.0, None, 2019-11-22 17:00:00, None, None
None, 2.775, 98.3, None, None, None, None, None, None, None, 2.0, 943.0, None, 2019-11-22 18:00:00, None, None
None, 3.273, 98.4, None, None, None, None, None, None, None, 3.0, 944.0, None, 2019-11-22 19:00:00, None, None
None, 4.328, 97.8, None, None, None, None, None, None, None, 4.0, 945.0, None, 2019-11-22 20:00:00, None, None
None, 4.282, 95.0, None, None, None, None, None, None, None, 4.0, 945.0, None, 2019-11-22 21:00:00, None, None
None, 2.459, 97.0, None, None, None, None, None, None, None, 2.0, 946.0, None, 2019-11-22 22:00:00, None, None
None, 1.692, 97.7, None, None, None, None, None, None, None, 1.0, 947.0, None, 2019-11-22 23:00:00, None, None
None, 1.288, 98.2, None, None, None, None, None, None, None, 1.0, 947.0, None, 2019-11-23 00:00:00, None, None
None, 1.988, 92.8, None, None, None, None, None, None, None, 1.0, 947.0, None, 2019-11-23 01:00:00, None, None
None, 0.798, 97.5, None, None, None, None, None, None, None, 0.0, 948.0, None, 2019-11-23 02:00:00, None, None
None, 0.342, 97.9, None, None, None, None, None, None, None, 0.0, 948.0, None, 2019-11-23 03:00:00, None, None
None, 0.393, 98.3, None, None, None, None, None, None, None, 0.0, 948.0, None, 2019-11-23 04:00:00, None, None
None, -0.018, 98.5, None, None, None, None, None, None, None, 0.0, 948.0, None, 2019-11-23 05:00:00, None, None
None, -0.09, 98.7, None, None, None, None, None, None, None, 0.0, 948.0, None, 2019-11-23 06:00:00, None, None
None, -0.059, 98.8, None, None, None, None, None, None, None, 0.0, 948.0, None, 2019-11-23 07:00:00, None, None
None, 0.194, 99.0, None, None, None, None, None, None, None, 0.0, 947.0, None, 2019-11-23 08:00:00, None, None
None, 0.223, 98.9, None, None, None, None, None, None, None, 0.0, 946.0, None, 2019-11-23 09:00:00, None, None
None, 0.383, 98.9, None, None, None, None, None, None, None, 0.0, 945.0, None, 2019-11-23 10:00:00, None, None
None, 0.725, 98.9, None, None, None, None, None, None, None, 1.0, 944.0, None, 2019-11-23 11:00:00, None, None
None, 2.04, 98.7, None, None, None, None, None, None, None, 2.0, 943.0, None, 2019-11-23 12:00:00, None, None
None, 0.563, 98.0, None, None, None, None, None, None, None, 0.0, 942.0, None, 2019-11-23 13:00:00, None, None
None, 0.37, 98.3, None, None, None, None, None, None, None, 0.0, 941.0, None, 2019-11-23 14:00:00, None, None
None, 0.512, 98.4, None, None, None, None, None, None, None, 0.0, 940.0, None, 2019-11-23 15:00:00, None, None
None, 0.342, 98.5, None, None, None, None, None, None, None, 0.0, 938.0, None, 2019-11-23 16:00:00, None, None
None, 0.23, 98.6, None, None, None, None, None, None, None, 0.0, 937.0, None, 2019-11-23 17:00:00, None, None
None, 0.234, 98.6, None, None, None, None, None, None, None, 0.0, 936.0, None, 2019-11-23 18:00:00, None, None
None, 0.381, 98.7, None, None, None, None, None, None, None, 0.0, 936.0, None, 2019-11-23 19:00:00, None, None
None, 0.573, 98.4, None, None, None, None, None, None, None, 0.0, 937.0, None, 2019-11-23 20:00:00, None, None
None, 0.402, 98.3, None, None, None, None, None, None, None, 0.0, 939.0, None, 2019-11-23 21:00:00, None, None
None, 0.273, 98.1, None, None, None, None, None, None, None, 0.0, 940.0, None, 2019-11-23 22:00:00, None, None
None, 0.363, 98.4, None, None, None, None, None, None, None, 0.0, 941.0, None, 2019-11-23 23:00:00, None, None
None, 0.665, 98.3, None, None, None, None, None, None, None, 0.0, 943.0, None, 2019-11-24 00:00:00, None, None
None, 1.15, 97.4, None, None, None, None, None, None, None, 1.0, 944.0, None, 2019-11-24 01:00:00, None, None
None, 1.04, 97.5, None, None, None, None, None, None, None, 1.0, 945.0, None, 2019-11-24 02:00:00, None, None
None, 0.95, 97.8, None, None, None, None, None, None, None, 1.0, 946.0, None, 2019-11-24 03:00:00, None, None
None, 0.398, 98.1, None, None, None, None, None, None, None, 0.0, 948.0, None, 2019-11-24 04:00:00, None, None
None, 0.417, 98.0, None, None, None, None, None, None, None, 0.0, 948.0, None, 2019-11-24 05:00:00, None, None
None, 0.968, 97.8, None, None, None, None, None, None, None, 1.0, 948.0, None, 2019-11-24 06:00:00, None, None
None, 0.19, 97.5, None, None, None, None, None, None, None, 0.0, 949.0, None, 2019-11-24 07:00:00, None, None
None, 0.196, 98.2, None, None, None, None, None, None, None, 0.0, 951.0, None, 2019-11-24 10:00:00, None, None
None, 1.273, 95.8, None, None, None, None, None, None, None, 1.0, 951.0, None, 2019-11-24 11:00:00, None, None
None, 2.41, 90.9, None, None, None, None, None, None, None, 1.0, 952.0, None, 2019-11-24 12:00:00, None, None
None, 2.79, 93.7, None, None, None, None, None, None, None, 2.0, 952.0, None, 2019-11-24 13:00:00, None, None
None, 1.47, 93.8, None, None, None, None, None, None, None, 1.0, 952.0, None, 2019-11-24 14:00:00, None, None
None, 0.739, 96.0, None, None, None, None, None, None, None, 0.0, 953.0, None, 2019-11-24 15:00:00, None, None
None, 0.116, 97.5, None, None, None, None, None, None, None, 0.0, 953.0, None, 2019-11-24 16:00:00, None, None
None, -0.213, 97.9, None, None, None, None, None, None, None, -1.0, 953.0, None, 2019-11-24 17:00:00, None, None
None, -0.605, 98.1, None, None, None, None, None, None, None, -1.0, 953.0, None, 2019-11-24 18:00:00, None, None
None, -0.815, 96.2, None, None, None, None, None, None, None, -1.0, 953.0, None, 2019-11-24 19:00:00, None, None
None, -2.202, 97.0, None, None, None, None, None, None, None, -2.0, 954.0, None, 2019-11-24 20:00:00, None, None
None, -2.364, 97.2, None, None, None, None, None, None, None, -3.0, 954.0, None, 2019-11-24 21:00:00, None, None
None, -2.887, 96.9, None, None, None, None, None, None, None, -3.0, 954.0, None, 2019-11-24 22:00:00, None, None
None, -3.456, 96.7, None, None, None, None, None, None, None, -4.0, 954.0, None, 2019-11-24 23:00:00, None, None
None, -3.753, 96.4, None, None, None, None, None, None, None, -4.0, 954.0, None, 2019-11-25 00:00:00, None, None
None, -3.201, 96.4, None, None, None, None, None, None, None, -3.0, 954.0, None, 2019-11-25 01:00:00, None, None
None, -2.357, 96.8, None, None, None, None, None, None, None, -3.0, 954.0, None, 2019-11-25 02:00:00, None, None
None, -2.602, 96.4, None, None, None, None, None, None, None, -3.0, 955.0, None, 2019-11-25 03:00:00, None, None
None, -3.358, 96.2, None, None, None, None, None, None, None, -4.0, 955.0, None, 2019-11-25 04:00:00, None, None
None, -4.002, 96.1, None, None, None, None, None, None, None, -5.0, 955.0, None, 2019-11-25 05:00:00, None, None
None, -4.837, 95.4, None, None, None, None, None, None, None, -5.0, 955.0, None, 2019-11-25 06:00:00, None, None
None, -4.891, 95.5, None, None, None, None, None, None, None, -5.0, 955.0, None, 2019-11-25 07:00:00, None, None
None, -5.168, 94.8, None, None, None, None, None, None, None, -6.0, 956.0, None, 2019-11-25 08:00:00, None, None
None, -5.583, 94.1, None, None, None, None, None, None, None, -6.0, 956.0, None, 2019-11-25 09:00:00, None, None
None, -5.504, 93.8, None, None, None, None, None, None, None, -6.0, 956.0, None, 2019-11-25 10:00:00, None, None
None, -4.001, 94.8, None, None, None, None, None, None, None, -5.0, 956.0, None, 2019-11-25 11:00:00, None, None
None, -2.614, 94.0, None, None, None, None, None, None, None, -4.0, 956.0, None, 2019-11-25 12:00:00, None, None
None, -1.844, 93.1, None, None, None, None, None, None, None, -3.0, 956.0, None, 2019-11-25 13:00:00, None, None
None, -1.283, 93.4, None, None, None, None, None, None, None, -2.0, 956.0, None, 2019-11-25 14:00:00, None, None
None, -0.798, 92.5, None, None, None, None, None, None, None, -2.0, 956.0, None, 2019-11-25 15:00:00, None, None
None, -0.877, 95.9, None, None, None, None, None, None, None, -2.0, 956.0, None, 2019-11-25 16:00:00, None, None
None, -1.305, 96.3, None, None, None, None, None, None, None, -2.0, 956.0, None, 2019-11-25 17:00:00, None, None
None, -1.638, 96.5, None, None, None, None, None, None, None, -2.0, 955.0, None, 2019-11-25 18:00:00, None, None
None, -2.261, 96.7, None, None, None, None, None, None, None, -3.0, 955.0, None, 2019-11-25 19:00:00, None, None
None, -2.808, 96.6, None, None, None, None, None, None, None, -3.0, 955.0, None, 2019-11-25 20:00:00, None, None
None, -2.747, 96.6, None, None, None, None, None, None, None, -3.0, 955.0, None, 2019-11-25 21:00:00, None, None
None, -2.759, 96.3, None, None, None, None, None, None, None, -3.0, 955.0, None, 2019-11-25 22:00:00, None, None
None, -2.988, 96.0, None, None, None, None, None, None, None, -3.0, 954.0, None, 2019-11-25 23:00:00, None, None
None, -2.998, 96.0, None, None, None, None, None, None, None, -3.0, 954.0, None, 2019-11-26 00:00:00, None, None
None, -3.013, 96.0, None, None, None, None, None, None, None, -3.0, 954.0, None, 2019-11-26 01:00:00, None, None
None, -2.715, 96.2, None, None, None, None, None, None, None, -3.0, 954.0, None, 2019-11-26 02:00:00, None, None
None, -2.864, 95.8, None, None, None, None, None, None, None, -3.0, 955.0, None, 2019-11-26 03:00:00, None, None
None, -2.718, 96.1, None, None, None, None, None, None, None, -3.0, 954.0, None, 2019-11-26 04:00:00, None, None
None, -3.102, 96.2, None, None, None, None, None, None, None, -4.0, 954.0, None, 2019-11-26 05:00:00, None, None
None, -3.259, 96.3, None, None, None, None, None, None, None, -4.0, 954.0, None, 2019-11-26 06:00:00, None, None
None, -3.53, 95.8, None, None, None, None, None, None, None, -4.0, 955.0, None, 2019-11-26 07:00:00, None, None
None, -3.814, 95.4, None, None, None, None, None, None, None, -4.0, 955.0, None, 2019-11-26 08:00:00, None, None
None, -3.901, 95.3, None, None, None, None, None, None, None, -5.0, 956.0, None, 2019-11-26 09:00:00, None, None
None, -3.267, 95.4, None, None, None, None, None, None, None, -4.0, 956.0, None, 2019-11-26 10:00:00, None, None
None, -2.468, 95.1, None, None, None, None, None, None, None, -3.0, 957.0, None, 2019-11-26 11:00:00, None, None
None, -1.412, 91.8, None, None, None, None, None, None, None, -2.0, 957.0, None, 2019-11-26 12:00:00, None, None
None, -1.095, 86.4, None, None, None, None, None, None, None, -3.0, 957.0, None, 2019-11-26 13:00:00, None, None
None, -1.096, 89.4, None, None, None, None, None, None, None, -2.0, 958.0, None, 2019-11-26 14:00:00, None, None
None, -1.7, 92.7, None, None, None, None, None, None, None, -3.0, 958.0, None, 2019-11-26 15:00:00, None, None
None, -2.086, 94.8, None, None, None, None, None, None, None, -3.0, 958.0, None, 2019-11-26 16:00:00, None, None
None, -2.428, 95.6, None, None, None, None, None, None, None, -3.0, 959.0, None, 2019-11-26 17:00:00, None, None
None, -3.302, 95.5, None, None, None, None, None, None, None, -4.0, 960.0, None, 2019-11-26 18:00:00, None, None
None, -3.791, 95.2, None, None, None, None, None, None, None, -4.0, 961.0, None, 2019-11-26 19:00:00, None, None
None, -4.202, 94.4, None, None, None, None, None, None, None, -5.0, 961.0, None, 2019-11-26 20:00:00, None, None
None, -2.704, 66.99, None, None, None, None, None, None, None, -8.0, 962.0, None, 2019-11-26 21:00:00, None, None
None, -3.867, 74.71, None, None, None, None, None, None, None, -7.0, 963.0, None, 2019-11-26 22:00:00, None, None
None, -4.042, 67.12, None, None, None, None, None, None, None, -8.0, 964.0, None, 2019-11-26 23:00:00, None, None
None, -5.375, 75.01, None, None, None, None, None, None, None, -9.0, 965.0, None, 2019-11-27 00:00:00, None, None
None, -5.81, 76.18, None, None, None, None, None, None, None, -9.0, 966.0, None, 2019-11-27 01:00:00, None, None
None, -7.245, 88.5, None, None, None, None, None, None, None, -9.0, 966.0, None, 2019-11-27 02:00:00, None, None
None, -8.28, 89.3, None, None, None, None, None, None, None, -10.0, 966.0, None, 2019-11-27 03:00:00, None, None
None, -8.87, 90.4, None, None, None, None, None, None, None, -10.0, 966.0, None, 2019-11-27 04:00:00, None, None
None, -10.37, 89.0, None, None, None, None, None, None, None, -12.0, 966.0, None, 2019-11-27 05:00:00, None, None
None, -11.13, 88.9, None, None, None, None, None, None, None, -13.0, 967.0, None, 2019-11-27 06:00:00, None, None
None, -11.12, 90.4, None, None, None, None, None, None, None, -12.0, 967.0, None, 2019-11-27 07:00:00, None, None
None, -11.15, 90.9, None, None, None, None, None, None, None, -12.0, 967.0, None, 2019-11-27 08:00:00, None, None
None, -11.44, 89.5, None, None, None, None, None, None, None, -13.0, 968.0, None, 2019-11-27 09:00:00, None, None
None, -10.89, 88.7, None, None, None, None, None, None, None, -12.0, 967.0, None, 2019-11-27 10:00:00, None, None
None, -8.51, 82.5, None, None, None, None, None, None, None, -10.0, 967.0, None, 2019-11-27 11:00:00, None, None
None, -6.921, 73.22, None, None, None, None, None, None, None, -11.0, 967.0, None, 2019-11-27 12:00:00, None, None
None, -6.701, 77.34, None, None, None, None, None, None, None, -10.0, 966.0, None, 2019-11-27 14:00:00, None, None
None, -7.623, 88.5, None, None, None, None, None, None, None, -9.0, 965.0, None, 2019-11-27 15:00:00, None, None
None, -8.33, 90.6, None, None, None, None, None, None, None, -10.0, 965.0, None, 2019-11-27 16:00:00, None, None
None, -6.968, 80.1, None, None, None, None, None, None, None, -10.0, 965.0, None, 2019-11-27 18:00:00, None, None
None, -9.43, 91.1, None, None, None, None, None, None, None, -11.0, 965.0, None, 2019-11-27 19:00:00, None, None
None, -11.83, 89.0, None, None, None, None, None, None, None, -13.0, 965.0, None, 2019-11-27 20:00:00, None, None
None, -13.62, 88.9, None, None, None, None, None, None, None, -15.0, 964.0, None, 2019-11-27 22:00:00, None, None
None, -13.72, 88.4, None, None, None, None, None, None, None, -15.0, 965.0, None, 2019-11-27 23:00:00, None, None
None, -14.34, 88.3, None, None, None, None, None, None, None, -16.0, 965.0, None, 2019-11-28 00:00:00, None, None
None, -15.72, 86.7, None, None, None, None, None, None, None, -17.0, 964.0, None, 2019-11-28 01:00:00, None, None
None, -15.01, 87.9, None, None, None, None, None, None, None, -16.0, 963.0, None, 2019-11-28 02:00:00, None, None
None, -15.65, 87.5, None, None, None, None, None, None, None, -17.0, 963.0, None, 2019-11-28 03:00:00, None, None
None, -16.03, 86.4, None, None, None, None, None, None, None, -18.0, 962.0, None, 2019-11-28 04:00:00, None, None
None, -16.23, 86.1, None, None, None, None, None, None, None, -18.0, 962.0, None, 2019-11-28 05:00:00, None, None
None, -16.6, 85.5, None, None, None, None, None, None, None, -18.0, 962.0, None, 2019-11-28 06:00:00, None, None
None, -16.79, 86.1, None, None, None, None, None, None, None, -18.0, 961.0, None, 2019-11-28 07:00:00, None, None
None, -16.24, 85.5, None, None, None, None, None, None, None, -18.0, 961.0, None, 2019-11-28 08:00:00, None, None
None, -15.74, 86.1, None, None, None, None, None, None, None, -18.0, 960.0, None, 2019-11-28 09:00:00, None, None
None, -14.32, 87.3, None, None, None, None, None, None, None, -16.0, 960.0, None, 2019-11-28 10:00:00, None, None
None, -12.09, 82.9, None, None, None, None, None, None, None, -14.0, 960.0, None, 2019-11-28 11:00:00, None, None
None, -10.76, 79.96, None, None, None, None, None, None, None, -13.0, 958.0, None, 2019-11-28 12:00:00, None, None
None, -10.03, 78.92, None, None, None, None, None, None, None, -13.0, 958.0, None, 2019-11-28 13:00:00, None, None
None, -9.44, 82.4, None, None, None, None, None, None, None, -12.0, 957.0, None, 2019-11-28 14:00:00, None, None
None, -9.81, 87.5, None, None, None, None, None, None, None, -11.0, 956.0, None, 2019-11-28 15:00:00, None, None
None, -10.52, 88.9, None, None, None, None, None, None, None, -12.0, 956.0, None, 2019-11-28 16:00:00, None, None
None, -11.58, 88.7, None, None, None, None, None, None, None, -13.0, 956.0, None, 2019-11-28 17:00:00, None, None
None, -12.37, 87.6, None, None, None, None, None, None, None, -14.0, 956.0, None, 2019-11-28 18:00:00, None, None
None, -12.95, 88.7, None, None, None, None, None, None, None, -15.0, 956.0, None, 2019-11-28 19:00:00, None, None
None, -13.52, 88.5, None, None, None, None, None, None, None, -15.0, 956.0, None, 2019-11-28 20:00:00, None, None
None, -14.09, 87.3, None, None, None, None, None, None, None, -15.0, 955.0, None, 2019-11-28 21:00:00, None, None
None, -14.39, 87.2, None, None, None, None, None, None, None, -16.0, 956.0, None, 2019-11-28 22:00:00, None, None
None, -14.78, 86.4, None, None, None, None, None, None, None, -16.0, 955.0, None, 2019-11-28 23:00:00, None, None
None, -14.75, 87.0, None, None, None, None, None, None, None, -16.0, 955.0, None, 2019-11-29 00:00:00, None, None
None, -15.23, 86.3, None, None, None, None, None, None, None, -17.0, 955.0, None, 2019-11-29 01:00:00, None, None
None, -15.12, 86.0, None, None, None, None, None, None, None, -17.0, 955.0, None, 2019-11-29 02:00:00, None, None
None, -15.03, 86.6, None, None, None, None, None, None, None, -16.0, 955.0, None, 2019-11-29 03:00:00, None, None
None, -15.1, 86.8, None, None, None, None, None, None, None, -17.0, 955.0, None, 2019-11-29 04:00:00, None, None
None, -15.21, 86.6, None, None, None, None, None, None, None, -17.0, 955.0, None, 2019-11-29 05:00:00, None, None
None, -15.7, 85.3, None, None, None, None, None, None, None, -17.0, 955.0, None, 2019-11-29 06:00:00, None, None
None, -15.84, 85.4, None, None, None, None, None, None, None, -17.0, 955.0, None, 2019-11-29 07:00:00, None, None
None, -15.88, 85.3, None, None, None, None, None, None, None, -17.0, 955.0, None, 2019-11-29 08:00:00, None, None
None, -15.55, 85.7, None, None, None, None, None, None, None, -17.0, 955.0, None, 2019-11-29 09:00:00, None, None
None, -14.63, 86.6, None, None, None, None, None, None, None, -16.0, 956.0, None, 2019-11-29 10:00:00, None, None
None, -11.08, 83.0, None, None, None, None, None, None, None, -13.0, 956.0, None, 2019-11-29 11:00:00, None, None
None, -9.84, 79.0, None, None, None, None, None, None, None, -13.0, 955.0, None, 2019-11-29 12:00:00, None, None
None, -9.14, 82.6, None, None, None, None, None, None, None, -11.0, 955.0, None, 2019-11-29 13:00:00, None, None
None, -8.8, 86.9, None, None, None, None, None, None, None, -10.0, 955.0, None, 2019-11-29 14:00:00, None, None
None, -8.66, 88.4, None, None, None, None, None, None, None, -10.0, 954.0, None, 2019-11-29 15:00:00, None, None
None, -8.75, 88.8, None, None, None, None, None, None, None, -10.0, 955.0, None, 2019-11-29 16:00:00, None, None
None, -10.38, 90.2, None, None, None, None, None, None, None, -11.0, 955.0, None, 2019-11-29 17:00:00, None, None
None, -12.76, 88.4, None, None, None, None, None, None, None, -14.0, 955.0, None, 2019-11-29 21:00:00, None, None
None, -13.03, 88.2, None, None, None, None, None, None, None, -15.0, 955.0, None, 2019-11-29 22:00:00, None, None
None, -13.32, 88.0, None, None, None, None, None, None, None, -15.0, 955.0, None, 2019-11-29 23:00:00, None, None
None, -13.74, 87.2, None, None, None, None, None, None, None, -15.0, 956.0, None, 2019-11-30 00:00:00, None, None
None, -14.2, 86.6, None, None, None, None, None, None, None, -16.0, 956.0, None, 2019-11-30 01:00:00, None, None
None, -14.46, 86.8, None, None, None, None, None, None, None, -16.0, 956.0, None, 2019-11-30 02:00:00, None, None
None, -14.67, 86.4, None, None, None, None, None, None, None, -16.0, 957.0, None, 2019-11-30 03:00:00, None, None
None, -14.77, 86.2, None, None, None, None, None, None, None, -16.0, 957.0, None, 2019-11-30 04:00:00, None, None
None, -14.78, 86.6, None, None, None, None, None, None, None, -16.0, 958.0, None, 2019-11-30 05:00:00, None, None
None, -15.25, 86.1, None, None, None, None, None, None, None, -17.0, 958.0, None, 2019-11-30 06:00:00, None, None
None, -15.07, 85.8, None, None, None, None, None, None, None, -17.0, 958.0, None, 2019-11-30 07:00:00, None, None
None, -14.74, 86.5, None, None, None, None, None, None, None, -16.0, 958.0, None, 2019-11-30 08:00:00, None, None
None, -11.77, 85.4, None, None, None, None, None, None, None, -14.0, 959.0, None, 2019-11-30 10:00:00, None, None
None, -8.65, 80.4, None, None, None, None, None, None, None, -11.0, 959.0, None, 2019-11-30 11:00:00, None, None
None, -6.877, 72.65, None, None, None, None, None, None, None, -11.0, 959.0, None, 2019-11-30 12:00:00, None, None
None, -6.55, 75.23, None, None, None, None, None, None, None, -10.0, 958.0, None, 2019-11-30 13:00:00, None, None
None, -6.529, 73.97, None, None, None, None, None, None, None, -10.0, 958.0, None, 2019-11-30 14:00:00, None, None
None, -7.582, 87.1, None, None, None, None, None, None, None, -9.0, 958.0, None, 2019-11-30 15:00:00, None, None
None, -8.87, 89.7, None, None, None, None, None, None, None, -10.0, 958.0, None, 2019-11-30 16:00:00, None, None
None, -10.25, 89.8, None, None, None, None, None, None, None, -11.0, 958.0, None, 2019-11-30 17:00:00, None, None
None, -11.12, 89.8, None, None, None, None, None, None, None, -12.0, 957.0, None, 2019-11-30 18:00:00, None, None
None, -12.2, 89.2, None, None, None, None, None, None, None, -14.0, 957.0, None, 2019-11-30 19:00:00, None, None
None, -13.35, 87.5, None, None, None, None, None, None, None, -15.0, 957.0, None, 2019-11-30 20:00:00, None, None
None, -13.63, 87.8, None, None, None, None, None, None, None, -15.0, 957.0, None, 2019-11-30 21:00:00, None, None
None, -14.38, 87.5, None, None, None, None, None, None, None, -16.0, 956.0, None, 2019-11-30 22:00:00, None, None
None, -14.9, 86.7, None, None, None, None, None, None, None, -16.0, 957.0, None, 2019-11-30 23:00:00, None, None
None, -15.33, 87.2, None, None, None, None, None, None, None, -17.0, 957.0, None, 2019-12-01 00:00:00, None, None
None, -13.89, 87.8, None, None, None, None, None, None, None, -15.0, 956.0, None, 2019-12-01 01:00:00, None, None
None, -12.81, 88.4, None, None, None, None, None, None, None, -14.0, 956.0, None, 2019-12-01 02:00:00, None, None
None, -11.71, 88.2, None, None, None, None, None, None, None, -13.0, 956.0, None, 2019-12-01 03:00:00, None, None
None, -10.56, 88.7, None, None, None, None, None, None, None, -12.0, 955.0, None, 2019-12-01 04:00:00, None, None
None, -10.2, 87.9, None, None, None, None, None, None, None, -12.0, 954.0, None, 2019-12-01 05:00:00, None, None
None, -9.76, 87.9, None, None, None, None, None, None, None, -11.0, 954.0, None, 2019-12-01 06:00:00, None, None
None, -9.45, 88.4, None, None, None, None, None, None, None, -11.0, 954.0, None, 2019-12-01 07:00:00, None, None
None, -8.93, 87.4, None, None, None, None, None, None, None, -11.0, 953.0, None, 2019-12-01 08:00:00, None, None
None, -8.81, 87.6, None, None, None, None, None, None, None, -10.0, 953.0, None, 2019-12-01 09:00:00, None, None
None, -8.31, 85.2, None, None, None, None, None, None, None, -10.0, 953.0, None, 2019-12-01 10:00:00, None, None
None, -8.07, 84.2, None, None, None, None, None, None, None, -10.0, 952.0, None, 2019-12-01 11:00:00, None, None
None, -7.699, 83.6, None, None, None, None, None, None, None, -10.0, 952.0, None, 2019-12-01 12:00:00, None, None
None, -7.152, 83.4, None, None, None, None, None, None, None, -9.0, 951.0, None, 2019-12-01 13:00:00, None, None
None, -6.716, 82.6, None, None, None, None, None, None, None, -9.0, 951.0, None, 2019-12-01 14:00:00, None, None
None, -6.636, 82.2, None, None, None, None, None, None, None, -9.0, 951.0, None, 2019-12-01 15:00:00, None, None
None, -7.129, 86.7, None, None, None, None, None, None, None, -9.0, 951.0, None, 2019-12-01 16:00:00, None, None
None, -7.198, 89.6, None, None, None, None, None, None, None, -8.0, 951.0, None, 2019-12-01 17:00:00, None, None
None, -7.016, 90.5, None, None, None, None, None, None, None, -8.0, 951.0, None, 2019-12-01 18:00:00, None, None
None, -7.037, 90.9, None, None, None, None, None, None, None, -8.0, 950.0, None, 2019-12-01 19:00:00, None, None
None, -7.246, 91.5, None, None, None, None, None, None, None, -8.0, 950.0, None, 2019-12-01 20:00:00, None, None
None, -7.124, 91.0, None, None, None, None, None, None, None, -8.0, 950.0, None, 2019-12-01 21:00:00, None, None
None, -6.958, 91.2, None, None, None, None, None, None, None, -8.0, 949.0, None, 2019-12-01 22:00:00, None, None
None, -6.629, 91.6, None, None, None, None, None, None, None, -8.0, 949.0, None, 2019-12-01 23:00:00, None, None
None, -6.755, 91.5, None, None, None, None, None, None, None, -8.0, 949.0, None, 2019-12-02 00:00:00, None, None
None, -6.423, 91.9, None, None, None, None, None, None, None, -8.0, 948.0, None, 2019-12-02 01:00:00, None, None
None, -6.051, 91.8, None, None, None, None, None, None, None, -7.0, 948.0, None, 2019-12-02 02:00:00, None, None
None, -5.722, 90.9, None, None, None, None, None, None, None, -7.0, 948.0, None, 2019-12-02 03:00:00, None, None
None, -5.57, 91.2, None, None, None, None, None, None, None, -7.0, 947.0, None, 2019-12-02 04:00:00, None, None
None, -5.478, 91.9, None, None, None, None, None, None, None, -6.0, 946.0, None, 2019-12-02 05:00:00, None, None
None, -4.973, 90.8, None, None, None, None, None, None, None, -6.0, 945.0, None, 2019-12-02 06:00:00, None, None
