station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW
None, 16.46, 57.66, 16.6, 58.0, 8.0, 16.5, 12.2, 8.0, 0.0, None, 2021-06-19 10:00:00, None, None
None, 19.89, 43.23, 20.0, 43.0, 7.0, 19.9, 12.2, 7.0, 0.8, None, 2021-06-19 11:00:00, None, None
None, 21.99, 39.78, 22.1, 40.0, 8.0, 22.0, 12.2, 8.0, -0.8, None, 2021-06-19 12:00:00, None, None
None, 20.39, 44.44, 22.1, 44.0, 8.0, 20.4, 12.2, 8.0, 0.0, None, 2021-06-19 13:00:00, None, None
None, 22.0, 41.24, 22.1, 41.0, 7.0, 22.0, 12.2, 7.0, 0.0, None, 2021-06-19 14:00:00, None, None
None, 21.42, 42.53, 22.2, 43.0, 8.0, 21.4, 12.2, 8.0, 0.0, None, 2021-06-19 15:00:00, None, None
None, 21.06, 45.26, 22.2, 45.0, 10.0, 21.1, 12.2, 10.0, 0.0, None, 2021-06-19 16:00:00, None, None
None, 20.05, 53.5, 22.2, 54.0, 10.0, 20.1, 12.2, 10.0, 0.0, None, 2021-06-19 17:00:00, None, None
None, 16.0, 78.24, 22.2, 78.0, 11.0, 16.0, 12.2, 11.0, 0.0, None, 2021-06-19 18:00:00, None, None
None, 17.22, 60.0, 17.2, 60.0, 10.0, 17.2, 15.6, 10.0, 0.0, None, 2021-06-19 19:00:00, None, None
None, 17.21, 54.46, 17.6, 54.0, 7.0, 17.2, 15.6, 7.0, 0.0, None, 2021-06-19 20:00:00, None, None
None, 16.93, 46.08, 17.6, 46.0, 5.0, 16.9, 15.6, 5.0, 0.0, None, 2021-06-19 21:00:00, None, None
None, 14.97, 51.31, 17.6, 51.0, 5.0, 15.0, 15.0, 5.0, 0.0, None, 2021-06-19 22:00:00, None, None
None, 12.47, 67.52, 17.6, 68.0, 6.0, 12.5, 12.6, 6.0, 0.0, None, 2021-06-19 23:00:00, None, None
None, 10.3, 77.41, 17.6, 77.0, 7.0, 10.3, 10.3, 7.0, 0.0, None, 2021-06-20 00:00:00, None, None
None, 8.82, 82.1, 17.6, 82.0, 6.0, 8.8, 8.8, 6.0, 0.0, None, 2021-06-20 01:00:00, None, None
None, 7.68, 86.7, 17.6, 87.0, 5.0, 7.7, 7.7, 5.0, 0.0, None, 2021-06-20 02:00:00, None, None
None, 7.177, 88.4, 17.6, 88.0, 5.0, 7.2, 7.1, 5.0, 0.0, None, 2021-06-20 03:00:00, None, None
None, 6.487, 89.8, 17.6, 90.0, 5.0, 6.5, 6.2, 5.0, 0.0, None, 2021-06-20 04:00:00, None, None
None, 5.504, 93.7, 17.6, 94.0, 4.0, 5.5, 5.5, 4.0, 0.0, None, 2021-06-20 05:00:00, None, None
None, 5.48, 94.4, 17.6, 94.0, 5.0, 5.5, 5.4, 5.0, 0.0, None, 2021-06-20 06:00:00, None, None
None, 6.249, 93.9, 6.3, 94.0, 5.0, 6.2, 5.4, 5.0, 0.0, None, 2021-06-20 07:00:00, None, None
None, 10.08, 80.3, 10.2, 80.0, 7.0, 10.1, 5.4, 7.0, 0.0, None, 2021-06-20 08:00:00, None, None
None, 13.29, 62.28, 13.6, 62.0, 6.0, 13.3, 5.4, 6.0, 0.0, None, 2021-06-20 09:00:00, None, None
None, 16.28, 49.27, 16.3, 49.0, 6.0, 16.3, 5.4, 6.0, 0.3, None, 2021-06-20 10:00:00, None, None
None, 18.47, 45.7, 18.6, 46.0, 6.0, 18.5, 5.4, 6.0, 0.7, None, 2021-06-20 11:00:00, None, None
1.0, 21.04, 39.68, 21.2, 40.0, 7.0, 21.0, 5.4, 7.0, 0.0, None, 2021-06-20 12:00:00, None, None
1.0, 23.17, 35.58, 23.3, 36.0, 7.0, 23.2, 5.4, 7.0, 0.0, None, 2021-06-20 13:00:00, None, None
None, 25.32, 31.09, 25.5, 31.0, 7.0, 25.3, 5.4, 7.0, -0.4, None, 2021-06-20 14:00:00, None, None
None, 26.69, 29.44, 26.7, 29.0, 8.0, 26.7, 5.4, 8.0, -0.5, None, 2021-06-20 15:00:00, None, None
None, 27.88, 26.37, 28.1, 26.0, 6.0, 27.9, 5.4, 6.0, 0.0, None, 2021-06-20 16:00:00, None, None
None, 28.7, 26.37, 28.8, 26.0, 7.0, 28.7, 5.4, 7.0, 0.0, None, 2021-06-20 17:00:00, None, None
None, 28.89, 26.0, 29.9, 26.0, 7.0, 28.9, 5.4, 7.0, -0.2, None, 2021-06-20 18:00:00, None, None
None, 28.56, 30.51, 28.9, 31.0, 10.0, 28.6, 27.7, 10.0, 0.0, None, 2021-06-20 19:00:00, None, None
None, 23.51, 42.89, 28.9, 43.0, 10.0, 23.5, 23.9, 10.0, 0.0, None, 2021-06-20 20:00:00, None, None
None, 22.07, 43.9, 28.9, 44.0, 9.0, 22.1, 21.7, 9.0, -0.5, None, 2021-06-20 21:00:00, None, None
None, 20.37, 45.62, 28.9, 46.0, 8.0, 20.4, 20.5, 8.0, -0.5, None, 2021-06-20 22:00:00, None, None
None, 18.85, 47.87, 28.9, 48.0, 8.0, 18.9, 18.9, 8.0, 0.0, None, 2021-06-20 23:00:00, None, None
None, 16.0, 58.75, 28.9, 59.0, 7.0, 16.0, 16.1, 7.0, 0.0, None, 2021-06-21 00:00:00, None, None
None, 14.79, 61.12, 28.9, 61.0, 7.0, 14.8, 14.8, 7.0, 0.0, None, 2021-06-21 01:00:00, None, None
None, 13.28, 66.38, 28.9, 66.0, 7.0, 13.3, 13.1, 7.0, 0.0, None, 2021-06-21 02:00:00, None, None
None, 12.46, 69.0, 28.9, 69.0, 7.0, 12.5, 12.4, 7.0, 0.0, None, 2021-06-21 03:00:00, None, None
None, 11.18, 74.56, 28.9, 75.0, 7.0, 11.2, 11.1, 7.0, 0.0, None, 2021-06-21 04:00:00, None, None
None, 10.25, 78.47, 28.9, 78.0, 6.0, 10.3, 10.2, 6.0, 0.0, None, 2021-06-21 05:00:00, None, None
None, 10.56, 80.7, 28.9, 81.0, 8.0, 10.6, 10.0, 8.0, 0.0, None, 2021-06-21 06:00:00, None, None
None, 12.12, 80.5, 12.2, 81.0, 9.0, 12.1, 10.5, 9.0, 0.0, None, 2021-06-21 07:00:00, None, None
None, 14.6, 66.04, 14.5, 66.0, 8.0, 14.6, 10.5, 8.0, 0.0, None, 2021-06-21 08:00:00, None, None
None, 17.09, 61.14, 17.1, 61.0, 10.0, 17.1, 10.5, 10.0, 0.1, None, 2021-06-21 09:00:00, None, None
None, 19.78, 46.31, 19.8, 46.0, 8.0, 19.8, 10.5, 8.0, 0.9, None, 2021-06-21 10:00:00, None, None
None, 22.23, 37.75, 22.4, 38.0, 7.0, 22.2, 10.5, 7.0, -0.2, None, 2021-06-21 11:00:00, None, None
None, 25.25, 34.85, 25.3, 35.0, 8.0, 25.3, 10.5, 8.0, 0.0, None, 2021-06-21 12:00:00, None, None
None, 28.98, 26.82, 28.9, 27.0, 8.0, 29.0, 10.5, 8.0, 0.1, None, 2021-06-21 13:00:00, None, None
None, 28.9, 23.53, 30.0, 24.0, 6.0, 28.9, 10.5, 6.0, 0.0, None, 2021-06-21 14:00:00, None, None
None, 28.57, 21.98, 30.5, 22.0, 4.0, 28.6, 10.5, 4.0, -0.1, None, 2021-06-21 15:00:00, None, None
None, 30.64, 21.03, 30.9, 21.0, 6.0, 30.6, 10.5, 6.0, 0.1, None, 2021-06-21 16:00:00, None, None
None, 31.21, 19.18, 31.8, 19.0, 4.0, 31.2, 10.5, 4.0, -0.4, None, 2021-06-21 17:00:00, None, None
None, 30.8, 18.7, 31.8, 19.0, 3.0, 30.8, 10.5, 3.0, -0.6, None, 2021-06-21 18:00:00, None, None
None, 29.7, 20.47, 31.0, 20.0, 4.0, 29.7, 29.6, 4.0, 0.0, None, 2021-06-21 19:00:00, None, None
None, 27.13, 22.94, 31.0, 23.0, 4.0, 27.1, 27.3, 4.0, 0.0, None, 2021-06-21 20:00:00, None, None
None, 25.16, 27.51, 31.0, 28.0, 5.0, 25.2, 25.0, 5.0, -1.0, None, 2021-06-21 21:00:00, None, None
None, 23.54, 30.82, 31.0, 31.0, 6.0, 23.5, 23.0, 6.0, 0.0, None, 2021-06-21 22:00:00, None, None
None, 20.18, 40.04, 31.0, 40.0, 6.0, 20.2, 19.9, 6.0, 0.0, None, 2021-06-21 23:00:00, None, None
None, 18.72, 46.17, 31.0, 46.0, 7.0, 18.7, 18.7, 7.0, 0.0, None, 2021-06-22 00:00:00, None, None
None, 16.47, 53.36, 31.0, 53.0, 7.0, 16.5, 16.6, 7.0, -0.3, None, 2021-06-22 01:00:00, None, None
None, 15.08, 57.01, 31.0, 57.0, 6.0, 15.1, 15.2, 6.0, 0.3, None, 2021-06-22 02:00:00, None, None
None, 13.72, 61.18, 31.0, 61.0, 6.0, 13.7, 13.7, 6.0, -0.7, None, 2021-06-22 03:00:00, None, None
None, 12.07, 67.54, 31.0, 68.0, 6.0, 12.1, 12.0, 6.0, -0.3, None, 2021-06-22 04:00:00, None, None
None, 10.86, 71.63, 31.0, 72.0, 6.0, 10.9, 11.0, 6.0, 0.0, None, 2021-06-22 05:00:00, None, None
None, 10.47, 76.49, 31.0, 76.0, 7.0, 10.5, 10.3, 7.0, 0.0, None, 2021-06-22 06:00:00, None, None
None, 10.61, 79.38, 10.9, 79.0, 7.0, 10.6, 10.3, 7.0, 0.3, None, 2021-06-22 07:00:00, None, None
None, 14.39, 68.72, 14.4, 69.0, 9.0, 14.4, 10.3, 9.0, 0.7, None, 2021-06-22 08:00:00, None, None
None, 18.67, 50.02, 18.5, 50.0, 8.0, 18.7, 10.3, 8.0, 0.0, None, 2021-06-22 09:00:00, None, None
None, 20.93, 42.49, 21.0, 42.0, 7.0, 20.9, 10.3, 7.0, 0.0, None, 2021-06-22 10:00:00, None, None
None, 23.64, 37.37, 24.0, 37.0, 8.0, 23.6, 10.3, 8.0, 0.0, None, 2021-06-22 11:00:00, None, None
None, 28.0, 23.4, 27.9, 23.0, 5.0, 28.0, 10.3, 5.0, 0.0, None, 2021-06-22 12:00:00, None, None
None, 29.83, 21.03, 29.8, 21.0, 5.0, 29.8, 10.3, 5.0, 0.0, None, 2021-06-22 13:00:00, None, None
None, 30.27, 20.31, 30.3, 20.0, 5.0, 30.3, 10.3, 5.0, 0.0, None, 2021-06-22 14:00:00, None, None
None, 30.61, 19.44, 31.4, 19.0, 5.0, 30.6, 10.3, 5.0, 0.0, None, 2021-06-22 15:00:00, None, None
None, 31.2, 18.91, 31.4, 19.0, 6.0, 31.2, 10.3, 6.0, 0.0, None, 2021-06-22 16:00:00, None, None
None, 31.06, 19.02, 31.7, 19.0, 4.0, 31.1, 10.3, 4.0, -0.1, None, 2021-06-22 17:00:00, None, None
None, 30.34, 20.3, 31.7, 20.0, 5.0, 30.3, 10.3, 5.0, -0.9, None, 2021-06-22 18:00:00, None, None
None, 29.4, 21.0, 30.4, 21.0, 5.0, 29.4, 29.2, 5.0, 0.0, None, 2021-06-22 19:00:00, None, None
None, 26.85, 23.92, 30.4, 24.0, 4.0, 26.9, 27.0, 4.0, 0.0, None, 2021-06-22 20:00:00, None, None
None, 24.7, 29.43, 30.4, 29.0, 5.0, 24.7, 24.7, 5.0, -1.0, None, 2021-06-22 21:00:00, None, None
None, 24.02, 31.37, 30.4, 31.0, 6.0, 24.0, 23.9, 6.0, 0.0, None, 2021-06-22 22:00:00, None, None
None, 21.66, 37.78, 30.4, 38.0, 6.0, 21.7, 20.9, 6.0, 0.0, None, 2021-06-22 23:00:00, None, None
None, 19.46, 44.86, 30.4, 45.0, 7.0, 19.5, 19.4, 7.0, 0.0, None, 2021-06-23 00:00:00, None, None
None, 16.62, 54.45, 30.4, 54.0, 7.0, 16.6, 16.5, 7.0, 0.0, None, 2021-06-23 01:00:00, None, None
None, 15.51, 57.61, 30.4, 58.0, 7.0, 15.5, 15.6, 7.0, 0.0, None, 2021-06-23 02:00:00, None, None
None, 13.86, 62.17, 30.4, 62.0, 7.0, 13.9, 13.8, 7.0, 0.0, None, 2021-06-23 03:00:00, None, None
None, 12.91, 65.95, 30.4, 66.0, 6.0, 12.9, 12.9, 6.0, 0.0, None, 2021-06-23 04:00:00, None, None
None, 11.97, 70.31, 30.4, 70.0, 7.0, 12.0, 11.9, 7.0, 0.0, None, 2021-06-23 05:00:00, None, None
None, 10.86, 77.0, 30.4, 77.0, 8.0, 10.9, 10.9, 8.0, 0.0, None, 2021-06-23 06:00:00, None, None
None, 12.11, 77.08, 12.1, 77.0, 8.0, 12.1, 10.8, 8.0, 0.0, None, 2021-06-23 07:00:00, None, None
None, 15.99, 60.07, 16.1, 60.0, 8.0, 16.0, 10.8, 8.0, 0.0, None, 2021-06-23 08:00:00, None, None
None, 18.56, 51.14, 18.7, 51.0, 8.0, 18.6, 10.8, 8.0, 0.0, None, 2021-06-23 09:00:00, None, None
None, 19.65, 46.52, 20.3, 47.0, 8.0, 19.7, 10.8, 8.0, 0.0, None, 2021-06-23 10:00:00, None, None
None, 20.39, 43.86, 20.5, 44.0, 8.0, 20.4, 10.8, 8.0, 0.0, None, 2021-06-23 11:00:00, None, None
None, 21.41, 45.1, 21.5, 45.0, 9.0, 21.4, 10.8, 9.0, 0.0, None, 2021-06-23 12:00:00, None, None
None, 26.86, 34.14, 26.8, 34.0, 10.0, 26.9, 10.8, 10.0, 0.0, None, 2021-06-23 13:00:00, None, None
None, 26.03, 34.23, 27.3, 34.0, 9.0, 26.0, 10.8, 9.0, 0.0, None, 2021-06-23 14:00:00, None, None
None, 27.35, 31.78, 27.4, 32.0, 9.0, 27.4, 10.8, 9.0, 0.0, None, 2021-06-23 15:00:00, None, None
None, 27.69, 30.19, 28.2, 30.0, 9.0, 27.7, 10.8, 9.0, 0.0, None, 2021-06-23 16:00:00, None, None
None, 27.47, 29.59, 28.2, 30.0, 9.0, 27.5, 10.8, 9.0, 0.0, None, 2021-06-23 17:00:00, None, None
None, 28.19, 28.96, 29.2, 29.0, 8.0, 28.2, 10.8, 8.0, -0.1, None, 2021-06-23 18:00:00, None, None
None, None, None, 28.4, 31.0, 8.0, 27.1, 26.9, None, -0.1, None, 2021-06-23 19:00:00, None, None
None, 25.42, 39.85, 28.4, 40.0, 11.0, 25.4, 25.4, 11.0, -0.8, None, 2021-06-23 20:00:00, None, None
None, 23.46, 46.97, 28.4, 47.0, 12.0, 23.5, 23.2, 12.0, 0.0, None, 2021-06-23 21:00:00, None, None
None, 18.66, 87.8, 28.4, 88.0, 17.0, 18.7, 18.7, 17.0, 0.0, None, 2021-06-23 22:00:00, None, None
None, 17.65, 90.2, 28.4, 90.0, 16.0, 17.7, 17.7, 16.0, 0.0, None, 2021-06-23 23:00:00, None, None
None, 15.7, 90.1, 28.4, 90.0, 14.0, 15.7, 15.8, 14.0, 0.0, None, 2021-06-24 00:00:00, None, None
None, 14.64, 91.8, 28.4, 92.0, 13.0, 14.6, 14.6, 13.0, 0.0, None, 2021-06-24 01:00:00, None, None
None, 14.04, 92.2, 28.4, 92.0, 13.0, 14.0, 14.0, 13.0, 0.0, None, 2021-06-24 02:00:00, None, None
None, 13.57, 91.1, 28.4, 91.0, 12.0, 13.6, 13.3, 12.0, 0.0, None, 2021-06-24 03:00:00, None, None
None, 14.32, 87.9, 28.4, 88.0, 13.0, 14.3, 13.3, 13.0, 0.0, None, 2021-06-24 04:00:00, None, None
None, 14.12, 85.6, 28.4, 86.0, 12.0, 14.1, 13.3, 12.0, 0.4, None, 2021-06-24 05:00:00, None, None
None, 15.2, 72.57, 28.4, 73.0, 10.0, 15.2, 13.3, 10.0, 0.5, None, 2021-06-24 06:00:00, None, None
None, 16.09, 68.77, 16.1, 69.0, 11.0, 16.1, 14.9, 11.0, 0.1, None, 2021-06-24 07:00:00, None, None
None, 17.57, 64.84, 17.5, 65.0, 11.0, 17.6, 14.9, 11.0, 0.0, None, 2021-06-24 08:00:00, None, None
None, 19.35, 60.67, 19.9, 61.0, 11.0, 19.4, 14.9, 11.0, 0.0, None, 2021-06-24 09:00:00, None, None
None, 20.34, 60.2, 20.5, 60.0, 12.0, 20.3, 14.9, 12.0, 0.0, None, 2021-06-24 10:00:00, None, None
None, 22.84, 51.06, 22.7, 51.0, 12.0, 22.8, 14.9, 12.0, 0.0, None, 2021-06-24 11:00:00, None, None
None, 23.76, 47.06, 23.9, 47.0, 12.0, 23.8, 14.9, 12.0, 0.0, None, 2021-06-24 12:00:00, None, None
None, 24.9, 46.89, 25.0, 47.0, 13.0, 24.9, 14.9, 13.0, 0.0, None, 2021-06-24 13:00:00, None, None
None, 24.44, 50.77, 25.3, 51.0, 13.0, 24.4, 14.9, 13.0, 0.0, None, 2021-06-24 14:00:00, None, None
None, 23.57, 58.97, 25.3, 59.0, 15.0, 23.6, 14.9, 15.0, 0.0, None, 2021-06-24 15:00:00, None, None
None, 25.66, 50.65, 25.6, 51.0, 15.0, 25.7, 14.9, 15.0, 0.0, None, 2021-06-24 16:00:00, None, None
None, 25.24, 51.02, 25.7, 51.0, 15.0, 25.2, 14.9, 15.0, 0.0, None, 2021-06-24 17:00:00, None, None
None, 27.44, 43.62, 27.3, 44.0, 15.0, 27.4, 14.9, 15.0, 0.0, None, 2021-06-24 18:00:00, None, None
None, 26.46, 35.5, 28.1, 36.0, 11.0, 26.5, 26.5, 11.0, -0.1, None, 2021-06-24 19:00:00, None, None
None, 26.09, 36.29, 28.1, 36.0, 9.0, 26.1, 25.9, 9.0, -0.8, None, 2021-06-24 20:00:00, None, None
None, 22.08, 53.14, 28.1, 53.0, 12.0, 22.1, 22.2, 12.0, -0.1, None, 2021-06-24 21:00:00, None, None
None, 19.34, 62.01, 28.1, 62.0, 12.0, 19.3, 19.3, 12.0, 0.0, None, 2021-06-24 22:00:00, None, None
None, 18.32, 64.34, 28.1, 64.0, 11.0, 18.3, 18.1, 11.0, 0.0, None, 2021-06-24 23:00:00, None, None
None, 16.82, 70.13, 28.1, 70.0, 12.0, 16.8, 16.7, 12.0, 0.0, None, 2021-06-25 00:00:00, None, None
None, 15.72, 73.04, 28.1, 73.0, 11.0, 15.7, 15.7, 11.0, 0.0, None, 2021-06-25 01:00:00, None, None
None, 14.72, 75.4, 28.1, 75.0, 11.0, 14.7, 14.7, 11.0, 0.0, None, 2021-06-25 02:00:00, None, None
None, 14.25, 77.25, 28.1, 77.0, 10.0, 14.3, 14.2, 10.0, 0.0, None, 2021-06-25 03:00:00, None, None
None, 13.53, 79.99, 28.1, 80.0, 10.0, 13.5, 13.5, 10.0, 0.0, None, 2021-06-25 04:00:00, None, None
None, 13.55, 79.64, 28.1, 80.0, 10.0, 13.6, 13.1, 10.0, 0.0, None, 2021-06-25 05:00:00, None, None
None, 12.76, 83.5, 28.1, 84.0, 10.0, 12.8, 12.6, 10.0, 0.0, None, 2021-06-25 06:00:00, None, None
None, 12.99, 85.9, 13.1, 86.0, 10.0, 13.0, 12.5, 10.0, 0.0, None, 2021-06-25 07:00:00, None, None
None, 16.74, 71.28, 16.6, 71.0, 11.0, 16.7, 12.5, 11.0, 0.0, None, 2021-06-25 08:00:00, None, None
None, 20.7, 56.53, 20.7, 57.0, 12.0, 20.7, 12.5, 12.0, 0.0, None, 2021-06-25 09:00:00, None, None
None, 24.66, 44.68, 24.4, 45.0, 11.0, 24.7, 12.5, 11.0, 0.8, None, 2021-06-25 10:00:00, None, None
None, 27.58, 35.0, 27.7, 35.0, 11.0, 27.6, 12.5, 11.0, 0.2, None, 2021-06-25 11:00:00, None, None
None, 29.87, 33.21, 29.7, 33.0, 13.0, 29.9, 12.5, 13.0, -0.1, None, 2021-06-25 12:00:00, None, None
None, 31.86, 30.62, 31.7, 31.0, 12.0, 31.9, 12.5, 12.0, 0.1, None, 2021-06-25 13:00:00, None, None
None, 32.92, 27.95, 33.1, 28.0, 11.0, 32.9, 12.5, 11.0, 0.0, None, 2021-06-25 14:00:00, None, None
None, 34.11, 25.88, 34.2, 26.0, 12.0, 34.1, 12.5, 12.0, 0.0, None, 2021-06-25 15:00:00, None, None
None, 34.42, 24.65, 35.3, 25.0, 11.0, 34.4, 12.5, 11.0, -0.8, None, 2021-06-25 16:00:00, None, None
None, 35.51, 23.38, 35.6, 23.0, 12.0, 35.5, 12.5, 12.0, -0.1, None, 2021-06-25 17:00:00, None, None
None, 35.35, 21.25, 35.9, 21.0, 10.0, 35.4, 12.5, 10.0, 0.0, None, 2021-06-25 18:00:00, None, None
None, 35.11, 20.91, 35.8, 21.0, 9.0, 35.1, 34.9, 9.0, -0.2, None, 2021-06-25 19:00:00, None, None
None, 32.2, 26.45, 35.8, 26.0, 11.0, 32.2, 32.5, 11.0, -0.8, None, 2021-06-25 20:00:00, None, None
None, 28.14, 36.49, 35.8, 36.0, 13.0, 28.1, 28.2, 13.0, 0.0, None, 2021-06-25 21:00:00, None, None
None, 23.92, 50.39, 35.8, 50.0, 13.0, 23.9, 24.1, 13.0, 0.0, None, 2021-06-25 22:00:00, None, None
None, 22.25, 55.12, 35.8, 55.0, 13.0, 22.3, 22.0, 13.0, -1.0, None, 2021-06-25 23:00:00, None, None
None, 21.01, 58.33, 35.8, 58.0, 12.0, 21.0, 21.3, 12.0, 0.0, None, 2021-06-26 00:00:00, None, None
None, 19.91, 63.54, 35.8, 64.0, 13.0, 19.9, 19.7, 13.0, 0.0, None, 2021-06-26 01:00:00, None, None
None, 19.01, 65.07, 35.8, 65.0, 12.0, 19.0, 19.0, 12.0, 0.0, None, 2021-06-26 02:00:00, None, None
None, 18.31, 67.47, 35.8, 67.0, 12.0, 18.3, 18.2, 12.0, 0.0, None, 2021-06-26 03:00:00, None, None
None, 17.26, 69.27, 35.8, 69.0, 11.0, 17.3, 17.2, 11.0, 0.0, None, 2021-06-26 04:00:00, None, None
None, 16.98, 69.92, 35.8, 70.0, 12.0, 17.0, 16.8, 12.0, 0.0, None, 2021-06-26 05:00:00, None, None
None, 16.23, 74.27, 35.8, 74.0, 12.0, 16.2, 16.3, 12.0, 0.0, None, 2021-06-26 06:00:00, None, None
None, 16.53, 76.76, 16.8, 77.0, 13.0, 16.5, 16.1, 13.0, 0.0, None, 2021-06-26 07:00:00, None, None
None, 20.35, 64.13, 20.2, 64.0, 14.0, 20.4, 16.1, 14.0, 0.9, None, 2021-06-26 08:00:00, None, None
None, 24.11, 51.42, 24.1, 51.0, 13.0, 24.1, 16.1, 13.0, 0.1, None, 2021-06-26 09:00:00, None, None
None, 26.9, 40.35, 26.9, 40.0, 12.0, 26.9, 16.1, 12.0, 0.0, None, 2021-06-26 10:00:00, None, None
None, 29.82, 33.81, 29.9, 34.0, 13.0, 29.8, 16.1, 13.0, 0.0, None, 2021-06-26 11:00:00, None, None
None, 32.09, 30.42, 32.1, 30.0, 13.0, 32.1, 16.1, 13.0, 0.0, None, 2021-06-26 12:00:00, None, None
None, 34.53, 26.21, 34.5, 26.0, 12.0, 34.5, 16.1, 12.0, 0.0, None, 2021-06-26 13:00:00, None, None
None, 36.52, 24.38, 36.5, 24.0, 13.0, 36.5, 16.1, 13.0, 0.0, None, 2021-06-26 14:00:00, None, None
None, 37.38, 21.85, 37.9, 22.0, 13.0, 37.4, 16.1, 13.0, -1.0, None, 2021-06-26 15:00:00, None, None
None, 38.47, 20.63, 39.0, 21.0, 12.0, 38.5, 16.1, 12.0, 0.0, None, 2021-06-26 16:00:00, None, None
None, 39.4, 19.97, 39.5, 20.0, 13.0, 39.4, 16.1, 13.0, 0.0, None, 2021-06-26 17:00:00, None, None
None, 39.3, 18.21, 40.0, 18.0, 10.0, 39.3, 16.1, 10.0, -1.0, None, 2021-06-26 18:00:00, None, None
None, 37.06, 23.43, 39.3, 23.0, 12.0, 37.1, 36.8, 12.0, 0.0, None, 2021-06-26 19:00:00, None, None
None, 33.76, 25.1, 39.3, 25.0, 12.0, 33.8, 33.6, 12.0, 0.0, None, 2021-06-26 20:00:00, None, None
None, 32.75, 25.84, 39.3, 26.0, 10.0, 32.8, 32.8, 10.0, 0.0, None, 2021-06-26 21:00:00, None, None
None, 29.82, 32.44, 39.3, 32.0, 11.0, 29.8, 29.8, 11.0, 0.0, None, 2021-06-26 22:00:00, None, None
None, 28.34, 36.9, 39.3, 37.0, 12.0, 28.3, 27.1, 12.0, -1.0, None, 2021-06-26 23:00:00, None, None
None, 24.0, 49.0, 39.3, 49.0, 12.0, 24.0, 23.6, 12.0, 0.0, None, 2021-06-27 00:00:00, None, None
None, 22.05, 55.23, 39.3, 55.0, 12.0, 22.1, 22.0, 12.0, 0.0, None, 2021-06-27 01:00:00, None, None
None, 20.69, 58.75, 39.3, 59.0, 12.0, 20.7, 20.6, 12.0, 0.0, None, 2021-06-27 02:00:00, None, None
None, 19.75, 62.32, 39.3, 62.0, 13.0, 19.8, 19.7, 13.0, 0.0, None, 2021-06-27 03:00:00, None, None
None, 18.11, 66.41, 39.3, 66.0, 13.0, 18.1, 18.1, 13.0, 0.0, None, 2021-06-27 04:00:00, None, None
None, 17.31, 69.96, 39.3, 70.0, 12.0, 17.3, 16.9, 12.0, 0.0, None, 2021-06-27 05:00:00, None, None
None, 16.31, 75.43, 39.3, 75.0, 12.0, 16.3, 16.3, 12.0, 0.0, None, 2021-06-27 06:00:00, None, None
None, 17.17, 75.31, 17.6, 75.0, 13.0, 17.2, 16.3, 13.0, 0.0, None, 2021-06-27 07:00:00, None, None
None, 20.99, 62.55, 21.1, 63.0, 13.0, 21.0, 16.3, 13.0, 0.0, None, 2021-06-27 08:00:00, None, None
None, 24.32, 48.89, 24.3, 49.0, 13.0, 24.3, 16.3, 13.0, 0.8, None, 2021-06-27 09:00:00, None, None
None, 27.15, 40.53, 26.9, 41.0, 12.0, 27.2, 16.3, 12.0, -0.4, None, 2021-06-27 10:00:00, None, None
None, 29.23, 35.06, 29.7, 35.0, 13.0, 29.2, 16.3, 13.0, 0.6, None, 2021-06-27 11:00:00, None, None
None, 32.28, 28.89, 32.3, 29.0, 12.0, 32.3, 16.3, 12.0, 0.0, None, 2021-06-27 12:00:00, None, None
None, 35.82, 25.12, 35.9, 25.0, 13.0, 35.8, 16.3, 13.0, 0.0, None, 2021-06-27 13:00:00, None, None
None, 38.17, 22.17, 38.4, 22.0, 13.0, 38.2, 16.3, 13.0, -0.7, None, 2021-06-27 14:00:00, None, None
None, 39.91, 19.75, 40.0, 20.0, 13.0, 39.9, 16.3, 13.0, -0.3, None, 2021-06-27 15:00:00, None, None
None, 40.71, 18.49, 41.0, 18.0, 13.0, 40.7, 16.3, 13.0, 0.0, None, 2021-06-27 16:00:00, None, None
None, 40.87, 18.8, 41.3, 19.0, 12.0, 40.9, 16.3, 12.0, -0.8, None, 2021-06-27 17:00:00, None, None
None, 40.33, 17.82, 41.3, 18.0, 13.0, 40.3, 16.3, 13.0, -0.2, None, 2021-06-27 18:00:00, None, None
None, 38.31, 19.74, 40.3, 20.0, 12.0, 38.3, 38.2, 12.0, 0.0, None, 2021-06-27 19:00:00, None, None
None, 35.54, 24.63, 40.3, 25.0, 13.0, 35.5, 35.5, 13.0, 0.0, None, 2021-06-27 20:00:00, None, None
None, 33.41, 27.06, 40.3, 27.0, 12.0, 33.4, 33.3, 12.0, 0.0, None, 2021-06-27 21:00:00, None, None
None, 31.6, 28.5, 40.3, 29.0, 11.0, 31.6, 31.4, 11.0, -0.9, None, 2021-06-27 22:00:00, None, None
None, 27.28, 38.08, 40.3, 38.0, 11.0, 27.3, 27.2, 11.0, -0.1, None, 2021-06-27 23:00:00, None, None
