station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW
None, 18.0, 64.94, 18.7, 65.0, 12.0, 18.0, 11.7, 12.0, 0.0, None, 2022-09-15 11:00:00, None, None
None, 20.03, 56.14, 20.0, 56.0, 11.0, 20.0, 11.7, 11.0, -1.0, None, 2022-09-15 12:00:00, None, None
None, 22.93, 37.71, 22.9, 38.0, 7.0, 22.9, 11.7, 7.0, -0.8, None, 2022-09-15 13:00:00, None, None
None, 20.95, 45.35, 23.3, 45.0, 9.0, 21.0, 11.7, 9.0, 0.8, None, 2022-09-15 14:00:00, None, None
None, 22.11, 38.96, 23.3, 39.0, 8.0, 22.1, 11.7, 8.0, -0.5, None, 2022-09-15 15:00:00, None, None
None, 21.94, 37.71, 23.3, 38.0, 7.0, 21.9, 11.7, 7.0, -0.4, None, 2022-09-15 16:00:00, None, None
None, 21.13, 39.77, 23.3, 40.0, 7.0, 21.1, 11.7, 7.0, 0.7, None, 2022-09-15 17:00:00, None, None
None, 20.4, 41.33, 23.3, 41.0, 7.0, 20.4, 11.7, 7.0, 0.1, None, 2022-09-15 18:00:00, None, None
None, 19.73, 41.69, 20.5, 42.0, 6.0, 19.7, 19.6, 6.0, 0.1, None, 2022-09-15 19:00:00, None, None
None, 18.25, 49.22, 20.5, 49.0, 8.0, 18.3, 18.0, 8.0, 0.0, None, 2022-09-15 20:00:00, None, None
None, 17.28, 55.43, 20.5, 55.0, 8.0, 17.3, 17.0, 8.0, 0.3, None, 2022-09-15 21:00:00, None, None
None, 16.16, 65.45, 20.5, 65.0, 9.0, 16.2, 16.3, 9.0, 0.8, None, 2022-09-15 22:00:00, None, None
None, 14.3, 83.7, 20.5, 84.0, 12.0, 14.3, 14.2, 12.0, 0.0, None, 2022-09-15 23:00:00, None, None
None, 14.53, 79.58, 20.5, 80.0, 11.0, 14.5, 13.9, 11.0, 0.0, None, 2022-09-16 00:00:00, None, None
None, 14.73, 73.44, 20.5, 73.0, 10.0, 14.7, 13.8, 10.0, 0.1, None, 2022-09-16 01:00:00, None, None
None, 12.62, 83.4, 20.5, 83.0, 10.0, 12.6, 12.6, 10.0, 0.9, None, 2022-09-16 02:00:00, None, None
None, 12.29, 86.2, 20.5, 86.0, 10.0, 12.3, 12.0, 10.0, 0.0, None, 2022-09-16 03:00:00, None, None
None, 12.49, 88.5, 20.5, 89.0, 11.0, 12.5, 12.0, 11.0, 0.0, None, 2022-09-16 04:00:00, None, None
None, 11.79, 92.6, 20.5, 93.0, 11.0, 11.8, 11.8, 11.0, 0.0, None, 2022-09-16 05:00:00, None, None
None, 11.58, 97.0, 20.5, 97.0, 11.0, 11.6, 11.5, 11.0, 0.0, None, 2022-09-16 06:00:00, None, None
None, 11.77, 100.5, 12.2, 101.0, 12.0, 11.8, 11.4, 12.0, 2.0, None, 2022-09-16 07:00:00, None, None
None, 11.5, 100.3, 12.2, 100.0, 12.0, 11.5, 11.3, 12.0, 1.0, None, 2022-09-16 08:00:00, None, None
None, 11.19, 98.0, 12.2, 98.0, 11.0, 11.2, 11.1, 11.0, 0.3, None, 2022-09-16 09:00:00, None, None
None, 12.22, 98.9, 12.6, 99.0, 12.0, 12.2, 11.1, 12.0, 0.0, None, 2022-09-16 10:00:00, None, None
None, 9.91, 82.0, 12.6, 82.0, 7.0, 9.9, 9.5, 7.0, 1.8, None, 2022-09-16 11:00:00, None, None
None, 10.77, 76.8, 12.6, 77.0, 7.0, 10.8, 9.5, 7.0, -0.1, None, 2022-09-16 12:00:00, None, None
None, 13.04, 66.64, 13.3, 67.0, 8.0, 13.0, 9.5, 8.0, 0.0, None, 2022-09-16 13:00:00, None, None
None, 13.73, 58.29, 15.3, 58.0, 6.0, 13.7, 9.5, 6.0, -1.0, None, 2022-09-16 14:00:00, None, None
None, 15.33, 51.0, 15.4, 51.0, 5.0, 15.3, 9.5, 5.0, 0.0, None, 2022-09-16 15:00:00, None, None
None, 16.19, 45.04, 16.7, 45.0, 5.0, 16.2, 9.5, 5.0, 0.0, None, 2022-09-16 16:00:00, None, None
None, 15.48, 44.88, 16.7, 45.0, 3.0, 15.5, 9.5, 3.0, 0.0, None, 2022-09-16 17:00:00, None, None
None, 12.76, 53.41, 16.7, 53.0, 3.0, 12.8, 9.5, 3.0, 0.0, None, 2022-09-16 18:00:00, None, None
None, 11.05, 64.46, 12.8, 64.0, 5.0, 11.1, 11.1, 5.0, 1.0, None, 2022-09-16 19:00:00, None, None
None, 8.16, 78.48, 12.8, 78.0, 4.0, 8.2, 8.3, 4.0, 0.0, None, 2022-09-16 20:00:00, None, None
None, 6.614, 87.0, 12.8, 87.0, 4.0, 6.6, 6.5, 4.0, 1.0, None, 2022-09-16 21:00:00, None, None
None, 6.201, 88.8, 12.8, 89.0, 5.0, 6.2, 6.0, 5.0, 0.0, None, 2022-09-16 22:00:00, None, None
None, 5.36, 93.2, 12.8, 93.0, 4.0, 5.4, 5.2, 4.0, 0.0, None, 2022-09-16 23:00:00, None, None
None, 5.554, 93.2, 12.8, 93.0, 5.0, 5.6, 5.2, 5.0, 0.0, None, 2022-09-17 00:00:00, None, None
None, 4.976, 92.8, 12.8, 93.0, 4.0, 5.0, 5.0, 4.0, 0.1, None, 2022-09-17 01:00:00, None, None
None, 4.564, 94.0, 12.8, 94.0, 3.0, 4.6, 4.2, 3.0, 0.9, None, 2022-09-17 02:00:00, None, None
None, 4.896, 96.2, 12.8, 96.0, 5.0, 4.9, 4.2, 5.0, 0.0, None, 2022-09-17 03:00:00, None, None
None, 5.476, 90.7, 12.8, 91.0, 4.0, 5.5, 4.2, 4.0, 0.0, None, 2022-09-17 04:00:00, None, None
None, 6.037, 88.1, 12.8, 88.0, 5.0, 6.0, 4.2, 5.0, -0.2, None, 2022-09-17 05:00:00, None, None
None, 6.124, 86.8, 12.8, 87.0, 4.0, 6.1, 4.2, 4.0, -0.3, None, 2022-09-17 06:00:00, None, None
None, 6.176, 84.8, 6.9, 85.0, 3.0, 6.2, 6.0, 3.0, -0.5, None, 2022-09-17 07:00:00, None, None
None, 6.539, 88.3, 7.0, 88.0, 4.0, 6.5, 6.0, 4.0, 0.0, None, 2022-09-17 08:00:00, None, None
None, 7.614, 75.34, 7.9, 75.0, 3.0, 7.6, 6.0, 3.0, 0.0, None, 2022-09-17 09:00:00, None, None
None, 9.21, 67.12, 9.3, 67.0, 4.0, 9.2, 6.0, 4.0, 0.0, None, 2022-09-17 10:00:00, None, None
None, 11.3, 60.33, 11.4, 60.0, 4.0, 11.3, 6.0, 4.0, -0.6, None, 2022-09-17 11:00:00, None, None
None, 12.77, 53.29, 13.0, 53.0, 3.0, 12.8, 6.0, 3.0, -0.4, None, 2022-09-17 12:00:00, None, None
None, 14.55, 51.68, 14.5, 52.0, 4.0, 14.6, 6.0, 4.0, -0.9, None, 2022-09-17 13:00:00, None, None
None, 14.27, 51.34, 14.6, 51.0, 4.0, 14.3, 6.0, 4.0, 0.0, None, 2022-09-17 14:00:00, None, None
None, 15.23, 43.2, 16.1, 43.0, 2.0, 15.2, 6.0, 2.0, -0.1, None, 2022-09-17 15:00:00, None, None
None, 15.89, 37.57, 16.1, 38.0, 2.0, 15.9, 6.0, 2.0, 0.0, None, 2022-09-17 16:00:00, None, None
None, 15.42, 42.67, 17.7, 43.0, 3.0, 15.4, 6.0, 3.0, 0.0, None, 2022-09-17 17:00:00, None, None
None, 14.6, 47.53, 17.7, 48.0, 3.0, 14.6, 6.0, 3.0, 0.0, None, 2022-09-17 18:00:00, None, None
None, 13.69, 48.58, 14.7, 49.0, 3.0, 13.7, 13.7, 3.0, 0.3, None, 2022-09-17 19:00:00, None, None
None, 11.22, 56.5, 14.7, 57.0, 3.0, 11.2, 11.2, 3.0, 0.7, None, 2022-09-17 20:00:00, None, None
None, 8.57, 72.78, 14.7, 73.0, 4.0, 8.6, 8.5, 4.0, 0.0, None, 2022-09-17 21:00:00, None, None
None, 7.321, 75.39, 14.7, 75.0, 3.0, 7.3, 7.3, 3.0, 1.0, None, 2022-09-17 22:00:00, None, None
None, 6.241, 84.8, 14.7, 85.0, 4.0, 6.2, 6.2, 4.0, 0.0, None, 2022-09-17 23:00:00, None, None
None, 5.142, 83.9, 14.7, 84.0, 2.0, 5.1, 5.0, 2.0, 0.1, None, 2022-09-18 00:00:00, None, None
None, 4.597, 84.8, 14.7, 85.0, 2.0, 4.6, 4.3, 2.0, 0.9, None, 2022-09-18 01:00:00, None, None
None, 3.51, 89.4, 14.7, 89.0, 2.0, 3.5, 3.5, 2.0, 0.0, None, 2022-09-18 02:00:00, None, None
None, 3.397, 87.4, 14.7, 87.0, 2.0, 3.4, 3.2, 2.0, 0.0, None, 2022-09-18 03:00:00, None, None
None, 2.815, 89.5, 14.7, 90.0, 1.0, 2.8, 2.7, 1.0, 0.0, None, 2022-09-18 04:00:00, None, None
None, 2.197, 90.9, 14.7, 91.0, 1.0, 2.2, 2.0, 1.0, 1.0, None, 2022-09-18 05:00:00, None, None
None, 1.833, 91.8, 14.7, 92.0, 0.0, 1.8, 1.8, 0.0, 0.0, None, 2022-09-18 06:00:00, None, None
None, 1.787, 91.2, 2.3, 91.0, 1.0, 1.8, 1.4, 1.0, 0.0, None, 2022-09-18 07:00:00, None, None
None, 1.379, 93.9, 2.3, 94.0, 0.0, 1.4, 1.2, 0.0, 0.0, None, 2022-09-18 08:00:00, None, None
None, 2.429, 92.3, 2.5, 92.0, 2.0, 2.4, 1.2, 2.0, 0.0, None, 2022-09-18 09:00:00, None, None
None, 7.74, 72.73, 7.9, 73.0, 4.0, 7.7, 1.2, 4.0, -1.0, None, 2022-09-18 10:00:00, None, None
None, 10.78, 60.12, 11.1, 60.0, 3.0, 10.8, 1.2, 3.0, -1.0, None, 2022-09-18 11:00:00, None, None
None, 12.57, 50.41, 13.2, 50.0, 2.0, 12.6, 1.2, 2.0, -1.0, None, 2022-09-18 12:00:00, None, None
None, 15.35, 45.2, 15.4, 45.0, 3.0, 15.4, 1.2, 3.0, -0.8, None, 2022-09-18 13:00:00, None, None
None, 16.96, 33.92, 17.0, 34.0, 1.0, 17.0, 1.2, 1.0, -0.3, None, 2022-09-18 14:00:00, None, None
None, 18.76, 29.42, 19.2, 29.0, 0.0, 18.8, 1.2, 0.0, -1.0, None, 2022-09-18 15:00:00, None, None
None, 19.25, 30.41, 19.6, 30.0, 2.0, 19.3, 1.2, 2.0, 0.0, None, 2022-09-18 16:00:00, None, None
None, 19.29, 29.83, 19.8, 30.0, 1.0, 19.3, 1.2, 1.0, 0.0, None, 2022-09-18 17:00:00, None, None
None, 15.43, 45.3, 19.8, 45.0, 4.0, 15.4, 1.2, 4.0, 0.0, None, 2022-09-18 18:00:00, None, None
None, 11.97, 59.94, 15.5, 60.0, 4.0, 12.0, 11.9, 4.0, 1.0, None, 2022-09-18 19:00:00, None, None
None, 9.76, 66.89, 15.5, 67.0, 4.0, 9.8, 9.7, 4.0, 1.0, None, 2022-09-18 20:00:00, None, None
None, 8.16, 75.93, 15.5, 76.0, 4.0, 8.2, 8.2, 4.0, 0.0, None, 2022-09-18 21:00:00, None, None
None, 7.286, 78.3, 15.5, 78.0, 3.0, 7.3, 7.3, 3.0, 1.0, None, 2022-09-18 22:00:00, None, None
None, 6.993, 78.84, 15.5, 79.0, 4.0, 7.0, 6.7, 4.0, 0.0, None, 2022-09-18 23:00:00, None, None
None, 6.413, 79.93, 15.5, 80.0, 4.0, 6.4, 6.1, 4.0, 0.0, None, 2022-09-19 00:00:00, None, None
None, 5.21, 85.0, 15.5, 85.0, 4.0, 5.2, 5.3, 4.0, 0.0, None, 2022-09-19 01:00:00, None, None
None, 5.131, 84.1, 15.5, 84.0, 2.0, 5.1, 4.6, 2.0, 1.0, None, 2022-09-19 02:00:00, None, None
None, 4.353, 86.7, 15.5, 87.0, 2.0, 4.4, 4.1, 2.0, 0.0, None, 2022-09-19 03:00:00, None, None
None, 3.976, 88.7, 15.5, 89.0, 3.0, 4.0, 3.6, 3.0, 0.0, None, 2022-09-19 04:00:00, None, None
None, 3.441, 89.0, 15.5, 89.0, 2.0, 3.4, 3.3, 2.0, 0.0, None, 2022-09-19 05:00:00, None, None
None, 3.35, 90.8, 15.5, 91.0, 2.0, 3.4, 3.2, 2.0, 0.0, None, 2022-09-19 06:00:00, None, None
None, 4.108, 86.6, 4.5, 87.0, 2.0, 4.1, 3.3, 2.0, 0.0, None, 2022-09-19 07:00:00, None, None
None, 3.871, 88.1, 4.5, 88.0, 2.0, 3.9, 3.3, 2.0, 0.0, None, 2022-09-19 08:00:00, None, None
None, 6.471, 75.1, 6.6, 75.0, 2.0, 6.5, 3.3, 2.0, 0.0, None, 2022-09-19 09:00:00, None, None
None, 8.22, 75.57, 8.6, 76.0, 4.0, 8.2, 3.3, 4.0, -1.0, None, 2022-09-19 10:00:00, None, None
None, 10.67, 65.37, 11.5, 65.0, 4.0, 10.7, 3.3, 4.0, 0.0, None, 2022-09-19 11:00:00, None, None
None, 13.81, 59.91, 14.0, 60.0, 6.0, 13.8, 3.3, 6.0, -1.0, None, 2022-09-19 12:00:00, None, None
None, 15.92, 48.2, 17.6, 48.0, 6.0, 15.9, 3.3, 6.0, -1.0, None, 2022-09-19 13:00:00, None, None
None, 18.6, 26.65, 19.7, 27.0, -1.0, 18.6, 3.3, -1.0, -0.9, None, 2022-09-19 14:00:00, None, None
None, 20.22, 23.39, 20.7, 23.0, -2.0, 20.2, 3.3, -2.0, -0.1, None, 2022-09-19 15:00:00, None, None
None, 20.01, 23.64, 21.2, 24.0, -2.0, 20.0, 3.3, -2.0, -0.4, None, 2022-09-19 16:00:00, None, None
None, 19.34, 24.51, 21.2, 25.0, -1.0, 19.3, 3.3, -1.0, 0.4, None, 2022-09-19 17:00:00, None, None
None, 17.77, 27.89, 21.2, 28.0, -1.0, 17.8, 3.3, -1.0, 0.0, None, 2022-09-19 18:00:00, None, None
None, 15.41, 36.91, 18.2, 37.0, 1.0, 15.4, 15.5, 1.0, 1.0, None, 2022-09-19 19:00:00, None, None
None, 15.82, 35.61, 18.2, 36.0, 0.0, 15.8, 15.5, 0.0, 0.0, None, 2022-09-19 20:00:00, None, None
None, 11.51, 55.07, 18.2, 55.0, 3.0, 11.5, 11.4, 3.0, 0.0, None, 2022-09-19 21:00:00, None, None
None, 9.24, 65.99, 18.2, 66.0, 3.0, 9.2, 9.2, 3.0, 1.0, None, 2022-09-19 22:00:00, None, None
None, 7.698, 70.98, 18.2, 71.0, 2.0, 7.7, 7.7, 2.0, 0.9, None, 2022-09-19 23:00:00, None, None
None, 6.445, 75.18, 18.2, 75.0, 2.0, 6.4, 6.4, 2.0, 0.1, None, 2022-09-20 00:00:00, None, None
None, 5.507, 77.51, 18.2, 78.0, 2.0, 5.5, 5.5, 2.0, 0.0, None, 2022-09-20 01:00:00, None, None
None, 5.067, 83.4, 18.2, 83.0, 2.0, 5.1, 4.6, 2.0, 0.0, None, 2022-09-20 02:00:00, None, None
None, 4.317, 80.6, 18.2, 81.0, 2.0, 4.3, 4.0, 2.0, 1.0, None, 2022-09-20 03:00:00, None, None
None, 3.903, 81.3, 18.2, 81.0, 1.0, 3.9, 3.8, 1.0, 0.0, None, 2022-09-20 04:00:00, None, None
None, 3.655, 81.6, 18.2, 82.0, 0.0, 3.7, 3.5, 0.0, 0.0, None, 2022-09-20 05:00:00, None, None
None, 2.724, 83.8, 18.2, 84.0, 0.0, 2.7, 2.7, 0.0, 0.0, None, 2022-09-20 06:00:00, None, None
None, 2.156, 86.7, 3.1, 87.0, 0.0, 2.2, 2.1, 0.0, 0.0, None, 2022-09-20 07:00:00, None, None
None, 2.357, 86.0, 3.1, 86.0, 0.0, 2.4, 2.1, 0.0, 0.0, None, 2022-09-20 08:00:00, None, None
None, 2.514, 88.0, 3.1, 88.0, 1.0, 2.5, 2.0, 1.0, 0.0, None, 2022-09-20 09:00:00, None, None
None, 7.893, 64.9, 8.1, 65.0, 2.0, 7.9, 2.0, 2.0, -1.0, None, 2022-09-20 10:00:00, None, None
None, 11.52, 51.75, 11.8, 52.0, 2.0, 11.5, 2.0, 2.0, -1.0, None, 2022-09-20 11:00:00, None, None
None, 13.25, 48.24, 13.2, 48.0, 3.0, 13.3, 2.0, 3.0, 0.0, None, 2022-09-20 12:00:00, None, None
None, 15.47, 41.05, 15.6, 41.0, 3.0, 15.5, 2.0, 3.0, -1.0, None, 2022-09-20 13:00:00, None, None
None, 17.86, 26.34, 17.9, 26.0, -2.0, 17.9, 2.0, -2.0, -1.0, None, 2022-09-20 14:00:00, None, None
None, 19.47, 26.17, 19.6, 26.0, 0.0, 19.5, 2.0, 0.0, -0.1, None, 2022-09-20 15:00:00, None, None
None, 20.39, 22.66, 21.1, 23.0, -1.0, 20.4, 2.0, -1.0, -0.9, None, 2022-09-20 16:00:00, None, None
None, 20.7, 24.68, 21.1, 25.0, 0.0, 20.7, 2.0, 0.0, 0.0, None, 2022-09-20 17:00:00, None, None
None, 16.31, 39.03, 21.1, 39.0, 2.0, 16.3, 2.0, 2.0, 1.0, None, 2022-09-20 18:00:00, None, None
None, 12.35, 54.93, 16.6, 55.0, 4.0, 12.4, 12.1, 4.0, 1.0, None, 2022-09-20 19:00:00, None, None
None, 9.84, 65.36, 16.6, 65.0, 4.0, 9.8, 9.6, 4.0, 1.0, None, 2022-09-20 20:00:00, None, None
None, 8.47, 67.04, 16.6, 67.0, 2.0, 8.5, 8.6, 2.0, 0.0, None, 2022-09-20 21:00:00, None, None
None, 7.667, 68.59, 16.6, 69.0, 2.0, 7.7, 7.5, 2.0, 0.0, None, 2022-09-20 22:00:00, None, None
None, 6.507, 75.65, 16.6, 76.0, 2.0, 6.5, 6.4, 2.0, 1.0, None, 2022-09-20 23:00:00, None, None
None, 6.073, 71.51, 16.6, 72.0, 1.0, 6.1, 6.1, 1.0, 0.0, None, 2022-09-21 00:00:00, None, None
None, 5.175, 76.18, 16.6, 76.0, 1.0, 5.2, 5.1, 1.0, 0.0, None, 2022-09-21 01:00:00, None, None
None, 4.638, 77.37, 16.6, 77.0, 1.0, 4.6, 4.7, 1.0, 0.0, None, 2022-09-21 02:00:00, None, None
None, 3.929, 79.72, 16.6, 80.0, 1.0, 3.9, 4.1, 1.0, 0.1, None, 2022-09-21 03:00:00, None, None
None, 3.255, 82.8, 16.6, 83.0, 1.0, 3.3, 3.2, 1.0, 0.9, None, 2022-09-21 04:00:00, None, None
None, 3.017, 84.5, 16.6, 85.0, 1.0, 3.0, 2.7, 1.0, 0.0, None, 2022-09-21 05:00:00, None, None
None, 2.29, 86.0, 16.6, 86.0, 0.0, 2.3, 2.0, 0.0, 0.0, None, 2022-09-21 06:00:00, None, None
None, 1.954, 88.3, 2.8, 88.0, 0.0, 2.0, 1.8, 0.0, 0.0, None, 2022-09-21 07:00:00, None, None
None, 1.989, 87.9, 2.8, 88.0, 1.0, 2.0, 1.6, 1.0, 0.0, None, 2022-09-21 08:00:00, None, None
None, 2.12, 89.6, 2.8, 90.0, 0.0, 2.1, 1.6, 0.0, 0.0, None, 2022-09-21 09:00:00, None, None
None, 8.23, 65.38, 8.1, 65.0, 2.0, 8.2, 1.6, 2.0, -1.0, None, 2022-09-21 10:00:00, None, None
None, 12.3, 50.85, 12.5, 51.0, 2.0, 12.3, 1.6, 2.0, -1.0, None, 2022-09-21 11:00:00, None, None
None, 14.16, 44.78, 14.4, 45.0, 2.0, 14.2, 1.6, 2.0, -0.9, None, 2022-09-21 12:00:00, None, None
None, 16.76, 36.96, 16.6, 37.0, 2.0, 16.8, 1.6, 2.0, -0.9, None, 2022-09-21 13:00:00, None, None
None, 18.21, 34.31, 18.2, 34.0, 2.0, 18.2, 1.6, 2.0, -0.3, None, 2022-09-21 14:00:00, None, None
None, 19.32, 32.39, 19.9, 32.0, 3.0, 19.3, 1.6, 3.0, -1.0, None, 2022-09-21 15:00:00, None, None
None, 20.75, 27.78, 21.5, 28.0, 2.0, 20.8, 1.6, 2.0, 0.0, None, 2022-09-21 16:00:00, None, None
None, 20.39, 35.16, 21.9, 35.0, 4.0, 20.4, 1.6, 4.0, 0.0, None, 2022-09-21 17:00:00, None, None
None, 15.79, 47.3, 21.9, 47.0, 5.0, 15.8, 1.6, 5.0, 1.0, None, 2022-09-21 18:00:00, None, None
None, 12.74, 61.93, 16.0, 62.0, 6.0, 12.7, 12.6, 6.0, 1.0, None, 2022-09-21 19:00:00, None, None
None, 10.85, 60.12, 16.0, 60.0, 4.0, 10.9, 10.7, 4.0, 0.1, None, 2022-09-21 20:00:00, None, None
None, 9.32, 63.33, 16.0, 63.0, 3.0, 9.3, 9.2, 3.0, 0.9, None, 2022-09-21 21:00:00, None, None
None, 8.27, 63.96, 16.0, 64.0, 2.0, 8.3, 8.2, 2.0, 0.0, None, 2022-09-21 22:00:00, None, None
None, 7.28, 66.37, 16.0, 66.0, 2.0, 7.3, 7.0, 2.0, 0.0, None, 2022-09-21 23:00:00, None, None
None, 6.287, 69.27, 16.0, 69.0, 1.0, 6.3, 6.2, 1.0, 0.8, None, 2022-09-22 00:00:00, None, None
None, 5.462, 74.6, 16.0, 75.0, 1.0, 5.5, 5.3, 1.0, 0.2, None, 2022-09-22 01:00:00, None, None
None, 4.794, 74.2, 16.0, 74.0, 0.0, 4.8, 4.8, 0.0, 0.0, None, 2022-09-22 02:00:00, None, None
None, 4.57, 74.94, 16.0, 75.0, 1.0, 4.6, 4.1, 1.0, 0.0, None, 2022-09-22 03:00:00, None, None
None, 3.416, 81.4, 16.0, 81.0, 0.0, 3.4, 3.4, 0.0, 0.0, None, 2022-09-22 04:00:00, None, None
None, 3.255, 80.6, 16.0, 81.0, 0.0, 3.3, 2.7, 0.0, 1.0, None, 2022-09-22 05:00:00, None, None
None, 2.843, 83.2, 16.0, 83.0, 0.0, 2.8, 2.7, 0.0, 0.0, None, 2022-09-22 06:00:00, None, None
None, 2.022, 86.5, 3.0, 87.0, 0.0, 2.0, 2.1, 0.0, 0.0, None, 2022-09-22 07:00:00, None, None
None, 2.326, 85.6, 3.0, 86.0, 0.0, 2.3, 1.6, 0.0, 0.0, None, 2022-09-22 08:00:00, None, None
None, 2.853, 87.5, 3.1, 88.0, 2.0, 2.9, 1.6, 2.0, 0.0, None, 2022-09-22 09:00:00, None, None
None, 9.04, 66.51, 8.9, 67.0, 3.0, 9.0, 1.6, 3.0, -1.0, None, 2022-09-22 10:00:00, None, None
None, 11.66, 49.79, 12.0, 50.0, 1.0, 11.7, 1.6, 1.0, -1.0, None, 2022-09-22 11:00:00, None, None
None, 14.31, 46.43, 15.0, 46.0, 2.0, 14.3, 1.6, 2.0, -1.0, None, 2022-09-22 12:00:00, None, None
None, 17.1, 36.87, 17.2, 37.0, 2.0, 17.1, 1.6, 2.0, -1.0, None, 2022-09-22 13:00:00, None, None
None, 19.4, 33.9, 19.7, 34.0, 3.0, 19.4, 1.6, 3.0, -1.0, None, 2022-09-22 14:00:00, None, None
None, 23.12, 23.57, 24.3, 24.0, 2.0, 23.1, 1.6, 2.0, -1.0, None, 2022-09-22 15:00:00, None, None
None, 23.57, 24.0, 24.4, 24.0, 2.0, 23.6, 1.6, 2.0, 0.0, None, 2022-09-22 16:00:00, None, None
None, 22.95, 24.87, 24.4, 25.0, 1.0, 23.0, 1.6, 1.0, -0.1, None, 2022-09-22 17:00:00, None, None
None, 20.78, 29.01, 24.4, 29.0, 2.0, 20.8, 1.6, 2.0, 1.0, None, 2022-09-22 18:00:00, None, None
None, 19.14, 32.2, 20.8, 32.0, 2.0, 19.1, 19.1, 2.0, 0.1, None, 2022-09-22 19:00:00, None, None
None, 18.09, 34.4, 20.8, 34.0, 2.0, 18.1, 18.0, 2.0, 0.0, None, 2022-09-22 20:00:00, None, None
None, 17.73, 36.01, 20.8, 36.0, 2.0, 17.7, 17.7, 2.0, 0.0, None, 2022-09-22 21:00:00, None, None
None, 16.98, 38.46, 20.8, 38.0, 3.0, 17.0, 16.9, 3.0, 0.0, None, 2022-09-22 22:00:00, None, None
None, 16.61, 39.86, 20.8, 40.0, 3.0, 16.6, 16.5, 3.0, 0.0, None, 2022-09-22 23:00:00, None, None
None, 16.21, 41.87, 20.8, 42.0, 3.0, 16.2, 16.0, 3.0, 1.0, None, 2022-09-23 00:00:00, None, None
None, 15.43, 44.23, 20.8, 44.0, 4.0, 15.4, 15.2, 4.0, 0.0, None, 2022-09-23 01:00:00, None, None
None, 15.48, 44.94, 20.8, 45.0, 3.0, 15.5, 15.1, 3.0, 0.0, None, 2022-09-23 02:00:00, None, None
None, 15.21, 46.01, 20.8, 46.0, 4.0, 15.2, 15.1, 4.0, 0.0, None, 2022-09-23 03:00:00, None, None
None, 14.82, 47.99, 20.8, 48.0, 4.0, 14.8, 14.6, 4.0, 0.0, None, 2022-09-23 04:00:00, None, None
None, 15.2, 47.28, 20.8, 47.0, 4.0, 15.2, 14.6, 4.0, 0.0, None, 2022-09-23 05:00:00, None, None
None, 14.77, 51.71, 20.8, 52.0, 5.0, 14.8, 14.6, 5.0, 0.0, None, 2022-09-23 06:00:00, None, None
None, 14.52, 54.3, 15.5, 54.0, 5.0, 14.5, 14.4, 5.0, 0.0, None, 2022-09-23 07:00:00, None, None
None, 14.44, 55.63, 15.5, 56.0, 6.0, 14.4, 14.2, 6.0, 0.0, None, 2022-09-23 08:00:00, None, None
None, 14.82, 55.17, 15.5, 55.0, 5.0, 14.8, 14.2, 5.0, 0.0, None, 2022-09-23 09:00:00, None, None
None, 15.29, 54.2, 15.9, 54.0, 6.0, 15.3, 14.2, 6.0, 0.0, None, 2022-09-23 10:00:00, None, None
None, 15.56, 55.84, 15.9, 56.0, 7.0, 15.6, 14.2, 7.0, 0.0, None, 2022-09-23 11:00:00, None, None
None, 15.86, 53.29, 16.6, 53.0, 6.0, 15.9, 14.2, 6.0, 0.0, None, 2022-09-23 12:00:00, None, None
None, 15.69, 54.43, 16.6, 54.0, 6.0, 15.7, 14.2, 6.0, 0.0, None, 2022-09-23 13:00:00, None, None
None, 15.89, 54.26, 16.6, 54.0, 6.0, 15.9, 14.2, 6.0, 0.0, None, 2022-09-23 14:00:00, None, None
None, 15.83, 53.25, 16.6, 53.0, 6.0, 15.8, 14.2, 6.0, 0.0, None, 2022-09-23 15:00:00, None, None
None, 15.98, 52.34, 16.8, 52.0, 6.0, 16.0, 14.2, 6.0, -0.1, None, 2022-09-23 16:00:00, None, None
None, 15.39, 56.58, 16.8, 57.0, 7.0, 15.4, 14.2, 7.0, 0.1, None, 2022-09-23 17:00:00, None, None
None, 15.18, 56.07, 16.8, 56.0, 6.0, 15.2, 14.2, 6.0, 0.0, None, 2022-09-23 18:00:00, None, None
None, 15.37, 54.96, 16.0, 55.0, 6.0, 15.4, 15.0, 6.0, -0.1, None, 2022-09-23 19:00:00, None, None
None, 15.42, 54.71, 16.2, 55.0, 7.0, 15.4, 15.0, 7.0, 0.1, None, 2022-09-23 20:00:00, None, None
None, 15.26, 54.63, 16.2, 55.0, 6.0, 15.3, 14.9, 6.0, 0.0, None, 2022-09-23 21:00:00, None, None
None, 14.88, 56.07, 16.2, 56.0, 6.0, 14.9, 14.9, 6.0, 0.0, None, 2022-09-23 22:00:00, None, None
None, 13.39, 64.27, 16.2, 64.0, 6.0, 13.4, 13.3, 6.0, 0.0, None, 2022-09-23 23:00:00, None, None
None, 13.65, 65.28, 16.2, 65.0, 7.0, 13.7, 13.1, 7.0, 0.0, None, 2022-09-24 00:00:00, None, None
