station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, ACTUAL_WIND_DIRECTION, MINIMUM_AIR_TEMPERATURE, ACTUAL_WIND_SPEED, MAXIMUM_AIR_TEMPERATURE, time, WIND_DIRECTION_STD_DEVIATION1, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MAXIMUM_MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1
720.0, -6.861, 189.8, -7.19, 0.747, -6.464, 2010-11-10 19:00:00, 10.26, None, 16.4, 22.23, 189.0
720.0, -6.137, 169.0, -7.19, 0.985, -6.079, 2010-11-10 20:00:00, 8.25, None, 22.81, 26.74, 174.6
720.0, -6.079, 158.5, -7.19, 1.006, -5.906, 2010-11-10 21:00:00, 5.983, None, 23.54, 26.95, 160.2
720.0, -5.686, 156.7, -7.19, 1.232, -5.638, 2010-11-10 22:00:00, 3.195, None, 27.89, 33.37, 156.4
720.0, -5.217, 175.2, -7.19, 1.461, -5.131, 2010-11-10 23:00:00, 8.55, None, 29.01, 37.75, 162.0
720.0, -6.648, 184.4, -7.19, 1.391, -4.903, 2010-11-11 00:00:00, 9.35, None, 35.84, 57.51, 189.7
720.0, -7.9, 147.0, -7.9, 0.973, -4.903, 2010-11-11 01:00:00, 10.87, None, 30.95, 43.11, 163.8
720.0, -8.07, 144.1, -8.65, 1.455, -4.903, 2010-11-11 02:00:00, 3.19, None, 30.09, 36.69, 141.2
720.0, -7.6, 131.6, -8.65, 1.832, -4.903, 2010-11-11 03:00:00, 6.224, None, 38.96, 48.9, 130.0
720.0, -7.28, 146.3, -8.66, 1.226, -4.903, 2010-11-11 04:00:00, 10.73, None, 30.54, 44.24, 135.9
720.0, -7.2, 139.8, -8.66, 0.956, -4.903, 2010-11-11 05:00:00, 4.686, None, 27.69, 33.3, 145.7
720.0, -7.3, 120.7, -8.66, 1.12, -4.903, 2010-11-11 06:00:00, 11.42, None, 26.42, 34.36, 130.9
720.0, -7.45, 92.7, -8.47, 1.873, -7.17, 2010-11-11 07:00:00, 12.5, 0.0, 37.28, 55.18, 112.1
720.0, -9.78, 85.9, -10.04, 1.77, -6.552, 2010-11-11 08:00:00, 17.45, 0.0, 40.57, 56.45, 96.6
720.0, -9.0, 104.2, -10.04, 1.799, -6.552, 2010-11-11 09:00:00, 16.51, 0.0, 38.3, 55.53, 83.8
720.0, -8.54, 89.0, -10.04, 1.94, -6.552, 2010-11-11 10:00:00, 12.67, 0.0, 41.85, 64.99, 92.1
720.0, -7.15, 98.1, -10.04, 1.752, -6.552, 2010-11-11 11:00:00, 11.59, 0.0, 46.04, 60.47, 103.1
720.0, -7.92, 110.7, -10.04, 2.102, -6.552, 2010-11-11 12:00:00, 12.34, 0.0, 39.96, 56.31, 95.0
720.0, -7.37, 110.4, -10.04, 1.758, -6.552, 2010-11-11 13:00:00, 11.22, 0.0, 41.59, 53.91, 99.0
720.0, -7.19, 128.2, -10.04, 1.746, -6.552, 2010-11-11 14:00:00, 9.6, 0.0, 40.31, 53.27, 116.1
720.0, -6.842, 174.0, -10.04, 1.226, -6.552, 2010-11-11 15:00:00, 22.49, 0.0, 34.02, 52.29, 143.0
720.0, -6.687, 179.4, -10.04, 1.499, -6.484, 2010-11-11 16:00:00, 23.81, 0.0, 30.43, 43.61, 153.7
720.0, -6.929, 166.4, -10.04, 0.914, -6.484, 2010-11-11 17:00:00, 21.66, 0.0, 24.2, 41.98, 160.0
720.0, -7.61, 211.4, -10.04, 1.567, -6.484, 2010-11-11 18:00:00, 15.56, 0.0, 29.39, 42.27, 203.4
720.0, -8.01, 243.8, -8.05, 1.485, -7.61, 2010-11-11 19:00:00, 16.32, 0.0, 35.12, 54.4, 220.4
720.0, -8.34, 261.4, -8.34, 1.461, -7.61, 2010-11-11 20:00:00, 5.671, 0.0, 39.71, 49.6, 252.3
720.0, -8.26, 249.5, -8.62, 1.705, -7.61, 2010-11-11 21:00:00, 5.341, 0.0, 29.8, 45.72, 255.5
720.0, -8.63, 267.3, -8.64, 0.823, -7.61, 2010-11-11 22:00:00, 5.661, 0.0, 30.57, 42.19, 254.7
720.0, -8.15, 239.4, -8.65, 1.461, -7.61, 2010-11-11 23:00:00, 9.76, 0.0, 27.23, 43.54, 245.4
720.0, -7.56, 240.7, -8.65, 1.358, -7.54, 2010-11-12 00:00:00, 7.65, 0.0, 38.51, 54.97, 239.1
720.0, -7.19, 241.1, -8.65, 1.523, -7.17, 2010-11-12 01:00:00, 8.01, 0.0, 40.51, 57.37, 237.2
720.0, -7.11, 235.2, -8.65, 1.705, -7.11, 2010-11-12 02:00:00, 10.54, 0.0, 34.01, 56.59, 226.5
720.0, -6.803, 243.0, -8.65, 1.923, -6.803, 2010-11-12 03:00:00, 9.67, 0.0, 40.35, 59.91, 236.0
720.0, -6.881, 198.5, -8.65, 1.414, -6.803, 2010-11-12 05:00:00, 9.56, 0.0, 39.19, 57.22, 209.1
720.0, -6.736, 197.2, -8.65, 1.97, -6.726, 2010-11-12 06:00:00, 6.607, 0.0, 44.69, 61.95, 201.2
720.0, -6.581, 200.1, -6.745, 2.161, -6.542, 2010-11-12 07:00:00, 4.77, 0.0, 47.99, 60.05, 196.0
720.0, -6.571, 184.4, -6.745, 1.476, -6.532, 2010-11-12 08:00:00, 5.416, 0.0, 43.5, 59.69, 194.2
720.0, -6.475, 174.1, -6.745, 1.344, -6.436, 2010-11-12 09:00:00, 5.993, 0.0, 36.8, 49.6, 183.9
720.0, -6.205, 188.2, -6.745, 2.002, -6.195, 2010-11-12 10:00:00, 8.8, 0.0, 45.2, 65.06, 190.4
720.0, -6.041, 179.8, -6.745, 2.026, -6.041, 2010-11-12 11:00:00, 9.32, 0.0, 43.79, 59.62, 185.0
720.0, -5.859, 189.6, -6.745, 1.796, -5.859, 2010-11-12 12:00:00, 8.35, 0.0, 43.69, 60.47, 186.7
720.0, -5.294, 196.1, -6.745, 2.502, -5.294, 2010-11-12 13:00:00, 6.323, 0.0, 55.52, 76.2, 192.9
720.0, -5.447, 190.8, -6.745, 2.214, -5.246, 2010-11-12 14:00:00, 5.7, 0.0, 55.32, 72.9, 191.4
720.0, -5.447, 198.9, -6.745, 2.09, -5.246, 2010-11-12 15:00:00, 4.337, 0.0, 53.8, 64.35, 193.5
720.0, -5.313, 198.3, -6.745, 2.379, -5.246, 2010-11-12 16:00:00, 5.059, 0.0, 53.04, 66.68, 194.8
720.0, -5.018, 199.6, -6.745, 2.282, -5.018, 2010-11-12 17:00:00, 4.756, 0.0, 54.84, 68.87, 193.7
720.0, -4.789, 179.1, -6.745, 2.093, -4.751, 2010-11-12 18:00:00, 5.121, 0.0, 54.78, 65.83, 192.3
720.0, -4.704, 189.4, -4.79, 1.94, -4.685, 2010-11-12 19:00:00, 6.05, 0.0, 50.58, 66.11, 190.4
720.0, -4.675, 192.2, -4.79, 1.764, -4.656, 2010-11-12 20:00:00, 5.605, 0.0, 41.13, 55.6, 187.0
720.0, -4.609, 155.4, -4.79, 1.382, -4.599, 2010-11-12 21:00:00, 14.23, 0.0, 31.33, 50.59, 165.5
720.0, -4.571, 149.4, -4.79, 1.129, -4.561, 2010-11-12 22:00:00, 8.4, 0.0, 26.09, 37.89, 146.2
720.0, -4.504, 166.8, -4.79, 1.332, -4.504, 2010-11-12 23:00:00, 9.89, 0.0, 26.85, 40.78, 159.0
720.0, -4.59, 197.4, -4.79, 1.861, -4.504, 2010-11-13 00:00:00, 8.13, 0.0, 31.46, 43.89, 176.8
720.0, -4.211, 206.7, -4.79, 1.988, -4.192, 2010-11-13 01:00:00, 9.43, 0.0, 46.17, 65.55, 195.6
720.0, -4.286, 249.7, -4.79, 1.864, -4.192, 2010-11-13 02:00:00, 18.14, 0.0, 42.24, 59.13, 226.4
720.0, -3.974, 249.5, -4.79, 2.158, -3.974, 2010-11-13 03:00:00, 4.352, 0.0, 50.67, 64.63, 250.3
720.0, -3.69, 260.8, -4.79, 1.776, -3.586, 2010-11-13 04:00:00, 4.446, 0.0, 48.03, 63.43, 250.5
720.0, -3.719, 263.0, -4.79, 1.717, -3.586, 2010-11-13 05:00:00, 4.766, 0.0, 39.92, 46.15, 255.2
720.0, -3.483, 265.3, -4.79, 2.079, -3.483, 2010-11-13 06:00:00, 5.252, 0.0, 32.53, 51.09, 258.7
720.0, -3.35, 261.1, -3.483, 0.024, -3.181, 2010-11-13 07:00:00, 4.588, 0.0, 15.76, 51.3, 262.0
720.0, -3.417, 258.1, -3.483, 0.018, -3.181, 2010-11-13 08:00:00, 3.079, 0.0, 0.472, 1.764, 256.8
720.0, -3.927, 257.9, -3.927, 0.018, -3.181, 2010-11-13 09:00:00, 0.101, 0.0, 0.424, 0.847, 258.0
720.0, -4.116, 257.9, -4.116, 0.018, -3.181, 2010-11-13 10:00:00, 0.151, 0.0, 0.424, 0.847, 258.0
720.0, -4.599, 257.8, -4.599, 0.018, -3.181, 2010-11-13 11:00:00, 0.186, 0.0, 0.423, 0.847, 257.9
720.0, -4.761, 257.7, -4.761, 0.018, -3.181, 2010-11-13 12:00:00, 0.177, 0.0, 0.428, 0.847, 257.7
720.0, -4.704, 257.6, -4.932, 0.018, -3.181, 2010-11-13 13:00:00, 0.196, 0.0, 0.424, 0.847, 257.7
720.0, -4.476, 257.5, -4.932, 0.018, -3.181, 2010-11-13 14:00:00, 0.04, 0.0, 0.425, 0.847, 257.6
720.0, -4.22, 257.5, -4.932, 0.018, -3.181, 2010-11-13 15:00:00, 0.131, 0.0, 0.427, 0.917, 257.6
720.0, -3.964, 257.8, -4.932, 0.018, -3.181, 2010-11-13 16:00:00, 0.161, 0.0, 0.425, 0.847, 257.6
720.0, -3.898, 257.4, -4.932, 0.018, -3.181, 2010-11-13 17:00:00, 0.194, 0.0, 0.424, 0.847, 257.5
720.0, -4.163, 257.6, -4.932, 0.018, -3.181, 2010-11-13 18:00:00, 0.0, 0.0, 0.424, 0.847, 257.6
720.0, -4.827, 257.6, -4.827, 0.018, -4.163, 2010-11-13 19:00:00, 0.0, 0.0, 0.424, 0.847, 257.6
720.0, -4.353, 257.2, -4.847, 0.018, -4.163, 2010-11-13 20:00:00, 0.186, 0.0, 0.423, 0.847, 257.3
720.0, -4.078, 257.2, -4.847, 0.018, -4.078, 2010-11-13 21:00:00, 0.0, 0.0, 0.423, 0.847, 257.2
720.0, -3.898, 257.1, -4.847, 0.018, -3.898, 2010-11-13 22:00:00, 0.0, 0.0, 0.424, 0.847, 257.2
720.0, -3.757, 257.5, -4.847, 0.018, -3.738, 2010-11-13 23:00:00, 0.153, 0.0, 0.425, 0.847, 257.4
720.0, -3.426, 1.332, -4.847, 0.015, -3.426, 2010-11-14 00:00:00, 55.41, 0.0, 0.233, 4.304, 262.7
720.0, -2.918, 44.44, -4.847, 0.018, -2.918, 2010-11-14 01:00:00, 75.4, 0.0, 0.054, 1.27, 44.67
720.0, -2.72, 238.1, -4.847, 2.223, -2.72, 2010-11-14 02:00:00, 30.67, 0.0, 2.721, 72.8, 245.0
720.0, -2.748, 249.8, -4.847, 0.659, -2.617, 2010-11-14 03:00:00, 8.19, 0.0, 28.7, 67.95, 245.7
720.0, -2.927, 273.9, -4.847, 0.297, -2.617, 2010-11-14 04:00:00, 5.313, 0.0, 10.0, 16.72, 248.0
720.0, -3.002, 256.5, -4.847, 0.282, -2.617, 2010-11-14 05:00:00, 5.76, 0.0, 7.57, 8.82, 250.2
720.0, -2.965, 213.9, -4.847, 0.018, -2.617, 2010-11-14 06:00:00, 17.28, 0.0, 3.589, 8.33, 249.1
720.0, -3.106, 244.1, -3.125, 0.018, -2.965, 2010-11-14 07:00:00, 25.04, 0.0, 0.365, 0.776, 244.5
720.0, -3.228, 244.2, -3.228, 0.018, -2.965, 2010-11-14 08:00:00, 0.172, 0.0, 0.417, 0.847, 244.2
720.0, -3.247, 244.3, -3.275, 0.018, -2.965, 2010-11-14 09:00:00, 0.198, 0.0, 0.424, 1.694, 244.2
720.0, -3.106, 244.2, -3.275, 0.018, -2.965, 2010-11-14 10:00:00, 0.148, 0.0, 0.424, 0.847, 244.2
720.0, -2.711, 244.2, -3.275, 0.018, -2.701, 2010-11-14 11:00:00, 0.196, 0.0, 0.423, 0.847, 244.2
720.0, -2.316, 244.2, -3.275, 0.015, -2.316, 2010-11-14 12:00:00, 0.0, 0.0, 0.384, 0.847, 244.2
720.0, -2.307, 244.2, -3.275, 0.015, -2.241, 2010-11-14 13:00:00, 0.04, 0.0, 0.353, 0.706, 244.2
720.0, -2.551, 244.2, -3.275, 0.018, -2.241, 2010-11-14 14:00:00, 0.14, 0.0, 0.378, 0.706, 244.2
720.0, -2.683, 244.2, -3.275, 0.018, -2.241, 2010-11-14 15:00:00, 0.145, 0.0, 0.422, 0.776, 244.2
720.0, -2.777, 244.2, -3.275, 0.018, -2.241, 2010-11-14 16:00:00, 0.148, 0.0, 0.423, 0.847, 244.2
720.0, -3.172, 244.2, -3.275, 0.018, -2.241, 2010-11-14 17:00:00, 0.145, 0.0, 0.423, 0.847, 244.2
720.0, -3.624, 244.2, -3.624, 0.018, -2.241, 2010-11-14 18:00:00, 0.108, 0.0, 0.423, 0.847, 244.2
720.0, -4.069, 244.3, -4.069, 0.018, -3.624, 2010-11-14 19:00:00, 0.134, 0.0, 0.423, 0.847, 244.3
720.0, -4.457, 244.3, -4.457, 0.018, -3.624, 2010-11-14 20:00:00, 0.084, 0.0, 0.423, 0.847, 244.3
720.0, -4.732, 244.2, -4.742, 0.018, -3.624, 2010-11-14 21:00:00, 0.239, 0.0, 0.423, 0.847, 244.2
720.0, -4.989, 244.2, -4.989, 0.018, -3.624, 2010-11-14 22:00:00, 0.229, 0.0, 0.423, 0.847, 244.2
720.0, -5.275, 244.2, -5.285, 0.018, -3.624, 2010-11-14 23:00:00, 0.2, 0.0, 0.423, 0.847, 244.2
720.0, -5.495, 244.2, -5.495, 0.018, -3.624, 2010-11-15 00:00:00, 0.151, 0.0, 0.423, 0.847, 244.2
720.0, -5.773, 244.2, -5.773, 0.018, -3.624, 2010-11-15 01:00:00, 0.186, 0.0, 0.423, 0.847, 244.2
720.0, -5.955, 244.2, -5.955, 0.018, -3.624, 2010-11-15 02:00:00, 0.186, 0.0, 0.423, 0.847, 244.2
720.0, -6.118, 244.2, -6.128, 0.018, -3.624, 2010-11-15 03:00:00, 0.186, 0.0, 0.423, 0.847, 244.2
720.0, -6.282, 244.2, -6.282, 0.018, -3.624, 2010-11-15 04:00:00, 0.186, 0.0, 0.423, 0.847, 244.2
720.0, -6.417, 244.2, -6.427, 0.018, -3.624, 2010-11-15 05:00:00, 0.186, 0.0, 0.423, 0.847, 244.2
720.0, -6.552, 244.2, -6.552, 0.018, -3.624, 2010-11-15 06:00:00, 0.186, 0.0, 0.423, 0.847, 244.2
720.0, -6.658, 244.2, -6.658, 0.018, -6.542, 2010-11-15 07:00:00, 0.186, 0.0, 0.423, 0.847, 244.2
720.0, -6.764, 244.2, -6.765, 0.018, -6.542, 2010-11-15 08:00:00, 0.186, 0.0, 0.423, 0.847, 244.2
720.0, -6.833, 244.2, -6.833, 0.018, -6.542, 2010-11-15 09:00:00, 0.186, 0.0, 0.423, 0.847, 244.2
720.0, -6.862, 244.2, -6.862, 0.018, -6.542, 2010-11-15 10:00:00, 0.177, 0.0, 0.423, 0.847, 244.2
720.0, -7.14, 228.3, -7.15, 0.018, -6.542, 2010-11-15 11:00:00, 7.95, 0.0, 0.438, 13.05, 235.4
720.0, -7.47, 228.3, -7.48, 0.018, -6.542, 2010-11-15 12:00:00, 0.186, 0.0, 0.423, 0.847, 228.3
720.0, -7.93, 228.3, -7.93, 0.018, -6.542, 2010-11-15 13:00:00, 0.158, 0.0, 0.423, 0.847, 228.3
720.0, -8.22, 228.4, -8.25, 0.018, -6.542, 2010-11-15 14:00:00, 0.134, 0.0, 0.423, 0.847, 228.3
720.0, -8.53, 228.4, -8.53, 0.018, -6.542, 2010-11-15 15:00:00, 0.186, 0.0, 0.423, 0.847, 228.4
720.0, -8.91, 228.4, -8.92, 0.018, -6.542, 2010-11-15 16:00:00, 0.234, 0.0, 0.423, 0.847, 228.4
720.0, -9.44, 228.4, -9.44, 0.018, -6.542, 2010-11-15 17:00:00, 0.2, 0.0, 0.423, 0.847, 228.4
720.0, -9.94, 228.4, -9.94, 0.018, -6.542, 2010-11-15 18:00:00, 0.2, 0.0, 0.423, 0.847, 228.4
720.0, -10.2, 228.3, -10.23, 0.018, -9.94, 2010-11-15 19:00:00, 0.112, 0.0, 0.423, 0.847, 228.3
720.0, -10.33, 228.3, -10.34, 0.018, -9.94, 2010-11-15 20:00:00, 0.137, 0.0, 0.423, 0.847, 228.3
720.0, -10.55, 228.3, -10.55, 0.018, -9.94, 2010-11-15 21:00:00, 0.056, 0.0, 0.423, 0.847, 228.3
720.0, -10.67, 228.3, -10.67, 0.018, -9.94, 2010-11-15 22:00:00, 0.056, 0.0, 0.423, 0.847, 228.3
720.0, -10.74, 228.3, -10.76, 0.018, -9.94, 2010-11-15 23:00:00, 0.056, 0.0, 0.423, 0.847, 228.3
720.0, -10.78, 228.3, -10.79, 0.018, -9.94, 2010-11-16 00:00:00, 0.056, 0.0, 0.423, 0.847, 228.3
720.0, -10.94, 228.3, -10.94, 0.018, -9.94, 2010-11-16 01:00:00, 0.056, 0.0, 0.423, 0.847, 228.3
720.0, -11.04, 228.3, -11.05, 0.018, -9.94, 2010-11-16 02:00:00, 0.108, 0.0, 0.423, 0.847, 228.3
720.0, -11.15, 228.3, -11.16, 0.018, -9.94, 2010-11-16 03:00:00, 0.186, 0.0, 0.423, 0.847, 228.3
720.0, -11.28, 228.3, -11.29, 0.018, -9.94, 2010-11-16 04:00:00, 0.128, 0.0, 0.423, 0.847, 228.3
720.0, -11.4, 228.3, -11.4, 0.018, -9.94, 2010-11-16 05:00:00, 0.115, 0.0, 0.423, 0.847, 228.3
720.0, -11.48, 228.3, -11.49, 0.018, -9.94, 2010-11-16 06:00:00, 0.192, 0.0, 0.423, 0.847, 228.3
720.0, -11.65, 228.3, -11.65, 0.018, -11.47, 2010-11-16 07:00:00, 0.188, 0.0, 0.423, 0.847, 228.3
720.0, -11.76, 228.3, -11.78, 0.018, -11.47, 2010-11-16 08:00:00, 0.188, 0.0, 0.423, 0.847, 228.3
720.0, -11.87, 228.3, -11.87, 0.018, -11.47, 2010-11-16 09:00:00, 0.188, 0.0, 0.423, 0.847, 228.3
720.0, -11.82, 228.3, -11.89, 0.018, -11.47, 2010-11-16 10:00:00, 0.188, 0.0, 0.423, 0.847, 228.3
720.0, -11.45, 228.3, -11.89, 0.018, -11.45, 2010-11-16 11:00:00, 0.188, 0.0, 0.423, 0.847, 228.3
720.0, -11.1, 228.3, -11.89, 0.018, -11.09, 2010-11-16 12:00:00, 0.177, 0.0, 0.423, 0.847, 228.3
720.0, -11.01, 228.3, -11.89, 0.018, -10.96, 2010-11-16 13:00:00, 0.128, 0.0, 0.423, 0.847, 228.3
720.0, -11.07, 228.3, -11.89, 0.018, -10.96, 2010-11-16 14:00:00, 0.119, 0.0, 0.423, 0.847, 228.3
720.0, -11.59, 228.3, -11.89, 0.018, -10.96, 2010-11-16 15:00:00, 0.207, 0.0, 0.423, 0.847, 228.3
720.0, -12.38, 228.3, -12.38, 0.018, -10.96, 2010-11-16 16:00:00, 0.153, 0.0, 0.423, 0.847, 228.3
720.0, -12.59, 228.3, -12.59, 0.018, -10.96, 2010-11-16 17:00:00, 0.218, 0.0, 0.423, 0.847, 228.3
720.0, -12.72, 228.3, -12.79, 0.018, -10.96, 2010-11-16 18:00:00, 0.188, 0.0, 0.423, 0.847, 228.3
720.0, -12.55, 228.3, -12.72, 0.021, -12.54, 2010-11-16 19:00:00, 0.19, 0.0, 0.423, 0.847, 228.3
720.0, -12.6, 228.3, -12.72, 0.018, -12.5, 2010-11-16 20:00:00, 0.188, 0.0, 0.424, 0.847, 228.3
720.0, -12.86, 228.3, -12.86, 0.018, -12.5, 2010-11-16 21:00:00, 0.188, 0.0, 0.423, 0.847, 228.3
720.0, -13.27, 228.3, -13.29, 0.018, -12.5, 2010-11-16 22:00:00, 0.165, 0.0, 0.424, 0.847, 228.3
720.0, -13.6, 232.1, -13.67, 0.018, -12.5, 2010-11-16 23:00:00, 0.844, 0.0, 0.444, 3.528, 228.7
720.0, -14.13, 233.2, -14.14, 0.018, -12.5, 2010-11-17 00:00:00, 0.587, 0.0, 0.431, 0.847, 233.0
720.0, -14.72, 235.0, -14.72, 0.018, -12.5, 2010-11-17 01:00:00, 0.627, 0.0, 0.426, 0.847, 234.2
720.0, -15.22, 240.2, -15.22, 0.018, -12.5, 2010-11-17 02:00:00, 1.617, 0.0, 0.428, 0.847, 238.9
720.0, -15.73, 240.2, -15.73, 0.018, -12.5, 2010-11-17 03:00:00, 0.177, 0.0, 0.432, 0.847, 240.3
720.0, -16.49, 81.0, -16.49, 0.015, -12.5, 2010-11-17 04:00:00, 42.67, 0.0, 0.29, 0.917, 338.6
720.0, -17.04, 7.05, -17.04, 0.015, -12.5, 2010-11-17 05:00:00, 53.3, 0.0, 0.226, 0.706, 348.2
720.0, -17.46, 225.7, -17.46, 0.018, -12.5, 2010-11-17 06:00:00, 71.8, 0.0, 0.092, 0.776, 291.3
720.0, -17.86, 31.82, -17.88, 0.015, -17.46, 2010-11-17 07:00:00, 53.48, 0.0, 0.247, 0.847, 315.8
720.0, -18.24, 11.72, -18.28, 0.015, -17.46, 2010-11-17 08:00:00, 60.19, 0.0, 0.181, 0.706, 58.0
720.0, -18.58, 335.2, -18.59, 0.021, -17.46, 2010-11-17 09:00:00, 70.8, 0.0, 0.101, 0.706, 14.73
720.0, -18.9, 20.2, -18.97, 0.015, -17.46, 2010-11-17 10:00:00, 66.53, 0.0, 0.131, 0.988, 19.97
720.0, -19.36, 272.5, -19.36, 0.018, -17.46, 2010-11-17 11:00:00, 72.8, 0.0, 0.078, 0.706, 183.2
720.0, -19.73, 260.3, -19.73, 0.018, -17.46, 2010-11-17 12:00:00, 73.9, 0.0, 0.068, 0.847, 313.9
720.0, -19.98, 20.77, -19.99, 0.015, -17.46, 2010-11-17 13:00:00, 76.1, 0.0, 0.048, 0.847, 256.3
720.0, -20.33, 122.3, -20.33, 0.018, -17.46, 2010-11-17 14:00:00, 77.1, 0.0, 0.039, 0.706, 291.9
720.0, -20.66, 352.7, -20.66, 0.021, -17.46, 2010-11-17 15:00:00, 64.61, 0.0, 0.162, 0.847, 332.3
720.0, -20.77, 3.811, -20.8, 0.021, -17.46, 2010-11-17 16:00:00, 32.8, 0.0, 0.392, 1.058, 348.7
720.0, -20.97, 346.8, -20.97, 0.021, -17.46, 2010-11-17 17:00:00, 27.22, 0.0, 0.423, 0.847, 339.5
720.0, -21.18, 325.8, -21.19, 0.021, -17.46, 2010-11-17 18:00:00, 29.87, 0.0, 0.413, 0.988, 331.5
720.0, -21.26, 16.96, -21.32, 0.021, -21.16, 2010-11-17 19:00:00, 38.89, 0.0, 0.36, 0.988, 327.3
720.0, -21.68, 9.43, -21.72, 0.015, -21.16, 2010-11-17 20:00:00, 37.44, 0.0, 0.363, 0.706, 329.2
720.0, -22.05, 300.2, -22.08, 0.018, -21.16, 2010-11-17 21:00:00, 35.7, 0.0, 0.37, 0.988, 313.1
720.0, -22.36, 282.4, -22.36, 0.021, -21.16, 2010-11-17 22:00:00, 32.22, 0.0, 0.399, 0.988, 321.2
720.0, -22.66, 296.9, -22.66, 0.021, -21.16, 2010-11-17 23:00:00, 31.88, 0.0, 0.402, 0.988, 315.5
720.0, -22.76, 248.2, -22.82, 0.021, -21.16, 2010-11-18 00:00:00, 26.27, 0.0, 0.43, 0.988, 314.6
720.0, -23.01, 319.7, -23.01, 0.021, -21.16, 2010-11-18 01:00:00, 25.27, 0.0, 0.435, 0.847, 306.0
720.0, -23.14, 328.8, -23.18, 0.021, -21.16, 2010-11-18 02:00:00, 31.48, 0.0, 0.403, 0.917, 316.1
720.0, -23.01, 310.4, -23.18, 0.021, -21.16, 2010-11-18 03:00:00, 27.9, 0.0, 0.394, 0.988, 345.6
720.0, -22.74, 255.4, -23.18, 0.021, -21.16, 2010-11-18 04:00:00, 23.82, 0.0, 0.445, 0.988, 316.3
720.0, -22.76, 283.5, -23.18, 0.021, -21.16, 2010-11-18 05:00:00, 21.54, 0.0, 0.432, 0.847, 281.9
720.0, -21.99, 314.8, -23.18, 0.021, -21.16, 2010-11-18 06:00:00, 30.11, 0.0, 0.399, 0.988, 287.4
720.0, -22.45, 320.4, -22.58, 0.021, -21.16, 2010-11-18 07:00:00, 22.05, 0.0, 0.449, 0.988, 310.7
720.0, -21.82, 306.7, -22.58, 0.021, -21.16, 2010-11-18 08:00:00, 15.92, 0.0, 0.47, 0.917, 308.6
720.0, -21.05, 317.5, -22.58, 0.021, -20.37, 2010-11-18 09:00:00, 13.63, 0.0, 0.477, 0.988, 312.3
720.0, -20.33, 324.8, -22.58, 0.018, -19.89, 2010-11-18 10:00:00, 10.57, 0.0, 0.478, 0.988, 312.4
720.0, -19.82, 276.1, -22.58, 0.018, -19.07, 2010-11-18 11:00:00, 15.98, 0.0, 0.424, 0.988, 291.1
720.0, -18.26, 265.5, -22.58, 0.018, -18.26, 2010-11-18 12:00:00, 5.077, 0.0, 0.422, 0.847, 273.5
720.0, -18.79, 261.1, -22.58, 0.018, -18.26, 2010-11-18 13:00:00, 0.561, 0.0, 0.423, 0.847, 261.2
720.0, -17.73, 257.8, -22.58, 0.018, -17.4, 2010-11-18 14:00:00, 1.767, 0.0, 0.423, 0.847, 259.1
720.0, -17.68, 261.7, -22.58, 0.018, -17.4, 2010-11-18 15:00:00, 3.44, 0.0, 0.423, 0.847, 259.9
720.0, -16.73, 261.7, -22.58, 0.018, -16.41, 2010-11-18 16:00:00, 4.772, 0.0, 0.422, 0.847, 265.6
720.0, -16.85, 263.5, -22.58, 0.018, -16.21, 2010-11-18 17:00:00, 0.522, 0.0, 0.423, 0.847, 262.7
720.0, -16.95, 263.1, -22.58, 0.018, -15.4, 2010-11-18 18:00:00, 0.55, 0.0, 0.423, 0.847, 263.2
720.0, -16.52, 271.8, -17.6, 0.018, -15.97, 2010-11-18 19:00:00, 3.013, 0.0, 0.423, 0.847, 268.0
720.0, -17.5, 268.9, -17.64, 0.018, -15.97, 2010-11-18 20:00:00, 1.903, 0.0, 0.423, 0.847, 270.9
720.0, -17.01, 264.3, -17.7, 0.018, -15.97, 2010-11-18 21:00:00, 3.079, 0.0, 0.423, 0.847, 266.2
720.0, -17.49, 269.5, -17.7, 0.018, -15.97, 2010-11-18 22:00:00, 2.425, 0.0, 0.423, 0.847, 269.2
720.0, -17.33, 266.6, -17.7, 0.018, -15.97, 2010-11-18 23:00:00, 2.038, 0.0, 0.423, 0.847, 270.4
720.0, -17.7, 280.2, -17.7, 0.018, -15.97, 2010-11-19 00:00:00, 4.039, 0.0, 0.422, 0.847, 272.6
720.0, -17.64, 272.5, -17.83, 0.018, -15.97, 2010-11-19 01:00:00, 3.92, 0.0, 0.422, 0.847, 271.8
720.0, -17.38, 265.8, -17.84, 0.018, -15.97, 2010-11-19 02:00:00, 4.657, 0.0, 0.422, 0.847, 271.2
720.0, -17.61, 265.6, -17.84, 0.018, -15.97, 2010-11-19 03:00:00, 2.764, 0.0, 0.423, 0.847, 266.5
720.0, -17.74, 265.5, -18.05, 0.018, -15.97, 2010-11-19 04:00:00, 1.701, 0.0, 0.423, 0.847, 265.2
720.0, -17.81, 261.3, -18.05, 0.018, -15.97, 2010-11-19 05:00:00, 1.23, 0.0, 0.423, 0.847, 261.9
720.0, -18.02, 264.1, -18.32, 0.018, -15.97, 2010-11-19 06:00:00, 1.619, 0.0, 0.423, 0.847, 261.6
