station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
3.6, -5.663, 93.1, -3.6, 93.0, -6.0, -5.7, -5.7, -6.0, 0.0, 0.0, 2021-12-24 05:00:00, None, 927.0
2.9, -5.88, 92.7, -3.6, 93.0, -7.0, -5.9, -6.0, -7.0, 0.0, 0.0, 2021-12-24 06:00:00, None, 927.0
2.4, -5.869, 92.1, -5.7, 92.0, -7.0, -5.9, -5.9, -7.0, 0.1, 0.0, 2021-12-24 07:00:00, None, 927.0
2.4, -5.699, 91.6, -5.6, 92.0, -7.0, -5.7, -5.9, -7.0, 0.1, 0.0, 2021-12-24 08:00:00, None, 927.0
2.2, -5.671, 90.4, -5.5, 90.0, -7.0, -5.7, -5.9, -7.0, 0.1, 0.0, 2021-12-24 09:00:00, None, 928.0
1.9, -5.414, 86.2, -5.3, 86.0, -7.0, -5.4, -5.9, -7.0, 0.0, 0.0, 2021-12-24 10:00:00, None, 928.0
1.9, -5.224, 81.7, -5.1, 82.0, -8.0, -5.2, -5.9, -8.0, 0.0, 0.0, 2021-12-24 11:00:00, None, 929.0
1.1, -5.103, 79.48, -5.0, 79.0, -8.0, -5.1, -5.9, -8.0, 0.0, 0.0, 2021-12-24 12:00:00, None, 929.0
0.0, -5.178, 78.18, -5.0, 78.0, -8.0, -5.2, -5.9, -8.0, 0.0, 0.0, 2021-12-24 13:00:00, None, 929.0
0.0, -5.231, 78.47, -5.0, 78.0, -8.0, -5.2, -5.9, -8.0, 0.0, 0.0, 2021-12-24 14:00:00, None, 929.0
0.0, -5.27, 78.34, -5.0, 78.0, -8.0, -5.3, -5.9, -8.0, 0.0, 0.0, 2021-12-24 15:00:00, None, 930.0
0.0, -5.414, 74.04, -5.0, 74.0, -9.0, -5.4, -5.9, -9.0, 0.0, 0.0, 2021-12-24 16:00:00, None, 931.0
0.0, -5.718, 73.34, -5.0, 73.0, -9.0, -5.7, -5.9, -9.0, 0.0, 0.0, 2021-12-24 17:00:00, None, 931.0
0.2, -6.655, 84.6, -5.0, 85.0, -9.0, -6.7, -6.7, -9.0, 0.2, 0.0, 2021-12-24 18:00:00, None, 931.0
0.4, -7.059, 83.4, -6.7, 83.0, -9.0, -7.1, -7.1, -9.0, 0.2, 0.0, 2021-12-24 19:00:00, None, 932.0
0.4, -7.552, 80.6, -6.7, 81.0, -10.0, -7.6, -7.6, -10.0, 0.1, 0.0, 2021-12-24 20:00:00, None, 933.0
0.6, -8.39, 87.2, -6.7, 87.0, -10.0, -8.4, -8.4, -10.0, 0.2, 0.0, 2021-12-24 21:00:00, None, 933.0
0.6, -8.9, 83.0, -6.7, 83.0, -11.0, -8.9, -8.8, -11.0, 0.1, 0.0, 2021-12-24 22:00:00, None, 934.0
0.6, -10.01, 81.1, -6.7, 81.0, -12.0, -10.0, -9.9, -12.0, 0.0, 0.0, 2021-12-24 23:00:00, None, 934.0
0.6, -10.39, 82.6, -6.7, 83.0, -13.0, -10.4, -10.6, -13.0, 0.0, 0.0, 2021-12-25 00:00:00, None, 934.0
0.6, -9.98, 83.4, -6.7, 83.0, -12.0, -10.0, -10.6, -12.0, 0.0, 0.0, 2021-12-25 01:00:00, None, 934.0
0.6, -10.14, 80.8, -6.7, 81.0, -12.0, -10.1, -10.6, -12.0, 0.1, 0.0, 2021-12-25 02:00:00, None, 934.0
0.9, -10.82, 82.3, -6.7, 82.0, -13.0, -10.8, -10.8, -13.0, 0.3, 0.0, 2021-12-25 03:00:00, None, 935.0
0.9, -10.86, 82.0, -6.7, 82.0, -13.0, -10.9, -10.9, -13.0, 0.1, 0.0, 2021-12-25 04:00:00, None, 936.0
0.9, -10.97, 83.4, -6.7, 83.0, -13.0, -11.0, -11.0, -13.0, 0.1, 0.0, 2021-12-25 05:00:00, None, 937.0
0.9, -11.33, 83.5, -6.7, 84.0, -13.0, -11.3, -11.3, -13.0, 0.1, 0.0, 2021-12-25 06:00:00, None, 937.0
0.9, -11.51, 80.5, -11.1, 81.0, -14.0, -11.5, -11.5, -14.0, 0.1, 0.0, 2021-12-25 07:00:00, None, 936.0
0.9, -11.69, 78.87, -11.1, 79.0, -14.0, -11.7, -11.8, -14.0, 0.0, 0.0, 2021-12-25 08:00:00, None, 936.0
0.9, -11.87, 74.88, -11.1, 75.0, -15.0, -11.9, -11.9, -15.0, 0.0, 0.0, 2021-12-25 09:00:00, None, 937.0
0.9, -11.97, 69.06, -11.1, 69.0, -16.0, -12.0, -12.0, -16.0, 0.0, 0.0, 2021-12-25 10:00:00, None, 938.0
0.9, -12.0, 66.19, -11.1, 66.0, -17.0, -12.0, -12.1, -17.0, 0.0, 0.0, 2021-12-25 11:00:00, None, 938.0
0.9, -11.99, 62.02, -11.1, 62.0, -17.0, -12.0, -12.2, -17.0, 0.0, 0.0, 2021-12-25 12:00:00, None, 938.0
0.9, -11.98, 60.6, -11.1, 61.0, -17.0, -12.0, -12.2, -17.0, 0.0, 0.0, 2021-12-25 13:00:00, None, 937.0
0.9, -12.39, 63.2, -11.1, 63.0, -17.0, -12.4, -12.4, -17.0, 0.0, 0.0, 2021-12-25 14:00:00, None, 937.0
0.9, -12.66, 60.94, -11.1, 61.0, -18.0, -12.7, -12.7, -18.0, 0.0, 0.0, 2021-12-25 15:00:00, None, 937.0
0.9, -13.56, 67.51, -11.1, 68.0, -18.0, -13.6, -13.6, -18.0, 0.0, 0.0, 2021-12-25 16:00:00, None, 937.0
0.9, -14.44, 74.26, -11.1, 74.0, -18.0, -14.4, -14.4, -18.0, 0.0, 0.0, 2021-12-25 17:00:00, None, 937.0
0.7, -14.97, 78.08, -11.1, 78.0, -18.0, -15.0, -14.9, -18.0, 0.1, 0.0, 2021-12-25 18:00:00, None, 938.0
0.5, -15.33, 77.03, -14.8, 77.0, -18.0, -15.3, -15.3, -18.0, 0.1, 0.0, 2021-12-25 19:00:00, None, 938.0
0.5, -15.63, 75.22, -14.8, 75.0, -19.0, -15.6, -15.7, -19.0, 0.1, 0.0, 2021-12-25 20:00:00, None, 938.0
0.3, -15.86, 68.16, -14.8, 68.0, -20.0, -15.9, -15.9, -20.0, 0.0, 0.0, 2021-12-25 21:00:00, None, 938.0
0.3, -16.13, 63.94, -14.8, 64.0, -21.0, -16.1, -16.2, -21.0, 0.0, 0.0, 2021-12-25 22:00:00, None, 938.0
0.3, -16.45, 63.02, -14.8, 63.0, -21.0, -16.5, -16.5, -21.0, 0.0, 0.0, 2021-12-25 23:00:00, None, 938.0
0.3, -17.07, 66.86, -14.8, 67.0, -21.0, -17.1, -17.1, -21.0, 0.0, 0.0, 2021-12-26 00:00:00, None, 937.0
0.3, -17.53, 68.95, -14.8, 69.0, -21.0, -17.5, -17.6, -21.0, 0.1, 0.0, 2021-12-26 01:00:00, None, 937.0
0.5, -18.06, 74.88, -14.8, 75.0, -21.0, -18.1, -18.1, -21.0, 0.2, 0.0, 2021-12-26 02:00:00, None, 938.0
0.2, -18.45, 69.44, -14.8, 69.0, -22.0, -18.5, -18.5, -22.0, 0.1, 0.0, 2021-12-26 03:00:00, None, 939.0
0.2, -18.77, 68.17, -14.8, 68.0, -23.0, -18.8, -18.8, -23.0, 0.0, 0.0, 2021-12-26 04:00:00, None, 939.0
0.2, -18.98, 68.26, -14.8, 68.0, -23.0, -19.0, -19.1, -23.0, 0.0, 0.0, 2021-12-26 05:00:00, None, 939.0
0.2, -19.04, 64.27, -14.8, 64.0, -24.0, -19.0, -19.1, -24.0, 0.0, 0.0, 2021-12-26 06:00:00, None, 940.0
0.2, -19.26, 61.87, -19.0, 62.0, -24.0, -19.3, -19.3, -24.0, 0.0, 0.0, 2021-12-26 07:00:00, None, 940.0
0.2, -19.62, 61.51, -19.0, 62.0, -24.0, -19.6, -19.6, -24.0, 0.0, 0.0, 2021-12-26 08:00:00, None, 941.0
0.2, -20.04, 62.83, -19.0, 63.0, -25.0, -20.0, -20.2, -25.0, 0.0, 0.0, 2021-12-26 09:00:00, None, 941.0
0.2, -20.02, 62.23, -19.0, 62.0, -25.0, -20.0, -20.4, -25.0, 0.0, 0.0, 2021-12-26 10:00:00, None, 942.0
0.2, -19.56, 62.83, -19.0, 63.0, -25.0, -19.6, -20.4, -25.0, 0.0, 0.0, 2021-12-26 11:00:00, None, 942.0
0.2, -19.03, 57.42, -19.0, 57.0, -25.0, -19.0, -20.4, -25.0, 0.0, 0.0, 2021-12-26 12:00:00, None, 943.0
0.2, -18.71, 54.11, -18.7, 54.0, -25.0, -18.7, -20.4, -25.0, 0.0, 0.0, 2021-12-26 13:00:00, None, 942.0
0.2, -18.36, 57.08, -18.2, 57.0, -24.0, -18.4, -20.4, -24.0, 0.0, 0.0, 2021-12-26 14:00:00, None, 943.0
0.2, -18.17, 58.32, -18.1, 58.0, -24.0, -18.2, -20.4, -24.0, 0.0, 0.0, 2021-12-26 15:00:00, None, 943.0
0.2, -18.47, 62.15, -18.1, 62.0, -24.0, -18.5, -20.4, -24.0, 0.0, 0.0, 2021-12-26 16:00:00, None, 944.0
0.2, -18.92, 68.01, -18.1, 68.0, -23.0, -18.9, -20.4, -23.0, 0.0, 0.0, 2021-12-26 17:00:00, None, 945.0
0.2, -19.12, 62.57, -18.1, 63.0, -24.0, -19.1, -20.4, -24.0, 0.0, 0.0, 2021-12-26 18:00:00, None, 947.0
0.2, -19.59, 65.08, -19.1, 65.0, -24.0, -19.6, -19.6, -24.0, 0.0, 0.0, 2021-12-26 19:00:00, None, 947.0
0.2, -20.38, 60.35, -19.1, 60.0, -25.0, -20.4, -20.3, -25.0, 0.0, 0.0, 2021-12-26 20:00:00, None, 948.0
0.2, -21.57, 62.27, -19.1, 62.0, -26.0, -21.6, -21.6, -26.0, 0.0, 0.0, 2021-12-26 21:00:00, None, 949.0
0.2, -22.21, 64.33, -19.1, 64.0, -27.0, -22.2, -22.4, -27.0, 0.0, 0.0, 2021-12-26 22:00:00, None, 951.0
0.2, -21.75, 61.06, -19.1, 61.0, -27.0, -21.8, -22.4, -27.0, 0.0, 0.0, 2021-12-26 23:00:00, None, 951.0
0.2, -22.09, 57.28, -19.1, 57.0, -28.0, -22.1, -22.4, -28.0, 0.0, 0.0, 2021-12-27 00:00:00, None, 952.0
0.2, -22.45, 56.23, -19.1, 56.0, -28.0, -22.5, -22.5, -28.0, 0.0, 0.0, 2021-12-27 01:00:00, None, 952.0
0.0, -22.89, 57.43, -19.1, 57.0, -28.0, -22.9, -22.9, -28.0, 0.0, 0.0, 2021-12-27 02:00:00, None, 952.0
0.0, -23.32, 58.08, -19.1, 58.0, -29.0, -23.3, -23.3, -29.0, 0.0, 0.0, 2021-12-27 03:00:00, None, 953.0
0.0, -24.21, 64.46, -19.1, 64.0, -28.0, -24.2, -24.2, -28.0, 0.0, 0.0, 2021-12-27 04:00:00, None, 953.0
0.0, -25.31, 65.98, -19.1, 66.0, -29.0, -25.3, -25.3, -29.0, 0.0, 0.0, 2021-12-27 05:00:00, None, 952.0
0.0, -26.06, 66.68, -19.1, 67.0, -30.0, -26.1, -26.0, -30.0, 0.0, 0.0, 2021-12-27 06:00:00, None, 952.0
0.0, -26.37, 68.66, -26.0, 69.0, -30.0, -26.4, -26.4, -30.0, 0.0, 0.0, 2021-12-27 07:00:00, None, 951.0
0.0, -27.06, 70.21, -26.0, 70.0, -30.0, -27.1, -27.1, -30.0, 0.0, 0.0, 2021-12-27 08:00:00, None, 951.0
0.0, -27.27, 72.69, -26.0, 73.0, -30.0, -27.3, -27.3, -30.0, 0.0, 0.0, 2021-12-27 09:00:00, None, 950.0
0.0, -27.1, 72.76, -26.0, 73.0, -30.0, -27.1, -27.4, -30.0, 0.0, 0.0, 2021-12-27 10:00:00, None, 950.0
0.0, -26.45, 68.0, -26.0, 68.0, -30.0, -26.5, -27.4, -30.0, 0.0, 0.0, 2021-12-27 11:00:00, None, 949.0
0.0, -25.46, 67.47, -25.4, 67.0, -29.0, -25.5, -27.4, -29.0, 0.0, 0.0, 2021-12-27 12:00:00, None, 946.0
0.0, -24.27, 63.25, -24.3, 63.0, -29.0, -24.3, -27.4, -29.0, 0.0, 0.0, 2021-12-27 13:00:00, None, 945.0
0.0, -22.81, 60.86, -22.9, 61.0, -28.0, -22.8, -27.4, -28.0, 0.0, 0.0, 2021-12-27 14:00:00, None, 944.0
0.0, -22.17, 61.3, -21.8, 61.0, -27.0, -22.2, -27.4, -27.0, 0.0, 0.0, 2021-12-27 15:00:00, None, 944.0
0.0, -22.22, 63.17, -21.8, 63.0, -27.0, -22.2, -27.4, -27.0, 0.0, 0.0, 2021-12-27 16:00:00, None, 944.0
0.0, -21.82, 63.13, -21.8, 63.0, -27.0, -21.8, -27.4, -27.0, 0.0, 0.0, 2021-12-27 17:00:00, None, 944.0
0.0, -21.42, 63.53, -21.5, 64.0, -26.0, -21.4, -27.4, -26.0, 0.0, 0.0, 2021-12-27 18:00:00, None, 944.0
0.0, -21.6, 68.21, -21.4, 68.0, -25.0, -21.6, -21.7, -25.0, 0.0, 0.0, 2021-12-27 19:00:00, None, 944.0
0.0, -21.29, 65.3, -21.3, 65.0, -26.0, -21.3, -21.7, -26.0, 0.0, 0.0, 2021-12-27 20:00:00, None, 945.0
0.0, -20.75, 66.93, -20.8, 67.0, -25.0, -20.8, -21.7, -25.0, 0.0, 0.0, 2021-12-27 21:00:00, None, 945.0
0.0, -20.52, 66.08, -20.6, 66.0, -24.0, -20.5, -21.7, -24.0, 0.0, 0.0, 2021-12-27 22:00:00, None, 946.0
0.0, -20.22, 67.27, -20.2, 67.0, -24.0, -20.2, -21.7, -24.0, 0.0, 0.0, 2021-12-27 23:00:00, None, 945.0
0.0, -19.87, 67.38, -19.8, 67.0, -24.0, -19.9, -21.7, -24.0, 0.0, 0.0, 2021-12-28 00:00:00, None, 946.0
0.0, -19.63, 66.07, -19.6, 66.0, -24.0, -19.6, -21.7, -24.0, 0.0, 0.0, 2021-12-28 01:00:00, None, 946.0
0.0, -19.41, 67.49, -19.3, 67.0, -23.0, -19.4, -21.7, -23.0, 0.0, 0.0, 2021-12-28 02:00:00, None, 946.0
0.0, -19.02, 67.52, -19.0, 68.0, -23.0, -19.0, -21.7, -23.0, 0.0, 0.0, 2021-12-28 03:00:00, None, 947.0
0.0, -19.15, 67.5, -18.9, 68.0, -23.0, -19.2, -21.7, -23.0, 0.0, 0.0, 2021-12-28 04:00:00, None, 946.0
0.0, -19.18, 69.67, -18.9, 70.0, -23.0, -19.2, -21.7, -23.0, 0.0, 0.0, 2021-12-28 05:00:00, None, 946.0
0.0, -19.34, 70.81, -18.9, 71.0, -23.0, -19.3, -21.7, -23.0, 0.0, 0.0, 2021-12-28 06:00:00, None, 947.0
0.0, -18.82, 69.01, -18.8, 69.0, -23.0, -18.8, -19.4, -23.0, 0.0, 0.0, 2021-12-28 07:00:00, None, 947.0
0.0, -18.78, 69.25, -18.7, 69.0, -23.0, -18.8, -19.4, -23.0, 0.0, 0.0, 2021-12-28 08:00:00, None, 947.0
0.0, -18.52, 67.47, -18.4, 67.0, -23.0, -18.5, -19.4, -23.0, 0.0, 0.0, 2021-12-28 09:00:00, None, 947.0
0.0, -17.64, 66.1, -17.7, 66.0, -22.0, -17.6, -19.4, -22.0, 0.0, 0.0, 2021-12-28 10:00:00, None, 947.0
0.0, -17.07, 63.31, -17.1, 63.0, -22.0, -17.1, -19.4, -22.0, 0.0, 0.0, 2021-12-28 11:00:00, None, 946.0
0.0, -16.31, 62.04, -16.2, 62.0, -21.0, -16.3, -19.4, -21.0, 0.0, 0.0, 2021-12-28 12:00:00, None, 945.0
0.0, -15.79, 60.97, -15.8, 61.0, -21.0, -15.8, -19.4, -21.0, 0.0, 0.0, 2021-12-28 13:00:00, None, 944.0
0.0, -15.45, 62.73, -15.4, 63.0, -20.0, -15.5, -19.4, -20.0, 0.0, 0.0, 2021-12-28 14:00:00, None, 944.0
0.0, -15.3, 64.38, -15.3, 64.0, -20.0, -15.3, -19.4, -20.0, 0.0, 0.0, 2021-12-28 15:00:00, None, 943.0
0.0, -15.44, 68.94, -15.1, 69.0, -19.0, -15.4, -19.4, -19.0, 0.0, 0.0, 2021-12-28 16:00:00, None, 943.0
0.0, -16.8, 74.68, -15.1, 75.0, -20.0, -16.8, -19.4, -20.0, 0.0, 0.0, 2021-12-28 17:00:00, None, 943.0
0.0, -16.55, 74.86, -15.1, 75.0, -19.0, -16.6, -19.4, -19.0, 0.0, 0.0, 2021-12-28 18:00:00, None, 944.0
0.0, -17.18, 76.93, -16.5, 77.0, -20.0, -17.2, -17.2, -20.0, 0.0, 0.0, 2021-12-28 19:00:00, None, 944.0
0.0, -16.98, 76.82, -16.5, 77.0, -20.0, -17.0, -17.4, -20.0, 0.0, 0.0, 2021-12-28 20:00:00, None, 944.0
0.2, -16.63, 78.49, -16.4, 78.0, -19.0, -16.6, -17.4, -19.0, 0.2, 0.0, 2021-12-28 21:00:00, None, 946.0
0.4, -15.85, 79.98, -15.8, 80.0, -18.0, -15.9, -17.4, -18.0, 0.2, 0.0, 2021-12-28 22:00:00, None, 947.0
0.4, -15.35, 73.88, -15.2, 74.0, -19.0, -15.4, -17.4, -19.0, 0.0, 0.0, 2021-12-28 23:00:00, None, 947.0
0.4, -15.28, 74.93, -15.2, 75.0, -18.0, -15.3, -17.4, -18.0, 0.0, 0.0, 2021-12-29 00:00:00, None, 948.0
0.4, -15.22, 71.83, -15.1, 72.0, -19.0, -15.2, -17.4, -19.0, 0.0, 0.0, 2021-12-29 01:00:00, None, 950.0
0.4, -15.77, 64.28, -15.1, 64.0, -20.0, -15.8, -17.4, -20.0, 0.0, 0.0, 2021-12-29 02:00:00, None, 950.0
0.4, -17.7, 75.02, -15.1, 75.0, -21.0, -17.7, -17.8, -21.0, 0.0, 0.0, 2021-12-29 03:00:00, None, 951.0
0.4, -18.62, 74.12, -15.1, 74.0, -22.0, -18.6, -18.5, -22.0, 0.0, 0.0, 2021-12-29 04:00:00, None, 952.0
0.4, -19.21, 73.56, -15.1, 74.0, -23.0, -19.2, -19.5, -23.0, 0.0, 0.0, 2021-12-29 05:00:00, None, 953.0
0.4, -20.46, 75.65, -15.1, 76.0, -23.0, -20.5, -20.5, -23.0, 0.0, 0.0, 2021-12-29 06:00:00, None, 953.0
0.4, -21.21, 77.07, -20.3, 77.0, -24.0, -21.2, -21.3, -24.0, 0.0, 0.0, 2021-12-29 07:00:00, None, 954.0
0.4, -21.84, 77.94, -20.3, 78.0, -24.0, -21.8, -21.9, -24.0, 0.0, 0.0, 2021-12-29 08:00:00, None, 954.0
0.4, -22.42, 77.75, -20.3, 78.0, -25.0, -22.4, -22.4, -25.0, 0.0, 0.0, 2021-12-29 09:00:00, None, 954.0
0.4, -22.57, 76.17, -20.3, 76.0, -25.0, -22.6, -22.7, -25.0, 0.0, 0.0, 2021-12-29 10:00:00, None, 955.0
0.4, -21.55, 72.49, -20.3, 72.0, -25.0, -21.6, -22.7, -25.0, 0.0, 0.0, 2021-12-29 11:00:00, None, 954.0
0.4, -20.5, 69.7, -20.3, 70.0, -24.0, -20.5, -22.7, -24.0, 0.0, 0.0, 2021-12-29 12:00:00, None, 951.0
0.4, -18.78, 66.45, -18.7, 66.0, -23.0, -18.8, -22.7, -23.0, 0.0, 0.0, 2021-12-29 13:00:00, None, 952.0
0.4, -18.15, 65.0, -18.1, 65.0, -23.0, -18.2, -22.7, -23.0, 0.0, 0.0, 2021-12-29 14:00:00, None, 950.0
0.4, -17.63, 67.03, -17.6, 67.0, -22.0, -17.6, -22.7, -22.0, 0.0, 0.0, 2021-12-29 15:00:00, None, 948.0
0.4, -17.61, 67.48, -17.3, 67.0, -22.0, -17.6, -22.7, -22.0, 0.0, 0.0, 2021-12-29 16:00:00, None, 947.0
0.4, -17.51, 67.86, -17.3, 68.0, -21.0, -17.5, -22.7, -21.0, 0.0, 0.0, 2021-12-29 17:00:00, None, 946.0
0.4, -17.49, 72.19, -17.3, 72.0, -21.0, -17.5, -22.7, -21.0, 0.0, 0.0, 2021-12-29 18:00:00, None, 944.0
0.4, -17.12, 72.22, -17.0, 72.0, -21.0, -17.1, -17.5, -21.0, 0.0, 0.0, 2021-12-29 19:00:00, None, 944.0
0.4, -16.55, 74.67, -16.5, 75.0, -19.0, -16.6, -17.5, -19.0, 0.0, 0.0, 2021-12-29 20:00:00, None, 942.0
0.4, -15.06, 74.99, -15.0, 75.0, -18.0, -15.1, -17.5, -18.0, 0.2, 0.0, 2021-12-29 21:00:00, None, 941.0
1.1, -15.07, 80.8, -14.9, 81.0, -17.0, -15.1, -17.5, -17.0, 0.9, 1.0, 2021-12-29 22:00:00, None, 940.0
2.0, -15.04, 81.6, -14.9, 82.0, -17.0, -15.0, -17.5, -17.0, 0.9, 1.0, 2021-12-29 23:00:00, None, 939.0
2.0, -14.76, 81.0, -14.7, 81.0, -17.0, -14.8, -17.5, -17.0, 0.0, 0.0, 2021-12-30 00:00:00, None, 939.0
2.0, -14.62, 80.7, -14.6, 81.0, -17.0, -14.6, -17.5, -17.0, 0.0, 0.0, 2021-12-30 01:00:00, None, 940.0
2.4, -14.69, 83.6, -14.5, 84.0, -17.0, -14.7, -17.5, -17.0, 0.4, 0.0, 2021-12-30 02:00:00, None, 940.0
2.7, -14.72, 83.4, -14.5, 83.0, -16.0, -14.7, -17.5, -16.0, 0.3, 0.0, 2021-12-30 03:00:00, None, 940.0
2.9, -14.54, 83.2, -14.4, 83.0, -16.0, -14.5, -17.5, -16.0, 0.2, 0.0, 2021-12-30 04:00:00, None, 939.0
3.4, -14.45, 83.6, -14.3, 84.0, -16.0, -14.5, -17.5, -16.0, 0.5, 1.0, 2021-12-30 05:00:00, None, 939.0
3.6, -14.34, 82.9, -14.3, 83.0, -16.0, -14.3, -17.5, -16.0, 0.2, 0.0, 2021-12-30 06:00:00, None, 939.0
3.6, -14.33, 80.4, -14.2, 80.0, -16.0, -14.3, -14.6, -16.0, 0.0, 0.0, 2021-12-30 07:00:00, None, 939.0
3.6, -14.26, 80.6, -14.1, 81.0, -16.0, -14.3, -14.6, -16.0, 0.0, 0.0, 2021-12-30 08:00:00, None, 940.0
3.6, -14.72, 80.7, -14.1, 81.0, -17.0, -14.7, -14.7, -17.0, 0.0, 0.0, 2021-12-30 09:00:00, None, 941.0
3.6, -13.37, 79.11, -13.4, 79.0, -16.0, -13.4, -14.7, -16.0, 0.0, 0.0, 2021-12-30 10:00:00, None, 941.0
3.6, -12.61, 77.42, -12.6, 77.0, -15.0, -12.6, -14.7, -15.0, 0.0, 0.0, 2021-12-30 11:00:00, None, 942.0
3.6, -12.23, 76.88, -12.1, 77.0, -15.0, -12.2, -14.7, -15.0, 0.0, 0.0, 2021-12-30 12:00:00, None, 942.0
3.6, -11.68, 75.42, -11.6, 75.0, -15.0, -11.7, -14.7, -15.0, 0.0, 0.0, 2021-12-30 13:00:00, None, 942.0
3.6, -11.39, 73.7, -11.2, 74.0, -14.0, -11.4, -14.7, -14.0, 0.0, 0.0, 2021-12-30 14:00:00, None, 941.0
3.6, -11.36, 73.73, -11.0, 74.0, -15.0, -11.4, -14.7, -15.0, 0.0, 0.0, 2021-12-30 15:00:00, None, 942.0
3.6, -11.66, 76.95, -11.0, 77.0, -14.0, -11.7, -14.7, -14.0, 0.0, 0.0, 2021-12-30 16:00:00, None, 942.0
3.6, -13.14, 81.4, -11.0, 81.0, -16.0, -13.1, -14.7, -16.0, 0.0, 0.0, 2021-12-30 17:00:00, None, 943.0
3.6, -14.39, 83.1, -11.0, 83.0, -16.0, -14.4, -14.7, -16.0, 0.0, 0.0, 2021-12-30 18:00:00, None, 943.0
3.6, -14.64, 84.1, -14.2, 84.0, -17.0, -14.6, -14.7, -17.0, 0.0, 0.0, 2021-12-30 19:00:00, None, 944.0
3.6, -15.01, 83.3, -14.2, 83.0, -17.0, -15.0, -15.4, -17.0, 0.0, 0.0, 2021-12-30 20:00:00, None, 945.0
3.4, -15.82, 83.6, -14.2, 84.0, -18.0, -15.8, -15.9, -18.0, 0.0, 0.0, 2021-12-30 21:00:00, None, 946.0
2.5, -15.54, 84.1, -14.2, 84.0, -17.0, -15.5, -16.0, -17.0, 0.0, 0.0, 2021-12-30 22:00:00, None, 946.0
1.6, -15.77, 83.0, -14.2, 83.0, -18.0, -15.8, -16.0, -18.0, 0.0, 0.0, 2021-12-30 23:00:00, None, 947.0
1.6, -15.73, 82.4, -14.2, 82.0, -18.0, -15.7, -16.0, -18.0, 0.0, 0.0, 2021-12-31 00:00:00, None, 947.0
1.6, -16.57, 83.4, -14.2, 83.0, -18.0, -16.6, -16.6, -18.0, 0.0, 0.0, 2021-12-31 01:00:00, None, 948.0
1.2, -17.21, 83.3, -14.2, 83.0, -19.0, -17.2, -17.4, -19.0, 0.0, 0.0, 2021-12-31 02:00:00, None, 948.0
0.9, -16.82, 82.0, -14.2, 82.0, -19.0, -16.8, -17.4, -19.0, 0.0, 0.0, 2021-12-31 03:00:00, None, 949.0
0.7, -17.43, 81.4, -14.2, 81.0, -20.0, -17.4, -17.4, -20.0, 0.0, 0.0, 2021-12-31 04:00:00, None, 949.0
0.2, -17.88, 81.8, -14.2, 82.0, -20.0, -17.9, -18.2, -20.0, 0.0, 0.0, 2021-12-31 05:00:00, None, 950.0
0.0, -18.75, 81.9, -14.2, 82.0, -21.0, -18.8, -19.2, -21.0, 0.0, 0.0, 2021-12-31 06:00:00, None, 951.0
0.0, -19.54, 80.2, -18.8, 80.0, -22.0, -19.5, -19.6, -22.0, 0.0, 0.0, 2021-12-31 07:00:00, None, 952.0
0.0, -20.68, 79.73, -18.8, 80.0, -23.0, -20.7, -20.7, -23.0, 0.0, 0.0, 2021-12-31 08:00:00, None, 953.0
0.0, -20.48, 78.92, -18.8, 79.0, -23.0, -20.5, -20.7, -23.0, 0.0, 0.0, 2021-12-31 09:00:00, None, 954.0
0.0, -20.12, 77.58, -18.8, 78.0, -23.0, -20.1, -20.7, -23.0, 0.0, 0.0, 2021-12-31 10:00:00, None, 955.0
0.0, -18.98, 76.97, -18.8, 77.0, -22.0, -19.0, -20.7, -22.0, 0.0, 0.0, 2021-12-31 11:00:00, None, 955.0
0.0, -17.91, 77.18, -17.7, 77.0, -21.0, -17.9, -20.7, -21.0, 0.0, 0.0, 2021-12-31 12:00:00, None, 955.0
0.0, -17.59, 77.42, -17.1, 77.0, -20.0, -17.6, -20.7, -20.0, 0.0, 0.0, 2021-12-31 13:00:00, None, 954.0
0.0, -16.51, 78.3, -16.4, 78.0, -19.0, -16.5, -20.7, -19.0, 0.0, 0.0, 2021-12-31 14:00:00, None, 954.0
0.0, -16.3, 74.73, -16.1, 75.0, -19.0, -16.3, -20.7, -19.0, 0.0, 0.0, 2021-12-31 15:00:00, None, 955.0
0.0, -16.9, 78.11, -16.1, 78.0, -19.0, -16.9, -20.7, -19.0, 0.0, 0.0, 2021-12-31 16:00:00, None, 955.0
0.0, -18.31, 82.4, -16.1, 82.0, -20.0, -18.3, -20.7, -20.0, 0.0, 0.0, 2021-12-31 17:00:00, None, 955.0
0.0, -18.41, 82.5, -16.1, 83.0, -21.0, -18.4, -20.7, -21.0, 0.0, 0.0, 2021-12-31 18:00:00, None, 956.0
0.0, -19.17, 83.4, -18.3, 83.0, -21.0, -19.2, -19.5, -21.0, 0.0, 0.0, 2021-12-31 19:00:00, None, 956.0
0.0, -19.97, 81.5, -18.3, 82.0, -22.0, -20.0, -20.0, -22.0, 0.0, 0.0, 2021-12-31 20:00:00, None, 956.0
