station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
None, 6.98, 80.8, None, None, None, None, None, 4.0, None, None, 2022-10-05 07:00:00, None, None
None, 7.276, 79.77, None, None, None, None, None, 4.0, None, None, 2022-10-05 08:00:00, None, None
None, 8.08, 75.43, None, None, None, None, None, 4.0, None, None, 2022-10-05 09:00:00, None, None
None, 10.2, 67.31, None, None, None, None, None, 4.0, None, None, 2022-10-05 10:00:00, None, None
None, 12.54, 58.08, None, None, None, None, None, 5.0, None, None, 2022-10-05 11:00:00, None, None
0.0, 15.41, 51.2, 15.4, 51.0, 5.0, 15.4, 6.9, 5.0, 0.0, None, 2022-10-05 12:00:00, None, 957.0
0.0, 18.1, 45.87, 18.1, 46.0, 6.0, 18.1, 6.9, 6.0, 0.0, None, 2022-10-05 13:00:00, None, 957.0
None, 20.08, 41.6, None, None, None, None, None, 7.0, None, None, 2022-10-05 14:00:00, None, None
0.0, 21.2, 38.37, 21.3, 38.0, 6.0, 21.2, 6.9, 6.0, 0.0, None, 2022-10-05 15:00:00, None, 955.0
0.0, 20.39, 45.59, 21.7, 46.0, 9.0, 20.4, 6.9, 9.0, 0.0, None, 2022-10-05 16:00:00, None, 955.0
0.0, 18.15, 55.85, 21.7, 56.0, 9.0, 18.2, 6.9, 9.0, 0.0, None, 2022-10-05 17:00:00, None, 955.0
0.0, 16.18, 63.57, 21.7, 64.0, 9.0, 16.2, 6.9, 9.0, 0.0, None, 2022-10-05 18:00:00, None, 955.0
0.0, 15.15, 62.56, 16.3, 63.0, 8.0, 15.2, 15.1, 8.0, 0.0, None, 2022-10-05 19:00:00, None, 956.0
None, 14.5, 56.05, 16.3, 56.0, 6.0, 14.5, 14.4, 6.0, None, None, 2022-10-05 20:00:00, None, 957.0
None, 12.6, 63.57, 16.3, 64.0, 6.0, 12.6, 12.6, 6.0, 0.0, None, 2022-10-05 21:00:00, None, 957.0
None, 11.68, 67.73, 16.3, 68.0, 6.0, 11.7, 11.5, 6.0, 0.0, None, 2022-10-05 22:00:00, None, 958.0
None, 10.52, 71.82, 16.3, 72.0, 5.0, 10.5, 10.4, 5.0, 0.0, None, 2022-10-05 23:00:00, None, 959.0
None, 9.8, 74.58, 16.3, 75.0, 5.0, 9.8, 9.8, 5.0, 0.0, None, 2022-10-06 00:00:00, None, 960.0
None, 10.23, 69.48, 16.3, 69.0, 5.0, 10.2, 9.4, 5.0, 0.0, None, 2022-10-06 01:00:00, None, 960.0
None, 8.72, 75.87, 16.3, 76.0, 5.0, 8.7, 8.8, 5.0, 0.0, None, 2022-10-06 02:00:00, None, 960.0
None, 9.35, 69.89, 16.3, 70.0, 4.0, 9.4, 8.3, 4.0, 0.0, None, 2022-10-06 03:00:00, None, 961.0
None, 8.41, 72.68, 16.3, 73.0, 4.0, 8.4, 8.1, 4.0, 0.0, None, 2022-10-06 04:00:00, None, 961.0
None, 8.16, 72.81, 16.3, 73.0, 4.0, 8.2, 7.3, 4.0, 0.0, None, 2022-10-06 05:00:00, None, 961.0
None, 7.027, 76.58, 16.3, 77.0, 3.0, 7.0, 7.1, 3.0, 0.0, None, 2022-10-06 06:00:00, None, 962.0
None, 6.608, 78.85, 7.4, 79.0, 3.0, 6.6, 6.6, 3.0, 0.0, None, 2022-10-06 07:00:00, None, 963.0
None, 6.659, 77.96, 7.4, 78.0, 3.0, 6.7, 6.3, 3.0, 0.0, None, 2022-10-06 08:00:00, None, 962.0
None, 7.41, 74.79, 7.5, 75.0, 3.0, 7.4, 6.3, 3.0, 0.0, None, 2022-10-06 09:00:00, None, 963.0
None, 10.05, 65.31, 9.9, 65.0, 4.0, 10.1, 6.3, 4.0, 0.0, None, 2022-10-06 10:00:00, None, 963.0
None, 12.38, 55.95, 12.5, 56.0, 4.0, 12.4, 6.3, 4.0, 0.0, None, 2022-10-06 11:00:00, None, 962.0
None, 15.57, 50.15, 15.7, 50.0, 5.0, 15.6, 6.3, 5.0, 0.0, None, 2022-10-06 12:00:00, None, 961.0
None, 18.46, 40.93, 18.3, 41.0, 5.0, 18.5, 6.3, 5.0, 0.0, None, 2022-10-06 13:00:00, None, 960.0
None, 20.05, 39.99, 20.0, 40.0, 6.0, 20.1, 6.3, 6.0, 0.0, None, 2022-10-06 14:00:00, None, 959.0
None, 20.24, 40.58, 20.4, 41.0, 6.0, 20.2, 6.3, 6.0, 0.0, None, 2022-10-06 15:00:00, None, 958.0
None, 18.19, 56.26, 20.4, 56.0, 9.0, 18.2, 6.3, 9.0, 0.0, None, 2022-10-06 16:00:00, None, 958.0
None, 16.2, 64.37, 20.4, 64.0, 9.0, 16.2, 6.3, 9.0, 0.0, None, 2022-10-06 17:00:00, None, 957.0
None, 15.65, 66.65, 20.4, 67.0, 10.0, 15.7, 6.3, 10.0, 0.0, None, 2022-10-06 18:00:00, None, 957.0
None, 15.08, 62.37, 15.7, 62.0, 8.0, 15.1, 14.7, 8.0, 0.0, None, 2022-10-06 19:00:00, None, 958.0
0.0, 14.78, 60.2, 15.7, 60.0, 7.0, 14.8, 14.3, 7.0, 0.0, None, 2022-10-06 20:00:00, None, 958.0
0.0, 13.29, 65.46, 15.7, 65.0, 7.0, 13.3, 13.1, 7.0, 0.0, None, 2022-10-06 21:00:00, None, 959.0
None, 11.91, 69.63, 15.7, 70.0, 7.0, 11.9, 11.8, 7.0, None, None, 2022-10-06 22:00:00, None, 959.0
None, 11.13, 71.89, 15.7, 72.0, 6.0, 11.1, 11.0, 6.0, 0.0, None, 2022-10-06 23:00:00, None, 960.0
None, 10.36, 76.25, 15.7, 76.0, 6.0, 10.4, 10.2, 6.0, 0.0, None, 2022-10-07 00:00:00, None, 961.0
None, 10.52, 73.77, 15.7, 74.0, 6.0, 10.5, 9.8, 6.0, 0.0, None, 2022-10-07 01:00:00, None, 960.0
None, 9.93, 76.91, 15.7, 77.0, 6.0, 9.9, 9.8, 6.0, 0.0, None, 2022-10-07 02:00:00, None, 961.0
None, 9.74, 74.78, 15.7, 75.0, 6.0, 9.7, 9.5, 6.0, 0.0, None, 2022-10-07 03:00:00, None, 961.0
None, 8.98, 75.92, 15.7, 76.0, 5.0, 9.0, 8.6, 5.0, 0.0, None, 2022-10-07 04:00:00, None, 961.0
None, 8.83, 75.51, 15.7, 76.0, 5.0, 8.8, 8.5, 5.0, 0.0, None, 2022-10-07 05:00:00, None, 962.0
None, 8.67, 75.48, 15.7, 75.0, 5.0, 8.7, 8.3, 5.0, 0.0, None, 2022-10-07 06:00:00, None, 962.0
None, 8.46, 75.52, 8.7, 76.0, 4.0, 8.5, 7.8, 4.0, 0.0, None, 2022-10-07 07:00:00, None, 963.0
None, 7.703, 78.89, 8.7, 79.0, 4.0, 7.7, 7.6, 4.0, 0.0, None, 2022-10-07 08:00:00, None, 963.0
None, None, None, 8.7, 74.0, 4.0, 8.5, 7.5, None, None, None, 2022-10-07 09:00:00, None, 963.0
None, 10.35, 67.26, 10.4, 67.0, 4.0, 10.4, 7.5, 4.0, 0.0, None, 2022-10-07 10:00:00, None, 963.0
None, 12.82, 58.77, 12.9, 59.0, 5.0, 12.8, 7.5, 5.0, 0.0, None, 2022-10-07 11:00:00, None, 963.0
None, 15.01, 52.55, 15.1, 53.0, 6.0, 15.0, 7.5, 6.0, 0.0, None, 2022-10-07 12:00:00, None, 962.0
None, 17.69, 46.0, 17.6, 46.0, 6.0, 17.7, 7.5, 6.0, 0.0, None, 2022-10-07 13:00:00, None, 960.0
None, 19.81, 41.54, 19.9, 42.0, 6.0, 19.8, 7.5, 6.0, 0.0, None, 2022-10-07 14:00:00, None, 959.0
None, 20.69, 40.05, 20.6, 40.0, 7.0, 20.7, 7.5, 7.0, 0.0, None, 2022-10-07 15:00:00, None, 958.0
None, 18.74, 56.23, 20.8, 56.0, 10.0, 18.7, 7.5, 10.0, 0.0, None, 2022-10-07 16:00:00, None, 958.0
None, 18.56, 61.46, 20.8, 61.0, 11.0, 18.6, 7.5, 11.0, 0.0, None, 2022-10-07 17:00:00, None, 957.0
None, 16.79, 64.28, 20.8, 64.0, 10.0, 16.8, 7.5, 10.0, 0.0, None, 2022-10-07 18:00:00, None, 957.0
None, 15.52, 62.21, 16.8, 62.0, 8.0, 15.5, 15.4, 8.0, 0.0, None, 2022-10-07 19:00:00, None, 958.0
None, 14.69, 59.6, 16.8, 60.0, 7.0, 14.7, 14.9, 7.0, 0.0, None, 2022-10-07 20:00:00, None, 958.0
None, 13.81, 58.25, 16.8, 58.0, 6.0, 13.8, 13.9, 6.0, 0.0, None, 2022-10-07 21:00:00, None, 959.0
None, 12.39, 65.55, 16.8, 66.0, 6.0, 12.4, 12.2, 6.0, 0.0, None, 2022-10-07 22:00:00, None, 959.0
None, 10.93, 72.54, 16.8, 73.0, 6.0, 10.9, 10.9, 6.0, 0.0, None, 2022-10-07 23:00:00, None, 959.0
None, 10.22, 76.65, 16.8, 77.0, 6.0, 10.2, 10.1, 6.0, 0.0, None, 2022-10-08 00:00:00, None, 960.0
None, 9.92, 75.05, 16.8, 75.0, 6.0, 9.9, 9.4, 6.0, 0.0, None, 2022-10-08 01:00:00, None, 960.0
None, 9.64, 73.44, 16.8, 73.0, 5.0, 9.6, 9.1, 5.0, 0.0, None, 2022-10-08 02:00:00, None, 961.0
None, 8.67, 78.15, 16.8, 78.0, 5.0, 8.7, 8.6, 5.0, 0.0, None, 2022-10-08 03:00:00, None, 961.0
None, 8.4, 76.64, 16.8, 77.0, 5.0, 8.4, 8.4, 5.0, 0.0, None, 2022-10-08 04:00:00, None, 961.0
None, 7.727, 77.91, 16.8, 78.0, 4.0, 7.7, 7.7, 4.0, 0.0, None, 2022-10-08 05:00:00, None, 961.0
None, 7.02, 80.1, 16.8, 80.0, 4.0, 7.0, 7.0, 4.0, 0.0, None, 2022-10-08 06:00:00, None, 962.0
None, 6.908, 80.9, 7.6, 81.0, 4.0, 6.9, 6.9, 4.0, 0.0, None, 2022-10-08 07:00:00, None, 961.0
None, 6.636, 81.8, 7.6, 82.0, 4.0, 6.6, 6.2, 4.0, 0.0, None, 2022-10-08 08:00:00, None, 962.0
0.0, 7.465, 78.04, 7.6, 78.0, 4.0, 7.5, 6.2, 4.0, 0.0, None, 2022-10-08 09:00:00, None, 962.0
0.0, 9.4, 69.52, 9.4, 70.0, 4.0, 9.4, 6.2, 4.0, 0.0, None, 2022-10-08 10:00:00, None, 962.0
0.0, 12.14, 60.46, 12.0, 60.0, 5.0, 12.1, 6.2, 5.0, 0.0, None, 2022-10-08 11:00:00, None, 961.0
0.0, 14.49, 54.45, 14.6, 54.0, 5.0, 14.5, 6.2, 5.0, 0.0, None, 2022-10-08 12:00:00, None, 959.0
0.0, 16.68, 47.46, 16.7, 47.0, 5.0, 16.7, 6.2, 5.0, 0.0, None, 2022-10-08 13:00:00, None, 959.0
0.0, 18.21, 46.17, 18.4, 46.0, 6.0, 18.2, 6.2, 6.0, 0.0, None, 2022-10-08 14:00:00, None, 957.0
0.0, 19.06, 48.82, 19.3, 49.0, 8.0, 19.1, 6.2, 8.0, 0.0, None, 2022-10-08 15:00:00, None, 957.0
0.0, 17.74, 56.79, 19.6, 57.0, 10.0, 17.7, 6.2, 10.0, 0.0, None, 2022-10-08 16:00:00, None, 955.0
0.0, 18.02, 54.99, 19.6, 55.0, 9.0, 18.0, 6.2, 9.0, 0.0, None, 2022-10-08 17:00:00, None, 955.0
0.0, 15.09, 65.46, 19.6, 65.0, 9.0, 15.1, 6.2, 9.0, 0.0, None, 2022-10-08 18:00:00, None, 955.0
0.0, 13.61, 67.39, 15.2, 67.0, 8.0, 13.6, 13.4, 8.0, 0.0, None, 2022-10-08 19:00:00, None, 956.0
0.0, 12.59, 69.24, 15.2, 69.0, 7.0, 12.6, 12.5, 7.0, 0.0, None, 2022-10-08 20:00:00, None, 956.0
0.0, 11.59, 72.08, 15.2, 72.0, 7.0, 11.6, 11.6, 7.0, 0.0, None, 2022-10-08 21:00:00, None, 957.0
0.0, 10.71, 73.6, 15.2, 74.0, 6.0, 10.7, 10.6, 6.0, 0.0, None, 2022-10-08 22:00:00, None, 957.0
0.0, 10.03, 76.61, 15.2, 77.0, 6.0, 10.0, 9.7, 6.0, 0.0, None, 2022-10-08 23:00:00, None, 959.0
0.0, 9.12, 81.6, 15.2, 82.0, 6.0, 9.1, 9.1, 6.0, 0.0, None, 2022-10-09 00:00:00, None, 958.0
0.0, 8.73, 80.6, 15.2, 81.0, 5.0, 8.7, 8.6, 5.0, 0.0, None, 2022-10-09 01:00:00, None, 959.0
0.0, 9.19, 75.4, 15.2, 75.0, 5.0, 9.2, 8.2, 5.0, 0.0, None, 2022-10-09 02:00:00, None, 959.0
0.0, 8.18, 79.54, 15.2, 80.0, 5.0, 8.2, 7.9, 5.0, 0.0, None, 2022-10-09 03:00:00, None, 959.0
0.0, 8.08, 78.36, 15.2, 78.0, 5.0, 8.1, 7.5, 5.0, 0.0, None, 2022-10-09 04:00:00, None, 960.0
0.0, 7.22, 79.46, 15.2, 79.0, 4.0, 7.2, 7.1, 4.0, 0.0, None, 2022-10-09 05:00:00, None, 960.0
0.0, 6.209, 83.5, 15.2, 84.0, 3.0, 6.2, 6.2, 3.0, 0.0, None, 2022-10-09 06:00:00, None, 960.0
0.0, 5.869, 84.5, 6.7, 85.0, 3.0, 5.9, 5.6, 3.0, 0.0, None, 2022-10-09 07:00:00, None, 960.0
0.0, 5.604, 85.4, 6.7, 85.0, 3.0, 5.6, 5.3, 3.0, 0.0, None, 2022-10-09 08:00:00, None, 961.0
0.0, 6.62, 79.51, 6.7, 80.0, 3.0, 6.6, 5.3, 3.0, 0.0, None, 2022-10-09 09:00:00, None, 961.0
0.0, 8.86, 70.8, 8.8, 71.0, 4.0, 8.9, 5.3, 4.0, 0.0, None, 2022-10-09 10:00:00, None, 960.0
0.0, 11.29, 61.53, 11.4, 62.0, 4.0, 11.3, 5.3, 4.0, 0.0, None, 2022-10-09 11:00:00, None, 960.0
0.0, 14.09, 53.85, 14.2, 54.0, 5.0, 14.1, 5.3, 5.0, 0.0, None, 2022-10-09 12:00:00, None, 959.0
0.0, 17.11, 46.55, 16.9, 47.0, 5.0, 17.1, 5.3, 5.0, 0.0, None, 2022-10-09 13:00:00, None, 958.0
0.0, 17.27, 48.16, 18.1, 48.0, 6.0, 17.3, 5.3, 6.0, 0.0, None, 2022-10-09 14:00:00, None, 957.0
0.0, 17.78, 46.99, 18.2, 47.0, 6.0, 17.8, 5.3, 6.0, 0.0, None, 2022-10-09 15:00:00, None, 955.0
0.0, 17.09, 51.81, 19.2, 52.0, 7.0, 17.1, 5.3, 7.0, 0.0, None, 2022-10-09 16:00:00, None, 955.0
0.0, 16.08, 50.04, 19.2, 50.0, 6.0, 16.1, 5.3, 6.0, 0.0, None, 2022-10-09 17:00:00, None, 954.0
0.0, 14.97, 51.27, 19.2, 51.0, 5.0, 15.0, 5.3, 5.0, 0.0, None, 2022-10-09 18:00:00, None, 954.0
0.0, 13.16, 57.04, 15.1, 57.0, 5.0, 13.2, 13.1, 5.0, 0.0, None, 2022-10-09 19:00:00, None, 954.0
0.0, 11.77, 59.89, 15.1, 60.0, 4.0, 11.8, 11.7, 4.0, 0.0, None, 2022-10-09 20:00:00, None, 955.0
0.0, 10.22, 64.68, 15.1, 65.0, 4.0, 10.2, 10.2, 4.0, 0.0, None, 2022-10-09 21:00:00, None, 955.0
0.0, 9.39, 65.64, 15.1, 66.0, 3.0, 9.4, 9.0, 3.0, 0.0, None, 2022-10-09 22:00:00, None, 955.0
0.0, 8.53, 71.13, 15.1, 71.0, 4.0, 8.5, 8.4, 4.0, 0.0, None, 2022-10-09 23:00:00, None, 954.0
0.0, 7.933, 74.21, 15.1, 74.0, 4.0, 7.9, 7.8, 4.0, 0.0, None, 2022-10-10 00:00:00, None, 954.0
0.0, 8.2, 70.01, 15.1, 70.0, 3.0, 8.2, 7.4, 3.0, 0.0, None, 2022-10-10 01:00:00, None, 954.0
0.0, 7.268, 73.88, 15.1, 74.0, 3.0, 7.3, 6.8, 3.0, 0.0, None, 2022-10-10 02:00:00, None, 954.0
0.0, 7.548, 68.91, 15.1, 69.0, 2.0, 7.5, 6.8, 2.0, 0.0, None, 2022-10-10 03:00:00, None, 954.0
0.0, 7.197, 70.19, 15.1, 70.0, 2.0, 7.2, 6.5, 2.0, 0.0, None, 2022-10-10 04:00:00, None, 954.0
0.0, 6.47, 72.26, 15.1, 72.0, 2.0, 6.5, 6.1, 2.0, 0.0, None, 2022-10-10 05:00:00, None, 953.0
0.0, 6.094, 73.7, 15.1, 74.0, 2.0, 6.1, 5.7, 2.0, 0.0, None, 2022-10-10 06:00:00, None, 952.0
0.0, 6.015, 73.55, 6.4, 74.0, 2.0, 6.0, 5.8, 2.0, 0.0, None, 2022-10-10 07:00:00, None, 952.0
0.0, 6.343, 72.64, 6.5, 73.0, 2.0, 6.3, 5.7, 2.0, 0.0, None, 2022-10-10 08:00:00, None, 951.0
0.0, 6.612, 71.65, 6.7, 72.0, 2.0, 6.6, 5.7, 2.0, 0.0, None, 2022-10-10 09:00:00, None, 950.0
0.0, 7.548, 67.98, 7.6, 68.0, 2.0, 7.5, 5.7, 2.0, 0.0, None, 2022-10-10 10:00:00, None, 950.0
0.0, 10.56, 58.38, 10.4, 58.0, 3.0, 10.6, 5.7, 3.0, 0.0, None, 2022-10-10 11:00:00, None, 949.0
0.0, 13.71, 50.57, 13.9, 51.0, 3.0, 13.7, 5.7, 3.0, 0.0, None, 2022-10-10 12:00:00, None, 948.0
0.0, 21.42, 36.18, 21.3, 36.0, 6.0, 21.4, 5.7, 6.0, 0.0, None, 2022-10-10 13:00:00, None, 946.0
0.0, 22.09, 36.41, 22.6, 36.0, 7.0, 22.1, 5.7, 7.0, 0.0, None, 2022-10-10 14:00:00, None, 946.0
0.0, 21.09, 40.08, 22.6, 40.0, 7.0, 21.1, 5.7, 7.0, 0.0, None, 2022-10-10 15:00:00, None, 946.0
0.0, 21.01, 37.93, 22.6, 38.0, 6.0, 21.0, 5.7, 6.0, 0.0, None, 2022-10-10 16:00:00, None, 945.0
0.0, 20.45, 38.78, 22.6, 39.0, 6.0, 20.5, 5.7, 6.0, 0.0, None, 2022-10-10 17:00:00, None, 945.0
0.0, 19.83, 37.56, 22.6, 38.0, 5.0, 19.8, 5.7, 5.0, 0.0, None, 2022-10-10 18:00:00, None, 945.0
0.0, 18.47, 40.92, 19.9, 41.0, 5.0, 18.5, 18.3, 5.0, 0.0, None, 2022-10-10 19:00:00, None, 946.0
0.0, 14.64, 52.54, 19.9, 53.0, 5.0, 14.6, 14.7, 5.0, 0.0, None, 2022-10-10 20:00:00, None, 947.0
0.0, 13.39, 56.16, 19.9, 56.0, 5.0, 13.4, 13.3, 5.0, 0.0, None, 2022-10-10 21:00:00, None, 947.0
0.0, 12.9, 58.05, 19.9, 58.0, 5.0, 12.9, 12.5, 5.0, 0.0, None, 2022-10-10 22:00:00, None, 948.0
0.0, 13.77, 55.61, 19.9, 56.0, 5.0, 13.8, 12.5, 5.0, 0.0, None, 2022-10-10 23:00:00, None, 949.0
0.0, 12.26, 59.41, 19.9, 59.0, 5.0, 12.3, 12.3, 5.0, 0.0, None, 2022-10-11 00:00:00, None, 950.0
0.0, 12.53, 58.92, 19.9, 59.0, 5.0, 12.5, 12.2, 5.0, 0.0, None, 2022-10-11 01:00:00, None, 951.0
0.0, 12.15, 59.31, 19.9, 59.0, 4.0, 12.2, 12.2, 4.0, 0.0, None, 2022-10-11 02:00:00, None, 952.0
0.0, 11.8, 58.48, 19.9, 58.0, 4.0, 11.8, 11.5, 4.0, 0.0, None, 2022-10-11 03:00:00, None, 952.0
0.0, 13.67, 53.14, 19.9, 53.0, 4.0, 13.7, 11.5, 4.0, 0.0, None, 2022-10-11 04:00:00, None, 953.0
0.0, 12.75, 50.47, 19.9, 50.0, 3.0, 12.8, 11.5, 3.0, 0.0, None, 2022-10-11 05:00:00, None, 954.0
0.0, 12.83, 45.7, 19.9, 46.0, 1.0, 12.8, 11.5, 1.0, 0.0, None, 2022-10-11 06:00:00, None, 955.0
0.0, 10.68, 52.52, 13.0, 53.0, 2.0, 10.7, 10.7, 2.0, 0.0, None, 2022-10-11 07:00:00, None, 955.0
0.0, 9.33, 54.65, 13.0, 55.0, 1.0, 9.3, 8.9, 1.0, 0.0, None, 2022-10-11 08:00:00, None, 955.0
0.0, 10.53, 52.23, 13.0, 52.0, 1.0, 10.5, 8.9, 1.0, 0.0, None, 2022-10-11 09:00:00, None, 956.0
0.0, 12.13, 46.96, 13.0, 47.0, 2.0, 12.1, 8.9, 2.0, 0.0, None, 2022-10-11 10:00:00, None, 957.0
0.0, 13.46, 45.23, 13.9, 45.0, 2.0, 13.5, 8.9, 2.0, 0.0, None, 2022-10-11 11:00:00, None, 957.0
0.0, 15.97, 43.37, 16.3, 43.0, 3.0, 16.0, 8.9, 3.0, 0.0, None, 2022-10-11 12:00:00, None, 956.0
0.0, 17.41, 39.73, 17.5, 40.0, 4.0, 17.4, 8.9, 4.0, 0.0, None, 2022-10-11 13:00:00, None, 955.0
0.0, 18.09, 36.15, 18.4, 36.0, 3.0, 18.1, 8.9, 3.0, 0.0, None, 2022-10-11 14:00:00, None, 954.0
0.0, 16.15, 49.56, 18.8, 50.0, 5.0, 16.2, 8.9, 5.0, 0.0, None, 2022-10-11 15:00:00, None, 954.0
0.0, 16.23, 50.99, 18.8, 51.0, 6.0, 16.2, 8.9, 6.0, 0.0, None, 2022-10-11 16:00:00, None, 953.0
0.0, 16.02, 52.81, 18.8, 53.0, 6.0, 16.0, 8.9, 6.0, 0.0, None, 2022-10-11 17:00:00, None, 953.0
0.0, 17.09, 45.46, 18.8, 45.0, 5.0, 17.1, 8.9, 5.0, 0.0, None, 2022-10-11 18:00:00, None, 954.0
0.0, 14.64, 56.57, 18.0, 57.0, 6.0, 14.6, 14.5, 6.0, 0.0, None, 2022-10-11 19:00:00, None, 954.0
0.0, 12.87, 58.27, 18.0, 58.0, 5.0, 12.9, 13.0, 5.0, 0.0, None, 2022-10-11 20:00:00, None, 954.0
0.0, 12.22, 54.97, 18.0, 55.0, 4.0, 12.2, 12.1, 4.0, 0.0, None, 2022-10-11 21:00:00, None, 955.0
0.0, 11.46, 56.17, 18.0, 56.0, 3.0, 11.5, 10.8, 3.0, 0.0, None, 2022-10-11 22:00:00, None, 956.0
0.0, 9.99, 64.06, 18.0, 64.0, 3.0, 10.0, 10.0, 3.0, 0.0, None, 2022-10-11 23:00:00, None, 956.0
0.0, 8.95, 67.33, 18.0, 67.0, 3.0, 9.0, 9.0, 3.0, 0.0, None, 2022-10-12 00:00:00, None, 958.0
0.0, 8.56, 70.42, 18.0, 70.0, 3.0, 8.6, 8.5, 3.0, 0.0, None, 2022-10-12 01:00:00, None, 959.0
0.0, 7.755, 72.56, 18.0, 73.0, 3.0, 7.8, 7.7, 3.0, 0.0, None, 2022-10-12 02:00:00, None, 959.0
0.0, 7.836, 67.41, 18.0, 67.0, 2.0, 7.8, 7.6, 2.0, 0.0, None, 2022-10-12 03:00:00, None, 959.0
0.0, 7.197, 72.31, 18.0, 72.0, 2.0, 7.2, 7.0, 2.0, 0.0, None, 2022-10-12 04:00:00, None, 960.0
0.0, 6.584, 72.39, 18.0, 72.0, 2.0, 6.6, 6.6, 2.0, 0.0, None, 2022-10-12 05:00:00, None, 961.0
0.0, 5.802, 75.55, 18.0, 76.0, 2.0, 5.8, 5.8, 2.0, 0.0, None, 2022-10-12 06:00:00, None, 961.0
0.0, 6.007, 74.5, 6.0, 75.0, 2.0, 6.0, 5.4, 2.0, 0.0, None, 2022-10-12 07:00:00, None, 962.0
0.0, 5.505, 76.37, 6.0, 76.0, 2.0, 5.5, 5.3, 2.0, 0.0, None, 2022-10-12 08:00:00, None, 963.0
0.0, 6.32, 72.91, 6.3, 73.0, 2.0, 6.3, 5.3, 2.0, 0.0, None, 2022-10-12 09:00:00, None, 964.0
0.0, 8.27, 65.76, 8.1, 66.0, 2.0, 8.3, 5.3, 2.0, 0.0, None, 2022-10-12 10:00:00, None, 964.0
0.0, 10.66, 57.48, 10.8, 57.0, 2.0, 10.7, 5.3, 2.0, 0.0, None, 2022-10-12 11:00:00, None, 963.0
0.0, 12.44, 54.78, 13.2, 55.0, 4.0, 12.4, 5.3, 4.0, 0.0, None, 2022-10-12 12:00:00, None, 962.0
0.0, 15.08, 45.94, 15.3, 46.0, 3.0, 15.1, 5.3, 3.0, 0.0, None, 2022-10-12 13:00:00, None, 961.0
0.0, 15.94, 47.48, 15.7, 47.0, 5.0, 15.9, 5.3, 5.0, 0.0, None, 2022-10-12 14:00:00, None, 960.0
0.0, 16.96, 47.16, 17.6, 47.0, 6.0, 17.0, 5.3, 6.0, 0.0, None, 2022-10-12 15:00:00, None, 960.0
0.0, 15.98, 51.82, 17.6, 52.0, 6.0, 16.0, 5.3, 6.0, 0.0, None, 2022-10-12 16:00:00, None, 960.0
0.0, 16.1, 48.02, 17.6, 48.0, 5.0, 16.1, 5.3, 5.0, 0.0, None, 2022-10-12 17:00:00, None, 960.0
0.0, 13.92, 53.33, 17.6, 53.0, 4.0, 13.9, 5.3, 4.0, 0.0, None, 2022-10-12 18:00:00, None, 960.0
0.0, 12.16, 58.61, 13.9, 59.0, 4.0, 12.2, 12.0, 4.0, 0.0, None, 2022-10-12 19:00:00, None, 960.0
0.0, 10.96, 61.9, 13.9, 62.0, 4.0, 11.0, 11.0, 4.0, 0.0, None, 2022-10-12 20:00:00, None, 961.0
0.0, 9.83, 66.52, 13.9, 67.0, 4.0, 9.8, 9.8, 4.0, 0.0, None, 2022-10-12 21:00:00, None, 962.0
0.0, 8.78, 71.02, 13.9, 71.0, 4.0, 8.8, 8.7, 4.0, 0.0, None, 2022-10-12 22:00:00, None, 962.0
0.0, 7.881, 75.21, 13.9, 75.0, 4.0, 7.9, 7.8, 4.0, 0.0, None, 2022-10-12 23:00:00, None, 962.0
0.0, 7.101, 78.53, 13.9, 79.0, 4.0, 7.1, 7.0, 4.0, 0.0, None, 2022-10-13 00:00:00, None, 963.0
0.0, 6.62, 80.6, 13.9, 81.0, 4.0, 6.6, 6.6, 4.0, 0.0, None, 2022-10-13 01:00:00, None, 963.0
0.0, 6.865, 75.11, 13.9, 75.0, 3.0, 6.9, 6.4, 3.0, 0.0, None, 2022-10-13 02:00:00, None, 963.0
0.0, 5.774, 79.23, 13.9, 79.0, 3.0, 5.8, 5.8, 3.0, 0.0, None, 2022-10-13 03:00:00, None, 963.0
0.0, 5.6, 78.19, 13.9, 78.0, 2.0, 5.6, 5.4, 2.0, 0.0, None, 2022-10-13 04:00:00, None, 963.0
0.0, 4.739, 80.3, 13.9, 80.0, 2.0, 4.7, 4.8, 2.0, 0.0, None, 2022-10-13 05:00:00, None, 963.0
0.0, 4.466, 81.4, 13.9, 81.0, 1.0, 4.5, 4.1, 1.0, 0.0, None, 2022-10-13 06:00:00, None, 963.0
0.0, 3.833, 82.0, 4.5, 82.0, 1.0, 3.8, 3.8, 1.0, 0.0, None, 2022-10-13 07:00:00, None, 963.0
0.0, 3.426, 84.1, 4.5, 84.0, 1.0, 3.4, 3.3, 1.0, 0.0, None, 2022-10-13 08:00:00, None, 963.0
0.0, 4.164, 80.3, 4.5, 80.0, 1.0, 4.2, 3.3, 1.0, 0.0, None, 2022-10-13 09:00:00, None, 963.0
0.0, 6.423, 70.21, 6.5, 70.0, 1.0, 6.4, 3.3, 1.0, 0.0, None, 2022-10-13 10:00:00, None, 963.0
