station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
None, 1.177, 58.65, 1.1, None, 16.81, 7.011, 341.8, -6.0, None, 1.2, -1.4, -6.0, 0.0, None, 0.0, 59.0, 2021-04-27 07:00:00, -6999.0, -6999.0
None, 4.385, 44.72, 4.5, None, 27.47, 8.81, 354.8, -7.0, None, 4.4, -1.4, -7.0, 0.0, None, 0.0, 45.0, 2021-04-27 08:00:00, -6999.0, -6999.0
None, 7.471, 31.53, 7.5, None, 37.13, 6.726, 17.37, -8.0, None, 7.5, -1.4, -8.0, 0.0, None, 0.0, 32.0, 2021-04-27 09:00:00, -6999.0, -6999.0
None, 8.3, 28.3, 8.3, None, 24.69, 15.77, 359.8, -9.0, None, 8.3, -1.4, -9.0, 0.0, None, 0.0, 28.0, 2021-04-27 10:00:00, -6999.0, -6999.0
None, 8.77, 27.17, 8.9, None, 23.17, 18.74, 348.7, -9.0, None, 8.8, -1.4, -9.0, 0.0, None, 0.0, 27.0, 2021-04-27 11:00:00, -6999.0, -6999.0
None, 9.19, 25.31, 9.5, None, 22.69, 17.09, 352.0, -10.0, None, 9.2, -1.4, -10.0, 0.0, None, 0.0, 25.0, 2021-04-27 12:00:00, -6999.0, -6999.0
None, 10.12, 23.54, 10.2, None, 23.69, 19.13, 352.8, -10.0, None, 10.1, -1.4, -10.0, 0.0, None, 0.0, 24.0, 2021-04-27 13:00:00, -6999.0, -6999.0
None, 10.18, 24.45, 10.5, None, 26.92, 16.44, 5.997, -9.0, None, 10.2, -1.4, -9.0, 0.0, None, 0.0, 24.0, 2021-04-27 14:00:00, -6999.0, -6999.0
None, 10.26, 27.11, 10.6, None, 28.23, 15.19, 14.5, -8.0, None, 10.3, -1.4, -8.0, 0.0, None, 0.0, 27.0, 2021-04-27 15:00:00, -6999.0, -6999.0
None, 10.06, 28.91, 10.6, None, 45.06, 9.94, 36.51, -7.0, None, 10.1, -1.4, -7.0, 0.0, None, 0.0, 29.0, 2021-04-27 16:00:00, -6999.0, -6999.0
None, 9.79, 30.67, 10.6, None, 56.95, 6.693, 50.97, -7.0, None, 9.8, -1.4, -7.0, 0.0, None, 0.0, 31.0, 2021-04-27 17:00:00, -6999.0, -6999.0
None, 8.84, 34.1, 10.6, None, 54.36, 6.402, 101.7, -6.0, None, 8.8, -1.4, -6.0, 0.0, None, 0.0, 34.0, 2021-04-27 18:00:00, -6999.0, -6999.0
None, 7.952, 40.02, 8.8, None, 55.48, 7.551, 37.71, -5.0, None, 8.0, 7.9, -5.0, 0.0, None, 0.0, 40.0, 2021-04-27 19:00:00, -6999.0, -6999.0
None, 6.301, 48.98, 8.8, None, 72.13, 2.89, 8.66, -3.0, None, 6.3, 6.3, -3.0, 0.0, None, 0.0, 49.0, 2021-04-27 20:00:00, -6999.0, -6999.0
None, 6.392, 50.37, 8.8, None, 45.3, 2.701, 313.9, -3.0, None, 6.4, 5.4, -3.0, 0.0, None, 0.0, 50.0, 2021-04-27 21:00:00, -6999.0, -6999.0
None, 5.659, 57.19, 8.8, None, 54.23, 3.149, 353.8, -2.0, None, 5.7, 5.4, -2.0, 0.0, None, 0.0, 57.0, 2021-04-27 22:00:00, -6999.0, -6999.0
None, 4.54, 72.99, 8.8, None, 35.65, 7.888, 359.4, 0.0, None, 4.5, 4.5, 0.0, 0.0, None, 0.0, 73.0, 2021-04-27 23:00:00, -6999.0, -6999.0
None, 4.096, 77.1, 8.8, None, 37.42, 5.361, 360.0, 1.0, None, 4.1, 4.0, 1.0, 0.0, None, 0.0, 77.0, 2021-04-28 00:00:00, -6999.0, -6999.0
None, 4.255, 76.67, 8.8, None, 34.6, 5.986, 2.695, 1.0, None, 4.3, 4.0, 1.0, 0.0, None, 0.0, 77.0, 2021-04-28 01:00:00, -6999.0, -6999.0
None, 3.775, 75.34, 8.8, None, 32.17, 4.127, 337.0, 0.0, None, 3.8, 3.6, 0.0, 0.0, None, 0.0, 75.0, 2021-04-28 02:00:00, -6999.0, -6999.0
None, 2.763, 74.15, 8.8, None, 28.86, 4.311, 340.2, -1.0, None, 2.8, 2.9, -1.0, 0.0, None, 0.0, 74.0, 2021-04-28 03:00:00, -6999.0, -6999.0
None, 2.038, 78.35, 8.8, None, 48.23, 1.836, 300.0, -1.0, None, 2.0, 2.0, -1.0, 0.0, None, 0.0, 78.0, 2021-04-28 04:00:00, -6999.0, -6999.0
None, 2.343, 77.92, 8.8, None, 44.4, 1.144, 295.7, -1.0, None, 2.3, 2.0, -1.0, 0.0, None, 0.0, 78.0, 2021-04-28 05:00:00, -6999.0, -6999.0
None, 3.308, 74.84, 8.8, None, 24.18, 4.323, 339.8, -1.0, None, 3.3, 2.0, -1.0, 0.0, None, 0.0, 75.0, 2021-04-28 06:00:00, -6999.0, -6999.0
None, 4.029, 75.44, 4.0, None, 24.55, 5.379, 3.601, 0.0, None, 4.0, 3.2, 0.0, 0.0, None, 0.0, 75.0, 2021-04-28 07:00:00, -6999.0, -6999.0
None, 5.433, 68.02, 5.5, None, 30.0, 5.478, 11.31, 0.0, None, 5.4, 3.2, 0.0, 0.0, None, 0.0, 68.0, 2021-04-28 08:00:00, -6999.0, -6999.0
None, 6.698, 61.52, 6.6, None, 33.25, 8.72, 10.55, 0.0, None, 6.7, 3.2, 0.0, 0.0, None, 0.0, 62.0, 2021-04-28 09:00:00, -6999.0, -6999.0
None, 7.086, 61.48, 7.1, None, 27.16, 11.54, 1.615, 0.0, None, 7.1, 3.2, 0.0, 0.0, None, 0.0, 61.0, 2021-04-28 10:00:00, -6999.0, -6999.0
None, 8.98, 51.13, 9.0, None, 25.35, 15.19, 357.8, -1.0, None, 9.0, 3.2, -1.0, 0.0, None, 0.0, 51.0, 2021-04-28 11:00:00, -6999.0, -6999.0
None, 9.52, 47.05, 9.5, None, 28.33, 13.22, 2.154, -1.0, None, 9.5, 3.2, -1.0, 0.0, None, 0.0, 47.0, 2021-04-28 12:00:00, -6999.0, -6999.0
None, 10.7, 43.41, 10.7, None, 31.3, 12.2, 9.57, -1.0, None, 10.7, 3.2, -1.0, 0.0, None, 0.0, 43.0, 2021-04-28 13:00:00, -6999.0, -6999.0
None, 11.61, 40.7, 11.3, None, 33.62, 11.11, 19.5, -1.0, None, 11.6, 3.2, -1.0, 0.0, None, 0.0, 41.0, 2021-04-28 14:00:00, -6999.0, -6999.0
None, 11.35, 41.25, 12.3, None, 39.74, 10.44, 19.79, -2.0, None, 11.4, 3.2, -2.0, 0.0, None, 0.0, 41.0, 2021-04-28 15:00:00, -6999.0, -6999.0
None, 11.11, 42.36, 12.3, None, 52.91, 8.39, 35.09, -1.0, None, 11.1, 3.2, -1.0, 0.0, None, 0.0, 42.0, 2021-04-28 16:00:00, -6999.0, -6999.0
None, 10.53, 46.19, 12.3, None, 25.94, 14.1, 15.72, -1.0, None, 10.5, 3.2, -1.0, 0.0, None, 0.0, 46.0, 2021-04-28 17:00:00, -6999.0, -6999.0
None, 9.92, 50.87, 12.3, None, 26.31, 14.47, 4.532, 0.0, None, 9.9, 3.2, 0.0, 0.0, None, 0.0, 51.0, 2021-04-28 18:00:00, -6999.0, -6999.0
None, 9.03, 57.27, 10.0, None, 26.24, 12.13, 2.713, 1.0, None, 9.0, 9.1, 1.0, 0.0, None, 0.0, 57.0, 2021-04-28 19:00:00, -6999.0, -6999.0
None, 8.29, 60.55, 10.0, None, 33.69, 7.313, 14.94, 1.0, None, 8.3, 8.3, 1.0, 0.0, None, 0.0, 61.0, 2021-04-28 20:00:00, -6999.0, -6999.0
None, 7.786, 63.44, 10.0, None, 40.85, 6.068, 27.45, 1.0, None, 7.8, 7.7, 1.0, 0.0, None, 0.0, 63.0, 2021-04-28 21:00:00, -6999.0, -6999.0
None, 7.733, 62.75, 10.0, None, 38.07, 6.918, 12.19, 1.0, None, 7.7, 7.6, 1.0, 0.0, None, 0.0, 63.0, 2021-04-28 22:00:00, -6999.0, -6999.0
None, 7.693, 64.59, 10.0, None, 33.96, 9.15, 353.8, 2.0, None, 7.7, 7.6, 2.0, 0.0, None, 0.0, 65.0, 2021-04-28 23:00:00, -6999.0, -6999.0
None, 7.344, 67.48, 10.0, None, 34.09, 8.15, 350.7, 2.0, None, 7.3, 7.3, 2.0, 0.0, None, 0.0, 67.0, 2021-04-29 00:00:00, -6999.0, -6999.0
None, 6.995, 69.75, 10.0, None, 26.32, 7.313, 352.1, 2.0, None, 7.0, 7.0, 2.0, 0.0, None, 0.0, 70.0, 2021-04-29 01:00:00, -6999.0, -6999.0
None, 6.432, 73.74, 10.0, None, 15.72, 10.3, 340.8, 2.0, None, 6.4, 6.4, 2.0, 0.0, None, 0.0, 74.0, 2021-04-29 02:00:00, -6999.0, -6999.0
None, 6.131, 76.78, 10.0, None, 13.54, 10.63, 342.3, 2.0, None, 6.1, 6.0, 2.0, 0.0, None, 0.0, 77.0, 2021-04-29 03:00:00, -6999.0, -6999.0
None, 6.503, 75.96, 10.0, None, 16.09, 10.53, 339.3, 2.0, None, 6.5, 6.0, 2.0, 0.0, None, 0.0, 76.0, 2021-04-29 04:00:00, -6999.0, -6999.0
None, 6.622, 75.87, 10.0, None, 21.7, 10.01, 333.9, 3.0, None, 6.6, 6.0, 3.0, 0.0, None, 0.0, 76.0, 2021-04-29 05:00:00, -6999.0, -6999.0
None, 6.5, 75.25, 10.0, None, 35.05, 5.551, 326.3, 3.0, None, 6.5, 6.0, 3.0, 0.0, None, 0.0, 75.0, 2021-04-29 06:00:00, -6999.0, -6999.0
None, 6.258, 78.44, 7.0, None, 30.11, 5.192, 334.3, 3.0, None, 6.3, 6.0, 3.0, 0.0, None, 0.0, 78.0, 2021-04-29 07:00:00, -6999.0, -6999.0
None, 7.301, 73.32, 7.4, None, 72.97, 2.573, 22.59, 3.0, None, 7.3, 6.0, 3.0, 0.0, None, 0.0, 73.0, 2021-04-29 08:00:00, -6999.0, -6999.0
None, 11.64, 52.92, 11.6, None, 37.05, 9.65, 21.94, 2.0, None, 11.6, 6.0, 2.0, 0.0, None, 0.0, 53.0, 2021-04-29 10:00:00, -6999.0, -6999.0
None, 11.91, 50.5, 12.4, None, 24.49, 19.91, 359.0, 2.0, None, 11.9, 6.0, 2.0, 0.0, None, 0.0, 51.0, 2021-04-29 11:00:00, -6999.0, -6999.0
None, 11.96, 50.52, 12.8, None, 23.66, 21.09, 354.1, 2.0, None, 12.0, 6.0, 2.0, 0.0, None, 0.0, 51.0, 2021-04-29 12:00:00, -6999.0, -6999.0
None, 12.5, 49.47, 12.8, None, 25.53, 13.62, 349.1, 3.0, None, 12.5, 6.0, 3.0, 0.0, None, 0.0, 49.0, 2021-04-29 13:00:00, -6999.0, -6999.0
None, 12.71, 50.1, 13.0, None, 26.66, 12.46, 353.7, 3.0, None, 12.7, 6.0, 3.0, 0.0, None, 0.0, 50.0, 2021-04-29 14:00:00, -6999.0, -6999.0
None, 12.11, 52.37, 13.0, None, 25.71, 12.12, 353.0, 3.0, None, 12.1, 6.0, 3.0, 0.0, None, 0.0, 52.0, 2021-04-29 15:00:00, -6999.0, -6999.0
None, 12.19, 53.37, 13.0, None, 28.11, 10.31, 355.5, 3.0, None, 12.2, 6.0, 3.0, 0.0, None, 0.0, 53.0, 2021-04-29 16:00:00, -6999.0, -6999.0
None, 12.34, 53.6, 13.0, None, 31.36, 8.8, 356.8, 3.0, None, 12.3, 6.0, 3.0, 0.0, None, 0.0, 54.0, 2021-04-29 17:00:00, -6999.0, -6999.0
None, 11.63, 57.09, 13.0, None, 30.25, 10.46, 2.352, 3.0, None, 11.6, 6.0, 3.0, 0.0, None, 0.0, 57.0, 2021-04-29 18:00:00, -6999.0, -6999.0
None, 11.62, 57.36, 11.8, None, 32.62, 6.439, 354.5, 3.0, None, 11.6, 11.6, 3.0, 0.0, None, 0.0, 57.0, 2021-04-29 19:00:00, -6999.0, -6999.0
None, 11.31, 58.68, 11.8, None, 38.9, 6.832, 350.4, 3.0, None, 11.3, 11.3, 3.0, 0.0, None, 0.0, 59.0, 2021-04-29 20:00:00, -6999.0, -6999.0
None, 10.93, 61.21, 11.8, None, 57.3, 6.421, 339.3, 4.0, None, 10.9, 10.7, 4.0, 0.0, None, 0.0, 61.0, 2021-04-29 21:00:00, -6999.0, -6999.0
None, 10.17, 65.17, 11.8, None, 36.67, 10.62, 334.5, 4.0, None, 10.2, 10.2, 4.0, 0.0, None, 0.0, 65.0, 2021-04-29 22:00:00, -6999.0, -6999.0
None, 10.38, 62.66, 11.8, None, 48.95, 5.534, 11.67, 4.0, None, 10.4, 9.9, 4.0, 0.0, None, 0.0, 63.0, 2021-04-29 23:00:00, -6999.0, -6999.0
None, 9.23, 70.36, 11.8, None, 33.6, 5.684, 40.14, 4.0, None, 9.2, 9.4, 4.0, 0.0, None, 0.0, 70.0, 2021-04-30 00:00:00, -6999.0, -6999.0
None, 8.75, 72.19, 11.8, None, 45.18, 6.857, 43.08, 4.0, None, 8.8, 8.7, 4.0, 0.0, None, 0.0, 72.0, 2021-04-30 01:00:00, -6999.0, -6999.0
None, 8.95, 66.04, 11.8, None, 26.83, 13.72, 2.929, 3.0, None, 9.0, 8.4, 3.0, 0.0, None, 0.0, 66.0, 2021-04-30 02:00:00, -6999.0, -6999.0
None, 9.12, 61.39, 11.8, None, 38.18, 8.7, 22.07, 2.0, None, 9.1, 8.4, 2.0, 0.0, None, 0.0, 61.0, 2021-04-30 03:00:00, -6999.0, -6999.0
None, 8.28, 66.85, 11.8, None, 34.24, 8.2, 15.03, 2.0, None, 8.3, 8.3, 2.0, 0.0, None, 0.0, 67.0, 2021-04-30 04:00:00, -6999.0, -6999.0
None, 7.983, 68.28, 11.8, None, 35.37, 8.93, 356.1, 3.0, None, 8.0, 7.9, 3.0, 0.0, None, 0.0, 68.0, 2021-04-30 05:00:00, -6999.0, -6999.0
None, 8.03, 64.26, 11.8, None, 60.06, 4.345, 47.51, 2.0, None, 8.0, 7.7, 2.0, 0.0, None, 0.0, 64.0, 2021-04-30 06:00:00, -6999.0, -6999.0
None, 8.79, 59.25, 8.7, None, 41.39, 7.196, 31.85, 1.0, None, 8.8, 7.9, 1.0, 0.0, None, 0.0, 59.0, 2021-04-30 07:00:00, -6999.0, -6999.0
None, 11.03, 48.11, 11.0, None, 36.16, 11.24, 19.26, 0.0, None, 11.0, 7.9, 0.0, 0.0, None, 0.0, 48.0, 2021-04-30 08:00:00, -6999.0, -6999.0
None, 11.05, 46.9, 11.4, None, 24.74, 20.37, 357.1, 0.0, None, 11.1, 7.9, 0.0, 0.0, None, 0.0, 47.0, 2021-04-30 09:00:00, -6999.0, -6999.0
None, 10.48, 52.41, 11.4, None, 23.26, 16.53, 344.8, 1.0, None, 10.5, 7.9, 1.0, 0.0, None, 0.0, 52.0, 2021-04-30 10:00:00, -6999.0, -6999.0
None, 8.98, 61.98, 11.4, None, 24.67, 14.25, 338.6, 2.0, None, 9.0, 7.9, 2.0, 0.0, None, 0.0, 62.0, 2021-04-30 11:00:00, -6999.0, -6999.0
None, 10.23, 56.5, 11.4, None, 26.72, 9.75, 348.0, 2.0, None, 10.2, 7.9, 2.0, 0.0, None, 0.0, 57.0, 2021-04-30 12:00:00, -6999.0, -6999.0
None, 9.98, 60.37, 11.4, None, 42.93, 7.07, 14.87, 3.0, None, 10.0, 7.9, 3.0, 0.0, None, 0.0, 60.0, 2021-04-30 13:00:00, -6999.0, -6999.0
None, 11.98, 46.41, 12.0, None, 29.1, 9.22, 359.9, 1.0, None, 12.0, 7.9, 1.0, 0.0, None, 0.0, 46.0, 2021-04-30 14:00:00, -6999.0, -6999.0
None, 9.51, 61.42, 12.0, None, 61.42, 7.99, 48.98, 3.0, None, 9.5, 7.9, 3.0, 0.0, None, 0.0, 61.0, 2021-04-30 15:00:00, -6999.0, -6999.0
None, 9.57, 62.4, 12.0, None, 55.26, 7.024, 11.71, 2.0, None, 9.6, 7.9, 2.0, 0.0, None, 0.0, 62.0, 2021-04-30 16:00:00, -6999.0, -6999.0
None, 7.956, 74.36, 12.0, None, 37.96, 6.803, 1.175, 4.0, None, 8.0, 7.4, 4.0, 0.0, None, 0.0, 74.0, 2021-04-30 17:00:00, -6999.0, -6999.0
None, 7.148, 79.1, 12.0, None, 46.13, 6.525, 353.5, 4.0, None, 7.1, 7.1, 4.0, 0.0, None, 0.0, 79.0, 2021-04-30 18:00:00, -6999.0, -6999.0
None, 6.968, 88.6, 7.4, None, 68.87, 1.464, 29.84, 5.0, None, 7.0, 7.0, 5.0, 0.0, None, 0.0, 89.0, 2021-04-30 19:00:00, -6999.0, -6999.0
None, 5.666, 89.0, 7.4, None, 62.82, 1.942, 327.6, 4.0, None, 5.7, 5.6, 4.0, 0.0, None, 0.0, 89.0, 2021-04-30 20:00:00, -6999.0, -6999.0
None, 4.707, 92.5, 7.4, None, 76.53, 1.515, 177.2, 4.0, None, 4.7, 4.7, 4.0, 0.0, None, 0.0, 93.0, 2021-04-30 21:00:00, -6999.0, -6999.0
None, 4.35, 93.3, 7.4, None, 64.46, 2.07, 290.0, 3.0, None, 4.4, 4.3, 3.0, 0.0, None, 0.0, 93.0, 2021-04-30 22:00:00, -6999.0, -6999.0
None, 4.58, 91.9, 7.4, None, 72.07, 2.602, 355.7, 3.0, None, 4.6, 4.2, 3.0, 0.0, None, 0.0, 92.0, 2021-04-30 23:00:00, -6999.0, -6999.0
None, 4.366, 91.9, 7.4, None, 66.67, 2.093, 15.11, 3.0, None, 4.4, 4.2, 3.0, 0.0, None, 0.0, 92.0, 2021-05-01 00:00:00, -6999.0, -6999.0
None, 3.806, 94.0, 7.4, None, 57.13, 3.253, 19.11, 3.0, None, 3.8, 3.8, 3.0, 0.0, None, 0.0, 94.0, 2021-05-01 01:00:00, -6999.0, -6999.0
None, 3.632, 95.5, 7.4, None, 66.31, 2.409, 330.9, 3.0, None, 3.6, 3.6, 3.0, 0.0, None, 0.0, 96.0, 2021-05-01 02:00:00, -6999.0, -6999.0
None, 3.168, 92.8, 7.4, None, 45.57, 5.216, 360.0, 2.0, None, 3.2, 3.2, 2.0, 0.0, None, 0.0, 93.0, 2021-05-01 03:00:00, -6999.0, -6999.0
None, 2.335, 94.3, 7.4, None, 34.83, 5.52, 14.75, 2.0, None, 2.3, 2.3, 2.0, 0.0, None, 0.0, 94.0, 2021-05-01 04:00:00, -6999.0, -6999.0
None, 2.355, 91.5, 7.4, None, 40.19, 6.449, 358.9, 1.0, None, 2.4, 2.3, 1.0, 0.0, None, 0.0, 92.0, 2021-05-01 05:00:00, -6999.0, -6999.0
None, 1.99, 93.2, 7.4, None, 19.23, 12.8, 349.1, 1.0, None, 2.0, 1.9, 1.0, 0.0, None, 0.0, 93.0, 2021-05-01 06:00:00, -6999.0, -6999.0
None, 2.648, 85.0, 3.0, None, 41.86, 8.66, 343.9, 0.0, None, 2.6, 2.0, 0.0, 0.0, None, 0.0, 85.0, 2021-05-01 07:00:00, -6999.0, -6999.0
None, 3.457, 81.0, 3.6, None, 34.51, 8.84, 332.7, 0.0, None, 3.5, 2.0, 0.0, 0.0, None, 0.0, 81.0, 2021-05-01 08:00:00, -6999.0, -6999.0
None, 4.626, 80.2, 4.5, None, 48.75, 8.68, 1.015, 1.0, None, 4.6, 2.0, 1.0, 0.0, None, 0.0, 80.0, 2021-05-01 09:00:00, -6999.0, -6999.0
None, 5.43, 68.58, 5.8, None, 26.27, 11.3, 358.7, -1.0, None, 5.4, 2.0, -1.0, 0.0, None, 0.0, 69.0, 2021-05-01 10:00:00, -6999.0, -6999.0
None, 6.395, 57.75, 6.4, None, 41.66, 9.08, 9.42, -2.0, None, 6.4, 2.0, -2.0, 0.0, None, 0.0, 58.0, 2021-05-01 11:00:00, -6999.0, -6999.0
None, 7.201, 39.35, 7.3, None, 26.39, 12.11, 351.5, -6.0, None, 7.2, 2.0, -6.0, 0.0, None, 0.0, 39.0, 2021-05-01 12:00:00, -6999.0, -6999.0
None, 8.24, 37.87, 9.6, None, 37.36, 11.38, 355.0, -6.0, None, 8.2, 2.0, -6.0, 0.0, None, 0.0, 38.0, 2021-05-01 13:00:00, -6999.0, -6999.0
None, 8.77, 38.07, 9.6, None, 43.58, 12.82, 8.49, -5.0, None, 8.8, 2.0, -5.0, 0.0, None, 0.0, 38.0, 2021-05-01 14:00:00, -6999.0, -6999.0
None, 8.98, 35.51, 9.6, None, 62.61, 9.0, 24.85, -6.0, None, 9.0, 2.0, -6.0, 0.0, None, 0.0, 36.0, 2021-05-01 15:00:00, -6999.0, -6999.0
None, 8.88, 35.72, 9.6, None, 40.47, 11.49, 1.352, -5.0, None, 8.9, 2.0, -5.0, 0.0, None, 0.0, 36.0, 2021-05-01 16:00:00, -6999.0, -6999.0
None, 8.6, 37.05, 9.8, None, 36.24, 11.15, 347.4, -5.0, None, 8.6, 2.0, -5.0, 0.0, None, 0.0, 37.0, 2021-05-01 17:00:00, -6999.0, -6999.0
None, 8.25, 42.19, 9.8, None, 65.12, 9.51, 347.0, -4.0, None, 8.3, 2.0, -4.0, 0.0, None, 0.0, 42.0, 2021-05-01 18:00:00, -6999.0, -6999.0
None, 7.473, 47.3, 8.7, None, 52.25, 9.76, 353.5, -3.0, None, 7.5, 7.3, -3.0, 0.0, None, 0.0, 47.0, 2021-05-01 19:00:00, -6999.0, -6999.0
None, 6.089, 53.66, 8.7, None, 59.76, 5.332, 357.6, -3.0, None, 6.1, 6.1, -3.0, 0.0, None, 0.0, 54.0, 2021-05-01 20:00:00, -6999.0, -6999.0
None, 4.139, 65.77, 8.7, None, 52.09, 3.169, 325.3, -1.0, None, 4.1, 4.1, -1.0, 0.0, None, 0.0, 66.0, 2021-05-01 21:00:00, -6999.0, -6999.0
None, 2.906, 72.62, 8.7, None, 14.06, 6.81, 336.7, -2.0, None, 2.9, 2.8, -2.0, 0.0, None, 0.0, 73.0, 2021-05-01 22:00:00, -6999.0, -6999.0
None, 2.153, 75.75, 8.7, None, 15.32, 7.405, 344.1, -2.0, None, 2.2, 2.3, -2.0, 0.0, None, 0.0, 76.0, 2021-05-01 23:00:00, -6999.0, -6999.0
None, 1.662, 75.58, 8.7, None, 28.22, 8.29, 344.5, -2.0, None, 1.7, 1.7, -2.0, 0.0, None, 0.0, 76.0, 2021-05-02 00:00:00, -6999.0, -6999.0
None, -0.798, 84.5, 8.7, None, 55.14, 5.319, 323.6, -3.0, None, -0.8, -0.8, -3.0, 0.0, None, 0.0, 85.0, 2021-05-02 01:00:00, -6999.0, -6999.0
None, -1.932, 88.3, 8.7, None, 39.15, 0.844, 188.1, -4.0, None, -1.9, -2.0, -4.0, 0.0, None, 0.0, 88.0, 2021-05-02 02:00:00, -6999.0, -6999.0
None, -2.077, 90.5, 8.7, None, 53.17, 1.607, 188.1, -3.0, None, -2.1, -2.1, -3.0, 0.0, None, 0.0, 91.0, 2021-05-02 03:00:00, -6999.0, -6999.0
None, -2.505, 90.7, 8.7, None, 43.48, 0.312, 234.2, -4.0, None, -2.5, -2.5, -4.0, 0.0, None, 0.0, 91.0, 2021-05-02 04:00:00, -6999.0, -6999.0
None, -2.704, 91.9, 8.7, None, 50.83, 0.519, 203.8, -4.0, None, -2.7, -3.0, -4.0, 0.0, None, 0.0, 92.0, 2021-05-02 05:00:00, -6999.0, -6999.0
None, -2.885, 92.6, 8.7, None, 50.05, 0.276, 208.7, -3.0, None, -2.9, -3.3, -3.0, 0.0, None, 0.0, 93.0, 2021-05-02 06:00:00, -6999.0, -6999.0
None, -0.66, 86.0, -0.7, None, 75.67, 0.699, 194.9, -2.0, None, -0.7, -2.9, -2.0, 0.0, None, 0.0, 86.0, 2021-05-02 07:00:00, -6999.0, -6999.0
None, 1.125, 73.3, 1.0, None, 30.75, 6.244, 329.6, -3.0, None, 1.1, -2.9, -3.0, 0.0, None, 0.0, 73.0, 2021-05-02 08:00:00, -6999.0, -6999.0
None, 3.929, 59.7, 4.0, None, 76.64, 3.906, 319.3, -3.0, None, 3.9, -2.9, -3.0, 0.0, None, 0.0, 60.0, 2021-05-02 09:00:00, -6999.0, -6999.0
None, 5.663, 51.63, 5.9, None, 62.97, 7.341, 3.918, -3.0, None, 5.7, -2.9, -3.0, 0.0, None, 0.0, 52.0, 2021-05-02 10:00:00, -6999.0, -6999.0
None, 7.283, 41.29, 7.4, None, 19.77, 7.846, 356.2, -5.0, None, 7.3, -2.9, -5.0, 0.0, None, 0.0, 41.0, 2021-05-02 11:00:00, -6999.0, -6999.0
None, 8.07, 35.49, 8.3, None, 28.73, 6.896, 359.8, -6.0, None, 8.1, -2.9, -6.0, 0.0, None, 0.0, 35.0, 2021-05-02 12:00:00, -6999.0, -6999.0
None, 8.46, 32.71, 9.0, None, 36.43, 7.374, 2.216, -6.0, None, 8.5, -2.9, -6.0, 0.0, None, 0.0, 33.0, 2021-05-02 13:00:00, -6999.0, -6999.0
None, 9.03, 32.29, 9.4, None, 39.05, 7.105, 5.236, -6.0, None, 9.0, -2.9, -6.0, 0.0, None, 0.0, 32.0, 2021-05-02 14:00:00, -6999.0, -6999.0
None, 10.42, 30.16, 10.2, None, 28.38, 9.05, 2.095, -7.0, None, 10.4, -2.9, -7.0, 0.0, None, 0.0, 30.0, 2021-05-02 15:00:00, -6999.0, -6999.0
None, 10.28, 30.62, 11.1, None, 28.31, 11.25, 346.7, -7.0, None, 10.3, -2.9, -7.0, 0.0, None, 0.0, 31.0, 2021-05-02 16:00:00, -6999.0, -6999.0
None, 9.63, 34.3, 11.1, None, 43.47, 10.67, 8.53, -6.0, None, 9.6, -2.9, -6.0, 0.0, None, 0.0, 34.0, 2021-05-02 17:00:00, -6999.0, -6999.0
None, 9.33, 39.67, 11.1, None, 37.56, 8.91, 8.98, -4.0, None, 9.3, -2.9, -4.0, 0.0, None, 0.0, 40.0, 2021-05-02 18:00:00, -6999.0, -6999.0
None, 9.07, 38.64, 9.4, None, 55.6, 4.206, 148.2, -4.0, None, 9.1, 8.4, -4.0, 0.0, None, 0.0, 39.0, 2021-05-02 19:00:00, -6999.0, -6999.0
None, 7.802, 41.78, 9.4, None, 42.25, 4.071, 333.5, -5.0, None, 7.8, 7.0, -5.0, 0.0, None, 0.0, 42.0, 2021-05-02 20:00:00, -6999.0, -6999.0
None, 2.909, 68.11, 9.4, None, 41.81, 3.408, 331.9, -2.0, None, 2.9, 2.9, -2.0, 0.0, None, 0.0, 68.0, 2021-05-02 21:00:00, -6999.0, -6999.0
None, 1.161, 72.49, 9.4, None, 39.96, 0.436, 170.7, -3.0, None, 1.2, 1.1, -3.0, 0.0, None, 0.0, 72.0, 2021-05-02 22:00:00, -6999.0, -6999.0
None, -0.634, 76.64, 9.4, None, 14.68, 1.304, 165.9, -3.0, None, -0.6, -0.6, -3.0, 0.0, None, 0.0, 77.0, 2021-05-02 23:00:00, -6999.0, -6999.0
None, -1.364, 80.9, 9.4, None, 13.73, 1.652, 161.2, -4.0, None, -1.4, -1.6, -4.0, 0.0, None, 0.0, 81.0, 2021-05-03 00:00:00, -6999.0, -6999.0
None, -1.795, 83.3, 9.4, None, 11.51, 1.71, 177.6, -4.0, None, -1.8, -2.0, -4.0, 0.0, None, 0.0, 83.0, 2021-05-03 01:00:00, -6999.0, -6999.0
