station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth
None, -1.587, 88.9, None, None, None, None, None, -3.0, None, None, 2019-11-21 16:00:00, None
None, -2.539, 91.0, None, None, None, None, None, -4.0, None, None, 2019-11-21 17:00:00, None
None, -3.475, 93.9, None, None, None, None, None, -4.0, None, None, 2019-11-21 18:00:00, None
None, -3.689, 95.8, None, None, None, None, None, -4.0, None, None, 2019-11-21 19:00:00, None
None, -4.308, 95.4, None, None, None, None, None, -5.0, None, None, 2019-11-21 20:00:00, None
None, -4.279, 95.0, None, None, None, None, None, -5.0, None, None, 2019-11-21 21:00:00, None
None, -4.394, 95.0, None, None, None, None, None, -5.0, None, None, 2019-11-21 22:00:00, None
None, -4.218, 94.0, None, None, None, None, None, -5.0, None, None, 2019-11-21 23:00:00, None
None, -3.943, 92.1, None, None, None, None, None, -5.0, None, None, 2019-11-22 00:00:00, None
None, -4.184, 93.3, None, None, None, None, None, -5.0, None, None, 2019-11-22 01:00:00, None
None, -4.443, 93.7, None, None, None, None, None, -5.0, None, None, 2019-11-22 02:00:00, None
None, -4.359, 93.7, None, None, None, None, None, -5.0, None, None, 2019-11-22 03:00:00, None
None, -4.201, 93.7, None, None, None, None, None, -5.0, None, None, 2019-11-22 04:00:00, None
None, -3.899, 94.0, None, None, None, None, None, -5.0, None, None, 2019-11-22 05:00:00, None
None, -4.299, 94.3, None, None, None, None, None, -5.0, None, None, 2019-11-22 06:00:00, None
None, -4.122, 94.1, None, None, None, None, None, -5.0, None, None, 2019-11-22 07:00:00, None
None, -4.792, 95.4, None, None, None, None, None, -5.0, None, None, 2019-11-22 08:00:00, None
None, -4.511, 93.8, None, None, None, None, None, -5.0, None, None, 2019-11-22 09:00:00, None
None, -4.316, 95.5, None, None, None, None, None, -5.0, None, None, 2019-11-22 10:00:00, None
None, -1.91, 86.8, None, None, None, None, None, -4.0, None, None, 2019-11-22 11:00:00, None
None, -1.673, 86.9, None, None, None, None, None, -3.0, None, None, 2019-11-22 12:00:00, None
None, -0.365, 80.5, None, None, None, None, None, -3.0, None, None, 2019-11-22 13:00:00, None
None, 0.998, 71.93, None, None, None, None, None, -4.0, None, None, 2019-11-22 14:00:00, None
None, 0.389, 78.7, None, None, None, None, None, -3.0, None, None, 2019-11-22 15:00:00, None
None, -1.074, 87.3, None, None, None, None, None, -2.0, None, None, 2019-11-22 16:00:00, None
None, -1.973, 89.8, None, None, None, None, None, -3.0, None, None, 2019-11-22 17:00:00, None
None, -2.565, 91.1, None, None, None, None, None, -4.0, None, None, 2019-11-22 18:00:00, None
None, -1.79, 90.1, None, None, None, None, None, -3.0, None, None, 2019-11-22 19:00:00, None
None, -0.991, 87.0, None, None, None, None, None, -3.0, None, None, 2019-11-22 20:00:00, None
None, -0.333, 84.4, None, None, None, None, None, -3.0, None, None, 2019-11-22 21:00:00, None
None, 0.374, 81.2, None, None, None, None, None, -2.0, None, None, 2019-11-22 22:00:00, None
None, 0.163, 82.9, None, None, None, None, None, -2.0, None, None, 2019-11-22 23:00:00, None
None, 0.148, 84.3, None, None, None, None, None, -2.0, None, None, 2019-11-23 00:00:00, None
None, 0.366, 82.3, None, None, None, None, None, -2.0, None, None, 2019-11-23 01:00:00, None
None, 0.276, 84.4, None, None, None, None, None, -2.0, None, None, 2019-11-23 02:00:00, None
None, 0.144, 85.6, None, None, None, None, None, -2.0, None, None, 2019-11-23 03:00:00, None
None, 0.099, 86.5, None, None, None, None, None, -2.0, None, None, 2019-11-23 04:00:00, None
None, 0.283, 86.2, None, None, None, None, None, -2.0, None, None, 2019-11-23 05:00:00, None
None, 0.173, 87.0, None, None, None, None, None, -2.0, None, None, 2019-11-23 06:00:00, None
None, -0.122, 89.2, None, None, None, None, None, -1.0, None, None, 2019-11-23 07:00:00, None
None, -0.098, 87.8, None, None, None, None, None, -2.0, None, None, 2019-11-23 08:00:00, None
None, 0.256, 85.3, None, None, None, None, None, -2.0, None, None, 2019-11-23 09:00:00, None
None, 0.209, 84.1, None, None, None, None, None, -2.0, None, None, 2019-11-23 10:00:00, None
None, 0.15, 85.2, None, None, None, None, None, -2.0, None, None, 2019-11-23 11:00:00, None
None, 0.163, 84.6, None, None, None, None, None, -2.0, None, None, 2019-11-23 12:00:00, None
None, 0.202, 86.1, None, None, None, None, None, -2.0, None, None, 2019-11-23 13:00:00, None
None, 0.256, 86.7, None, None, None, None, None, -2.0, None, None, 2019-11-23 14:00:00, None
None, 0.182, 87.5, None, None, None, None, None, -2.0, None, None, 2019-11-23 15:00:00, None
None, 0.137, 87.6, None, None, None, None, None, -2.0, None, None, 2019-11-23 16:00:00, None
None, 0.113, 88.5, None, None, None, None, None, -2.0, None, None, 2019-11-23 17:00:00, None
None, 0.048, 89.4, None, None, None, None, None, -1.0, None, None, 2019-11-23 18:00:00, None
None, 0.073, 90.0, None, None, None, None, None, -1.0, None, None, 2019-11-23 19:00:00, None
None, 0.068, 89.1, None, None, None, None, None, -1.0, None, None, 2019-11-23 20:00:00, None
None, 0.234, 88.8, None, None, None, None, None, -2.0, None, None, 2019-11-23 21:00:00, None
None, 0.071, 89.2, None, None, None, None, None, -2.0, None, None, 2019-11-23 22:00:00, None
None, 0.049, 89.5, None, None, None, None, None, -1.0, None, None, 2019-11-23 23:00:00, None
None, 0.077, 90.5, None, None, None, None, None, -1.0, None, None, 2019-11-24 00:00:00, None
None, 0.158, 90.1, None, None, None, None, None, -1.0, None, None, 2019-11-24 01:00:00, None
None, -0.064, 93.7, None, None, None, None, None, -1.0, None, None, 2019-11-24 02:00:00, None
None, -0.092, 93.7, None, None, None, None, None, -1.0, None, None, 2019-11-24 03:00:00, None
None, -0.193, 93.8, None, None, None, None, None, -1.0, None, None, 2019-11-24 04:00:00, None
None, -0.39, 93.9, None, None, None, None, None, -1.0, None, None, 2019-11-24 05:00:00, None
None, -1.319, 96.2, None, None, None, None, None, -2.0, None, None, 2019-11-24 06:00:00, None
None, -2.293, 96.5, None, None, None, None, None, -2.0, None, None, 2019-11-24 07:00:00, None
None, 5.848, 41.74, None, None, None, None, None, -6.0, None, None, 2019-11-24 10:00:00, None
None, 6.276, 40.69, None, None, None, None, None, -6.0, None, None, 2019-11-24 11:00:00, None
None, 6.534, 39.48, None, None, None, None, None, -6.0, None, None, 2019-11-24 12:00:00, None
None, 6.683, 39.5, None, None, None, None, None, -6.0, None, None, 2019-11-24 13:00:00, None
None, 6.14, 39.34, None, None, None, None, None, -7.0, None, None, 2019-11-24 14:00:00, None
None, 5.79, 43.26, None, None, None, None, None, -6.0, None, None, 2019-11-24 15:00:00, None
None, 3.125, 57.1, None, None, None, None, None, -5.0, None, None, 2019-11-24 16:00:00, None
None, 0.886, 69.72, None, None, None, None, None, -4.0, None, None, 2019-11-24 17:00:00, None
None, 2.6, 62.24, None, None, None, None, None, -4.0, None, None, 2019-11-24 18:00:00, None
None, 2.063, 64.24, None, None, None, None, None, -4.0, None, None, 2019-11-24 19:00:00, None
None, 0.929, 66.55, None, None, None, None, None, -5.0, None, None, 2019-11-24 20:00:00, None
None, 1.25, 63.65, None, None, None, None, None, -5.0, None, None, 2019-11-24 21:00:00, None
None, 2.265, 59.88, None, None, None, None, None, -5.0, None, None, 2019-11-24 22:00:00, None
None, -0.082, 70.68, None, None, None, None, None, -4.0, None, None, 2019-11-24 23:00:00, None
None, -0.356, 73.74, None, None, None, None, None, -4.0, None, None, 2019-11-25 00:00:00, None
None, -0.562, 77.43, None, None, None, None, None, -4.0, None, None, 2019-11-25 01:00:00, None
None, -1.237, 81.2, None, None, None, None, None, -4.0, None, None, 2019-11-25 02:00:00, None
None, -0.177, 75.69, None, None, None, None, None, -4.0, None, None, 2019-11-25 03:00:00, None
None, -0.027, 73.42, None, None, None, None, None, -4.0, None, None, 2019-11-25 04:00:00, None
None, 0.106, 75.99, None, None, None, None, None, -4.0, None, None, 2019-11-25 05:00:00, None
None, 0.381, 84.5, None, None, None, None, None, -2.0, None, None, 2019-11-25 06:00:00, None
None, -1.096, 94.5, None, None, None, None, None, -2.0, None, None, 2019-11-25 07:00:00, None
None, -1.843, 93.8, None, None, None, None, None, -3.0, None, None, 2019-11-25 08:00:00, None
None, -1.061, 91.9, None, None, None, None, None, -2.0, None, None, 2019-11-25 09:00:00, None
None, -0.367, 90.3, None, None, None, None, None, -2.0, None, None, 2019-11-25 10:00:00, None
None, -0.341, 82.9, None, None, None, None, None, -3.0, None, None, 2019-11-25 11:00:00, None
None, 1.94, 61.25, None, None, None, None, None, -5.0, None, None, 2019-11-25 12:00:00, None
None, 3.255, 44.93, None, None, None, None, None, -8.0, None, None, 2019-11-25 13:00:00, None
None, 2.867, 46.07, None, None, None, None, None, -8.0, None, None, 2019-11-25 14:00:00, None
None, 2.844, 42.33, None, None, None, None, None, -8.0, None, None, 2019-11-25 15:00:00, None
None, 2.676, 43.06, None, None, None, None, None, -8.0, None, None, 2019-11-25 16:00:00, None
None, 0.08, 54.17, None, None, None, None, None, -8.0, None, None, 2019-11-25 17:00:00, None
None, -1.42, 63.12, None, None, None, None, None, -7.0, None, None, 2019-11-25 18:00:00, None
None, -2.125, 68.83, None, None, None, None, None, -6.0, None, None, 2019-11-25 19:00:00, None
None, -2.77, 73.41, None, None, None, None, None, -6.0, None, None, 2019-11-25 20:00:00, None
None, -3.469, 73.16, None, None, None, None, None, -7.0, None, None, 2019-11-25 21:00:00, None
None, -4.564, 78.03, None, None, None, None, None, -7.0, None, None, 2019-11-25 22:00:00, None
None, -4.772, 73.85, None, None, None, None, None, -8.0, None, None, 2019-11-25 23:00:00, None
None, -5.392, 70.26, None, None, None, None, None, -9.0, None, None, 2019-11-26 00:00:00, None
None, -6.344, 75.58, None, None, None, None, None, -9.0, None, None, 2019-11-26 01:00:00, None
None, -6.972, 77.39, None, None, None, None, None, -10.0, None, None, 2019-11-26 02:00:00, None
None, -7.489, 78.3, None, None, None, None, None, -10.0, None, None, 2019-11-26 03:00:00, None
None, -7.334, 80.3, None, None, None, None, None, -10.0, None, None, 2019-11-26 04:00:00, None
None, -7.692, 82.7, None, None, None, None, None, -10.0, None, None, 2019-11-26 05:00:00, None
None, -7.415, 81.4, None, None, None, None, None, -10.0, None, None, 2019-11-26 06:00:00, None
None, -7.999, 82.3, None, None, None, None, None, -10.0, None, None, 2019-11-26 07:00:00, None
None, -7.947, 83.5, None, None, None, None, None, -10.0, None, None, 2019-11-26 08:00:00, None
None, -7.812, 83.2, None, None, None, None, None, -10.0, None, None, 2019-11-26 09:00:00, None
None, -6.089, 77.33, None, None, None, None, None, -9.0, None, None, 2019-11-26 10:00:00, None
None, -4.133, 66.51, None, None, None, None, None, -9.0, None, None, 2019-11-26 11:00:00, None
None, -2.1, 58.53, None, None, None, None, None, -8.0, None, None, 2019-11-26 12:00:00, None
None, -3.01, 66.39, None, None, None, None, None, -8.0, None, None, 2019-11-26 13:00:00, None
None, -1.177, 59.86, None, None, None, None, None, -7.0, None, None, 2019-11-26 14:00:00, None
None, -1.424, 61.43, None, None, None, None, None, -7.0, None, None, 2019-11-26 15:00:00, None
None, -1.933, 65.7, None, None, None, None, None, -7.0, None, None, 2019-11-26 16:00:00, None
None, -2.579, 70.09, None, None, None, None, None, -7.0, None, None, 2019-11-26 17:00:00, None
None, -2.511, 69.8, None, None, None, None, None, -7.0, None, None, 2019-11-26 18:00:00, None
None, -2.893, 72.75, None, None, None, None, None, -7.0, None, None, 2019-11-26 19:00:00, None
None, -3.123, 74.68, None, None, None, None, None, -7.0, None, None, 2019-11-26 20:00:00, None
None, -2.839, 72.82, None, None, None, None, None, -7.0, None, None, 2019-11-26 21:00:00, None
None, -3.231, 74.72, None, None, None, None, None, -7.0, None, None, 2019-11-26 22:00:00, None
None, -2.463, 67.56, None, None, None, None, None, -7.0, None, None, 2019-11-26 23:00:00, None
None, -2.56, 69.74, None, None, None, None, None, -7.0, None, None, 2019-11-27 00:00:00, None
None, -2.89, 67.51, None, None, None, None, None, -8.0, None, None, 2019-11-27 01:00:00, None
None, -2.56, 61.49, None, None, None, None, None, -8.0, None, None, 2019-11-27 02:00:00, None
None, -2.4, 57.88, None, None, None, None, None, -9.0, None, None, 2019-11-27 03:00:00, None
None, -2.571, 55.13, None, None, None, None, None, -10.0, None, None, 2019-11-27 04:00:00, None
None, -2.606, 53.62, None, None, None, None, None, -10.0, None, None, 2019-11-27 05:00:00, None
None, -2.71, 51.68, None, None, None, None, None, -10.0, None, None, 2019-11-27 06:00:00, None
None, -2.821, 50.36, None, None, None, None, None, -11.0, None, None, 2019-11-27 07:00:00, None
None, -2.72, 47.58, None, None, None, None, None, -11.0, None, None, 2019-11-27 08:00:00, None
None, -2.52, 47.17, None, None, None, None, None, -11.0, None, None, 2019-11-27 09:00:00, None
None, -2.233, 45.81, None, None, None, None, None, -11.0, None, None, 2019-11-27 10:00:00, None
None, -1.918, 44.55, None, None, None, None, None, -11.0, None, None, 2019-11-27 11:00:00, None
None, -1.892, 44.0, None, None, None, None, None, -11.0, None, None, 2019-11-27 12:00:00, None
None, -1.402, 44.72, None, None, None, None, None, -11.0, None, None, 2019-11-27 13:00:00, None
None, -1.528, 42.45, None, None, None, None, None, -11.0, None, None, 2019-11-27 14:00:00, None
None, -1.5, 42.68, None, None, None, None, None, -11.0, None, None, 2019-11-27 15:00:00, None
None, -1.655, 41.43, None, None, None, None, None, -12.0, None, None, 2019-11-27 16:00:00, None
None, -1.889, 42.52, None, None, None, None, None, -12.0, None, None, 2019-11-27 18:00:00, None
None, -2.149, 43.85, None, None, None, None, None, -12.0, None, None, 2019-11-27 19:00:00, None
None, -2.266, 42.48, None, None, None, None, None, -12.0, None, None, 2019-11-27 20:00:00, None
None, -2.467, 43.42, None, None, None, None, None, -12.0, None, None, 2019-11-27 22:00:00, None
None, -2.643, 42.46, None, None, None, None, None, -12.0, None, None, 2019-11-27 23:00:00, None
None, -2.859, 42.45, None, None, None, None, None, -13.0, None, None, 2019-11-28 00:00:00, None
None, -2.988, 43.14, None, None, None, None, None, -13.0, None, None, 2019-11-28 01:00:00, None
None, -3.354, 43.85, None, None, None, None, None, -13.0, None, None, 2019-11-28 02:00:00, None
None, -3.575, 44.03, None, None, None, None, None, -13.0, None, None, 2019-11-28 03:00:00, None
None, -3.721, 44.86, None, None, None, None, None, -13.0, None, None, 2019-11-28 04:00:00, None
None, -4.205, 46.68, None, None, None, None, None, -13.0, None, None, 2019-11-28 05:00:00, None
None, -5.091, 51.48, None, None, None, None, None, -13.0, None, None, 2019-11-28 06:00:00, None
None, -4.99, 53.11, None, None, None, None, None, -12.0, None, None, 2019-11-28 07:00:00, None
None, -6.012, 58.79, None, None, None, None, None, -12.0, None, None, 2019-11-28 08:00:00, None
None, -5.005, 50.69, None, None, None, None, None, -13.0, None, None, 2019-11-28 09:00:00, None
None, -5.047, 46.42, None, None, None, None, None, -14.0, None, None, 2019-11-28 10:00:00, None
None, -4.602, 45.2, None, None, None, None, None, -14.0, None, None, 2019-11-28 11:00:00, None
None, -3.897, 43.61, None, None, None, None, None, -13.0, None, None, 2019-11-28 12:00:00, None
None, -3.512, 42.27, None, None, None, None, None, -13.0, None, None, 2019-11-28 13:00:00, None
None, -3.359, 40.0, None, None, None, None, None, -14.0, None, None, 2019-11-28 14:00:00, None
None, -3.553, 42.08, None, None, None, None, None, -14.0, None, None, 2019-11-28 15:00:00, None
None, -5.224, 51.98, None, None, None, None, None, -13.0, None, None, 2019-11-28 16:00:00, None
None, -6.714, 57.61, None, None, None, None, None, -13.0, None, None, 2019-11-28 17:00:00, None
None, -7.798, 64.39, None, None, None, None, None, -13.0, None, None, 2019-11-28 18:00:00, None
None, -8.87, 69.68, None, None, None, None, None, -13.0, None, None, 2019-11-28 19:00:00, None
None, -9.43, 73.82, None, None, None, None, None, -13.0, None, None, 2019-11-28 20:00:00, None
None, -10.08, 76.35, None, None, None, None, None, -13.0, None, None, 2019-11-28 21:00:00, None
None, -10.61, 79.38, None, None, None, None, None, -13.0, None, None, 2019-11-28 22:00:00, None
None, -10.89, 81.1, None, None, None, None, None, -13.0, None, None, 2019-11-28 23:00:00, None
None, -11.33, 83.1, None, None, None, None, None, -13.0, None, None, 2019-11-29 00:00:00, None
None, -11.4, 82.6, None, None, None, None, None, -14.0, None, None, 2019-11-29 01:00:00, None
None, -11.87, 83.9, None, None, None, None, None, -14.0, None, None, 2019-11-29 02:00:00, None
None, -11.85, 85.6, None, None, None, None, None, -14.0, None, None, 2019-11-29 03:00:00, None
None, -11.67, 83.8, None, None, None, None, None, -14.0, None, None, 2019-11-29 04:00:00, None
None, -11.02, 81.8, None, None, None, None, None, -13.0, None, None, 2019-11-29 05:00:00, None
None, -11.61, 83.5, None, None, None, None, None, -14.0, None, None, 2019-11-29 06:00:00, None
None, -11.72, 83.5, None, None, None, None, None, -14.0, None, None, 2019-11-29 07:00:00, None
None, -10.57, 78.69, None, None, None, None, None, -13.0, None, None, 2019-11-29 08:00:00, None
None, -8.92, 69.52, None, None, None, None, None, -13.0, None, None, 2019-11-29 09:00:00, None
None, -8.39, 68.38, None, None, None, None, None, -13.0, None, None, 2019-11-29 10:00:00, None
None, -6.989, 58.53, None, None, None, None, None, -13.0, None, None, 2019-11-29 11:00:00, None
None, -5.54, 51.6, None, None, None, None, None, -13.0, None, None, 2019-11-29 12:00:00, None
None, -4.944, 50.94, None, None, None, None, None, -13.0, None, None, 2019-11-29 13:00:00, None
None, -4.456, 45.11, None, None, None, None, None, -14.0, None, None, 2019-11-29 14:00:00, None
None, -4.266, 44.12, None, None, None, None, None, -14.0, None, None, 2019-11-29 15:00:00, None
None, -5.597, 53.58, None, None, None, None, None, -13.0, None, None, 2019-11-29 16:00:00, None
None, -7.185, 65.82, None, None, None, None, None, -12.0, None, None, 2019-11-29 17:00:00, None
