station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, MEASURED_WIND_DIRECTION1, MEASURED_WIND_SPEED1, air_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, dwpt_temp, time
-2.489, 80.4, None, None, None, 9.9, None, 279.5, 14.84, None, None, -5.0, None, None, 2019-11-21 16:00:00
-2.669, 80.6, None, None, None, 9.85, None, 273.3, 18.21, None, None, -5.0, None, None, 2019-11-21 17:00:00
-2.306, 80.5, None, None, None, 9.68, None, 267.9, 17.46, None, None, -5.0, None, None, 2019-11-21 18:00:00
-2.08, 80.6, None, None, None, 7.802, None, 257.4, 16.24, None, None, -5.0, None, None, 2019-11-21 19:00:00
-2.079, 80.4, None, None, None, 11.51, None, 243.2, 15.1, None, None, -5.0, None, None, 2019-11-21 20:00:00
-1.927, 80.1, None, None, None, 7.261, None, 247.8, 17.16, None, None, -4.0, None, None, 2019-11-21 21:00:00
-1.652, 80.4, None, None, None, 10.91, None, 264.3, 14.97, None, None, -4.0, None, None, 2019-11-21 22:00:00
-1.171, 80.3, None, None, None, 7.093, None, 267.6, 14.17, None, None, -4.0, None, None, 2019-11-21 23:00:00
-2.151, 80.4, None, None, None, 12.2, None, 256.3, 14.13, None, None, -5.0, None, None, 2019-11-22 00:00:00
-1.815, 80.3, None, None, None, 11.31, None, 238.7, 14.58, None, None, -5.0, None, None, 2019-11-22 02:00:00
-2.353, 80.2, None, None, None, 17.59, None, 236.7, 15.13, None, None, -5.0, None, None, 2019-11-22 03:00:00
-2.498, 79.75, None, None, None, 9.77, None, 239.0, 20.44, None, None, -5.0, None, None, 2019-11-22 04:00:00
-3.05, 79.58, None, None, None, 12.1, None, 261.1, 21.9, None, None, -6.0, None, None, 2019-11-22 05:00:00
-3.905, 79.78, None, None, None, 11.15, None, 273.5, 24.87, None, None, -6.0, None, None, 2019-11-22 06:00:00
-5.03, 79.32, None, None, None, 10.45, None, 278.7, 22.23, None, None, -8.0, None, None, 2019-11-22 07:00:00
-4.97, 78.79, None, None, None, 10.94, None, 275.1, 21.32, None, None, -8.0, None, None, 2019-11-22 08:00:00
-4.859, 78.51, None, None, None, 11.57, None, 260.9, 19.99, None, None, -8.0, None, None, 2019-11-22 09:00:00
-4.656, 78.41, None, None, None, 10.52, None, 247.8, 16.99, None, None, -8.0, None, None, 2019-11-22 10:00:00
-4.336, 78.15, None, None, None, 10.08, None, 267.2, 16.06, None, None, -7.0, None, None, 2019-11-22 11:00:00
-3.995, 77.98, None, None, None, 13.29, None, 259.1, 15.82, None, None, -7.0, None, None, 2019-11-22 12:00:00
-3.656, 78.42, None, None, None, 10.81, None, 244.8, 13.94, None, None, -7.0, None, None, 2019-11-22 13:00:00
-3.692, 78.36, None, None, None, 11.43, None, 240.6, 14.64, None, None, -7.0, None, None, 2019-11-22 14:00:00
-4.3, 78.61, None, None, None, 10.32, None, 241.4, 13.89, None, None, -7.0, None, None, 2019-11-22 15:00:00
-5.138, 79.1, None, None, None, 7.383, None, 241.5, 17.26, None, None, -8.0, None, None, 2019-11-22 16:00:00
-4.609, 79.17, None, None, None, 11.81, None, 253.5, 17.45, None, None, -7.0, None, None, 2019-11-22 17:00:00
-4.369, 79.13, None, None, None, 7.817, None, 268.2, 14.06, None, None, -7.0, None, None, 2019-11-22 18:00:00
-4.576, 79.19, None, None, None, 10.88, None, 252.4, 15.78, None, None, -7.0, None, None, 2019-11-22 19:00:00
-4.691, 78.99, None, None, None, 9.48, None, 243.3, 15.48, None, None, -7.0, None, None, 2019-11-22 20:00:00
-4.725, 79.4, None, None, None, 15.04, None, 239.2, 9.8, None, None, -7.0, None, None, 2019-11-22 21:00:00
-4.18, 78.92, None, None, None, 11.58, None, 218.2, 10.38, None, None, -7.0, None, None, 2019-11-22 22:00:00
-4.437, 79.06, None, None, None, 13.4, None, 223.6, 10.08, None, None, -7.0, None, None, 2019-11-22 23:00:00
-4.765, 79.38, None, None, None, 11.81, None, 227.4, 13.14, None, None, -8.0, None, None, 2019-11-23 00:00:00
-5.991, 79.74, None, None, None, 11.49, None, 227.6, 13.83, None, None, -8.0, None, None, 2019-11-23 01:00:00
-5.638, 80.3, None, None, None, 11.9, None, 225.7, 10.87, None, None, -8.0, None, None, 2019-11-23 02:00:00
-7.396, 80.2, None, None, None, 11.16, None, 228.7, 15.55, None, None, -10.0, None, None, 2019-11-23 03:00:00
-4.939, 79.79, None, None, None, 11.24, None, 235.6, 18.95, None, None, -8.0, None, None, 2019-11-23 04:00:00
-5.282, 80.4, None, None, None, 14.54, None, 265.8, 19.15, None, None, -8.0, None, None, 2019-11-23 05:00:00
-5.454, 80.3, None, None, None, 13.78, None, 282.3, 13.85, None, None, -8.0, None, None, 2019-11-23 06:00:00
-5.299, 80.4, None, None, None, 13.94, None, 273.6, 13.16, None, None, -8.0, None, None, 2019-11-23 07:00:00
-5.259, 80.5, None, None, None, 12.34, None, 271.0, 12.75, None, None, -8.0, None, None, 2019-11-23 08:00:00
-5.13, 80.4, None, None, None, 10.31, None, 268.7, 10.35, None, None, -8.0, None, None, 2019-11-23 09:00:00
-5.114, 80.5, None, None, None, 15.18, None, 254.6, 10.72, None, None, -8.0, None, None, 2019-11-23 10:00:00
-4.849, 80.4, None, None, None, 17.04, None, 233.1, 11.03, None, None, -7.0, None, None, 2019-11-23 11:00:00
-5.135, 80.2, None, None, None, 21.74, None, 224.6, 9.68, None, None, -8.0, None, None, 2019-11-23 12:00:00
-5.015, 80.5, None, None, None, 21.07, None, 219.1, 10.33, None, None, -8.0, None, None, 2019-11-23 13:00:00
-5.141, 80.5, None, None, None, 25.62, None, 218.8, 12.89, None, None, -8.0, None, None, 2019-11-23 14:00:00
-4.969, 80.5, None, None, None, 28.43, None, 215.4, 13.13, None, None, -7.0, None, None, 2019-11-23 15:00:00
-4.696, 80.6, None, None, None, 34.11, None, 219.3, 13.96, None, None, -7.0, None, None, 2019-11-23 16:00:00
-4.96, 80.7, None, None, None, 28.44, None, 219.0, 12.53, None, None, -7.0, None, None, 2019-11-23 17:00:00
-4.614, 80.7, None, None, None, 26.5, None, 216.9, 13.28, None, None, -7.0, None, None, 2019-11-23 18:00:00
-4.911, 80.6, None, None, None, 23.68, None, 223.8, 13.54, None, None, -7.0, None, None, 2019-11-23 19:00:00
-4.846, 80.6, None, None, None, 23.15, None, 220.4, 11.87, None, None, -7.0, None, None, 2019-11-23 20:00:00
-5.387, 80.5, None, None, None, 27.13, None, 214.4, 9.74, None, None, -8.0, None, None, 2019-11-23 21:00:00
-5.176, 80.5, None, None, None, 25.5, None, 211.5, 11.99, None, None, -8.0, None, None, 2019-11-23 22:00:00
-5.889, 80.3, None, None, None, 31.15, None, 210.9, 12.41, None, None, -8.0, None, None, 2019-11-23 23:00:00
-5.931, 80.3, None, None, None, 40.75, None, 220.1, 9.49, None, None, -9.0, None, None, 2019-11-24 00:00:00
-5.567, 80.5, None, None, None, 34.34, None, 212.7, 14.92, None, None, -8.0, None, None, 2019-11-24 01:00:00
-5.149, 80.2, None, None, None, 37.84, None, 217.6, 15.96, None, None, -8.0, None, None, 2019-11-24 02:00:00
-5.412, 80.4, None, None, None, 41.85, None, 225.7, 17.04, None, None, -8.0, None, None, 2019-11-24 03:00:00
-5.324, 80.5, None, None, None, 41.77, None, 238.5, 17.62, None, None, -8.0, None, None, 2019-11-24 04:00:00
-7.043, 79.93, None, None, None, 32.68, None, 268.2, 23.89, None, None, -10.0, None, None, 2019-11-24 05:00:00
-7.74, 80.1, None, None, None, 28.68, None, 285.4, 20.46, None, None, -10.0, None, None, 2019-11-24 06:00:00
-8.19, 79.86, None, None, None, 21.0, None, 277.4, 24.52, None, None, -11.0, None, None, 2019-11-24 07:00:00
-8.71, 79.78, None, None, None, 17.73, None, 274.7, 29.23, None, None, -11.0, None, None, 2019-11-24 10:00:00
-8.6, 79.72, None, None, None, 17.01, None, 274.7, 29.04, None, None, -11.0, None, None, 2019-11-24 11:00:00
-8.84, 79.73, None, None, None, 20.98, None, 272.4, 28.24, None, None, -11.0, None, None, 2019-11-24 12:00:00
-8.89, 79.68, None, None, None, 21.75, None, 277.8, 24.43, None, None, -11.0, None, None, 2019-11-24 13:00:00
-9.0, 79.5, None, None, None, 23.72, None, 275.8, 22.62, None, None, -12.0, None, None, 2019-11-24 14:00:00
-9.13, 79.64, None, None, None, 21.44, None, 272.7, 20.98, None, None, -12.0, None, None, 2019-11-24 15:00:00
-9.7, 79.27, None, None, None, 33.09, None, 287.1, 23.11, None, None, -12.0, None, None, 2019-11-24 16:00:00
-9.55, 79.62, None, None, None, 23.25, None, 278.7, 16.76, None, None, -12.0, None, None, 2019-11-24 17:00:00
-9.54, 79.59, None, None, None, 14.43, None, 258.0, 19.79, None, None, -12.0, None, None, 2019-11-24 18:00:00
-9.62, 79.56, None, None, None, 8.23, None, 257.3, 18.75, None, None, -12.0, None, None, 2019-11-24 19:00:00
-9.55, 79.56, None, None, None, 23.26, None, 240.6, 11.25, None, None, -12.0, None, None, 2019-11-24 20:00:00
-9.72, 79.61, None, None, None, 12.51, None, 251.4, 16.36, None, None, -12.0, None, None, 2019-11-24 21:00:00
-10.0, 79.48, None, None, None, 11.76, None, 268.1, 17.24, None, None, -13.0, None, None, 2019-11-24 22:00:00
-10.1, 79.2, None, None, None, 12.92, None, 272.1, 14.12, None, None, -13.0, None, None, 2019-11-24 23:00:00
-10.16, 79.43, None, None, None, 10.28, None, 267.3, 14.49, None, None, -13.0, None, None, 2019-11-25 00:00:00
-10.22, 79.48, None, None, None, 15.84, None, 266.1, 11.97, None, None, -13.0, None, None, 2019-11-25 01:00:00
-10.24, 79.3, None, None, None, 16.81, None, 267.2, 11.28, None, None, -13.0, None, None, 2019-11-25 02:00:00
-10.18, 79.35, None, None, None, 14.52, None, 270.4, 12.86, None, None, -13.0, None, None, 2019-11-25 03:00:00
-10.59, 79.3, None, None, None, 36.59, None, 293.4, 9.21, None, None, -13.0, None, None, 2019-11-25 04:00:00
-10.76, 79.14, None, None, None, 13.93, None, 272.1, 12.21, None, None, -13.0, None, None, 2019-11-25 05:00:00
-11.46, 79.01, None, None, None, 13.18, None, 280.2, 16.25, None, None, -14.0, None, None, 2019-11-25 06:00:00
-11.45, 79.2, None, None, None, 11.69, None, 273.8, 16.51, None, None, -14.0, None, None, 2019-11-25 07:00:00
-11.59, 78.89, None, None, None, 18.81, None, 282.7, 11.97, None, None, -14.0, None, None, 2019-11-25 08:00:00
-11.44, 79.0, None, None, None, 10.83, None, 268.0, 16.86, None, None, -14.0, None, None, 2019-11-25 09:00:00
-10.93, 79.07, None, None, None, 9.37, None, 267.4, 15.5, None, None, -13.0, None, None, 2019-11-25 10:00:00
-11.08, 77.79, None, None, None, 15.84, None, 283.5, 8.66, None, None, -14.0, None, None, 2019-11-25 11:00:00
-10.8, 77.92, None, None, None, 17.3, None, 271.2, 8.36, None, None, -13.0, None, None, 2019-11-25 12:00:00
-10.98, 78.32, None, None, None, 18.91, None, 281.9, 8.03, None, None, -14.0, None, None, 2019-11-25 13:00:00
-11.26, 78.4, None, None, None, 16.51, None, 265.6, 8.75, None, None, -14.0, None, None, 2019-11-25 14:00:00
-11.44, 78.14, None, None, None, 18.81, None, 265.6, 7.931, None, None, -14.0, None, None, 2019-11-25 15:00:00
-11.98, 78.55, None, None, None, 27.23, None, 277.9, 6.057, None, None, -15.0, None, None, 2019-11-25 16:00:00
-12.19, 78.76, None, None, None, 24.31, None, 251.9, 5.767, None, None, -15.0, None, None, 2019-11-25 17:00:00
-12.55, 78.78, None, None, None, 15.58, None, 264.7, 15.17, None, None, -15.0, None, None, 2019-11-25 18:00:00
-12.87, 78.52, None, None, None, 17.49, None, 275.2, 13.2, None, None, -15.0, None, None, 2019-11-25 19:00:00
-13.24, 78.54, None, None, None, 18.94, None, 283.8, 12.32, None, None, -16.0, None, None, 2019-11-25 20:00:00
-13.23, 78.85, None, None, None, 13.75, None, 264.1, 11.08, None, None, -16.0, None, None, 2019-11-25 21:00:00
-13.63, 78.24, None, None, None, 11.23, None, 267.7, 11.75, None, None, -16.0, None, None, 2019-11-25 22:00:00
-13.51, 78.62, None, None, None, 18.04, None, 256.1, 11.01, None, None, -16.0, None, None, 2019-11-25 23:00:00
-13.6, 78.58, None, None, None, 12.51, None, 238.7, 8.12, None, None, -16.0, None, None, 2019-11-26 00:00:00
-13.71, 78.63, None, None, None, 17.3, None, 243.0, 11.91, None, None, -16.0, None, None, 2019-11-26 01:00:00
-14.42, 78.51, None, None, None, 12.86, None, 249.4, 9.15, None, None, -17.0, None, None, 2019-11-26 02:00:00
-14.31, 78.37, None, None, None, 15.57, None, 233.7, 6.711, None, None, -17.0, None, None, 2019-11-26 03:00:00
-14.56, 78.07, None, None, None, 7.022, None, 225.5, 4.485, None, None, -17.0, None, None, 2019-11-26 04:00:00
-14.68, 78.03, None, None, None, 5.313, None, 226.7, 4.572, None, None, -18.0, None, None, 2019-11-26 05:00:00
-15.24, 77.83, None, None, None, 16.95, None, 246.7, 2.447, None, None, -18.0, None, None, 2019-11-26 06:00:00
-16.1, 76.86, None, None, None, 7.988, None, 268.7, 0.972, None, None, -19.0, None, None, 2019-11-26 07:00:00
-14.82, 80.2, None, None, None, 48.13, None, 73.29, 0.0, None, None, -17.0, None, None, 2019-11-26 08:00:00
-13.34, 77.63, None, None, None, 8.09, None, 84.8, 0.941, None, None, -16.0, None, None, 2019-11-26 09:00:00
-13.87, 76.94, None, None, None, 8.75, None, 93.5, 1.619, None, None, -17.0, None, None, 2019-11-26 10:00:00
-14.2, 77.88, None, None, None, 7.522, None, 90.4, 2.927, None, None, -17.0, None, None, 2019-11-26 11:00:00
-13.92, 78.59, None, None, None, 11.14, None, 77.6, 2.612, None, None, -16.0, None, None, 2019-11-26 12:00:00
-13.81, 78.4, None, None, None, 9.74, None, 73.76, 4.479, None, None, -17.0, None, None, 2019-11-26 13:00:00
-14.15, 78.37, None, None, None, 9.47, None, 77.21, 8.83, None, None, -17.0, None, None, 2019-11-26 14:00:00
-14.43, 78.48, None, None, None, 8.44, None, 74.85, 13.72, None, None, -17.0, None, None, 2019-11-26 15:00:00
-14.94, 78.27, None, None, None, 9.73, None, 69.12, 18.89, None, None, -18.0, None, None, 2019-11-26 16:00:00
-15.01, 78.35, None, None, None, 6.6, None, 67.24, 21.36, None, None, -18.0, None, None, 2019-11-26 17:00:00
-14.92, 78.38, None, None, None, 9.63, None, 66.97, 23.0, None, None, -17.0, None, None, 2019-11-26 18:00:00
-15.2, 78.32, None, None, None, 9.25, None, 64.3, 24.32, None, None, -18.0, None, None, 2019-11-26 19:00:00
-15.43, 78.28, None, None, None, 13.05, None, 68.27, 24.05, None, None, -18.0, None, None, 2019-11-26 20:00:00
-15.53, 78.2, None, None, None, 28.0, None, 72.99, 23.52, None, None, -18.0, None, None, 2019-11-26 21:00:00
-15.54, 78.25, None, None, None, 34.07, None, 75.14, 26.91, None, None, -18.0, None, None, 2019-11-26 22:00:00
-15.7, 78.13, None, None, None, 44.99, None, 79.2, 22.68, None, None, -18.0, None, None, 2019-11-26 23:00:00
-15.73, 78.11, None, None, None, 56.39, None, 87.2, 15.14, None, None, -18.0, None, None, 2019-11-27 00:00:00
-16.22, 77.86, None, None, None, 59.63, None, 99.9, 11.16, None, None, -19.0, None, None, 2019-11-27 01:00:00
-16.65, 77.82, None, None, None, 63.53, None, 107.7, 9.96, None, None, -19.0, None, None, 2019-11-27 02:00:00
-16.9, 77.87, None, None, None, 53.87, None, 93.9, 13.48, None, None, -20.0, None, None, 2019-11-27 03:00:00
-17.06, 77.98, None, None, None, 54.49, None, 92.8, 14.43, None, None, -20.0, None, None, 2019-11-27 04:00:00
-17.09, 78.09, None, None, None, 57.64, None, 89.9, 13.07, None, None, -20.0, None, None, 2019-11-27 05:00:00
-17.2, 78.11, None, None, None, 63.79, None, 100.9, 9.86, None, None, -20.0, None, None, 2019-11-27 06:00:00
-17.35, 78.07, None, None, None, 64.2, None, 118.4, 8.67, None, None, -20.0, None, None, 2019-11-27 07:00:00
-17.33, 78.17, None, None, None, 65.49, None, 102.7, 8.55, None, None, -20.0, None, None, 2019-11-27 08:00:00
-17.25, 78.11, None, None, None, 66.82, None, 131.4, 7.445, None, None, -20.0, None, None, 2019-11-27 09:00:00
-16.49, 77.65, None, None, None, 69.41, None, 127.3, 7.031, None, None, -19.0, None, None, 2019-11-27 10:00:00
-16.03, 77.57, None, None, None, 69.7, None, 89.2, 6.496, None, None, -19.0, None, None, 2019-11-27 11:00:00
-16.03, 77.53, None, None, None, 68.64, None, 99.3, 7.147, None, None, -19.0, None, None, 2019-11-27 12:00:00
-16.17, 77.38, None, None, None, 68.33, None, 91.1, 7.104, None, None, -19.0, None, None, 2019-11-27 13:00:00
-15.89, 77.25, None, None, None, 64.27, None, 92.0, 7.855, None, None, -19.0, None, None, 2019-11-27 14:00:00
-16.38, 77.18, None, None, None, 58.92, None, 86.2, 10.09, None, None, -19.0, None, None, 2019-11-27 15:00:00
-16.98, 77.49, None, None, None, 47.47, None, 80.4, 13.82, None, None, -20.0, None, None, 2019-11-27 16:00:00
-17.4, 77.65, None, None, None, 40.69, None, 88.2, 23.19, None, None, -20.0, None, None, 2019-11-27 18:00:00
-17.65, 77.74, None, None, None, 37.63, None, 92.3, 27.65, None, None, -20.0, None, None, 2019-11-27 19:00:00
-17.68, 77.79, None, None, None, 40.89, None, 91.6, 25.74, None, None, -20.0, None, None, 2019-11-27 20:00:00
-18.08, 77.59, None, None, None, 32.27, None, 87.8, 30.79, None, None, -21.0, None, None, 2019-11-27 22:00:00
-18.06, 77.53, None, None, None, 22.78, None, 78.21, 40.96, None, None, -21.0, None, None, 2019-11-27 23:00:00
-18.19, 77.41, None, None, None, 11.34, None, 71.55, 46.44, None, None, -21.0, None, None, 2019-11-28 00:00:00
-18.22, 77.26, None, None, None, 9.96, None, 72.28, 45.41, None, None, -21.0, None, None, 2019-11-28 01:00:00
-18.25, 77.23, None, None, None, 12.36, None, 75.78, 41.49, None, None, -21.0, None, None, 2019-11-28 02:00:00
-17.87, 77.24, None, None, None, 9.56, None, 76.19, 45.54, None, None, -21.0, None, None, 2019-11-28 03:00:00
-17.93, 77.03, None, None, None, 9.63, None, 77.26, 41.74, None, None, -21.0, None, None, 2019-11-28 04:00:00
-17.89, 77.18, None, None, None, 7.943, None, 72.26, 44.13, None, None, -21.0, None, None, 2019-11-28 05:00:00
-17.81, 77.12, None, None, None, 7.366, None, 76.0, 44.6, None, None, -21.0, None, None, 2019-11-28 06:00:00
-17.89, 77.01, None, None, None, 7.56, None, 76.45, 42.65, None, None, -21.0, None, None, 2019-11-28 07:00:00
-17.17, 76.82, None, None, None, 7.418, None, 76.71, 41.48, None, None, -20.0, None, None, 2019-11-28 08:00:00
-16.61, 76.52, None, None, None, 6.247, None, 77.27, 39.74, None, None, -19.0, None, None, 2019-11-28 09:00:00
-16.2, 76.24, None, None, None, 7.688, None, 74.41, 37.2, None, None, -19.0, None, None, 2019-11-28 10:00:00
-15.71, 75.84, None, None, None, 12.78, None, 78.7, 28.12, None, None, -19.0, None, None, 2019-11-28 11:00:00
-15.34, 75.59, None, None, None, 22.37, None, 85.8, 18.8, None, None, -18.0, None, None, 2019-11-28 12:00:00
-15.27, 75.49, None, None, None, 13.5, None, 84.6, 18.15, None, None, -18.0, None, None, 2019-11-28 13:00:00
-15.01, 75.83, None, None, None, 28.96, None, 90.4, 13.38, None, None, -18.0, None, None, 2019-11-28 14:00:00
-15.3, 76.13, None, None, None, 17.67, None, 84.5, 17.52, None, None, -18.0, None, None, 2019-11-28 15:00:00
-15.37, 77.3, None, None, None, 5.922, None, 80.2, 28.43, None, None, -18.0, None, None, 2019-11-28 16:00:00
-15.7, 77.38, None, None, None, 4.303, None, 82.4, 27.5, None, None, -18.0, None, None, 2019-11-28 17:00:00
-15.85, 77.61, None, None, None, 3.11, None, 89.2, 22.79, None, None, -19.0, None, None, 2019-11-28 18:00:00
-16.14, 77.48, None, None, None, 4.356, None, 88.5, 21.14, None, None, -19.0, None, None, 2019-11-28 19:00:00
-16.37, 77.47, None, None, None, 4.724, None, 88.0, 13.49, None, None, -19.0, None, None, 2019-11-28 20:00:00
-16.49, 77.46, None, None, None, 3.169, None, 91.3, 15.88, None, None, -19.0, None, None, 2019-11-28 21:00:00
-16.12, 77.45, None, None, None, 3.819, None, 91.0, 15.59, None, None, -19.0, None, None, 2019-11-28 22:00:00
-16.04, 77.51, None, None, None, 3.594, None, 93.7, 17.26, None, None, -19.0, None, None, 2019-11-28 23:00:00
-16.23, 77.46, None, None, None, 3.345, None, 96.1, 16.81, None, None, -19.0, None, None, 2019-11-29 00:00:00
-16.49, 77.48, None, None, None, 4.338, None, 95.7, 14.62, None, None, -19.0, None, None, 2019-11-29 01:00:00
-16.08, 77.39, None, None, None, 5.453, None, 100.5, 12.26, None, None, -19.0, None, None, 2019-11-29 02:00:00
-14.71, 77.73, None, None, None, 2.801, None, 98.2, 12.01, None, None, -17.0, None, None, 2019-11-29 03:00:00
-15.02, 77.48, None, None, None, 2.404, None, 99.7, 13.93, None, None, -18.0, None, None, 2019-11-29 04:00:00
-13.04, 77.65, None, None, None, 3.184, None, 97.1, 21.75, None, None, -16.0, None, None, 2019-11-29 05:00:00
-13.86, 77.46, None, None, None, 2.7, None, 98.0, 26.56, None, None, -17.0, None, None, 2019-11-29 06:00:00
-13.19, 77.56, None, None, None, 2.541, None, 96.2, 25.08, None, None, -16.0, None, None, 2019-11-29 07:00:00
-12.1, 77.11, None, None, None, 3.357, None, 97.3, 22.79, None, None, -15.0, None, None, 2019-11-29 08:00:00
-11.66, 77.25, None, None, None, 1.881, None, 95.5, 22.69, None, None, -14.0, None, None, 2019-11-29 09:00:00
-10.37, 76.82, None, None, None, 5.549, None, 93.1, 25.32, None, None, -13.0, None, None, 2019-11-29 10:00:00
-9.29, 76.48, None, None, None, 5.03, None, 84.0, 22.16, None, None, -12.0, None, None, 2019-11-29 11:00:00
-8.64, 76.33, None, None, None, 6.257, None, 82.0, 17.3, None, None, -12.0, None, None, 2019-11-29 12:00:00
-8.2, 76.24, None, None, None, 13.47, None, 87.8, 14.23, None, None, -11.0, None, None, 2019-11-29 13:00:00
-7.716, 76.23, None, None, None, 8.92, None, 91.4, 12.34, None, None, -11.0, None, None, 2019-11-29 14:00:00
-7.885, 76.38, None, None, None, 7.719, None, 93.9, 12.63, None, None, -11.0, None, None, 2019-11-29 15:00:00
-8.82, 77.25, None, None, None, 14.37, None, 92.6, 15.59, None, None, -12.0, None, None, 2019-11-29 16:00:00
-8.72, 78.09, None, None, None, 34.02, None, 74.39, 12.79, None, None, -12.0, None, None, 2019-11-29 17:00:00
-8.04, 77.28, None, None, None, 8.6, None, 83.4, 17.74, None, None, -11.0, None, None, 2019-11-29 21:00:00
-8.85, 77.09, None, None, None, 14.49, None, 84.8, 13.71, None, None, -12.0, None, None, 2019-11-29 22:00:00
-8.2, 77.08, None, None, None, 5.759, None, 83.0, 17.71, None, None, -11.0, None, None, 2019-11-29 23:00:00
-7.891, 77.07, None, None, None, 8.36, None, 87.9, 19.74, None, None, -11.0, None, None, 2019-11-30 00:00:00
-8.08, 76.9, None, None, None, 9.67, None, 84.8, 18.03, None, None, -11.0, None, None, 2019-11-30 01:00:00
-7.912, 76.95, None, None, None, 7.433, None, 76.78, 19.78, None, None, -11.0, None, None, 2019-11-30 02:00:00
-7.729, 76.94, None, None, None, 9.77, None, 89.7, 12.69, None, None, -11.0, None, None, 2019-11-30 03:00:00
-7.976, 76.89, None, None, None, 12.64, None, 86.8, 9.2, None, None, -11.0, None, None, 2019-11-30 04:00:00
-8.26, 76.82, None, None, None, 11.23, None, 92.9, 9.15, None, None, -11.0, None, None, 2019-11-30 05:00:00
-8.07, 76.7, None, None, None, 10.95, None, 117.4, 6.86, None, None, -11.0, None, None, 2019-11-30 06:00:00
-9.3, 76.79, None, None, None, 25.46, None, 97.1, 4.15, None, None, -12.0, None, None, 2019-11-30 07:00:00
-8.32, 76.52, None, None, None, 26.66, None, 132.0, 3.263, None, None, -11.0, None, None, 2019-11-30 08:00:00
-9.39, 76.23, None, None, None, 9.22, None, 237.2, 6.484, None, None, -12.0, None, None, 2019-11-30 10:00:00
-9.7, 76.92, None, None, None, 21.0, None, 244.9, 6.138, None, None, -13.0, None, None, 2019-11-30 11:00:00
-8.93, 76.43, None, None, None, 13.07, None, 229.9, 8.69, None, None, -12.0, None, None, 2019-11-30 12:00:00
-9.34, 76.66, None, None, None, 14.0, None, 242.8, 9.13, None, None, -12.0, None, None, 2019-11-30 13:00:00
-9.56, 76.3, None, None, None, 17.11, None, 249.7, 9.16, None, None, -13.0, None, None, 2019-11-30 14:00:00
-10.66, 76.72, None, None, None, 9.34, None, 248.2, 14.97, None, None, -14.0, None, None, 2019-11-30 15:00:00
-11.67, 77.46, None, None, None, 10.1, None, 242.0, 14.11, None, None, -14.0, None, None, 2019-11-30 16:00:00
-12.38, 77.64, None, None, None, 8.75, None, 233.4, 13.02, None, None, -15.0, None, None, 2019-11-30 17:00:00
-11.66, 77.71, None, None, None, 6.945, None, 228.6, 10.87, None, None, -14.0, None, None, 2019-11-30 18:00:00
-11.12, 77.51, None, None, None, 43.94, None, 186.3, 3.781, None, None, -14.0, None, None, 2019-11-30 19:00:00
-11.84, 77.82, None, None, None, 39.77, None, 298.7, 1.734, None, None, -15.0, None, None, 2019-11-30 20:00:00
-12.46, 77.78, None, None, None, 44.58, None, 105.5, 1.908, None, None, -15.0, None, None, 2019-11-30 21:00:00
-12.44, 77.71, None, None, None, 28.07, None, 103.9, 1.95, None, None, -15.0, None, None, 2019-11-30 22:00:00
-12.09, 77.83, None, None, None, 60.0, None, 111.2, 3.754, None, None, -15.0, None, None, 2019-11-30 23:00:00
-12.01, 77.9, None, None, None, 9.51, None, 98.1, 10.4, None, None, -15.0, None, None, 2019-12-01 00:00:00
-12.06, 78.02, None, None, None, 12.37, None, 105.2, 14.8, None, None, -15.0, None, None, 2019-12-01 01:00:00
-11.42, 78.06, None, None, None, 43.24, None, 166.5, 5.244, None, None, -14.0, None, None, 2019-12-01 02:00:00
-11.1, 78.07, None, None, None, 55.33, None, 183.1, 3.1, None, None, -14.0, None, None, 2019-12-01 03:00:00
-11.66, 77.85, None, None, None, 18.89, None, 93.7, 8.5, None, None, -14.0, None, None, 2019-12-01 04:00:00
-10.54, 77.94, None, None, None, 5.969, None, 103.2, 11.74, None, None, -13.0, None, None, 2019-12-01 05:00:00
-10.52, 78.0, None, None, None, 11.37, None, 115.0, 10.37, None, None, -13.0, None, None, 2019-12-01 06:00:00
-10.09, 77.89, None, None, None, 8.55, None, 110.3, 11.48, None, None, -13.0, None, None, 2019-12-01 07:00:00
-9.27, 77.26, None, None, None, 9.64, None, 103.0, 12.79, None, None, -12.0, None, None, 2019-12-01 08:00:00
-8.72, 77.05, None, None, None, 9.7, None, 106.8, 9.32, None, None, -12.0, None, None, 2019-12-01 09:00:00
-8.18, 77.1, None, None, None, 37.17, None, 147.1, 5.862, None, None, -11.0, None, None, 2019-12-01 10:00:00
-8.89, 77.24, None, None, None, 40.91, None, 196.6, 4.808, None, None, -12.0, None, None, 2019-12-01 11:00:00
-9.65, 77.19, None, None, None, 52.73, None, 189.0, 4.98, None, None, -12.0, None, None, 2019-12-01 12:00:00
-9.37, 77.61, None, None, None, 38.0, None, 207.4, 3.752, None, None, -12.0, None, None, 2019-12-01 13:00:00
